index,original,zero_shot_translation,improved_translation
328,But gentling despair at our messiness is crucial - because it gives us more space to tackle the ruins all around.,אבל להרגיע את הייאוש מהבלגן שלנו זה קריטי - כי זה נותן לנו יותר מרחב להתמודד עם ההריסות שמסביב.,אבל לרכך את הייאוש מהבלגן שלנו זה קריטי — כי זה נותן לנו יותר מרחב להתמודד עם ההריסות שמסביב.
331,"Some programmers: ""Typing speed does not matter!""","חלק מהמתכנתים: ""מהירות הקלדה לא משנה!""","חלק מהמתכנתים: ""מהירות ההקלדה אינה חשובה!"""
339,It is definitely more romance than filth.,זה בהחלט יותר רומנטיקה מאשר זוהמה.,זה בהחלט יותר רומנטי מאשר גסות.
342,I don't agree that #Mastodon is difficult to setup.,אני לא מסכים ש-#Mastodon קשה להתקנה.,אני לא מסכים ש-#Mastodon קשה להגדיר.
343,"Common, it's really not that hard.",זה באמת לא כל כך קשה.,"נו, זה לא באמת כל כך קשה."
347,If you stick to the default web interface it doesn't look and feel good (imho).,אם תדבק בממשק האינטרנט המוגדר כברירת מחדל זה לא נראה ומרגיש טוב (לדעתי).,אם תדבק בממשק האינטרנט המוגדר כברירת מחדל זה לא נראה טוב ולא מרגיש טוב [לעניות דעתי].
348,"So, it requires a bit more effort to get into it and you probably need a good app to improve #UX.","אז, זה דורש קצת יותר מאמץ להיכנס לזה ואתה כנראה צריך אפליקציה טובה כדי לשפר את #UX.","לכן, זה דורש קצת יותר מאמץ להבין את זה וכנראה תזדקק לאפליקציה טובה כדי לשפר את # חוויית משתמש."
353,Forecasting: anticipating harms before they happen (even if by minutes),חיזוי: צפי לנזקים לפני שהם מתרחשים (אפילו אם זה בדקות).,תחזית: חיזוי נזקים לפני התרחשותם (אפילו אם זה בדקות).
369,I work out alone in my bedroom without a spotter or even a weight rack.,אני מתאמן לבד בחדר השינה שלי בלי שותף או אפילו מתקן משקולות.,אני מתאמן לבד בחדר השינה שלי בלי שותף או אפילו מתלה משקולות.
370,Just me and a barbell with a bunch of weights.,רק אני ומוט משקולות עם ערימה של משקולות.,רק אני ומוט עם סט משקולות.
372,"If I try and figure out my one rep max is I might not own enough weights to max out, or conversely it could seriously injure/kill me.","אם אנסה לחשב את המשקל המקסימלי שאני יכול להרים בחזרה אחת, ייתכן שלא יהיו לי מספיק משקולות כדי להגיע למקסימום, או לחלופין זה עלול לפצוע אותי קשה/להרוג אותי.","אם אנסה לחשב את המקסימום שלי להרמה אחת, ייתכן שלא יהיו לי מספיק משקולות כדי להגיע למקסימום, או שזה עלול לפצוע אותי קשה או להרוג אותי."
379,I'd never seen anyone's mom make it or had it shoved at me at a party or seen it appear in conjunction with anyone's saucemaking escapades or baking days,מעולם לא ראיתי אמא של מישהו מכינה את זה או שזה נדחף אליי במסיבה או שראיתי את זה מופיע יחד עם הרפתקאות הכנת רטבים של מישהו או ימי אפייה.,"מעולם לא ראיתי אמא של מישהו מכינה את זה, או שזה הוגש לי במסיבה, או שזה היה חלק מהרפתקאות הכנת רטבים של מישהו או מימי אפייה."
383,"Having been radicalized here, we're reluctant to buy a new FAANG machine*.","לאחר שעברנו רדיקליזציה כאן, אנחנו מהססים לקנות מכונת FAANG חדשה.","לאחר שהפכנו לרדיקליים כאן, אנחנו לא רוצים לקנות מכונת FAANG חדשה*."
389,So was it Epic that originated this?,אז האם זה היה אפיק שהתחיל את זה?,אז האם זה היה Epic Games שהיה המקור לזה?
394,Is it so ephemeral then?,האם זה כל כך חולף אז?,האם זה כל כך חולף?
395,"Merely a ""catchphrase"" with no clear originator?","רק ""סיסמה"" ללא מחבר ברור?",רק ״ביטוי קליט״ ללא יוצר ברור?
399,Have now done a full round trip on the new ICNG train.,כעת עשיתי נסיעה הלוך ושוב מלאה על רכבת ה-ICNG החדשה.,עשיתי נסיעה הלוך ושוב מלאה על רכבת ה–ICNG החדשה.
402,There's areas that could use some polish.,ישנם תחומים שיכולים להיעזר בליטוש.,ישנם אזורים שזקוקים לליטוש.
403,"Namely the lack of enough bins, and the lack of signs to explain the significance of the lighting colours.","כלומר, היעדר מספיק פחים והיעדר שלטים שמסבירים את משמעות צבעי התאורה.",היעדר מספיק פחים והיעדר שלטים המבהירים את משמעות צבעי התאורה.
404,"Fix those minor issues, and then can we have more of these please?","תקן את הבעיות הקטנות האלה, ואז נוכל לקבל עוד כאלה בבקשה?","תקן את הבעיות הקטנות האלה, ואז נוכל לקבל עוד כאלה, בבקשה."
406,One per customer rules remain as we try to ensure everyone who queues up can get their hands on a board.,כללים של אחד ללקוח נשארים בתוקף כשאנו מנסים להבטיח שכל מי שעומד בתור יוכל להשיג לוח.,כלל אחד ללקוח נשאר בתוקף כשאנו מנסים להבטיח שכל מי שממתין בתור יוכל להשיג לוח אם.
407,"You can buy ONE of the boards listed above, not one of each.","אתה יכול לקנות לוח אחד מהרשומים למעלה, לא אחד מכל אחד.","אתה יכול לקנות רק לוח אחד מהרשימה למעלה, ולא אחד מכל סוג."
409,Yesterday I had the best time with my friend and former rabbi colleague.,אתמול היה לי הזמן הכי טוב עם חברי ועמיתי לשעבר הרב.,אתמול ביליתי נהדר עם חברי ורב לשעבר.
419,#FalconGameBooks,#פלקוןספרי־משחק,#FalconGameBooks
420,"The eight-eyed Repnids seem to be watching as you settle the flyer down on the red soil, but they make no move towards you, in fact they are motionless as you climb out of the flyer and walk slowly towards them.","בעלי שמונה העיניים נראים כצופים בך כשאתה מנחית את המעופף על האדמה האדומה, אך הם אינם נעים לעברך, למעשה הם חסרי תנועה כשאתה יוצא מהמעופף וצועד לאט לעברם.","הרפנידים בעלי שמונה העיניים, נראים כצופים בך כשאתה מנחית את המעופף על האדמה האדומה, אך הם אינם נעים לעברך, למעשה, הם חסרי תנועה כשאתה יוצא מהמעופף וצועד לאט לעברם."
422,The rock beneath you gives way suddenly.,הסלע שמתחתיך מתמוטט פתאום.,הסלע שמתחתיך נשמט פתאום.
424,"The end is swift, as several pairs of fangs inject their deadly venom and the air of Dyskra contaminates your lungs.","הסוף מהיר, כאשר מספר זוגות של ניבים מזריקים את הארס הקטלני שלהם והאוויר של דיסקרה מזהם את ריאותיך.","הסוף מגיע במהירות, כאשר מספר זוגות של ניבים מזריקים את הארס הקטלני שלהם, והאוויר המזוהם של דיסקרה חודר לריאותיך."
425,Nobody will ever know that you were the first human future traveller.,אף אחד לעולם לא ידע שהיית האדם הראשון שנסע לעתיד.,אף אחד לעולם לא ידע שהיית האדם הראשון שנסע בזמן לעתיד.
427,"The eight-eyed Repnids seem to be watching, but they make no move towards you, in fact they are motionless as you walk slowly towards them.","בעלי שמונה העיניים נראים כמתבוננים, אך הם אינם נעים לעברך, למעשה הם חסרי תנועה כשאתה הולך לאט לעברם.","הרפנידים בעלי שמונה העיניים נראים כעוקבים, אך הם אינם נעים לעברך. למעשה, הם חסרי תנועה כשאתה הולך לאט לעברם."
428,"You halt while still on the mound of crumbled rock and soil and speak to them, saying, 'I come in peace, as a friend.'","אתה עוצר בעודך על תל האבנים והאדמה המתפוררים ומדבר אליהם, ואומר, 'אני בא בשלום, כחבר.'","אתה נעצר כשאתה עדיין עומד על תל הסלעים והאדמה המתפוררים ומדבר אליהם, ואומר ""אני בא בשלום""."
429,"It appears that they cannot hear you, let alone understand, as your Universal Translator picks up no answer.","נראה שהם לא יכולים לשמוע אותך, לא כל שכן להבין, שכן המתרגם האוניברסלי שלך לא קולט תשובה.","נראה שהם לא יכולים לשמוע אותך, שלא לדבר על להבין, המתרגם האוניברסלי שלך לא קולט תשובה."
440,I plan on mixing it with a fine purple/lilac variegated cotton.,אני מתכנן לערבב את זה עם כותנה משובחת בצבע סגול/לילך מגוונת.,"אני מתכנן לערבב את זה עם כותנה עדינה בגוונים מגוונים של סגול, לילך."
441,But am not sure I have enough of the purple.,אבל אני לא בטוח שיש לי מספיק מהסגול.,אני לא בטוח אם יש לי מספיק צבע סגול.
446,I have literally tried and dropped EVERY SINGLE ONE.,ניסיתי והפסקתי עם כל אחד ואחד מהם.,ניסיתי פשוטו כמשמעו ונטשתי כל אחד ואחד מהם.
447,"And up until like two years ago, I had no idea until I checked my transcripts.","ועד לפני בערך שנתיים, לא היה לי מושג עד שבדקתי את התמלילים שלי.","עד לפני כשנתיים, לא היה לי מושג עד שבדקתי את גיליונות הציונים שלי."
455,"It's exciting, nerve-wracking, stressful, and all the good things that I love about working in games.","זה מרגש, מלחיץ, מתוח, וכל הדברים הטובים שאני אוהב בעבודה במשחקים.","זה מרגש, מלחיץ, מעורר עצבים, וכל הדברים הטובים שאני אוהב בעבודה עם משחקים."
463,Came home on my lunch break to see this sitting outside uwu.,חזרתי הביתה בהפסקת הצהריים שלי וראיתי את זה יושב בחוץ uwu.,חזרתי הביתה בהפסקת הצהריים שלי וראיתי את זה יושב בחוץ.
475,Had a recent graduate artist take some critique badly tonight.,היה לי אמן שסיים לאחרונה את לימודיו שלקח ביקורת בצורה קשה הערב.,פגשתי אמן שסיים את לימודיו לאחרונה והגיב לביקורת בצורה קשה הערב.
482,"So while composting and bloom scrolling are a wonderful reminder to look up, and be aware of life beyond the screen.",אז בזמן שקומפוסטינג וגלילת פריחה הם תזכורת נפלאה להרים את המבט ולהיות מודעים לחיים מעבר למסך.,"אז בזמן שקומפוסטינג וגלילת פריחה הם תזכורת נפלאה להרים את המבט ולהיות מודעים לחיים מעבר למסך, חשוב לזכור להסתכל למעלה."
483,It is as important to explore servers and IP addresses.,זה חשוב באותה מידה לחקור שרתים וכתובות IP.,חשוב לחקור שרתים וכתובות אייפי.
491,She did not look back.,היא לא הביטה לאחור.,היא לא הסתכלה לאחור.
492,He waited until he was in the darkness of the bunk room before he pulled the note out and read it in a beam of light coming through the blackout curtains.,הוא חיכה עד שהיה בחושך של חדר המיטות לפני שהוציא את הפתק וקרא אותו באלומת אור שחדרה דרך וילונות ההאפלה.,הוא חיכה עד שהיה בחדר המיטות החשוך לפני שהוציא את הפתק וקרא אותו באלומת אור שחדרה דרך וילונות ההאפלה.
493,One block-printed word.,מילה,מילה אחת מודפסת בבלוק.
498,I'd particularly like to connect with more.,אני במיוחד רוצה להתחבר עם יותר.,אני רוצה במיוחד להתחבר עם יותר אנשים.
499,Everyone with their hair on fire about CNN can thank Stephen Colbert for the hard right turn.,כולם עם השיער באש בגלל CNN יכולים להודות לסטיבן קולבר על הפנייה החדה ימינה.,כל מי שנסער בגלל CNN יכול להודות לסטיבן קולבר על הפנייה הקיצונית ימינה.
