index,original,translated,style_annotation
211,Grafana looks pretty.,גרפנה נראית יפה.,"```
MQM annotations:
Styles error:
Minor: Do Not Translate - The product name ""Grafana"" should not be translated and should remain in English.
```"
218,...And that's how I found myself having to sort out a raid group roster.,...וכך מצאתי את עצמי צריך לסדר רשימת קבוצה לפשיטה.,"```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The phrase ""צריך לסדר רשימת קבוצה לפשיטה"" is a literal translation and sounds awkward in Hebrew. A more natural phrasing would be ""לארגן רשימת קבוצה לפשיטה"".
```"
220,"Then, life crushed my soul and I lost all my passion for fiction and great storytelling.","ואז, החיים ריסקו את נשמתי ואיבדתי את כל התשוקה שלי לסיפורת ולסיפור סיפורים גדולים.","```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The phrase ""סיפור סיפורים גדולים"" is a literal translation of ""great storytelling"" and sounds awkward in Hebrew. A more natural expression could be used.
```"
222,I'm now on book # 31 and it's only May.,אני עכשיו בספר מספר 31 ורק מאי.,"```
MQM annotations:
Styles error:
minor: UNNATURAL FLOW - The phrase ""אני עכשיו בספר מספר 31 ורק מאי"" reads awkwardly in Hebrew. A more natural flow would be ""אני כבר בספר ה-31 וזה רק מאי"".
```"
224,I haven't really achieved anything.,לא באמת השגתי שום דבר.,"```
MQM annotations:
Style Errors:
[major]: [unnatural_flow] - The translation ""לא באמת השגתי שום דבר"" could be more naturally expressed in Hebrew as ""לא השגתי באמת שום דבר"" to improve the flow.
```"
230,Let them rehabilitate the hollowed out and decaying cities across the country. Again.,תנו להם לשקם את הערים החלולות והמתפוררות ברחבי המדינה.,"```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The phrase ""הערים החלולות והמתפוררות"" (the hollowed out and decaying cities) could be rephrased for a more natural flow in Hebrew, such as ""הערים המתפוררות והחלולות"".
```"
233,Deport the white supremacists.,לגרש את העליונות הלבנה.,"```
MQM annotations:
Styles error:
[major]: [UNNATURAL FLOW] - The translation ""לגרש את העליונות הלבנה"" is awkward and does not convey the intended meaning naturally. A more natural translation would be ""לגרש את תומכי העליונות הלבנה"" to specify ""white supremacists"" instead of ""white supremacy.""
```"
234,"I am so tired of the headlines claiming that ""Remote work is dead."" or that ""Remote work was a failed experiment.""","נמאס לי מהכותרות שטוענות ש""עבודה מרחוק מתה."" או ש""עבודה מרחוק הייתה ניסוי כושל.""","```
MQM annotations:
Styles error:
[major]: [UNNATURAL FLOW] - The translation reads awkwardly and lacks a natural flow in Hebrew. The phrase ""נמאס לי מהכותרות שטוענות ש"" could be rephrased for better readability.
```"
236,It's all clickbait but it does worry me about the executives and managers who read these articles.,"הכל קליקבייט, אבל זה מדאיג אותי לגבי המנהלים והבכירים שקוראים את המאמרים האלה.","```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The phrase ""זה מדאיג אותי לגבי המנהלים והבכירים שקוראים את המאמרים האלה"" could be rephrased for a more natural flow in Hebrew.
```"
242,It enables people to avoid lengthy commutes that take time away from their day and their families.,זה מאפשר לאנשים להימנע מנסיעות ארוכות שגוזלות זמן מהיום שלהם ומהמשפחות שלהם.,"```
MQM annotations:
Styles error:
[minor]: [style/unnatural_flow] - The phrase ""שגוזלות זמן מהיום שלהם ומהמשפחות שלהם"" sounds slightly awkward and could be rephrased for a more natural flow in Hebrew.
```"
243,To just ignore these facts is wrong.,להתעלם מהעובדות הללו זה לא נכון.,"```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The translation ""להתעלם מהעובדות הללו זה לא נכון"" reads slightly awkwardly in Hebrew. A more natural flow might be achieved by rephrasing it to ""זה לא נכון להתעלם מהעובדות הללו.""
```"
248,"Parker referred to abortion, and modern urban women's impulse to delay having children for their careers' sake.",פארקר התייחסה להפלות ולנטייתן של נשים עירוניות מודרניות לדחות את הבאת הילדים לטובת הקריירה שלהן.,"```
MQM annotations:
Styles error:
[major]: [UNNATURAL FLOW] - The phrase ""לטובת הקריירה שלהן"" is a literal translation of ""for their careers' sake"" and reads awkwardly in Hebrew. A more natural phrasing would improve the flow.
```"
249,He also argues that NDP and progressives want to depopulate society for the sake of the environment.,הוא גם טוען כי המפלגה הדמוקרטית החדשה והפרוגרסיבים רוצים לדלל את האוכלוסייה למען איכות הסביבה.,"```
MQM annotations:
Styles error:
major: UNNATURAL FLOW - The phrase ""רוצים לדלל את האוכלוסייה"" is a literal translation of ""want to depopulate society"" and sounds awkward in Hebrew. A more natural expression would be preferable.
```"
252,Whenever May would pop up I dreaded trying to celebrate my bday.,"בכל פעם שמאי היה מגיע, חששתי לנסות לחגוג את יום ההולדת שלי.","```
MQM annotations:
Styles error:
major: UNNATURAL FLOW - The phrase ""בכל פעם שמאי היה מגיע"" is grammatically correct but reads awkwardly. A more natural phrasing in Hebrew would be ""בכל פעם שמאי הגיע"".
```"
254,I fought over the years to get out of that mindset and to have better bdays.,נאבקתי במשך השנים כדי לצאת מהלך הרוח הזה ולחגוג ימי הולדת טובים יותר.,"```
MQM annotations:
Styles error:
[minor]: [style/unnatural flow] - The phrase ""כדי לצאת מהלך הרוח הזה"" is a literal translation of ""to get out of that mindset"" and may sound awkward in Hebrew. A more natural expression could be used.
```"
265,Does you know of a performant way for a web component to respond to being added/removed from a document?,האם אתה יודע על דרך יעילה עבור רכיב אינטרנט להגיב להוספה/הסרה ממסמך?,"```
MQM annotations:
major: register - The use of ""האם אתה יודע"" is formal, while the source text is informal. A more informal phrasing like ""אתה מכיר"" would be more appropriate.
```"
268,We currently use a MutationObserver hack.,אנו משתמשים כעת בהאק של MutationObserver.,"```
MQM annotations:
major: DO NOT TRANSLATE - ""MutationObserver"" should not be translated as it is a technical term.
```"
285,Last week got a ton done and feeling much better about field items.,בשבוע שעבר הספקתי המון ומרגיש הרבה יותר טוב לגבי הפריטים בשטח.,"```
MQM annotations:
Style error:
[minor]: [unnatural_flow] - The phrase ""הספקתי המון"" is slightly awkward and could be rephrased for a more natural flow in Hebrew, such as ""עשיתי המון"".
```"
289,"Also need to seed a salad row there to integrate cut greens in both have trained crew on irrigation, bed prep, and transplanting which is 90% of non-harvest skill items","בנוסף צריך לזרוע שורת סלט שם כדי לשלב ירקות חתוכים בשני המקומות יש צוות מאומן על השקיה, הכנת ערוגות, והשתלה שזה 90% מהמיומנויות שאינן קציר.","```
MQM annotations:
Styles error:
major: UNNATURAL FLOW - The phrase ""בשני המקומות יש צוות מאומן על השקיה, הכנת ערוגות, והשתלה"" reads awkwardly and could be rephrased for better flow.
```"
290,It's 2023 and I still see people with iPhones actively avoid using Apple Maps.,זה 2023 ואני עדיין רואה אנשים עם אייפונים נמנעים באופן פעיל משימוש באפל מפות.,"```
MQM annotations:
Styles error:
minor: UNNATURAL FLOW - The phrase ""נמנעים באופן פעיל משימוש באפל מפות"" could be phrased more naturally in Hebrew as ""נמנעים משימוש פעיל באפל מפות"".
```"
293,"Curious, I kept an open mind to compare how Google Maps and Apple Maps compare, on my test iPhone device (my daily driver is an Android device, so it's rare that I use an iPhone).","סקרן, שמרתי על ראש פתוח כדי להשוות כיצד גוגל מפות ואפל מפות משווים, על מכשיר האייפון שלי לבדיקה (המכשיר היומי שלי הוא מכשיר אנדרואיד, כך שזה נדיר שאני משתמש באייפון).","```
MQM annotations:
Styles error:
minor: UNNATURAL FLOW - The phrase ""כיצד גוגל מפות ואפל מפות משווים"" reads awkwardly in Hebrew. A more natural phrasing would be ""כיצד גוגל מפות ואפל מפות משתווים"".
```"
294,The experience having to follow directions was far superior on Apple Maps compared to Google Maps.,החוויה של הצורך לעקוב אחר הוראות הייתה הרבה יותר טובה ב-Apple Maps בהשוואה ל-Google Maps.,"```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The phrase ""החוויה של הצורך לעקוב אחר הוראות"" is a literal translation and reads awkwardly in Hebrew. A more natural phrasing would improve the flow.
```"
298,Could it be that Google Maps got to market first?,האם ייתכן ש-Google Maps הגיע לשוק ראשון?,"```
MQM annotations:
Style error:
[minor]: [UNNATURAL FLOW] - The phrase ""האם ייתכן ש-Google Maps הגיע לשוק ראשון?"" is grammatically correct but could be phrased more naturally in Hebrew for better flow, such as ""האם ייתכן ש-Google Maps היה הראשון בשוק?"".
```"
303,"I'm biased in favour of not releasing garbage to end users, and Apple royally fucked up with their Apple Maps when it came out in 2012.","אני נוטה לטובת אי שחרור זבל למשתמשי הקצה, ואפל פישלו בגדול עם אפל מפות כשהיא יצאה ב-2012.","```
MQM annotations:
Styles error:
[major]: [UNNATURAL FLOW] - The phrase ""אני נוטה לטובת אי שחרור זבל למשתמשי הקצה"" is a literal translation and sounds awkward in Hebrew. A more natural expression should be used.
```"
305,But it's the land that makes it a good storer of wealth for as long as you think the government isn't going to change the system we live in.,אבל זו האדמה שהופכת אותה לשומרת טובה של עושר כל עוד אתה חושב שהממשלה לא עומדת לשנות את המערכת שבה אנחנו חיים.,"```
MQM annotations:
Style Errors:
[minor]: [unnatural_flow] - The phrase ""שהופכת אותה לשומרת טובה של עושר"" reads awkwardly and could be more naturally expressed in Hebrew.
```"
307,A lot of ppl think that they literally own the earth when they buy a piece.,הרבה אנשים חושבים שהם ממש בעלים של כדור הארץ כשהם קונים חלק ממנו.,"```
MQM annotations:
Styles error:
[major]: [UNNATURAL FLOW] - The translation reads too literally and lacks natural flow in Hebrew. A more natural phrasing could be used to convey the idea of people thinking they own the earth.
```"
312,The land is temporary.,הארץ היא זמנית.,"```
MQM annotations:
Styles error:
minor: unnatural flow - The translation ""הארץ היא זמנית"" reads slightly awkwardly in Hebrew. A more natural phrasing could be ""הארץ זמנית"" without the ""היא"".
```"
314,The land is very easily and quickly taken away by the government one day if they want to do that.,האדמה נלקחת בקלות ובמהירות על ידי הממשלה ביום אחד אם הם רוצים לעשות זאת.,"```
MQM annotations:
Styles error:
[major]: [UNNATURAL FLOW] - The Hebrew translation ""האדמה נלקחת בקלות ובמהירות על ידי הממשלה ביום אחד אם הם רוצים לעשות זאת"" is grammatically correct but reads awkwardly and too literally. A more natural phrasing could improve the flow.
```"
317,It has to be taken away one day.,זה צריך להילקח יום אחד.,"```
MQM annotations:
Styles error:
minor: unnatural flow - The phrase ""זה צריך להילקח יום אחד"" sounds slightly awkward and overly literal in Hebrew. A more natural phrasing could be ""יום אחד זה יצטרך להילקח"".
```"
318,That's why the Chinese only allow leases.,לכן הסינים מאפשרים רק חכירות.,"```
MQM annotations:
Styles error:
minor: UNNATURAL FLOW - The translation ""לכן הסינים מאפשרים רק חכירות"" reads slightly awkwardly in Hebrew. A more natural flow could be achieved by rephrasing.
```"
319,They already ran out of land.,הם כבר נגמרו מהקרקע.,"```
MQM annotations:
Styles error:
major: UNNATURAL FLOW - The phrase ""הם כבר נגמרו מהקרקע"" reads awkwardly in Hebrew. A more natural translation would be ""נגמרה להם הקרקע"" or ""אזלה להם הקרקע"".
```"
320,"To success, the realization of dreams, friendship, to the simple but true!!","להצלחה, להגשמת חלומות, לחברות, לפשוט אך האמיתי!!","```
MQM annotations:
Style Errors:
minor: unnatural flow - The phrase ""לפשוט אך האמיתי"" translates literally to ""to the simple but true,"" which sounds awkward in Hebrew. A more natural phrasing would be ""למשהו פשוט אך אמיתי.""
```"
321,"To all the investors out there, I raise a toast to your success and the realization of your dreams.","לכל המשקיעים שם בחוץ, אני מרים כוסית להצלחתכם ולהגשמת חלומותיכם.","```
MQM annotations:
Styles error:
minor: UNNATURAL FLOW - The phrase ""לכל המשקיעים שם בחוץ"" could be more naturally expressed in Hebrew as ""לכל המשקיעים שבחוץ"".
```"
323,"And to all my friends, new and old, let us cherish the simple but true things in life that bring us joy and fulfillment.","ולכל חבריי, חדשים וותיקים, נשמור על הדברים הפשוטים אך האמיתיים בחיים שמביאים לנו שמחה וסיפוק.","```
MQM annotations:
Styles error:
minor: unnatural flow - The phrase ""נשמור על הדברים הפשוטים אך האמיתיים בחיים שמביאים לנו שמחה וסיפוק"" is slightly awkward and could be rephrased for a more natural flow in Hebrew.
```"
325,I often wonder at the human capacity to be *so* down on oneself while inundated by so much evidence of what actual cruelty looks like.,אני לעיתים קרובות תוהה על היכולת האנושית להיות *כל כך* קשה עם עצמנו בעודנו מוצפים בכל כך הרבה ראיות למה אכזריות אמיתית נראית.,"```
MQM annotations:
Style errors:
major: unnatural_flow - The phrase ""להיות כל כך קשה עם עצמנו"" is a literal translation of ""to be so down on oneself"" and reads awkwardly in Hebrew. A more natural expression should be used.
```"
328,But gentling despair at our messiness is crucial - because it gives us more space to tackle the ruins all around.,אבל להרגיע את הייאוש מהבלגן שלנו זה קריטי - כי זה נותן לנו יותר מרחב להתמודד עם ההריסות שמסביב.,"```
MQM annotations:
Styles error:
minor: unnatural_flow - The phrase ""להרגיע את הייאוש מהבלגן שלנו"" reads awkwardly and could be expressed more naturally in Hebrew.
```"
331,"Some programmers: ""Typing speed does not matter!""","חלק מהמתכנתים: ""מהירות הקלדה לא משנה!""","```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The translation ""מהירות הקלדה לא משנה!"" reads awkwardly and could be more naturally expressed as ""מהירות ההקלדה אינה חשובה!"" to improve the flow and readability.
```"
339,It is definitely more romance than filth.,זה בהחלט יותר רומנטיקה מאשר זוהמה.,"```
MQM annotations:
major: style/unnatural flow - The translation ""זה בהחלט יותר רומנטיקה מאשר זוהמה"" reads awkwardly in Hebrew. A more natural phrasing could be ""זה בהחלט יותר רומנטי מאשר מלוכלך"" to better capture the intended contrast between romance and filth.
```"
342,I don't agree that #Mastodon is difficult to setup.,אני לא מסכים ש-#Mastodon קשה להתקנה.,"```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The translation ""אני לא מסכים ש-#Mastodon קשה להתקנה"" reads slightly awkwardly in Hebrew. A more natural flow might be achieved by rephrasing it to ""אני לא מסכים ש-#Mastodon קשה להגדיר"" or similar.
```"
343,"Common, it's really not that hard.",זה באמת לא כל כך קשה.,"```
MQM annotations:
Style Errors:
minor: unnatural flow - The translation ""זה באמת לא כל כך קשה"" is accurate but reads slightly awkwardly in Hebrew. A more natural phrasing could be ""זה לא באמת כל כך קשה.""
```"
347,If you stick to the default web interface it doesn't look and feel good (imho).,אם תדבק בממשק האינטרנט המוגדר כברירת מחדל זה לא נראה ומרגיש טוב (לדעתי).,"```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The phrase ""זה לא נראה ומרגיש טוב"" is a literal translation of ""it doesn't look and feel good"" and can be expressed more naturally in Hebrew as ""זה לא נראה טוב ולא מרגיש טוב"".
```"
348,"So, it requires a bit more effort to get into it and you probably need a good app to improve #UX.","אז, זה דורש קצת יותר מאמץ להיכנס לזה ואתה כנראה צריך אפליקציה טובה כדי לשפר את #UX.","```
MQM annotations:
Styles error:
major: UNNATURAL FLOW - The phrase ""אז, זה דורש קצת יותר מאמץ להיכנס לזה"" is a bit awkward and could be more naturally expressed in Hebrew.
minor: REGISTER - The use of ""אתה"" (you) is informal; depending on the context, a more formal register might be appropriate.
```"
353,Forecasting: anticipating harms before they happen (even if by minutes),חיזוי: צפי לנזקים לפני שהם מתרחשים (אפילו אם זה בדקות).,"```
MQM annotations:
Styles error:
[minor]: [style/unnatural_flow] - The phrase ""צפי לנזקים לפני שהם מתרחשים"" is slightly awkward and could be rephrased for a more natural flow in Hebrew, such as ""חיזוי נזקים לפני התרחשותם"".
```"
369,I work out alone in my bedroom without a spotter or even a weight rack.,אני מתאמן לבד בחדר השינה שלי בלי שותף או אפילו מתקן משקולות.,"```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The translation ""מתקן משקולות"" for ""weight rack"" sounds awkward and could be more naturally expressed as ""מתלה משקולות"".
```"
370,Just me and a barbell with a bunch of weights.,רק אני ומוט משקולות עם ערימה של משקולות.,"```
MQM annotations:
Styles error:
minor: UNNATURAL FLOW - The phrase ""רק אני ומוט משקולות עם ערימה של משקולות"" reads awkwardly in Hebrew. A more natural flow could be achieved by rephrasing it to ""רק אני ומוט עם ערימת משקולות"".
```"
372,"If I try and figure out my one rep max is I might not own enough weights to max out, or conversely it could seriously injure/kill me.","אם אנסה לחשב את המשקל המקסימלי שאני יכול להרים בחזרה אחת, ייתכן שלא יהיו לי מספיק משקולות כדי להגיע למקסימום, או לחלופין זה עלול לפצוע אותי קשה/להרוג אותי.","```
MQM annotations:
Style Errors:
[major]: [unnatural_flow] - The phrase ""אם אנסה לחשב את המשקל המקסימלי שאני יכול להרים בחזרה אחת"" is awkward and could be more naturally expressed in Hebrew.
[minor]: [unnatural_flow] - The use of ""לחלופין"" in this context is slightly awkward and could be replaced with a more natural conjunction.
```"
379,I'd never seen anyone's mom make it or had it shoved at me at a party or seen it appear in conjunction with anyone's saucemaking escapades or baking days,מעולם לא ראיתי אמא של מישהו מכינה את זה או שזה נדחף אליי במסיבה או שראיתי את זה מופיע יחד עם הרפתקאות הכנת רטבים של מישהו או ימי אפייה.,"```
MQM annotations:
Style Errors:
[minor]: [unnatural_flow] - The phrase ""או שזה נדחף אליי במסיבה"" sounds awkward and could be more naturally expressed in Hebrew.
[minor]: [unnatural_flow] - The phrase ""או שראיתי את זה מופיע יחד עם הרפתקאות הכנת רטבים של מישהו או ימי אפייה"" could be rephrased for better flow in Hebrew.
```"
383,"Having been radicalized here, we're reluctant to buy a new FAANG machine*.","לאחר שעברנו רדיקליזציה כאן, אנחנו מהססים לקנות מכונת FAANG חדשה.","```
MQM annotations:
Styles error:
Minor: DO NOT TRANSLATE - ""FAANG"" should not be translated as it is a well-known acronym for specific companies and should remain in English.
```"
389,So was it Epic that originated this?,אז האם זה היה אפיק שהתחיל את זה?,"```
MQM annotations:
Styles error:
minor: UNNATURAL FLOW - The phrase ""התחיל את זה"" is a literal translation of ""originated this"" and sounds awkward in Hebrew. A more natural phrasing would be ""האם אפיק היה המקור לזה?"".
```"
394,Is it so ephemeral then?,האם זה כל כך חולף אז?,"```
MQM annotations:
Style Errors:
minor: unnatural flow - The phrase ""האם זה כל כך חולף אז?"" reads awkwardly in Hebrew. A more natural phrasing might be ""האם זה כל כך חולף?"" without the ""אז"" at the end, which is unnecessary and disrupts the flow.
```"
395,"Merely a ""catchphrase"" with no clear originator?","רק ""סיסמה"" ללא מחבר ברור?","```
MQM annotations:
Style Errors:
[minor]: [unnatural_flow] - The translation ""רק 'סיסמה' ללא מחבר ברור?"" reads slightly awkwardly in Hebrew. A more natural phrasing might be ""רק 'סיסמה' ללא יוצר ברור?"" to improve the flow.
```"
399,Have now done a full round trip on the new ICNG train.,כעת עשיתי נסיעה הלוך ושוב מלאה על רכבת ה-ICNG החדשה.,"```
MQM annotations:
Styles error:
minor: UNNATURAL FLOW - The phrase ""כעת עשיתי נסיעה הלוך ושוב מלאה"" reads awkwardly in Hebrew. A more natural expression would be ""עשיתי כעת נסיעה הלוך ושוב מלאה.""
```"
402,There's areas that could use some polish.,ישנם תחומים שיכולים להיעזר בליטוש.,"```
MQM annotations:
Styles error:
minor: UNNATURAL FLOW - The phrase ""שיכולים להיעזר בליטוש"" reads awkwardly in Hebrew and could be expressed more naturally.
```"
403,"Namely the lack of enough bins, and the lack of signs to explain the significance of the lighting colours.","כלומר, היעדר מספיק פחים והיעדר שלטים שמסבירים את משמעות צבעי התאורה.","```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The phrase ""היעדר שלטים שמסבירים את משמעות צבעי התאורה"" could be rephrased for a more natural flow in Hebrew, such as ""היעדר שלטים המבהירים את משמעות צבעי התאורה"".
```"
404,"Fix those minor issues, and then can we have more of these please?","תקן את הבעיות הקטנות האלה, ואז נוכל לקבל עוד כאלה בבקשה?","```
MQM annotations:
minor: style/unnatural flow - The phrase ""ואז נוכל לקבל עוד כאלה בבקשה?"" could be rephrased for a more natural flow in Hebrew, such as ""ואז נוכל לקבל עוד כאלה, בבקשה?""
```"
406,One per customer rules remain as we try to ensure everyone who queues up can get their hands on a board.,כללים של אחד ללקוח נשארים בתוקף כשאנו מנסים להבטיח שכל מי שעומד בתור יוכל להשיג לוח.,"```
MQM annotations:
Styles error:
[minor]: [unnatural_flow] - The phrase ""כללים של אחד ללקוח נשארים בתוקף"" is a literal translation and sounds awkward in Hebrew. A more natural phrasing would improve readability.
```"
407,"You can buy ONE of the boards listed above, not one of each.","אתה יכול לקנות לוח אחד מהרשומים למעלה, לא אחד מכל אחד.","```
MQM annotations:
Styles error:
minor: unnatural flow - The translation ""אתה יכול לקנות לוח אחד מהרשומים למעלה, לא אחד מכל אחד"" reads awkwardly in Hebrew. A more natural phrasing would be ""אתה יכול לקנות רק לוח אחד מהרשימה למעלה, ולא אחד מכל סוג.""
```"
409,Yesterday I had the best time with my friend and former rabbi colleague.,אתמול היה לי הזמן הכי טוב עם חברי ועמיתי לשעבר הרב.,"```
MQM annotations:
Styles error:
[minor]: [unnatural_flow] - The phrase ""היה לי הזמן הכי טוב"" is a literal translation and sounds awkward in Hebrew. A more natural expression would be ""ביליתי נהדר"" or ""היה לי כיף"".
```"
419,#FalconGameBooks,#פלקוןספרי־משחק,"```
MQM annotations:
Styles error:
minor: DO NOT TRANSLATE - The hashtag ""#FalconGameBooks"" should not have been translated as ""#פלקוןספרי־משחק"" according to typical client instructions for hashtags.
```"
420,"The eight-eyed Repnids seem to be watching as you settle the flyer down on the red soil, but they make no move towards you, in fact they are motionless as you climb out of the flyer and walk slowly towards them.","בעלי שמונה העיניים נראים כצופים בך כשאתה מנחית את המעופף על האדמה האדומה, אך הם אינם נעים לעברך, למעשה הם חסרי תנועה כשאתה יוצא מהמעופף וצועד לאט לעברם.","```
MQM annotations:
Styles error:
Minor: UNNATURAL FLOW - The phrase ""בעלי שמונה העיניים נראים כצופים בך"" (""The eight-eyed ones seem to be watching you"") is slightly awkward and could be more naturally phrased in Hebrew.
```"
422,The rock beneath you gives way suddenly.,הסלע שמתחתיך מתמוטט פתאום.,"```
MQM annotations:
Styles error:
minor: UNNATURAL FLOW - The phrase ""הסלע שמתחתיך מתמוטט פתאום"" could be more naturally expressed in Hebrew to improve readability and flow.
```"
424,"The end is swift, as several pairs of fangs inject their deadly venom and the air of Dyskra contaminates your lungs.","הסוף מהיר, כאשר מספר זוגות של ניבים מזריקים את הארס הקטלני שלהם והאוויר של דיסקרה מזהם את ריאותיך.","```
MQM annotations:
Style error:
[minor]: [UNNATURAL FLOW] - The phrase ""והאוויר של דיסקרה מזהם את ריאותיך"" reads awkwardly and could be expressed more naturally in Hebrew.
```"
425,Nobody will ever know that you were the first human future traveller.,אף אחד לעולם לא ידע שהיית האדם הראשון שנסע לעתיד.,"```
MQM annotations:
Style Errors:
[minor]: [unnatural_flow] - The phrase ""שנסע לעתיד"" is a literal translation of ""future traveller"" and sounds awkward in Hebrew. A more natural expression could be used.
```"
427,"The eight-eyed Repnids seem to be watching, but they make no move towards you, in fact they are motionless as you walk slowly towards them.","בעלי שמונה העיניים נראים כמתבוננים, אך הם אינם נעים לעברך, למעשה הם חסרי תנועה כשאתה הולך לאט לעברם.","```
MQM annotations:
Styles error:
[minor]: [style/unnatural_flow] - The phrase ""בעלי שמונה העיניים נראים כמתבוננים"" is a literal translation of ""The eight-eyed Repnids seem to be watching,"" which sounds awkward in Hebrew. A more natural phrasing could improve the flow.
```"
428,"You halt while still on the mound of crumbled rock and soil and speak to them, saying, 'I come in peace, as a friend.'","אתה עוצר בעודך על תל האבנים והאדמה המתפוררים ומדבר אליהם, ואומר, 'אני בא בשלום, כחבר.'","```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The phrase ""בעודך על תל האבנים והאדמה המתפוררים"" sounds awkward and overly literal. A more natural expression could be ""כשאתה עומד על תל האבנים והאדמה המתפוררים"".
```"
429,"It appears that they cannot hear you, let alone understand, as your Universal Translator picks up no answer.","נראה שהם לא יכולים לשמוע אותך, לא כל שכן להבין, שכן המתרגם האוניברסלי שלך לא קולט תשובה.","```
MQM annotations:
Styles error:
major: UNNATURAL FLOW - The phrase ""לא כל שכן להבין"" is a literal translation of ""let alone understand"" and sounds awkward in Hebrew. A more natural expression would improve the flow.
```"
440,I plan on mixing it with a fine purple/lilac variegated cotton.,אני מתכנן לערבב את זה עם כותנה משובחת בצבע סגול/לילך מגוונת.,"```
MQM annotations:
Style Errors:
[minor]: [unnatural_flow] - The phrase ""כותנה משובחת בצבע סגול/לילך מגוונת"" could be rephrased for a more natural flow in Hebrew, such as ""כותנה איכותית בגוונים מגוונים של סגול/לילך"".
```"
441,But am not sure I have enough of the purple.,אבל אני לא בטוח שיש לי מספיק מהסגול.,"```
MQM annotations:
Style Errors:
[minor]: [unnatural flow] - The phrase ""מהסגול"" sounds slightly awkward and literal. A more natural phrasing could be ""מספיק צבע סגול"".
```"
446,I have literally tried and dropped EVERY SINGLE ONE.,ניסיתי והפסקתי עם כל אחד ואחד מהם.,"```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The phrase ""ניסיתי והפסקתי עם כל אחד ואחד מהם"" is slightly awkward and could be more naturally expressed in Hebrew.
```"
447,"And up until like two years ago, I had no idea until I checked my transcripts.","ועד לפני בערך שנתיים, לא היה לי מושג עד שבדקתי את התמלילים שלי.","```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The phrase ""ועד לפני בערך שנתיים"" could be more naturally expressed as ""עד לפני כשנתיים"" in Hebrew.
```"
455,"It's exciting, nerve-wracking, stressful, and all the good things that I love about working in games.","זה מרגש, מלחיץ, מתוח, וכל הדברים הטובים שאני אוהב בעבודה במשחקים.","```
MQM annotations:
Styles error:
[major]: [UNNATURAL FLOW] - The translation ""זה מרגש, מלחיץ, מתוח, וכל הדברים הטובים שאני אוהב בעבודה במשחקים"" reads awkwardly in Hebrew. A more natural flow would be ""זה מרגש, מלחיץ, מתוח, וכל הדברים הטובים שאני אוהב בעבודה עם משחקים.""
```"
463,Came home on my lunch break to see this sitting outside uwu.,חזרתי הביתה בהפסקת הצהריים שלי וראיתי את זה יושב בחוץ uwu.,"```
MQM annotations:
Styles error:
minor: DO NOT TRANSLATE - The term ""uwu"" should not be translated and should remain in its original form as per client instructions.
```"
475,Had a recent graduate artist take some critique badly tonight.,היה לי אמן שסיים לאחרונה את לימודיו שלקח ביקורת בצורה קשה הערב.,"```
MQM annotations:
Style Errors:
major: unnatural_flow - The translation ""לקח ביקורת בצורה קשה"" is a literal translation of ""take some critique badly"" and sounds awkward in Hebrew. A more natural expression would be ""הגיב לביקורת בצורה קשה"".
```"
482,"So while composting and bloom scrolling are a wonderful reminder to look up, and be aware of life beyond the screen.",אז בזמן שקומפוסטינג וגלילת פריחה הם תזכורת נפלאה להרים את המבט ולהיות מודעים לחיים מעבר למסך.,"```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The phrase ""אז בזמן שקומפוסטינג וגלילת פריחה הם תזכורת נפלאה להרים את המבט ולהיות מודעים לחיים מעבר למסך"" reads awkwardly in Hebrew. A more natural phrasing could improve the flow.
```"
483,It is as important to explore servers and IP addresses.,זה חשוב באותה מידה לחקור שרתים וכתובות IP.,"```
MQM annotations:
Style Errors
[minor]: [unnatural_flow] - The translation ""זה חשוב באותה מידה לחקור שרתים וכתובות IP"" reads slightly awkwardly in Hebrew. A more natural phrasing could improve the flow.
```"
491,She did not look back.,היא לא הביטה לאחור.,"```
MQM annotations:
Style Errors:
minor: unnatural_flow - The translation ""היא לא הביטה לאחור"" is accurate but reads slightly literally. A more natural phrasing in Hebrew could be ""היא לא הסתכלה לאחור,"" which maintains the same meaning while improving the flow.
```"
