index,original,translated,audience_appropriateness_annotation
234,"I am so tired of the headlines claiming that ""Remote work is dead."" or that ""Remote work was a failed experiment.""","נמאס לי מהכותרות שטוענות ש""עבודה מרחוק מתה."" או ש""עבודה מרחוק הייתה ניסוי כושל.""","```
MQM annotations:
audience appropriateness error:
Minor: Culture-specific Reference - The phrase ""Remote work is dead"" and ""Remote work was a failed experiment"" are translated literally. While the translation is accurate, the cultural context of discussing remote work as a ""failed experiment"" might not resonate the same way in Hebrew-speaking cultures, where the discourse around remote work might differ slightly in tone or emphasis.
```"
236,It's all clickbait but it does worry me about the executives and managers who read these articles.,"הכל קליקבייט, אבל זה מדאיג אותי לגבי המנהלים והבכירים שקוראים את המאמרים האלה.","```
MQM annotations:
audience appropriateness error:
[Minor]: [CULTURE-SPECIFIC REFERENCE] - The term ""קליקבייט"" (clickbait) is a direct transliteration from English and may not be fully understood by all Hebrew speakers, particularly those who are not familiar with internet jargon.
```"
242,It enables people to avoid lengthy commutes that take time away from their day and their families.,זה מאפשר לאנשים להימנע מנסיעות ארוכות שגוזלות זמן מהיום שלהם ומהמשפחות שלהם.,"```
MQM annotations:
Audience Appropriateness Errors
[Critical]: None
[Major]: None
[Minor]: None
```

The translation from English to Hebrew is appropriate for the target audience, with no cultural or linguistic issues detected. The content is clear and culturally relevant, maintaining the intended meaning without any inappropriate references or language variety issues."
243,To just ignore these facts is wrong.,להתעלם מהעובדות הללו זה לא נכון.,"```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
248,"Parker referred to abortion, and modern urban women's impulse to delay having children for their careers' sake.",פארקר התייחסה להפלות ולנטייתן של נשים עירוניות מודרניות לדחות את הבאת הילדים לטובת הקריירה שלהן.,"```
MQM annotations:
audience appropriateness error:
[Minor]: [CULTURE-SPECIFIC REFERENCE] - The term ""הפלות"" (abortions) may be a sensitive topic in certain cultural contexts and could be perceived differently by various audiences. However, it does not significantly impede understanding or cause major cultural misunderstandings in this context.
```"
249,He also argues that NDP and progressives want to depopulate society for the sake of the environment.,הוא גם טוען כי המפלגה הדמוקרטית החדשה והפרוגרסיבים רוצים לדלל את האוכלוסייה למען איכות הסביבה.,"```
MQM annotations:
audience appropriateness error:
[Major]: [CULTURE-SPECIFIC REFERENCE] - The translation uses ""המפלגה הדמוקרטית החדשה"" (the New Democratic Party), which is a specific political party in Canada. If the target audience is not familiar with Canadian politics, this reference may not be understood or may cause confusion.
```"
252,Whenever May would pop up I dreaded trying to celebrate my bday.,"בכל פעם שמאי היה מגיע, חששתי לנסות לחגוג את יום ההולדת שלי.","```
MQM annotations:
audience appropriateness error:
[Minor]: [CULTURE-SPECIFIC REFERENCE] - The translation uses ""שמאי"" (Shamai) which could be interpreted as a name rather than the month ""May,"" potentially causing confusion for Hebrew speakers who might not immediately associate it with the month.
```"
254,I fought over the years to get out of that mindset and to have better bdays.,נאבקתי במשך השנים כדי לצאת מהלך הרוח הזה ולחגוג ימי הולדת טובים יותר.,"```
MQM annotations:
audience appropriateness error:
Minor: Culture-specific Reference - The phrase ""to have better bdays"" in the source text is a casual, informal way of saying ""to celebrate better birthdays."" The Hebrew translation uses a more formal tone with ""לחגוג ימי הולדת טובים יותר,"" which may not fully capture the casual tone intended in the source. This could slightly detract from the cultural appropriateness for an audience expecting a more informal expression.
```"
265,Does you know of a performant way for a web component to respond to being added/removed from a document?,האם אתה יודע על דרך יעילה עבור רכיב אינטרנט להגיב להוספה/הסרה ממסמך?,"```
MQM annotations:
audience appropriateness error:
[Minor]: [WRONG LANGUAGE VARIETY] - The use of ""האם אתה יודע"" is more typical of formal or traditional Hebrew. A more neutral or modern phrasing might be ""האם אתה מכיר"" to better suit a broader audience.
```"
268,We currently use a MutationObserver hack.,אנו משתמשים כעת בהאק של MutationObserver.,"```
MQM annotations:
audience appropriateness error:
[Major]: [CULTURE-SPECIFIC REFERENCE] - The term ""האק"" (hack) is an English loanword that may not be fully understood by all Hebrew speakers, especially those not familiar with technical jargon.
```"
285,Last week got a ton done and feeling much better about field items.,בשבוע שעבר הספקתי המון ומרגיש הרבה יותר טוב לגבי הפריטים בשטח.,"```
MQM annotations:
audience appropriateness error:
Critical: None
Major: None
Minor: None
```

The translation from English to Hebrew does not contain any audience appropriateness errors. The content is culturally and linguistically appropriate for the target audience."
289,"Also need to seed a salad row there to integrate cut greens in both have trained crew on irrigation, bed prep, and transplanting which is 90% of non-harvest skill items","בנוסף צריך לזרוע שורת סלט שם כדי לשלב ירקות חתוכים בשני המקומות יש צוות מאומן על השקיה, הכנת ערוגות, והשתלה שזה 90% מהמיומנויות שאינן קציר.","```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
290,It's 2023 and I still see people with iPhones actively avoid using Apple Maps.,זה 2023 ואני עדיין רואה אנשים עם אייפונים נמנעים באופן פעיל משימוש באפל מפות.,"```
MQM annotations:
audience appropriateness error:
Minor: WRONG LANGUAGE VARIETY - The term ""אייפונים"" is a transliteration from English. While it is commonly understood, using the Hebrew equivalent ""אייפון"" might be more culturally appropriate for a Hebrew-speaking audience.
```"
293,"Curious, I kept an open mind to compare how Google Maps and Apple Maps compare, on my test iPhone device (my daily driver is an Android device, so it's rare that I use an iPhone).","סקרן, שמרתי על ראש פתוח כדי להשוות כיצד גוגל מפות ואפל מפות משווים, על מכשיר האייפון שלי לבדיקה (המכשיר היומי שלי הוא מכשיר אנדרואיד, כך שזה נדיר שאני משתמש באייפון).","```
MQM annotations:
audience appropriateness error:
[Minor]: [CULTURE-SPECIFIC REFERENCE] - The phrase ""daily driver"" is a colloquial term commonly used in English-speaking tech communities to refer to a primary device. This term may not be as commonly understood in Hebrew, potentially leading to a slight cultural disconnect.
```"
294,The experience having to follow directions was far superior on Apple Maps compared to Google Maps.,החוויה של הצורך לעקוב אחר הוראות הייתה הרבה יותר טובה ב-Apple Maps בהשוואה ל-Google Maps.,"```
MQM annotations:
audience appropriateness error:
Minor: WRONG LANGUAGE VARIETY - The use of the term ""Apple Maps"" and ""Google Maps"" in English may not be fully adapted to Hebrew-speaking audiences who might expect these terms to be transliterated or localized in some contexts. However, this is a minor issue as these brand names are widely recognized globally.
```"
298,Could it be that Google Maps got to market first?,האם ייתכן ש-Google Maps הגיע לשוק ראשון?,"```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
303,"I'm biased in favour of not releasing garbage to end users, and Apple royally fucked up with their Apple Maps when it came out in 2012.","אני נוטה לטובת אי שחרור זבל למשתמשי הקצה, ואפל פישלו בגדול עם אפל מפות כשהיא יצאה ב-2012.","```
MQM annotations:
audience appropriateness error:
[Major]: [CULTURE-SPECIFIC REFERENCE] - The phrase ""אפל פישלו בגדול"" uses a colloquial expression that may not be appropriate for all audiences, as it translates to ""Apple royally messed up,"" which might be considered informal or slightly vulgar in certain contexts.
```"
305,But it's the land that makes it a good storer of wealth for as long as you think the government isn't going to change the system we live in.,אבל זו האדמה שהופכת אותה לשומרת טובה של עושר כל עוד אתה חושב שהממשלה לא עומדת לשנות את המערכת שבה אנחנו חיים.,"```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```

The translation provided is appropriate for the target audience and does not contain any culture-specific references or language variety issues that would cause confusion or a sense of non-belonging."
307,A lot of ppl think that they literally own the earth when they buy a piece.,הרבה אנשים חושבים שהם ממש בעלים של כדור הארץ כשהם קונים חלק ממנו.,"```
MQM annotations:
audience appropriateness error:
Minor: Culture-specific Reference - The term ""literally"" in the source text is often used in English to emphasize a point, but its direct translation to Hebrew as ""ממש"" might not carry the same cultural emphasis or nuance. The translation could slightly detract from the intended tone for Hebrew speakers.
```"
312,The land is temporary.,הארץ היא זמנית.,"```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```

Explanation: The translation ""הארץ היא זמנית"" accurately reflects the source text ""The land is temporary"" without any cultural or linguistic issues that would affect audience appropriateness. The phrase is straightforward and does not contain any culture-specific references or language variety issues."
314,The land is very easily and quickly taken away by the government one day if they want to do that.,האדמה נלקחת בקלות ובמהירות על ידי הממשלה ביום אחד אם הם רוצים לעשות זאת.,"```
MQM annotations:
Audience Appropriateness Errors
[Critical]: None
[Major]: None
[Minor]: None
```

The translation from English to Hebrew does not contain any audience appropriateness issues. The content is culturally and linguistically appropriate for the target audience, and there are no elements that would cause confusion or a sense of non-belonging."
317,It has to be taken away one day.,זה צריך להילקח יום אחד.,"```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
318,That's why the Chinese only allow leases.,לכן הסינים מאפשרים רק חכירות.,"```
MQM annotations:
audience appropriateness error:
[Major]: CULTURE-SPECIFIC REFERENCE - The phrase ""the Chinese"" in the source text may carry cultural connotations that could be perceived as generalizing or stereotyping when translated directly into Hebrew. It lacks the nuance that might be necessary for cultural sensitivity in the target language.
```"
319,They already ran out of land.,הם כבר נגמרו מהקרקע.,"```
MQM annotations:
audience appropriateness error:
[Major]: culture-specific reference - The phrase ""ran out of land"" in English typically refers to a shortage of available land for use or development. The Hebrew translation ""הם כבר נגמרו מהקרקע"" is not idiomatic and may confuse the target audience as it suggests that ""they"" are somehow exhausted from the land, which is not the intended meaning.
```"
320,"To success, the realization of dreams, friendship, to the simple but true!!","להצלחה, להגשמת חלומות, לחברות, לפשוט אך האמיתי!!","```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
321,"To all the investors out there, I raise a toast to your success and the realization of your dreams.","לכל המשקיעים שם בחוץ, אני מרים כוסית להצלחתכם ולהגשמת חלומותיכם.","```
MQM annotations:
audience appropriateness error:
[Minor]: [culture-specific reference] - The phrase ""raise a toast"" is a culture-specific reference that may not have the same cultural resonance in Hebrew, where toasting is less common in everyday language compared to English-speaking cultures.
```"
323,"And to all my friends, new and old, let us cherish the simple but true things in life that bring us joy and fulfillment.","ולכל חבריי, חדשים וותיקים, נשמור על הדברים הפשוטים אך האמיתיים בחיים שמביאים לנו שמחה וסיפוק.","```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```

The translation from English to Hebrew does not contain any audience appropriateness errors. The message is culturally neutral and appropriate for the target audience, maintaining the intended meaning and tone of the original text."
325,I often wonder at the human capacity to be *so* down on oneself while inundated by so much evidence of what actual cruelty looks like.,אני לעיתים קרובות תוהה על היכולת האנושית להיות *כל כך* קשה עם עצמנו בעודנו מוצפים בכל כך הרבה ראיות למה אכזריות אמיתית נראית.,"```
MQM annotations:
audience appropriateness error:
Minor: culture-specific reference - The phrase ""down on oneself"" in the source text is a colloquial expression that may not have a direct equivalent in Hebrew, potentially leading to a slight loss of cultural nuance in the translation.
```"
328,But gentling despair at our messiness is crucial - because it gives us more space to tackle the ruins all around.,אבל להרגיע את הייאוש מהבלגן שלנו זה קריטי - כי זה נותן לנו יותר מרחב להתמודד עם ההריסות שמסביב.,"```
MQM annotations:
audience appropriateness error:
Minor: CULTURE-SPECIFIC REFERENCE - The phrase ""gentling despair"" is metaphorical and may not be directly understood in Hebrew culture as it is in English. A more culturally adapted expression could enhance understanding.
```"
331,"Some programmers: ""Typing speed does not matter!""","חלק מהמתכנתים: ""מהירות הקלדה לא משנה!""","```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
339,It is definitely more romance than filth.,זה בהחלט יותר רומנטיקה מאשר זוהמה.,"```
MQM annotations:
audience appropriateness error:
[Minor]: [culture-specific reference] - The term ""filth"" in the source text has been translated to ""זוהמה"" in Hebrew, which can be understood as ""dirt"" or ""grime."" While it is a correct translation, the cultural connotation of ""filth"" in English might carry a slightly different nuance, often implying something morally or socially unclean, which may not be fully captured by ""זוהמה."" This could subtly detract from the intended cultural tone.
```"
342,I don't agree that #Mastodon is difficult to setup.,אני לא מסכים ש-#Mastodon קשה להתקנה.,"```
MQM annotations:
audience appropriateness error:
Minor: Culture-specific Reference - The use of the hashtag symbol ""#"" before ""Mastodon"" may not be as commonly understood or used in Hebrew as it is in English-speaking contexts, potentially leading to a slight cultural disconnect.
```"
343,"Common, it's really not that hard.",זה באמת לא כל כך קשה.,"```
MQM annotations:
audience appropriateness error:
Minor: Culture-specific Reference - The use of ""Common"" in the source text is an informal and colloquial expression that may not directly translate to the same cultural tone in Hebrew. The translation could consider using a culturally equivalent expression to maintain the informal tone.
```"
347,If you stick to the default web interface it doesn't look and feel good (imho).,אם תדבק בממשק האינטרנט המוגדר כברירת מחדל זה לא נראה ומרגיש טוב (לדעתי).,"```
MQM annotations:
audience appropriateness error:
Minor: Culture-specific Reference - The use of ""imho"" (in my humble opinion) is an English internet slang that may not be as commonly recognized or used in Hebrew, potentially leading to a slight cultural disconnect.
```"
348,"So, it requires a bit more effort to get into it and you probably need a good app to improve #UX.","אז, זה דורש קצת יותר מאמץ להיכנס לזה ואתה כנראה צריך אפליקציה טובה כדי לשפר את #UX.","```
MQM annotations:
audience appropriateness error:
Minor: Culture-specific Reference - The use of ""#UX"" may not be fully understood by all Hebrew-speaking audiences, as it is an English abbreviation for ""User Experience"" and might not be as commonly recognized in Hebrew contexts.
```"
353,Forecasting: anticipating harms before they happen (even if by minutes),חיזוי: צפי לנזקים לפני שהם מתרחשים (אפילו אם זה בדקות).,"```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
369,I work out alone in my bedroom without a spotter or even a weight rack.,אני מתאמן לבד בחדר השינה שלי בלי שותף או אפילו מתקן משקולות.,"```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```

The translation from English to Hebrew is appropriate for the target audience and does not contain any cultural or linguistic elements that would cause confusion or a sense of non-belonging. The content is straightforward and does not include any culture-specific references or inappropriate language variety issues."
370,Just me and a barbell with a bunch of weights.,רק אני ומוט משקולות עם ערימה של משקולות.,"```
MQM annotations:
audience appropriateness error:
Minor: Culture-specific Reference - The phrase ""a barbell with a bunch of weights"" is translated literally, which is understandable but might not fully convey the casual tone intended in the original English phrase. The Hebrew translation is technically correct, but it may lack the informal nuance present in the source text.
```"
372,"If I try and figure out my one rep max is I might not own enough weights to max out, or conversely it could seriously injure/kill me.","אם אנסה לחשב את המשקל המקסימלי שאני יכול להרים בחזרה אחת, ייתכן שלא יהיו לי מספיק משקולות כדי להגיע למקסימום, או לחלופין זה עלול לפצוע אותי קשה/להרוג אותי.","```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
379,I'd never seen anyone's mom make it or had it shoved at me at a party or seen it appear in conjunction with anyone's saucemaking escapades or baking days,מעולם לא ראיתי אמא של מישהו מכינה את זה או שזה נדחף אליי במסיבה או שראיתי את זה מופיע יחד עם הרפתקאות הכנת רטבים של מישהו או ימי אפייה.,"```
MQM annotations:
audience appropriateness error:
[Minor]: [culture-specific reference] - The phrase ""saucemaking escapades"" might not be culturally familiar or resonate with Hebrew-speaking audiences, as it uses a playful and informal tone that may not translate well culturally.
```"
383,"Having been radicalized here, we're reluctant to buy a new FAANG machine*.","לאחר שעברנו רדיקליזציה כאן, אנחנו מהססים לקנות מכונת FAANG חדשה.","```
MQM annotations:
audience appropriateness error:
[Major]: [CULTURE-SPECIFIC REFERENCE] - The term ""FAANG machine"" may not be widely understood by the Hebrew-speaking audience as it is a specific reference to major American technology companies (Facebook, Apple, Amazon, Netflix, Google). This could lead to confusion as the term is not culturally adapted or explained in the translation.
```"
389,So was it Epic that originated this?,אז האם זה היה אפיק שהתחיל את זה?,"```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
394,Is it so ephemeral then?,האם זה כל כך חולף אז?,"```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
395,"Merely a ""catchphrase"" with no clear originator?","רק ""סיסמה"" ללא מחבר ברור?","```
MQM annotations:
audience appropriateness error:
Minor: CULTURE-SPECIFIC REFERENCE - The term ""catchphrase"" may not have a direct cultural equivalent in Hebrew, potentially leading to a slight loss of nuance for the target audience.
```"
399,Have now done a full round trip on the new ICNG train.,כעת עשיתי נסיעה הלוך ושוב מלאה על רכבת ה-ICNG החדשה.,"```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
402,There's areas that could use some polish.,ישנם תחומים שיכולים להיעזר בליטוש.,"```
MQM annotations:
audience appropriateness error:
Minor: Culture-specific Reference - The phrase ""areas that could use some polish"" is an idiomatic expression in English that may not fully convey the intended nuance to a Hebrew-speaking audience. The translation ""תחומים שיכולים להיעזר בליטוש"" is generally understandable but may lack the idiomatic subtlety of the original.
```"
403,"Namely the lack of enough bins, and the lack of signs to explain the significance of the lighting colours.","כלומר, היעדר מספיק פחים והיעדר שלטים שמסבירים את משמעות צבעי התאורה.","```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
404,"Fix those minor issues, and then can we have more of these please?","תקן את הבעיות הקטנות האלה, ואז נוכל לקבל עוד כאלה בבקשה?","```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
406,One per customer rules remain as we try to ensure everyone who queues up can get their hands on a board.,כללים של אחד ללקוח נשארים בתוקף כשאנו מנסים להבטיח שכל מי שעומד בתור יוכל להשיג לוח.,"```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
407,"You can buy ONE of the boards listed above, not one of each.","אתה יכול לקנות לוח אחד מהרשומים למעלה, לא אחד מכל אחד.","```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
409,Yesterday I had the best time with my friend and former rabbi colleague.,אתמול היה לי הזמן הכי טוב עם חברי ועמיתי לשעבר הרב.,"```
MQM annotations:
audience appropriateness error:
Minor: Culture-specific Reference - The phrase ""former rabbi colleague"" may not be fully understood in the cultural context of Hebrew-speaking audiences, as the concept of a ""rabbi colleague"" might differ in cultural significance or interpretation.
```"
419,#FalconGameBooks,#פלקוןספרי־משחק,"```
MQM annotations:
audience appropriateness error:
[Critical]: no-error
[Major]: no-error
[Minor]: CULTURE-SPECIFIC REFERENCE - The translation of ""FalconGameBooks"" to ""פלקוןספרי־משחק"" may not fully convey the cultural or brand-specific nuances associated with the original term ""FalconGameBooks"" to a Hebrew-speaking audience. The term ""Falcon"" might have specific connotations or branding significance that could be lost in translation.
```"
420,"The eight-eyed Repnids seem to be watching as you settle the flyer down on the red soil, but they make no move towards you, in fact they are motionless as you climb out of the flyer and walk slowly towards them.","בעלי שמונה העיניים נראים כצופים בך כשאתה מנחית את המעופף על האדמה האדומה, אך הם אינם נעים לעברך, למעשה הם חסרי תנועה כשאתה יוצא מהמעופף וצועד לאט לעברם.","```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
422,The rock beneath you gives way suddenly.,הסלע שמתחתיך מתמוטט פתאום.,"```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```

The translation from English to Hebrew is culturally appropriate and does not contain any audience appropriateness errors. The phrase ""הסלע שמתחתיך מתמוטט פתאום"" is a direct and culturally neutral translation of ""The rock beneath you gives way suddenly,"" and it does not include any culture-specific references or inappropriate language variety issues."
424,"The end is swift, as several pairs of fangs inject their deadly venom and the air of Dyskra contaminates your lungs.","הסוף מהיר, כאשר מספר זוגות של ניבים מזריקים את הארס הקטלני שלהם והאוויר של דיסקרה מזהם את ריאותיך.","```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```

The translation from English to Hebrew does not contain any audience appropriateness errors. The content is culturally and linguistically appropriate for the target audience, and there are no instances of culture-specific references or wrong language variety issues."
425,Nobody will ever know that you were the first human future traveller.,אף אחד לעולם לא ידע שהיית האדם הראשון שנסע לעתיד.,"```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```

The translation from English to Hebrew is culturally appropriate and does not contain any audience appropriateness errors. The content is suitable for the intended target audience without any cultural misunderstandings or inappropriate references."
427,"The eight-eyed Repnids seem to be watching, but they make no move towards you, in fact they are motionless as you walk slowly towards them.","בעלי שמונה העיניים נראים כמתבוננים, אך הם אינם נעים לעברך, למעשה הם חסרי תנועה כשאתה הולך לאט לעברם.","```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
428,"You halt while still on the mound of crumbled rock and soil and speak to them, saying, 'I come in peace, as a friend.'","אתה עוצר בעודך על תל האבנים והאדמה המתפוררים ומדבר אליהם, ואומר, 'אני בא בשלום, כחבר.'","```
MQM annotations:
audience appropriateness error:
Critical: None
Major: None
Minor: None
```

The translation from English to Hebrew does not contain any audience appropriateness errors. The content is culturally neutral and does not include any culture-specific references or inappropriate language varieties for the target audience."
429,"It appears that they cannot hear you, let alone understand, as your Universal Translator picks up no answer.","נראה שהם לא יכולים לשמוע אותך, לא כל שכן להבין, שכן המתרגם האוניברסלי שלך לא קולט תשובה.","```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: CULTURE-SPECIFIC REFERENCE - The phrase ""let alone"" in the source text is translated as ""לא כל שכן"" in Hebrew, which is a direct translation but might not be as commonly used or understood in everyday Hebrew conversation. This could slightly detract from the overall cultural appropriateness of the text.
```"
440,I plan on mixing it with a fine purple/lilac variegated cotton.,אני מתכנן לערבב את זה עם כותנה משובחת בצבע סגול/לילך מגוונת.,"```
MQM annotations:
audience appropriateness error:
Minor: CULTURE-SPECIFIC REFERENCE - The term ""fine"" in the context of textiles may not directly translate to ""משובחת"" in Hebrew, which often implies high quality rather than the intended meaning of ""thin"" or ""delicate"" in this context. This could slightly detract from the cultural appropriateness for an audience familiar with textile terminology.
```"
441,But am not sure I have enough of the purple.,אבל אני לא בטוח שיש לי מספיק מהסגול.,"```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
446,I have literally tried and dropped EVERY SINGLE ONE.,ניסיתי והפסקתי עם כל אחד ואחד מהם.,"```
MQM annotations:
audience appropriateness error:
[Critical]: no-error
[Major]: no-error
[Minor]: no-error
```"
447,"And up until like two years ago, I had no idea until I checked my transcripts.","ועד לפני בערך שנתיים, לא היה לי מושג עד שבדקתי את התמלילים שלי.","```
MQM annotations:
audience appropriateness error:
[Critical]: None
[Major]: None
[Minor]: CULTURE-SPECIFIC REFERENCE - The term ""transcripts"" is translated as ""תמלילים"" which can be understood as ""transcriptions"" in Hebrew, potentially leading to confusion. A more culturally appropriate term would be ""גיליונות ציונים"" (grade sheets) or ""רשומות אקדמיות"" (academic records).
```"
455,"It's exciting, nerve-wracking, stressful, and all the good things that I love about working in games.","זה מרגש, מלחיץ, מתוח, וכל הדברים הטובים שאני אוהב בעבודה במשחקים.","```
MQM annotations:
audience appropriateness error:
Minor: Culture-specific Reference - The phrase ""working in games"" might be interpreted differently in Hebrew. The translation ""עבודה במשחקים"" is correct, but the cultural context of ""working in games"" as a professional industry (video game development) might not be as immediately clear to all Hebrew speakers without additional context.
```"
463,Came home on my lunch break to see this sitting outside uwu.,חזרתי הביתה בהפסקת הצהריים שלי וראיתי את זה יושב בחוץ uwu.,"```
MQM annotations:
audience appropriateness error:
Minor: CULTURE-SPECIFIC REFERENCE - The term ""uwu"" is an internet slang expression often used to convey a feeling of cuteness or affection. It may not be widely understood by all Hebrew-speaking audiences, potentially causing confusion.
```"
475,Had a recent graduate artist take some critique badly tonight.,היה לי אמן שסיים לאחרונה את לימודיו שלקח ביקורת בצורה קשה הערב.,"```
MQM annotations:
audience appropriateness error:
[Critical]: no-error
[Major]: no-error
[Minor]: CULTURE-SPECIFIC REFERENCE - The phrase ""take some critique badly"" is translated literally, which may not convey the same cultural nuance in Hebrew. A more culturally adapted phrase could enhance understanding.
```"
482,"So while composting and bloom scrolling are a wonderful reminder to look up, and be aware of life beyond the screen.",אז בזמן שקומפוסטינג וגלילת פריחה הם תזכורת נפלאה להרים את המבט ולהיות מודעים לחיים מעבר למסך.,"```
MQM annotations:
audience appropriateness error:
[Major]: [culture-specific reference] - The term ""bloom scrolling"" is a culture-specific reference that may not be understood by the Hebrew-speaking audience, as it is a relatively new concept related to digital detox and mindfulness, which might not have a direct equivalent or widespread recognition in Hebrew culture.
```"
483,It is as important to explore servers and IP addresses.,זה חשוב באותה מידה לחקור שרתים וכתובות IP.,"```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
``` 

The translation from English to Hebrew is culturally appropriate and does not contain any audience appropriateness issues. The content is straightforward and does not include any culture-specific references or language variety issues that would be inappropriate or confusing for the target audience."
491,She did not look back.,היא לא הביטה לאחור.,"```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
492,He waited until he was in the darkness of the bunk room before he pulled the note out and read it in a beam of light coming through the blackout curtains.,הוא חיכה עד שהיה בחושך של חדר המיטות לפני שהוציא את הפתק וקרא אותו באלומת אור שחדרה דרך וילונות ההאפלה.,"```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
493,One block-printed word.,מילה,"```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
498,I'd particularly like to connect with more.,אני במיוחד רוצה להתחבר עם יותר.,"```
MQM annotations:
audience appropriateness error:
Critical: no-error
Major: no-error
Minor: no-error
```"
499,Everyone with their hair on fire about CNN can thank Stephen Colbert for the hard right turn.,כולם עם השיער באש בגלל CNN יכולים להודות לסטיבן קולבר על הפנייה החדה ימינה.,"```
MQM annotations:
audience appropriateness error:
[Major]: [CULTURE-SPECIFIC REFERENCE] - The phrase ""עם השיער באש"" (with their hair on fire) is a direct translation of an English idiom that may not be culturally appropriate or easily understood in Hebrew. It refers to someone being extremely agitated or panicked, but this imagery may not convey the same meaning in Hebrew culture.
```"
