index,original,translated,design_and_markup_annotation
289,"Also need to seed a salad row there to integrate cut greens in both have trained crew on irrigation, bed prep, and transplanting which is 90% of non-harvest skill items",また、サラダ用の列をそこに植えて、カットグリーンを統合する必要があります。灌漑、ベッドの準備、移植について訓練を受けたクルーがいるので、非収穫スキル項目の90%をカバーしています。,"```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```

In this case, there are no design and markup errors in the translation. The source and target texts do not contain any markup tags, emojis, or HTML characters that could be malformed or incorrectly formatted."
294,The experience having to follow directions was far superior on Apple Maps compared to Google Maps.,Apple Mapsと比較してGoogle Mapsでの道順をたどる経験ははるかに優れていました。,"```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```"
295,Apple Maps wins.,アップルマップが勝利。,"```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```

In this case, there are no design and markup errors in the translation from English to Japanese. The translation ""アップルマップが勝利。"" does not contain any malformed markup tags, incorrect emoji formats, or other design-related issues."
302,"That said, I'm biased.",とはいえ、私は偏っています。,"```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```"
305,But it's the land that makes it a good storer of wealth for as long as you think the government isn't going to change the system we live in.,しかし、政府が私たちの生活するシステムを変えないと考える限り、それが富の良い蓄えとなるのは土地です。,"```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```"
309,In China you can only lease land.,中国では土地を借りることしかできません。,"```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```

In this case, there are no design and markup errors in the translation. The source and target texts do not contain any markup tags, HTML characters, or emojis that could be malformed or incorrectly formatted."
311,The government can change these policies whenever it wants.,政府はこれらの政策をいつでも変更することができます。,"```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```

In this case, there are no design and markup errors in the translation provided. The translation does not contain any malformed HTML characters, incorrect emoji formats, or other markup issues."
312,The land is temporary.,土地は一時的です。,"```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```

In this case, there are no design and markup errors in the translation provided. The translation correctly reflects the source text without any issues related to markup tags, malformed HTML characters, or changes in emoji formats."
318,That's why the Chinese only allow leases.,それが中国人が賃貸契約のみを許可する理由です。,"```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```

In this translation task, there are no design and markup errors present. The translation does not contain any malformed markup tags, incorrect emoji formats, or malformed HTML characters. Therefore, no annotations are necessary for this segment."
322,Let us continue to work together towards creating a brighter future for all.,私たち皆のために、より明るい未来を創造するために共に働き続けましょう。,"```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```

In this translation, there are no design and markup errors related to incorrect or malformed markup tags, malformed HTML characters, or changes in emoji formats. The translation is free from such issues."
325,I often wonder at the human capacity to be *so* down on oneself while inundated by so much evidence of what actual cruelty looks like.,自分に対してこれほどまでに厳しくなれる人間の能力に驚くことがよくありますが、実際の残酷さがどのようなものかを示す証拠がこれほど多くある中で。,"```
MQM annotations:
design and markup errors:
Critical: no-error
Major: no-error
Minor: markup tag - The emphasis indicated by the asterisks (*) around ""so"" in the source text is not reflected in the translation.
```"
326,"To agonize over personal failure & guilt in a world where ""success"" is so often bestowed on people responsible for the most reprehensible acts...",個人的な失敗や罪悪感に苦しむことは、「成功」が最も非道な行為を行った人々に与えられることが多い世界において…。,"```
MQM annotations:
design and markup errors:
Critical: no-error
Major: no-error
Minor: no-error
```"
332,"or ""Modal editors are useless today"" :morty:",または「モーダルエディターは今日役に立たない」,"```
MQM annotations:
design and markup errors:
minor: markup tag - The emoji format "":morty:"" in the source text is not preserved in the target text.
```"
333,"Me extracting functionality of my #Axum projects into shared libraries: ""Hold my keyboard"" :partyparrot: :helix: :ferrisdance:",私が#Axumプロジェクトの機能を共有ライブラリに抽出しているとき: 「キーボードを持ってて」 :partyparrot: :helix: :ferrisdance:,"```
MQM annotations:
design and markup errors:
Minor: markup tag - The emoji formats in the target text (:partyparrot:, :helix:, :ferrisdance:) do not match the source text.
```"
337,The prompt this week on Revelations is Stay up all night.,今週のRevelationsのテーマは「一晩中起きていること」です。,"```
MQM annotations:
design and markup errors:
Critical: markup tag - None
Major: markup tag - None
Minor: markup tag - None
```

In this case, there are no design and markup errors in the translation provided. The translation correctly reflects the source text in terms of design and markup, with no issues related to incorrect markup tags, malformed HTML characters, or changes in emoji formats."
339,It is definitely more romance than filth.,それは間違いなく汚れよりもロマンスです。,"```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```"
341,"Also one day I am totally gonna do the mile high orgasm, maybe not with a str",またいつか、マイルハイオーガズムを絶対にやってみるつもりです。ストレートの人とは限りませんが。,"```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```"
345,"I wish there was a ""who to follow"" recommendation somehow.",「フォローする人」のおすすめがあればいいのに。,"```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - The quotation marks around ""フォローする人"" in the Japanese translation are not a design or markup error. They are used to indicate the phrase ""who to follow"" as a specific term or concept, similar to the use of quotation marks in English. Therefore, there are no design and markup errors in this translation.
```"
348,"So, it requires a bit more effort to get into it and you probably need a good app to improve #UX.",それに取り組むにはもう少し努力が必要で、おそらく#UXを改善するための良いアプリが必要です。,"```
MQM annotations:
design and markup errors:
[Minor]: [markup_tag/emoji_format] - The hashtag format ""#UX"" in the source text should be preserved in the target text, but it is not marked as a hashtag in the Japanese translation.
```"
354,"Interventions: knowledge about things we can do to create change, within some confidence bounds",介入：ある程度の信頼範囲内で変化を生み出すためにできることについての知識。,"```
MQM annotations:
design and markup errors:
Critical: no-error
Major: no-error
Minor: no-error
```"
360,He's here and he's going to say this stuff no matter what.,彼はここにいて、何があってもこのことを言うつもりです。,"```
MQM annotations:
design and markup errors:
Critical: [design_and_markup/markup_tag] - None
Major: [design_and_markup/markup_tag] - None
Minor: [design_and_markup/markup_tag] - None
```

In this case, there are no design and markup errors in the translation. The source text does not contain any markup tags, HTML characters, or emojis that could lead to design and markup discrepancies in the translated text. Therefore, no annotations are necessary."
362,It's very underwhelming at the moment.,現時点では非常に期待外れです。,"```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```"
363,"The ""MusicLM Demo"" is mildly interesting.",「MusicLMデモ」はやや興味深いです。,"```
MQM annotations:
design and markup errors:
Minor: markup tag - The translation does not contain any markup tags or emoji formats that differ from the source text. No design or markup errors are present.
```"
368,"It's weird doing weightlifting but also having no real clue what your one-rep-max is, cus that's one of the key ways people track their progress.",ウェイトリフティングをしているのに、自分のワンレップマックスが何なのか本当に分からないのは変な感じです。これは進捗を追跡する主要な方法の一つだからです。,"```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```

There are no design and markup errors in the provided translation. The translation maintains the original format and does not include any malformed markup tags or incorrect emoji formats."
369,I work out alone in my bedroom without a spotter or even a weight rack.,私は自分の寝室で一人でトレーニングをしており、スポッターやウェイトラックもありません。,"```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```"
370,Just me and a barbell with a bunch of weights.,私とバーベルとたくさんの重りだけ。,"```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```"
372,"If I try and figure out my one rep max is I might not own enough weights to max out, or conversely it could seriously injure/kill me.",自分のワンレップマックスを計算しようとすると、最大限の重さを持っていないかもしれないし、逆にそれが原因で重傷を負ったり命を落としたりする可能性があります。,"```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```"
375,I swear burrata didn't exist five years ago,5年前にはブラータなんて存在しなかったと誓います。,"```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```"
379,I'd never seen anyone's mom make it or had it shoved at me at a party or seen it appear in conjunction with anyone's saucemaking escapades or baking days,誰かのお母さんがそれを作るのを見たことも、パーティーで押し付けられたことも、誰かのソース作りや焼き菓子の日にそれが登場するのを見たこともありませんでした。,"```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```"
384,Does anyone have a Linux tablet they love?,誰かお気に入りのLinuxタブレットを持っていますか？,"```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
``` 

In this case, there are no design and markup errors in the translation provided. The source text does not contain any markup tags or emojis that could lead to design and markup issues in the translation."
385,"This would be mainly for web browsing, occasional email, and some games.",これは主にウェブ閲覧、時々のメール、およびいくつかのゲームのためです。,"```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```

In this case, there are no design and markup errors in the translation provided. The translation does not contain any malformed HTML characters, incorrect markup tags, or changes in emoji formats."
388,"A bad game is bad forever.""",悪いゲームは永遠に悪い。,"```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
``` 

In this case, there are no design and markup errors in the translation provided. The source text does not contain any markup tags or emojis, and the translation correctly reflects this."
389,So was it Epic that originated this?,それを始めたのはエピックですか？,"```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```

There are no design and markup errors in the translation provided. The translation does not involve any markup tags, HTML characters, or emoji formats that differ from the source text."
390,We can keep going.,続けることができます。,"```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```"
391,"An earlier issue of GamePro 1997-11 has a quote with far more ambiguity,",GamePro 1997年11月号の以前の問題には、はるかに曖昧な引用があります。,"```
MQM annotations:
design and markup errors:
Critical: no-error
Major: no-error
Minor: no-error
```"
401,Esp the carriages with the bigger windows.,特に大きな窓のある車両。,"```
MQM annotations:
design and markup errors:
Critical: no-error
Major: no-error
Minor: no-error
```"
402,There's areas that could use some polish.,磨きをかけるべき部分があります。,"```
MQM annotations:
design and markup errors:
Critical: no-error
Major: no-error
Minor: no-error
```"
403,"Namely the lack of enough bins, and the lack of signs to explain the significance of the lighting colours.",すなわち、十分なゴミ箱の不足と、照明の色の意味を説明する標識の不足です。,"```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```

In this case, there are no design and markup errors in the translation. The source text does not contain any markup tags, HTML characters, or emojis that could lead to design and markup errors in the target text. Therefore, no annotations are necessary."
405,I won't be sad to see the end of the ICM or DDZ stock.,ICMやDDZ株の終わりを見ても悲しくはありません。,"```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```"
406,One per customer rules remain as we try to ensure everyone who queues up can get their hands on a board.,お客様お一人様につき一つまでのルールは、並んでいる全ての方がボードを手に入れられるようにするために維持されています。,"```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
``` 

In this case, there are no design and markup errors in the translation. The source and target texts do not contain any markup tags, malformed HTML characters, or emoji formats that differ from the source text. Therefore, no annotation is necessary for design and markup errors."
411,Such friendships transcend differences.,そのような友情は違いを超越します。,"```
MQM annotations:
design and markup errors:
Critical: no-error
Major: no-error
Minor: no-error
```"
412,We all have stories to tell.,私たちは皆、語るべき物語を持っています。,"```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```"
416,"But I feel somehow I started this instance on the wrong foot, so to speak.",ただ、どういうわけか、この場面をいわば悪いスタートで始めてしまったように感じます。,"```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```"
418,Will still linger a bit longer on here and think about whether I should migrate at all.,ここにもう少し長く留まって、移行すべきかどうか考えます。,"```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```

In this case, there are no design and markup errors in the translation provided. The source text does not contain any markup tags, HTML characters, or emojis that would require checking for design consistency in the target text."
423,Repnids have tunnelled below the surface and you fall into a boiling mass of hundreds of Repnid bodies in a cavern below.,レプニッドが地表の下にトンネルを掘り、あなたはその下の洞窟で数百のレプニッドの体が沸騰する塊に落ち込む。,"```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```

In this case, there are no design and markup errors in the translation. The Japanese translation does not contain any malformed markup tags, incorrect HTML entities, or changes in emoji formats compared to the source text."
424,"The end is swift, as several pairs of fangs inject their deadly venom and the air of Dyskra contaminates your lungs.",終わりは迅速であり、いくつもの牙が致命的な毒を注入し、ディスクラの空気があなたの肺を汚染します。,"```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```

In this case, there are no design and markup errors in the translation provided. The translation does not contain any malformed HTML characters, incorrect emoji formats, or other markup-related issues."
425,Nobody will ever know that you were the first human future traveller.,誰もあなたが最初の人間の未来旅行者であったことを知ることはありません。,"```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```

In this case, there are no design and markup errors in the translation. The source and target texts do not contain any markup tags, malformed HTML characters, or emoji formats that need annotation."
426,You land the flyer nose upward on the side of the slag heap and climb out.,あなたはフライヤーを鼻先を上に向けてスラグの山の側面に着陸させ、降りる。,"```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```

In this case, there are no design and markup errors in the translation. The source and target texts do not contain any markup tags, HTML characters, or emojis that could lead to design and markup issues. Therefore, no errors are annotated."
427,"The eight-eyed Repnids seem to be watching, but they make no move towards you, in fact they are motionless as you walk slowly towards them.",八つ目のレプニッドは見ているようですが、あなたに向かって動くことはなく、実際にはあなたがゆっくりと彼らに向かって歩いても動かずにいます。,"```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```

In this translation, there are no design and markup errors related to incorrect markup tags, malformed HTML characters, or changes in emoji formats. The translation maintains the design and markup integrity of the source text."
429,"It appears that they cannot hear you, let alone understand, as your Universal Translator picks up no answer.",彼らはあなたの声を聞くことができないようです、ましてや理解することもできません。あなたのユニバーサルトランスレーターは何の応答も拾いません。,"```
MQM annotations:
design and markup errors:
Critical: no-error
Major: no-error
Minor: no-error
```"
430,You decide to use your Psychic Awareness to contact them mentally.,あなたは精神的な意識を使って彼らと心で連絡を取ることに決める。,"```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
``` 

There are no design and markup errors in the provided translation. The translation does not contain any markup tags, malformed HTML characters, or emoji format changes that differ from the source text."
436,"#today I have coffee, sunshine and quiet time!",今日はコーヒーと日差しと静かな時間があります！,"```
MQM annotations:
design and markup errors:
Minor: markup tag - The emoji format in the target text does not match the source text. The source text includes an emoji for sunshine (☀️), which is not present in the target text.
```"
439,I found a unevenly spun silver gray yarn that is mostly finely spun with lumps.,私は、主に細かく紡がれているが、所々に塊がある不均一に紡がれた銀灰色の糸を見つけました。,"```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
``` 

In this case, there are no design and markup errors in the translation provided. The translation does not contain any malformed markup tags, incorrect HTML characters, or changes in emoji formats."
441,But am not sure I have enough of the purple.,しかし、紫色が十分あるかどうかはわからない。,"```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```"
446,I have literally tried and dropped EVERY SINGLE ONE.,私は文字通りすべて試してみて、すべてやめました。,"```
MQM annotations:
design and markup errors:
Critical: no-error
Major: no-error
Minor: no-error
```

Explanation: The provided translation from English to Japanese does not contain any design or markup errors. There are no issues with markup tags, malformed HTML characters, or emoji format changes. The translation is free from any design and markup errors."
447,"And up until like two years ago, I had no idea until I checked my transcripts.",そして約2年前まで、自分の成績証明書を確認するまで全く知りませんでした。,"```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```"
448,The literature class hatred is even worse: I love to read.,文学の授業の嫌悪感はさらにひどい：私は読書が大好きです。,"```
MQM annotations:
design and markup errors:
Critical: no-error
Major: no-error
Minor: no-error
```"
450,"My home is comfortable and wonderful and I am happy there, but I have to be somewhere else in order to chill enough to read fiction during the day without feeling guilty.",私の家は快適で素晴らしく、そこで幸せですが、日中に罪悪感なく小説を読むためには、他の場所にいる必要があります。,"```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```"
451,It's like I'm on holidays and therefore am doing what one does on holidays.,まるで休暇中のようで、だから休暇中にすることをしている。,"```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
``` 

In this case, there are no design and markup errors in the translation provided. The translation correctly reflects the source text without any issues related to markup tags, malformed HTML characters, or changes in emoji formats."
452,"And that's also even though I haven't slept as well here for the last two nights as I do at home, and get a little #MECFS ed out from simply being in a strange environment where I'm less able to pace myself and have to remember where things are.",それに加えて、ここではこの2晩、家で寝るほどよく眠れていないし、見知らぬ環境にいるだけでペースを保つのが難しく、物の場所を覚えておかなければならないので、少し#MECFSの症状が出てしまう。,"```
MQM annotations:
design and markup errors:
Minor: Markup Tag - The hashtag format ""#MECFS"" in the source text is not preserved in the target text, which could affect the consistency of hashtag usage.
```"
455,"It's exciting, nerve-wracking, stressful, and all the good things that I love about working in games.",ゲーム業界で働くことの興奮や緊張、ストレス、そして私が大好きなすべての良いことです。,"```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```"
458,Will a community blossom around the user-generated content piece of the game?,ユーザー生成コンテンツの部分を中心にコミュニティが発展するでしょうか？,"```
MQM annotations:
design and markup errors:
Critical: no-error
Major: no-error
Minor: no-error
```"
466,So I finally watched #Heartstopper,ついに「#Heartstopper」を見ました。,"```
MQM annotations:
design and markup errors:
Minor: markup tag - The hashtag format in the target text does not match the source text. The source text uses ""#Heartstopper"" while the target text uses ""「#Heartstopper」"", which includes Japanese quotation marks that are not present in the source.
```"
467,Was it overly cute to the point of being twee?,それは甘すぎて、気取りすぎていましたか？,"```
MQM annotations:
design and markup errors:
Critical: no-error
Major: no-error
Minor: no-error
```"
471,But did I love it?,でも、それを愛していたのか？,"```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```"
476,"In part, because they'd be taught badly.",一部には、彼らが下手に教えられるからです。,"```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```"
477,"But it's important to not make excuses for issues and just fix them, especially in production when your lead needs changes.",しかし、問題に対して言い訳をせず、ただ修正することが重要です。特に、リードが変更を必要としているときのプロダクションでは。,"```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
``` 

In this case, there are no design and markup errors in the translation. The translated text does not contain any malformed HTML characters, incorrect emoji formats, or other markup issues."
479,"Every artist has been there, made the same mistakes.",すべてのアーティストがそこにいて、同じ間違いを犯してきました。,"```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```"
484,Watch seeds being sown & cultivated (and not randomly scattered) by good peeps.,良い人々によって種が蒔かれ、耕されるのを見守る（無作為にばら撒かれるのではなく）。,"```
MQM annotations:
design and markup errors:
Minor: markup tag - The ampersand character ""&"" in the source text is not represented in the target text, which may affect the design consistency.
```"
488,"Jami slipped the note to him when they passed each other on the path, just before the dog watch.",ジャミは犬番の直前に道ですれ違ったときに彼にメモを渡した。,"```
MQM annotations:
design and markup errors:
Critical: no-error
Major: no-error
Minor: no-error
```

Explanation: The translation provided does not contain any design or markup errors. There are no incorrect or malformed markup tags, HTML characters, or changes in emoji formats. The translation is free from any design and markup issues."
