index,original,translated,style_annotation
278,It makes me so happy to see him thriving.,彼が成功しているのを見るととても嬉しいです。,"```
MQM annotations:
Styles error:
minor: UNNATURAL FLOW - The phrase ""彼が成功しているのを見るととても嬉しいです"" is grammatically correct but reads slightly awkwardly. A more natural expression could be ""彼が成功している姿を見るのはとても嬉しいです"" to improve the flow.
```"
285,Last week got a ton done and feeling much better about field items.,先週はたくさんのことを終えて、フィールドアイテムについてずっと良い気分です。,"```
MQM annotations:
major: style/register - The translation uses a formal register (""ずっと良い気分です"") which may not match the informal tone of the source text (""feeling much better"").
minor: style/unnatural flow - The phrase ""フィールドアイテムについてずっと良い気分です"" could be rephrased for a more natural flow in Japanese, as it reads somewhat awkwardly.
```"
286,"All collards, kale, chard is transplanted.",すべてのコラード、ケール、チャードは移植されました。,"```
MQM annotations:
Styles error:
minor: unnatural_flow - The translation ""すべてのコラード、ケール、チャードは移植されました。"" sounds slightly awkward and literal. A more natural phrasing in Japanese might be ""コラード、ケール、チャードはすべて移植されました。""
```"
289,"Also need to seed a salad row there to integrate cut greens in both have trained crew on irrigation, bed prep, and transplanting which is 90% of non-harvest skill items",また、サラダ用の列をそこに植えて、カットグリーンを統合する必要があります。灌漑、ベッドの準備、移植について訓練を受けたクルーがいるので、非収穫スキル項目の90%をカバーしています。,"```
MQM annotations:
Styles error:
[major]: [unnatural_flow] - The phrase ""カットグリーンを統合する"" (integrate cut greens) reads awkwardly and could be expressed more naturally in Japanese.
[minor]: [unnatural_flow] - The sentence structure ""灌漑、ベッドの準備、移植について訓練を受けたクルーがいるので、非収穫スキル項目の90%をカバーしています"" is somewhat awkward and could be made more fluid.
```"
294,The experience having to follow directions was far superior on Apple Maps compared to Google Maps.,Apple Mapsと比較してGoogle Mapsでの道順をたどる経験ははるかに優れていました。,"```
MQM annotations:
Styles error:
major: UNNATURAL FLOW - The translation reads awkwardly and does not naturally convey the comparison between Apple Maps and Google Maps.
```"
295,Apple Maps wins.,アップルマップが勝利。,"```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The translation ""アップルマップが勝利"" is grammatically correct but reads slightly awkwardly. A more natural expression might be ""アップルマップの勝ち"" which flows better in Japanese.
```"
302,"That said, I'm biased.",とはいえ、私は偏っています。,"```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The translation ""とはいえ、私は偏っています。"" reads slightly awkwardly in Japanese. A more natural expression could be ""それでも、私は偏見があります。"" to improve the flow.
```"
305,But it's the land that makes it a good storer of wealth for as long as you think the government isn't going to change the system we live in.,しかし、政府が私たちの生活するシステムを変えないと考える限り、それが富の良い蓄えとなるのは土地です。,"```
MQM annotations:
Styles error:
[minor]: [unnatural_flow] - The sentence structure in the translation is slightly awkward and could be more naturally expressed in Japanese.
```"
309,In China you can only lease land.,中国では土地を借りることしかできません。,"```
MQM annotations:
Styles error:
[minor]: [unnatural_flow] - The phrase ""土地を借りることしかできません"" is grammatically correct but sounds slightly awkward and literal. A more natural expression could be ""中国では土地をリースすることしかできません"" to better match the source text's intent and improve flow.
```"
311,The government can change these policies whenever it wants.,政府はこれらの政策をいつでも変更することができます。,"```
MQM annotations:
Style error:
[minor]: [unnatural_flow] - The translation ""政府はこれらの政策をいつでも変更することができます。"" is grammatically correct but reads slightly awkwardly and could be more naturally expressed in Japanese.
```"
312,The land is temporary.,土地は一時的です。,"```
MQM annotations:
Styles error:
minor: unnatural flow - The translation ""土地は一時的です"" is grammatically correct but reads somewhat literally and could be expressed more naturally in Japanese.
```"
318,That's why the Chinese only allow leases.,それが中国人が賃貸契約のみを許可する理由です。,"```
MQM annotations:
Style error:
[minor]: [UNNATURAL FLOW] - The translation reads slightly awkwardly in Japanese. A more natural phrasing could be ""中国人が賃貸契約しか許可しない理由です"" to improve the flow and readability.
```"
322,Let us continue to work together towards creating a brighter future for all.,私たち皆のために、より明るい未来を創造するために共に働き続けましょう。,"```
MQM annotations:
Style Errors
[minor]: [unnatural_flow] - The phrase ""私たち皆のために、より明るい未来を創造するために共に働き続けましょう"" is grammatically correct but reads awkwardly in Japanese. A more natural phrasing could be ""私たち皆で、より明るい未来を創るために共に働き続けましょう。""
```"
325,I often wonder at the human capacity to be *so* down on oneself while inundated by so much evidence of what actual cruelty looks like.,自分に対してこれほどまでに厳しくなれる人間の能力に驚くことがよくありますが、実際の残酷さがどのようなものかを示す証拠がこれほど多くある中で。,"```
MQM annotations:
Style Errors
[major]: [unnatural_flow] - The translation reads awkwardly and lacks natural flow, especially in the phrase ""自分に対してこれほどまでに厳しくなれる人間の能力に驚くことがよくありますが,"" which could be more naturally expressed.
[minor]: [register] - The translation uses a formal register, which might not match the more reflective and informal tone of the source text.
```"
326,"To agonize over personal failure & guilt in a world where ""success"" is so often bestowed on people responsible for the most reprehensible acts...",個人的な失敗や罪悪感に苦しむことは、「成功」が最も非道な行為を行った人々に与えられることが多い世界において…。,"```
MQM annotations:
Styles error:
[major]: [UNNATURAL FLOW] - The translation reads awkwardly and lacks natural flow in Japanese. The phrase ""最も非道な行為を行った人々に与えられることが多い世界において"" could be rephrased for better readability.
```"
332,"or ""Modal editors are useless today"" :morty:",または「モーダルエディターは今日役に立たない」,"```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The phrase ""モーダルエディターは今日役に立たない"" is a direct translation and sounds slightly awkward in Japanese. A more natural expression could be used to improve the flow.
```"
333,"Me extracting functionality of my #Axum projects into shared libraries: ""Hold my keyboard"" :partyparrot: :helix: :ferrisdance:",私が#Axumプロジェクトの機能を共有ライブラリに抽出しているとき: 「キーボードを持ってて」 :partyparrot: :helix: :ferrisdance:,"```
MQM annotations:
Styles error:
minor: DO NOT TRANSLATE - The hashtags ""#Axum"" and the emojis "":partyparrot: :helix: :ferrisdance:"" should not be translated as they are typically used in their original form.
```"
337,The prompt this week on Revelations is Stay up all night.,今週のRevelationsのテーマは「一晩中起きていること」です。,"```
MQM annotations:
Styles error:
major: UNNATURAL FLOW - The translation ""一晩中起きていること"" is accurate but reads awkwardly and lacks the natural flow expected in Japanese. A more natural expression could be used.
```"
339,It is definitely more romance than filth.,それは間違いなく汚れよりもロマンスです。,"```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The translation reads a bit awkwardly and literally. A more natural expression in Japanese might be ""それは間違いなく汚れではなく、ロマンスです。"" to improve the flow.
```"
341,"Also one day I am totally gonna do the mile high orgasm, maybe not with a str",またいつか、マイルハイオーガズムを絶対にやってみるつもりです。ストレートの人とは限りませんが。,"```
MQM annotations:
major: register - The use of ""絶対にやってみるつもりです"" is too formal for the context, which is more casual in the source.
minor: unnatural flow - The phrase ""ストレートの人とは限りませんが"" is awkwardly placed and could be rephrased for better flow.
```"
345,"I wish there was a ""who to follow"" recommendation somehow.",「フォローする人」のおすすめがあればいいのに。,"```
MQM annotations:
Styles error:
[major]: [UNNATURAL FLOW] - The translation ""「フォローする人」のおすすめがあればいいのに。"" is grammatically correct but reads awkwardly. A more natural expression in Japanese could be ""フォローする人をおすすめしてくれる機能があればいいのに。""
```"
348,"So, it requires a bit more effort to get into it and you probably need a good app to improve #UX.",それに取り組むにはもう少し努力が必要で、おそらく#UXを改善するための良いアプリが必要です。,"```
MQM annotations:
major: style/unnatural flow - The translation ""それに取り組むにはもう少し努力が必要で、おそらく#UXを改善するための良いアプリが必要です。"" reads awkwardly in Japanese. A more natural expression would improve readability and flow.
```"
354,"Interventions: knowledge about things we can do to create change, within some confidence bounds",介入：ある程度の信頼範囲内で変化を生み出すためにできることについての知識。,"```
MQM annotations:
Styles error:
major: UNNATURAL FLOW - The translation reads awkwardly and could be more naturally expressed in Japanese.
```"
360,He's here and he's going to say this stuff no matter what.,彼はここにいて、何があってもこのことを言うつもりです。,"```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The translation reads slightly awkwardly and could be more naturally expressed in Japanese.
```"
362,It's very underwhelming at the moment.,現時点では非常に期待外れです。,"```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The translation ""現時点では非常に期待外れです"" reads slightly awkwardly in Japanese. A more natural expression might be ""今のところ、とてもがっかりしています"" to better capture the natural flow of the language.
```"
363,"The ""MusicLM Demo"" is mildly interesting.",「MusicLMデモ」はやや興味深いです。,"```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The phrase ""やや興味深いです"" sounds slightly awkward and could be more naturally expressed as ""少し興味があります"" or ""少し興味深いです"" in Japanese.
```"
368,"It's weird doing weightlifting but also having no real clue what your one-rep-max is, cus that's one of the key ways people track their progress.",ウェイトリフティングをしているのに、自分のワンレップマックスが何なのか本当に分からないのは変な感じです。これは進捗を追跡する主要な方法の一つだからです。,"```
MQM annotations:
Styles error:
major: UNNATURAL FLOW - The translation reads awkwardly and too literally, especially the phrase ""変な感じです"" which could be more naturally expressed.
minor: REGISTER - The use of ""変な感じです"" is informal and might not match the expected level of formality for discussing fitness progress.
```"
369,I work out alone in my bedroom without a spotter or even a weight rack.,私は自分の寝室で一人でトレーニングをしており、スポッターやウェイトラックもありません。,"```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The phrase ""スポッターやウェイトラックもありません"" reads awkwardly and could be more naturally expressed in Japanese.
```"
370,Just me and a barbell with a bunch of weights.,私とバーベルとたくさんの重りだけ。,"```
MQM annotations:
Styles error:
[minor]: [unnatural_flow] - The translation ""私とバーベルとたくさんの重りだけ。"" reads slightly awkwardly and could be more naturally expressed in Japanese.
```"
372,"If I try and figure out my one rep max is I might not own enough weights to max out, or conversely it could seriously injure/kill me.",自分のワンレップマックスを計算しようとすると、最大限の重さを持っていないかもしれないし、逆にそれが原因で重傷を負ったり命を落としたりする可能性があります。,"```
MQM annotations:
Style Errors:
[minor]: [unnatural_flow] - The phrase ""自分のワンレップマックスを計算しようとすると"" is slightly awkward and could be expressed more naturally as ""自分のワンレップマックスを試そうとすると"".
[minor]: [unnatural_flow] - The phrase ""それが原因で重傷を負ったり命を落としたりする可能性があります"" could be more naturally expressed as ""それが原因で重傷を負ったり、命を落とす危険があります"".
```"
375,I swear burrata didn't exist five years ago,5年前にはブラータなんて存在しなかったと誓います。,"```
MQM annotations:
Styles error:
[major]: [REGISTER] - The use of ""と誓います"" (I swear) is more formal in Japanese than the informal tone of the English source. A more casual expression would better match the source's informal style.
```"
379,I'd never seen anyone's mom make it or had it shoved at me at a party or seen it appear in conjunction with anyone's saucemaking escapades or baking days,誰かのお母さんがそれを作るのを見たことも、パーティーで押し付けられたことも、誰かのソース作りや焼き菓子の日にそれが登場するのを見たこともありませんでした。,"```
MQM annotations:
Styles error:
major: unnatural_flow - The translation reads awkwardly and lacks natural flow, particularly in the phrase ""誰かのお母さんがそれを作るのを見たことも、パーティーで押し付けられたことも、誰かのソース作りや焼き菓子の日にそれが登場するのを見たこともありませんでした,"" which could be more smoothly expressed in Japanese.
```"
384,Does anyone have a Linux tablet they love?,誰かお気に入りのLinuxタブレットを持っていますか？,"```
MQM annotations:
Styles error:
[minor]: [REGISTER] - The translation uses a formal register (""お気に入りの"") which may not match the informal tone of the source text. A more casual expression could be used to better align with the source's tone.
```"
385,"This would be mainly for web browsing, occasional email, and some games.",これは主にウェブ閲覧、時々のメール、およびいくつかのゲームのためです。,"```
MQM annotations:
Styles error:
minor: unnatural flow - The translation ""これは主にウェブ閲覧、時々のメール、およびいくつかのゲームのためです"" is slightly awkward and could be made more natural by rephrasing to ""これは主にウェブ閲覧、時々のメール、そしていくつかのゲームのためです.""
```"
388,"A bad game is bad forever.""",悪いゲームは永遠に悪い。,"```
MQM annotations:
Styles error:
minor: UNNATURAL FLOW - The translation ""悪いゲームは永遠に悪い"" is grammatically correct but reads too literally. A more natural expression in Japanese could be used to convey the same meaning with better flow.
```"
389,So was it Epic that originated this?,それを始めたのはエピックですか？,"```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The translation ""それを始めたのはエピックですか？"" is grammatically correct but reads slightly awkwardly in Japanese. A more natural phrasing might be ""エピックがそれを始めたのですか？"" to improve the flow.
```"
390,We can keep going.,続けることができます。,"```
MQM annotations:
Styles error:
minor: UNNATURAL FLOW - The translation ""続けることができます"" is grammatically correct but sounds slightly awkward and literal. A more natural expression in Japanese could be ""続けられます"" or ""続けましょう"".
```"
391,"An earlier issue of GamePro 1997-11 has a quote with far more ambiguity,",GamePro 1997年11月号の以前の問題には、はるかに曖昧な引用があります。,"```
MQM annotations:
Styles error:
major: UNNATURAL FLOW - The phrase ""以前の問題には、はるかに曖昧な引用があります"" reads awkwardly in Japanese. A more natural expression would improve the flow.
```"
401,Esp the carriages with the bigger windows.,特に大きな窓のある車両。,"```
MQM annotations:
Style Errors
[minor]: [unnatural_flow] - The translation ""特に大きな窓のある車両"" is grammatically correct but reads slightly awkwardly. A more natural phrasing might be ""特に窓が大きい車両"" to improve the flow.
```"
402,There's areas that could use some polish.,磨きをかけるべき部分があります。,"```
MQM annotations:
Styles error:
major: UNNATURAL FLOW - The translation ""磨きをかけるべき部分があります"" sounds slightly awkward and literal. A more natural expression in Japanese could be ""改善が必要な部分があります"" to improve the flow.
```"
403,"Namely the lack of enough bins, and the lack of signs to explain the significance of the lighting colours.",すなわち、十分なゴミ箱の不足と、照明の色の意味を説明する標識の不足です。,"```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The translation reads slightly awkwardly and could be more naturally expressed in Japanese.
```"
405,I won't be sad to see the end of the ICM or DDZ stock.,ICMやDDZ株の終わりを見ても悲しくはありません。,"```
MQM annotations:
Styles error:
minor: UNNATURAL FLOW - The phrase ""ICMやDDZ株の終わりを見ても悲しくはありません"" is grammatically correct but reads awkwardly. A more natural expression might be ""ICMやDDZ株が終わっても悲しくはありません"" to improve the flow.
```"
406,One per customer rules remain as we try to ensure everyone who queues up can get their hands on a board.,お客様お一人様につき一つまでのルールは、並んでいる全ての方がボードを手に入れられるようにするために維持されています。,"```
MQM annotations:
Styles error:
[minor]: [style/unnatural_flow] - The phrase ""お客様お一人様につき一つまでのルールは、並んでいる全ての方がボードを手に入れられるようにするために維持されています。"" is grammatically correct but reads awkwardly and could be expressed more naturally in Japanese.
```"
411,Such friendships transcend differences.,そのような友情は違いを超越します。,"```
MQM annotations:
Styles error:
minor: UNNATURAL FLOW - The phrase ""違いを超越します"" is grammatically correct but reads slightly awkwardly in Japanese. A more natural expression could be used to convey the idea of transcending differences.
```"
412,We all have stories to tell.,私たちは皆、語るべき物語を持っています。,"```
MQM annotations:
Style Errors:
[minor]: [UNNATURAL FLOW] - The translation is accurate but reads too literally. A more natural expression in Japanese could improve the flow.
```"
416,"But I feel somehow I started this instance on the wrong foot, so to speak.",ただ、どういうわけか、この場面をいわば悪いスタートで始めてしまったように感じます。,"```
MQM annotations:
Styles error:
minor: unnatural flow - The phrase ""この場面をいわば悪いスタートで始めてしまったように感じます"" reads awkwardly in Japanese. A more natural expression could be ""この場面で、いわば出だしが悪かったように感じます.""
```"
418,Will still linger a bit longer on here and think about whether I should migrate at all.,ここにもう少し長く留まって、移行すべきかどうか考えます。,"```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The translation ""ここにもう少し長く留まって、移行すべきかどうか考えます。"" reads slightly awkwardly and could be more naturally expressed in Japanese. A more natural flow could be ""ここにもう少し長く留まって、移行するかどうかを考えます。""
```"
423,Repnids have tunnelled below the surface and you fall into a boiling mass of hundreds of Repnid bodies in a cavern below.,レプニッドが地表の下にトンネルを掘り、あなたはその下の洞窟で数百のレプニッドの体が沸騰する塊に落ち込む。,"```
MQM annotations:
Styles error:
major: UNNATURAL FLOW - The phrase ""数百のレプニッドの体が沸騰する塊に落ち込む"" reads awkwardly and could be rephrased for a more natural flow in Japanese.
```"
424,"The end is swift, as several pairs of fangs inject their deadly venom and the air of Dyskra contaminates your lungs.",終わりは迅速であり、いくつもの牙が致命的な毒を注入し、ディスクラの空気があなたの肺を汚染します。,"```
MQM annotations:
Style Errors:
minor: UNNATURAL FLOW - The phrase ""いくつもの牙が致命的な毒を注入し"" reads awkwardly and could be more naturally expressed in Japanese.
minor: UNNATURAL FLOW - The phrase ""ディスクラの空気があなたの肺を汚染します"" is somewhat literal and could be rephrased for a more natural flow in Japanese.
```"
425,Nobody will ever know that you were the first human future traveller.,誰もあなたが最初の人間の未来旅行者であったことを知ることはありません。,"```
MQM annotations:
Styles error:
[minor]: [unnatural_flow] - The translation ""誰もあなたが最初の人間の未来旅行者であったことを知ることはありません"" is grammatically correct but reads awkwardly in Japanese. A more natural phrasing could be ""あなたが最初の人間の未来旅行者であったことを知る者はいないでしょう.""
```"
426,You land the flyer nose upward on the side of the slag heap and climb out.,あなたはフライヤーを鼻先を上に向けてスラグの山の側面に着陸させ、降りる。,"```
MQM annotations:
Styles error:
minor: unnatural flow - The phrase ""鼻先を上に向けてスラグの山の側面に着陸させ、降りる"" reads awkwardly and could be expressed more naturally in Japanese.
```"
427,"The eight-eyed Repnids seem to be watching, but they make no move towards you, in fact they are motionless as you walk slowly towards them.",八つ目のレプニッドは見ているようですが、あなたに向かって動くことはなく、実際にはあなたがゆっくりと彼らに向かって歩いても動かずにいます。,"```
MQM annotations:
Styles error:
Major: UNNATURAL FLOW - The translation ""八つ目のレプニッドは見ているようですが、あなたに向かって動くことはなく、実際にはあなたがゆっくりと彼らに向かって歩いても動かずにいます。"" is grammatically correct but reads awkwardly and lacks natural flow. A more natural translation could be ""八つ目のレプニッドは見ているようですが、あなたがゆっくりと彼らに向かって歩いても、動くことなくじっとしています。""
```"
429,"It appears that they cannot hear you, let alone understand, as your Universal Translator picks up no answer.",彼らはあなたの声を聞くことができないようです、ましてや理解することもできません。あなたのユニバーサルトランスレーターは何の応答も拾いません。,"```
MQM annotations:
major: style/unnatural flow - The phrase ""彼らはあなたの声を聞くことができないようです、ましてや理解することもできません"" is somewhat awkward and could be more naturally expressed in Japanese.
minor: style/unnatural flow - The phrase ""あなたのユニバーサルトランスレーターは何の応答も拾いません"" could be rephrased for a smoother flow in Japanese.
```"
430,You decide to use your Psychic Awareness to contact them mentally.,あなたは精神的な意識を使って彼らと心で連絡を取ることに決める。,"```
MQM annotations:
Styles error:
major: UNNATURAL FLOW - The phrase ""精神的な意識を使って彼らと心で連絡を取る"" reads awkwardly and could be expressed more naturally in Japanese.
```"
436,"#today I have coffee, sunshine and quiet time!",今日はコーヒーと日差しと静かな時間があります！,"```
MQM annotations:
Styles error:
minor: UNNATURAL FLOW - The translation ""今日はコーヒーと日差しと静かな時間があります！"" is grammatically correct but sounds slightly awkward and literal. A more natural expression in Japanese might be ""今日はコーヒーを飲んで、日差しを浴びながら静かな時間を過ごしています！"" to convey the same sentiment with a smoother flow.
```"
439,I found a unevenly spun silver gray yarn that is mostly finely spun with lumps.,私は、主に細かく紡がれているが、所々に塊がある不均一に紡がれた銀灰色の糸を見つけました。,"```
MQM annotations:
Styles error:
major: UNNATURAL FLOW - The translation ""主に細かく紡がれているが、所々に塊がある不均一に紡がれた銀灰色の糸"" reads awkwardly and lacks natural flow in Japanese. A more natural expression could be used.
```"
441,But am not sure I have enough of the purple.,しかし、紫色が十分あるかどうかはわからない。,"```
MQM annotations:
Style Errors:
[minor]: [unnatural_flow] - The translation ""紫色が十分あるかどうかはわからない"" is grammatically correct but sounds slightly awkward in Japanese. A more natural phrasing could be ""紫色が足りるかどうか自信がない"" to better capture the intended meaning and flow.
```"
446,I have literally tried and dropped EVERY SINGLE ONE.,私は文字通りすべて試してみて、すべてやめました。,"```
MQM annotations:
Styles error:
major: UNNATURAL FLOW - The translation ""私は文字通りすべて試してみて、すべてやめました。"" is grammatically correct but reads awkwardly. A more natural expression in Japanese would be ""私は文字通りすべてを試してみて、すべてをやめました。""
```"
447,"And up until like two years ago, I had no idea until I checked my transcripts.",そして約2年前まで、自分の成績証明書を確認するまで全く知りませんでした。,"```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The phrase ""自分の成績証明書を確認するまで全く知りませんでした"" reads awkwardly in Japanese. A more natural expression might be ""自分の成績証明書を確認するまで、全く気づきませんでした"" to improve the flow.
```"
448,The literature class hatred is even worse: I love to read.,文学の授業の嫌悪感はさらにひどい：私は読書が大好きです。,"```
MQM annotations:
Styles error:
major: UNNATURAL FLOW - The phrase ""文学の授業の嫌悪感はさらにひどい"" reads awkwardly and lacks natural flow in Japanese. A more natural expression could be used.
minor: REGISTER - The use of ""です"" at the end of the sentence is slightly informal given the context. A more neutral or formal expression might be more appropriate.
```"
450,"My home is comfortable and wonderful and I am happy there, but I have to be somewhere else in order to chill enough to read fiction during the day without feeling guilty.",私の家は快適で素晴らしく、そこで幸せですが、日中に罪悪感なく小説を読むためには、他の場所にいる必要があります。,"```
MQM annotations:
Styles error:
Minor: Unnatural Flow - The phrase ""日中に罪悪感なく小説を読むためには、他の場所にいる必要があります"" is grammatically correct but reads awkwardly. A more natural phrasing could be used to improve the flow.
```"
451,It's like I'm on holidays and therefore am doing what one does on holidays.,まるで休暇中のようで、だから休暇中にすることをしている。,"```
MQM annotations:
Styles error:
minor: UNNATURAL FLOW - The translation ""まるで休暇中のようで、だから休暇中にすることをしている。"" reads awkwardly and lacks natural flow in Japanese. A more natural expression could be used to convey the same meaning.
```"
452,"And that's also even though I haven't slept as well here for the last two nights as I do at home, and get a little #MECFS ed out from simply being in a strange environment where I'm less able to pace myself and have to remember where things are.",それに加えて、ここではこの2晩、家で寝るほどよく眠れていないし、見知らぬ環境にいるだけでペースを保つのが難しく、物の場所を覚えておかなければならないので、少し#MECFSの症状が出てしまう。,"```
MQM annotations:
Styles error:
Major: UNNATURAL FLOW - The phrase ""見知らぬ環境にいるだけでペースを保つのが難しく"" reads awkwardly and could be more naturally expressed in Japanese.
Minor: UNNATURAL FLOW - The translation ""物の場所を覚えておかなければならないので"" is slightly awkward and could be rephrased for better flow.
```"
455,"It's exciting, nerve-wracking, stressful, and all the good things that I love about working in games.",ゲーム業界で働くことの興奮や緊張、ストレス、そして私が大好きなすべての良いことです。,"```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The translation reads awkwardly and lacks the natural flow expected in Japanese. A more natural expression would be to reorder the sentence for better readability, such as ""ゲーム業界で働くことは、興奮や緊張、ストレスといった私が大好きなすべての良いことを含んでいます。""
```"
458,Will a community blossom around the user-generated content piece of the game?,ユーザー生成コンテンツの部分を中心にコミュニティが発展するでしょうか？,"```
MQM annotations:
Style Errors:
[major]: [unnatural_flow] - The phrase ""ユーザー生成コンテンツの部分を中心に"" is grammatically correct but sounds slightly awkward and could be more naturally expressed as ""ユーザー生成コンテンツを中心に"".
```"
466,So I finally watched #Heartstopper,ついに「#Heartstopper」を見ました。,"```
MQM annotations:
Style Errors:
minor: DO NOT TRANSLATE - The hashtag ""#Heartstopper"" should have been left in English as per common practice with hashtags.
```"
467,Was it overly cute to the point of being twee?,それは甘すぎて、気取りすぎていましたか？,"```
MQM annotations:
Styles error:
major: UNNATURAL FLOW - The translation ""甘すぎて、気取りすぎていましたか？"" sounds awkward and overly literal. A more natural expression in Japanese would be preferable to capture the nuance of ""twee.""
```"
471,But did I love it?,でも、それを愛していたのか？,"```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The translation ""でも、それを愛していたのか？"" reads slightly awkwardly and could be more naturally expressed as ""でも、それを好きだったのか？"" to better match the casual and introspective tone of the source text.
```"
476,"In part, because they'd be taught badly.",一部には、彼らが下手に教えられるからです。,"```
MQM annotations:
major: style/unnatural flow - The phrase ""彼らが下手に教えられるからです"" is grammatically correct but reads awkwardly and could be expressed more naturally in Japanese.
```"
477,"But it's important to not make excuses for issues and just fix them, especially in production when your lead needs changes.",しかし、問題に対して言い訳をせず、ただ修正することが重要です。特に、リードが変更を必要としているときのプロダクションでは。,"```
MQM annotations:
Style Errors:
[major]: [unnatural_flow] - The phrase ""問題に対して言い訳をせず、ただ修正することが重要です"" reads awkwardly and could be more naturally expressed in Japanese.
[minor]: [unnatural_flow] - The use of ""リードが変更を必要としているときのプロダクションでは"" is slightly awkward and could be rephrased for better flow.
```"
479,"Every artist has been there, made the same mistakes.",すべてのアーティストがそこにいて、同じ間違いを犯してきました。,"```
MQM annotations:
Style Errors:
minor: unnatural_flow - The phrase ""すべてのアーティストがそこにいて"" is grammatically correct but reads awkwardly in Japanese. A more natural expression could be used.
```"
484,Watch seeds being sown & cultivated (and not randomly scattered) by good peeps.,良い人々によって種が蒔かれ、耕されるのを見守る（無作為にばら撒かれるのではなく）。,"```
MQM annotations:
Styles error:
[major]: [UNNATURAL FLOW] - The translation ""良い人々によって種が蒔かれ、耕されるのを見守る（無作為にばら撒かれるのではなく）"" reads awkwardly and lacks a natural flow in Japanese. A more natural expression could be used to convey the idea of watching seeds being sown and cultivated by good people.
```"
488,"Jami slipped the note to him when they passed each other on the path, just before the dog watch.",ジャミは犬番の直前に道ですれ違ったときに彼にメモを渡した。,"```
MQM annotations:
Styles error:
minor: unnatural flow - The phrase ""犬番の直前に道ですれ違ったときに"" reads awkwardly and could be more naturally expressed in Japanese.
```"
