index,original,single_agent_translation,single_agent_improved_translation
376,2017年，因吸毒死亡的约有 58.5万人，其中一半死于丙型肝炎引起的肝病，而注射吸毒者的丙型肝炎大多仍未得到治疗。,"In 2017, approximately 585,000 people died from drug abuse, with half of them dying from liver disease caused by hepatitis C, and most injection drug users with hepatitis C still have not received treatment.","In 2017, around 585,000 people died from drug abuse, with half of them succumbing to liver disease caused by hepatitis C, while most injection drug users with hepatitis C still remain untreated."
380,使用说明书,Instructions for use.,User manual.
385,将耳帐斜向下轻轻塞入耳道，以轻摆头部耳机不田动为家。,"Gently insert the earphone into the ear canal at a slight downward angle, and adjust the head slightly to ensure the earphone does not move.","Lightly tilt the earbud down and gently insert it into the ear canal, then adjust your head slightly to keep the earbud in place."
388,充电开机使用前，请先撕掉左右耳机充各点处的网几，将充电盒及耳机充满电。,"Before using, please remove the mesh at the charging points of the left and right earphones, and charge the charging case and earphones until they are fully charged.","Before powering on and using the earphones, please remove the mesh at the charging points of the left and right earphones, and charge the charging case and earphones until they are fully charged."
390,充电盒未充满电充电指示灯红灯长亮，充满电后充电:3 指示灯熄灭。,"The charging box is not fully charged. The red charging indicator light is on. When fully charged, the charging indicator light will turn off.","The charging box is not fully charged, with the red charging indicator light on. Once fully charged, the charging indicator light will turn off."
403,自动连接: 局对移两只耳机从充时盒外十.,Automatic connection: Remove two earphones from the charging case.,The earphones automatically connect when removed from the charging case.
405,随后红和白灯恢六. 左右囊如自过串联 .,The random text you provided does not appear to be a valid Chinese sentence. I am unable to provide a meaningful translation for it.,"I'm sorry, but the source text you provided does not appear to be a valid Chinese sentence, so I am unable to provide a meaningful translation. The text seems to be random characters that do not form a coherent sentence. Without a valid source text, I cannot generate an improved translation. Please provide a valid Chinese sentence if you would like me to attempt a translation."
406,"待左/右耳机白灯懈 闪时. 打开设备否牙搜索 “RedmIArDots2 ""并点击完连溶。","Connect the left/right earbuds when the white light flashes. Open the device settings and search for ""RedmIArDots2"" and click to connect.","When the white light on the left/right earbud flashes, open the device settings and search for ""RedmIArDots2"" and click to connect."
407,首次连接后. 囊志开机可自动回连上一次配对设备(蓝牙需开启)。,First connection after. The device can automatically reconnect to the last paired device (Bluetooth needs to be turned on).,The device will automatically reconnect to the last paired device (Bluetooth needs to be turned on) after the first connection.
412,"单耳 / 双耳自由切换; 两只耳机连接成功后即为双丁连接; 将任一耳机放回充电盒关机, 另一只耳机进入单耳模式, 重新取出即可自动恢复双耳模式 。","Single-ear / dual-ear free switching; after the two earphones are successfully connected, it becomes a dual-ear connection; when either earphone is placed back in the charging case and turned off, the other earphone enters the single-ear mode, and when taken out again, it automatically restores the dual-ear mode.","The earphones automatically switch between single-ear and dual-ear modes. When both earphones are connected, it is in dual-ear mode. Placing either earphone back in the charging case will cause the other earphone to enter single-ear mode, and taking it out again will automatically restore dual-ear mode."
415,如果耳机无法正常连接使用，请参照以下方式重置,"If the headphones cannot be connected and used normally, please refer to the following method to reset.","If the headphones cannot connect and use normally, please refer to the following method to reset."
416,耳机: 将耳机拿出充电盒， 在关机状态下， 分别长按两只耳机多功能键15 秒 ，至红白灯交替闪烁3 次后，松开并放回充电盒即可(清除耳机与手机的连授记录)。,"Earphones: Take the earphones out of the charging case, in the power-off state, long press the multi-function button of both earphones for 15 seconds respectively, until the red and white lights flash 3 times alternately, then release and put them back in the charging case (to clear the pairing record between the earphones and the phone).","Earphones: Take the earphones out of the charging case, with the earphones turned off, long press the button on both earphones for 15 seconds until the red and white lights flash 3 times alternately, then release and put them back in the charging case to clear the pairing record between the earphones and the phone."
423,本严操的相关信息请查询销售网 : www micom,www.micom,"For information related to this product, please visit the sales website: www.micom."
426,"以下功能左右耳机均可操作, 轻按一下来电时，接听电话; 通话或去电中，挂断电话音乐时，播放 /暂停音频 ,长按约1 秒释放","The following functions can be operated on both the left and right earphones: Tap once to answer a call when receiving a call; during a call or outgoing call, tap to hang up the phone; during music playback, tap to play/pause audio, long press for about 1 second to release.","The following functions can be operated on both the left and right earphones: tap once to answer a call when receiving a call; during a call or outgoing call, tap to hang up the phone; during music playback, tap to play/pause audio, and long press for about 1 second to release."
429,待机时， 开启语音助手(需设备支持语音功能且打开快速唤醒设置),"""While in standby mode, activate the voice assistant (requires device support for voice function and quick wake-up setting enabled).""","""While in standby mode, turn on the voice assistant, which requires the device to support voice function and have the quick wake-up setting enabled."""
435,耳机基本参数,Headphone basic parameters,Headphone basic specifications
438,输入参数:5V 二 100mA,"5V, 100mA","Input parameters: 5V, 2 x 100mA"
439,单耳净重: 约 4.1g,Approximately 4.1g.,The single-ear net weight is approximately 4.1g.
448,"1 请勿以任何理由拆开.维修或改装耳机, 否则可能会导致起火甚至彻底损坏本产品;","Please do not disassemble, repair or modify the headphones for any reason, as this may result in fire or complete damage to the product.","Please do not disassemble, repair or modify the headphones for any reason, as this could result in fire or complete damage to the product."
451,"4 请勿在雷暴天气下使用该设备, 雷暴可导致设备工作异常, 并增加触电的危险;","Please do not use this device during thunderstorms, as thunderstorms can cause the device to malfunction and increase the risk of electric shock.","Please do not use this device during thunderstorms, as thunderstorms may cause the device to malfunction and increase the risk of electric shock."
453,6 请勿将本产品与液体接触。,Please do not expose this product to liquids.,Do not allow this product to come into contact with liquids.
454,注意,"注意

Attention.",Please pay attention.
457,"3 长时间连续使用耳机有损听力,请合理控制使用时间及音量 ;","3 Prolonged continuous use of headphones can damage hearing, please reasonably control usage time and volume.",Long-term continuous use of headphones can damage hearing; please reasonably control usage time and volume.
471,"2 自您签收次日起 8 日-15日内, 本产品出现《Redmi AirDots 2 ee E 故障表》所列性能故障的情况, 经由小米售后服务中心检测确 定, 可","2 Within 8-15 days from the date of your receipt, if this product exhibits the performance faults listed in the ""Redmi AirDots 2 ee E Fault List"", and it is confirmed by the Xiaomi after-sales service center, you can.","Within 8-15 days from the date of your receipt, if this product exhibits the performance faults listed in the ""Redmi AirDots 2 ee E Fault List"", and it is confirmed by the Xiaomi after-sales service center, you can request a repair or replacement."
476,电牙耳机 ”2 通话过程中，对方听不到声音。,wireless earbuds,The electric toothbrush earbuds do not allow the other party to hear your voice during a call.
480,2 已超过三包有效期;,2 has exceeded the three-warranty period.,The warranty period has been exceeded.
487,欧盟峰会为难民政策争论，欧盟官员：接收过程步步瓶颈-中新网,"The EU summit is debating refugee policies, EU officials: the reception process is facing bottlenecks.","The EU summit is grappling with difficult discussions on refugee policies, with EU officials stating that the refugee intake process is facing bottlenecks."
488,欧盟峰会为难民政策争吵不休，欧盟官员：接收过程每一步都存在瓶颈,"The EU summit is embroiled in heated debates over refugee policies, EU officials: there are bottlenecks at every step of the reception process.","The EU summit is mired in protracted disputes over refugee policies, with EU officials stating that there are bottlenecks at every stage of the reception process."
490,据报道，欧盟此举是对欧洲日益增长的非法移民问题关注的回应，如今，欧盟的核心问题在于，最终能被遣返的非法移民人数很少。,"According to reports, this move by the EU is a response to the growing problem of illegal immigration in Europe, as the core issue for the EU is that the number of illegal immigrants who can ultimately be deported is very small.","According to reports, this move by the EU is a response to the growing problem of illegal immigration in Europe, as the EU's core issue is that the number of illegal immigrants who can ultimately be deported is very small."
493,冯德莱恩一再表示，欧盟资金不会支付相关费用。,"The European Union's funds will not pay the relevant fees, as Ursula von der Leyen has repeatedly stated.",Von der Leyen has repeatedly stated that EU funds will not pay the relevant fees.
496,据欧盟委员会估计，欧盟的申根国家去年收到超92万份庇护申请，比前一年增加近半。,"According to the European Commission, the Schengen countries of the European Union received over 920,000 asylum applications last year, an increase of nearly 50% compared to the previous year.","According to the European Commission, the Schengen countries of the European Union received over 920,000 asylum applications last year, an increase of nearly 50% compared to the previous year."
