index,original,translated,style_annotation
215,I'll make my own static!,Я сделаю свой собственный статик!,"```
MQM annotations:
Styles error:
minor: UNNATURAL FLOW - The phrase ""свой собственный"" is redundant in Russian. It would be more natural to say ""Я сделаю свой статик!"".
```"
216,"Full of people too anxious to try joining a raid static, with no expectations of being good at all!","Полно людей, слишком обеспокоенных, чтобы попробовать присоединиться к рейдовому статик-группе, без каких-либо ожиданий быть хорошими в этом!","```
MQM annotations:
Styles error:
major: UNNATURAL FLOW - The phrase ""полно людей, слишком обеспокоенных, чтобы попробовать присоединиться к рейдовому статик-группе"" sounds awkward and overly literal in Russian. A more natural expression would improve readability.
minor: UNNATURAL FLOW - The phrase ""без каких-либо ожиданий быть хорошими в этом"" is somewhat awkward and could be rephrased for better natural flow.
```"
219,I was a voracious reader in my youth.,В юности я был ненасытным читателем.,"```
MQM annotations:
Styles error:
[minor]: [unnatural_flow] - The phrase ""ненасытным читателем"" is grammatically correct but sounds slightly awkward and literal in Russian. A more natural expression could be used.
```"
221,"But, after ~decades~ of reading next to nothing (with the exception of functional work-related non-fiction stuff and an occasional self-help book) I set a goal to read 23 books in 2023.",Но после ~десятилетий~ почти полного отсутствия чтения (за исключением функциональной рабочей научно-популярной литературы и случайной книги по саморазвитию) я поставил цель прочитать 23 книги в 2023 году.,"```
MQM annotations:
Styles error:
[major]: [UNNATURAL FLOW] - The phrase ""почти полного отсутствия чтения"" is awkward and could be more naturally expressed as ""почти полностью не читал"".
[minor]: [REGISTER] - The use of ""функциональной рабочей научно-популярной литературы"" is slightly formal compared to the source, which uses a more casual tone.
```"
226,I wanna see these companies that intermediate transactions explain to their customers how they set their percentages.,"Я хочу, чтобы эти компании, которые выступают посредниками в транзакциях, объяснили своим клиентам, как они устанавливают свои проценты.","```
MQM annotations:
Styles error:
[major]: [REGISTER] - The translation uses a formal register (""Я хочу, чтобы эти компании..."") while the source text is informal (""I wanna see...""). The register should match the informal tone of the source.
```"
228,"But if Spotify has a good quarter, they will.","Но если у Spotify будет хороший квартал, они это сделают.","```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The phrase ""они это сделают"" is grammatically correct but sounds slightly awkward and literal in Russian. A more natural phrasing could be ""они это осуществят"" or ""они это реализуют.""
```"
229,Is it a danger to let migrants in at the southern border? I dunno.,Представляет ли опасность впускать мигрантов на южной границе? Не знаю.,"```
MQM annotations:
Styles error:
[minor]: [REGISTER] - The translation uses a formal register with ""Представляет ли опасность,"" while the source text is informal with ""Is it a danger."" A more informal style would be more appropriate to match the source.
```"
230,Let them rehabilitate the hollowed out and decaying cities across the country. Again.,Пусть они восстановят опустошённые и разрушающиеся города по всей стране.,"```
MQM annotations:
Style Errors:
[minor]: [unnatural_flow] - The phrase ""опустошённые и разрушающиеся города"" reads slightly awkwardly in Russian. A more natural phrasing could be ""опустевшие и разрушающиеся города"" to improve the flow.
```"
238,There are still going to be jobs that can be accomplished remotely for the foreseeable future.,"В обозримом будущем всё ещё будут существовать работы, которые можно выполнять удалённо.","```
MQM annotations:
Styles error:
[minor]: [unnatural_flow] - The phrase ""всё ещё будут существовать работы"" is grammatically correct but sounds slightly awkward and could be more naturally expressed as ""в обозримом будущем всё ещё будут работы, которые можно выполнять удалённо.""
```"
239,Remote work is enabling.,Удалённая работа является возможностью.,"```
MQM annotations:
Styles error:
[major]: [UNNATURAL FLOW] - The translation ""Удалённая работа является возможностью"" reads awkwardly and does not naturally convey the enabling aspect of remote work. A more natural translation would be ""Удалённая работа предоставляет возможности"" or ""Удалённая работа открывает возможности.""
```"
240,"It enables people to work in comfortable spaces and not stuffy, noisy offices.","Это позволяет людям работать в комфортных помещениях, а не в душных, шумных офисах.","```
MQM annotations:
Style errors:
minor: UNNATURAL FLOW - The phrase ""в комфортных помещениях"" reads slightly awkwardly and could be more naturally expressed as ""в комфортных условиях"" to improve the flow.
```"
242,It enables people to avoid lengthy commutes that take time away from their day and their families.,"Это позволяет людям избежать длительных поездок на работу, которые отнимают время у их дня и семьи.","```
MQM annotations:
Styles error:
[major]: [unnatural_flow] - The phrase ""отнимают время у их дня и семьи"" sounds awkward and overly literal in Russian. A more natural expression would be ""отнимают время, которое они могли бы провести с семьей"".
```"
250,"""You are the carbon they are trying to reduce.""","""Вы — углерод, который они пытаются уменьшить.""","```
MQM annotations:
Styles error:
[major]: [REGISTER] - The use of ""Вы"" is formal, while the source text uses an informal tone. A more informal pronoun like ""ты"" would match the source's tone better.
```"
251,"So like from the beginning for all my birthdays in the past, I always had rough ones.","Так что, начиная с самого начала, на все мои дни рождения в прошлом у меня всегда были тяжелые.","```
MQM annotations:
Styles error:
[major]: [UNNATURAL FLOW] - The phrase ""на все мои дни рождения в прошлом у меня всегда были тяжелые"" is awkward and lacks natural flow in Russian. A more natural expression would be ""все мои дни рождения в прошлом всегда были тяжелыми.""
```"
257,And today is already becoming a great day!,А сегодня уже становится отличным днем!,"```
MQM annotations:
Styles error:
[minor]: [style/unnatural_flow] - The phrase ""уже становится отличным днем"" is a literal translation and sounds slightly awkward in Russian. A more natural expression could be ""день уже обещает быть отличным"" or ""день уже складывается отлично.""
```"
258,Winter is 30 days away in this little part of the Great Southern World.,Зима наступит через 30 дней в этой маленькой части Великого Южного мира.,"```
MQM annotations:
Style error:
[major]: [UNNATURAL FLOW] - The phrase ""в этой маленькой части Великого Южного мира"" is grammatically correct but reads awkwardly and could be rephrased for a more natural flow in Russian.
```"
264,I will zip the lining into my cycle jacket - just in case I need it inside.,"Я застегну подкладку в свою велосипедную куртку на случай, если она мне понадобится.","```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The phrase ""застегну подкладку в свою велосипедную куртку"" is grammatically correct but sounds slightly awkward and could be more naturally phrased as ""вставлю подкладку в свою велосипедную куртку"".
```"
273,I finally got a good dangle photo so I can be sure he's not fat.,"Наконец-то у меня получилось сделать хорошее фото под углом, чтобы убедиться, что он не толстый.","```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The phrase ""хорошее фото под углом"" sounds awkward and could be more naturally expressed as ""хорошее фото, чтобы увидеть его со всех сторон"".
```"
275,He's not.,Он нет.,"```
MQM annotations:
Styles error:
Major: UNNATURAL FLOW - The translation ""Он нет"" is awkward and does not reflect the natural flow of Russian. A more natural translation would be ""Это не так"" or ""Он не такой"".
```"
282,2) The currency reward system has been connected.,2) Система вознаграждений валютой была подключена.,"```
MQM annotations:
Style Errors:
[minor]: [UNNATURAL FLOW] - The phrase ""была подключена"" sounds slightly awkward in this context. A more natural expression might be ""подключена"" without ""была"" as it reads more smoothly and naturally in Russian.
```"
286,"All collards, kale, chard is transplanted.","Все капустные, капуста кале, мангольд пересажены.","```
MQM annotations:
Styles error:
major: unnatural flow - The translation ""Все капустные, капуста кале, мангольд пересажены"" reads awkwardly in Russian. A more natural flow would be ""Все капустные, включая капусту кале и мангольд, пересажены.""
```"
287,Plans to set in salad at Penn on 6row pattern and see how that compares to broadcast seeded beds.,Планы по посадке салата в Пенне по схеме в 6 рядов и сравнение с посевом на грядках.,"```
MQM annotations:
Styles error:
[major]: [UNNATURAL FLOW] - The phrase ""по посадке салата в Пенне по схеме в 6 рядов"" is awkward and could be more naturally expressed in Russian.
[minor]: [REGISTER] - The translation uses a neutral register, but a slightly more formal or technical register might be more appropriate for discussing agricultural plans.
```"
288,Spring peas at Gilpin are showing up so trellise needs to be set.,"Весенний горох в Гилпине начинает появляться, поэтому нужно установить шпалеры.","```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The phrase ""начинает появляться"" is a literal translation of ""are showing up"" and sounds awkward in Russian. A more natural expression could be ""появился"" or ""виден"".
```"
289,"Also need to seed a salad row there to integrate cut greens in both have trained crew on irrigation, bed prep, and transplanting which is 90% of non-harvest skill items","Также нужно посеять ряд салата, чтобы интегрировать нарезанную зелень, обученная команда уже подготовлена по орошению, подготовке грядок и пересадке, что составляет 90% навыков, не связанных со сбором урожая.","```
MQM annotations:
Styles error:
major: UNNATURAL FLOW - The phrase ""обученная команда уже подготовлена"" reads awkwardly and could be more naturally expressed.
```"
293,"Curious, I kept an open mind to compare how Google Maps and Apple Maps compare, on my test iPhone device (my daily driver is an Android device, so it's rare that I use an iPhone).","Из любопытства я оставил открытым сознание, чтобы сравнить, как Google Maps и Apple Maps сопоставляются на моем тестовом устройстве iPhone (мой основной телефон - Android, поэтому я редко использую iPhone).","```
MQM annotations:
major: style/unnatural flow - The phrase ""оставил открытым сознание"" is awkward and could be more naturally expressed as ""я был открыт"" or ""я сохранил открытость"".
minor: style/unnatural flow - The phrase ""как Google Maps и Apple Maps сопоставляются"" is slightly awkward; a more natural phrasing would be ""как Google Maps и Apple Maps сравниваются"".
```"
299,Was it the 2012 Apple Maps disaster?,Это была катастрофа с Apple Maps в 2012 году?,"```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The phrase ""катастрофа с Apple Maps"" sounds slightly awkward in Russian. A more natural expression might be ""катастрофа Apple Maps"".
```"
303,"I'm biased in favour of not releasing garbage to end users, and Apple royally fucked up with their Apple Maps when it came out in 2012.","Я предвзят в пользу того, чтобы не выпускать мусор для конечных пользователей, и Apple капитально облажалась с их Apple Maps, когда они вышли в 2012 году.","```
MQM annotations:
Styles error:
[major]: [REGISTER] - The use of ""капитально облажалась"" is informal and may not match the expected register for a professional context.
```"
308,Not the case.,Не в этом дело.,"```
MQM annotations:
Styles error:
minor: unnatural_flow - The translation ""Не в этом дело"" is slightly awkward and could be more naturally expressed as ""Это не так"" or ""Это не тот случай"" to better match the source's concise style.
```"
313,It seems inconceivable that land may be taken away one day when you watch Australian and United States media channels but that's because the rich are on there all day ensuring your mind thinks a certain way.,"Кажется немыслимым, что землю могут отнять однажды, когда вы смотрите австралийские и американские медиа-каналы, но это потому, что богатые находятся там весь день, обеспечивая, чтобы ваш разум думал определенным образом.","```
MQM annotations:
Styles error:
minor: UNNATURAL FLOW - The phrase ""обеспечивая, чтобы ваш разум думал определенным образом"" reads awkwardly and could be more naturally expressed in Russian.
```"
314,The land is very easily and quickly taken away by the government one day if they want to do that.,"Земля очень легко и быстро изымается правительством в один день, если они захотят это сделать.","```
MQM annotations:
Style Errors
[minor]: [unnatural_flow] - The phrase ""очень легко и быстро изымается правительством в один день"" reads awkwardly and could be more naturally expressed in Russian.
```"
316,It never made sense how ppl can keep land at the expense of others.,"Никогда не было понятно, как люди могут удерживать землю за счет других.","```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The phrase ""удерживать землю за счет других"" reads awkwardly and could be expressed more naturally in Russian.
```"
325,I often wonder at the human capacity to be *so* down on oneself while inundated by so much evidence of what actual cruelty looks like.,"Я часто удивляюсь способности человека быть *настолько* самокритичным, будучи окружённым таким количеством доказательств того, как выглядит настоящая жестокость.","```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The phrase ""будучи окружённым таким количеством доказательств"" reads awkwardly and could be expressed more naturally in Russian.
```"
328,But gentling despair at our messiness is crucial - because it gives us more space to tackle the ruins all around.,"Но смягчение отчаяния по поводу нашего беспорядка имеет решающее значение - потому что оно дает нам больше пространства для того, чтобы справиться с разрухой вокруг.","```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The phrase ""смягчение отчаяния по поводу нашего беспорядка"" reads awkwardly and could be rephrased for a more natural flow in Russian.
```"
331,"Some programmers: ""Typing speed does not matter!""","Некоторые программисты: ""Скорость набора текста не имеет значения!""","```
MQM annotations:
Styles error:
minor: UNNATURAL FLOW - The phrase ""Скорость набора текста не имеет значения!"" is grammatically correct but sounds slightly awkward in Russian. A more natural expression could be ""Скорость печати не важна!"" which maintains the intended meaning while improving the flow.
```"
334,"Not sure if this is the best approach for sharing, but I like it for now: <URL>","Не уверен, что это лучший подход для обмена, но мне он нравится на данный момент: <URL>","```
MQM annotations:
Style Errors:
[minor]: [unnatural_flow] - The phrase ""мне он нравится на данный момент"" reads slightly awkwardly and could be more naturally expressed as ""мне он пока нравится"".
```"
338,I have been toying with this little piece on my head for a few days now.,Я размышляю над этой небольшой идеей в своей голове уже несколько дней.,"```
MQM annotations:
Styles error:
[major]: [UNNATURAL FLOW] - The phrase ""размышляю над этой небольшой идеей в своей голове"" sounds awkward and overly literal. A more natural expression could be ""обдумываю эту небольшую идею уже несколько дней.""
```"
339,It is definitely more romance than filth.,"Это определённо больше романтика, чем грязь.","```
MQM annotations:
Styles error:
[minor]: [unnatural_flow] - The translation ""Это определённо больше романтика, чем грязь"" reads slightly awkwardly in Russian. A more natural flow could be achieved by rephrasing it to ""Это определённо больше романтика, чем что-то грязное.""
```"
343,"Common, it's really not that hard.","Общепринято, это действительно не так уж и сложно.","```
MQM annotations:
Styles error:
[major]: [UNNATURAL FLOW] - The translation ""Общепринято, это действительно не так уж и сложно."" reads awkwardly and does not capture the informal and casual tone of the original English phrase ""Common, it's really not that hard."" A more natural and informal expression in Russian would be ""Да ладно, это действительно не так уж и сложно.""
```"
345,"I wish there was a ""who to follow"" recommendation somehow.","Хотелось бы, чтобы была рекомендация ""кого следовать"".","```
MQM annotations:
Styles error:
[major]: [UNNATURAL FLOW] - The phrase ""кого следовать"" is awkward and does not naturally convey the intended meaning of ""who to follow"" in Russian. A more natural expression would be ""кого подписаться"" or ""кого следовать за"".
```"
347,If you stick to the default web interface it doesn't look and feel good (imho).,"Если вы придерживаетесь интерфейса веб по умолчанию, он не выглядит и не ощущается хорошо (имхо).","```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The phrase ""не выглядит и не ощущается хорошо"" is a literal translation and sounds awkward in Russian. A more natural expression would be ""не производит хорошего впечатления"" or ""неприятен на вид и в использовании.""
```"
349,"I don't know if prevention is possible, but it's worth trying.","Я не знаю, возможно ли предотвратить это, но стоит попробовать.","```
MQM annotations:
Style Errors:
minor: unnatural_flow - The translation ""Я не знаю, возможно ли предотвратить это, но стоит попробовать."" is accurate but could be more naturally expressed as ""Я не знаю, можно ли это предотвратить, но попробовать стоит."" to improve the flow and readability in Russian.
```"
350,"The four steps I outline are up for debate, with some progress in each:","Четыре шага, которые я изложил, подлежат обсуждению, с некоторым прогрессом в каждом из них.","```
MQM annotations:
Style Errors
minor: unnatural_flow - The phrase ""с некоторым прогрессом в каждом из них"" is slightly awkward and could be more naturally expressed as ""и в каждом из них есть некоторый прогресс.""
```"
356,"Even if he didn't get to say them during the town hall, everyone in America will hear them anyway, repeatedly, between now and November 2024.","Даже если он не смог сказать их во время встречи с избирателями, все в Америке все равно услышат их, неоднократно, между настоящим моментом и ноябрем 2024 года.","```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The phrase ""все равно услышат их, неоднократно, между настоящим моментом и ноябрем 2024 года"" sounds awkward and could be rephrased for a more natural flow in Russian.
```"
363,"The ""MusicLM Demo"" is mildly interesting.",«Демонстрация MusicLM» умеренно интересна.,"```
MQM annotations:
Styles error:
Minor: UNNATURAL FLOW - The phrase ""умеренно интересна"" is grammatically correct but sounds slightly awkward in Russian. A more natural expression might be ""весьма интересна"" or ""довольно интересна.""
```"
369,I work out alone in my bedroom without a spotter or even a weight rack.,Я тренируюсь в одиночку в своей спальне без страховщика и даже без стойки для штанги.,"```
MQM annotations:
Styles error:
[minor]: [style/unnatural_flow] - The phrase ""без страховщика и даже без стойки для штанги"" reads awkwardly in Russian. A more natural flow would be ""без страховщика или даже стойки для штанги.""
```"
371,I bench press on my bed.,Я жму штангу лёжа на кровати.,"```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The phrase ""жму штангу лёжа на кровати"" is grammatically correct but sounds awkward and overly literal in Russian. A more natural expression could be ""занимаюсь жимом лёжа на кровати.""
```"
378,I'd never seen it at the fancy grocer or any of the Italian delis.,Я никогда не видел этого в дорогом магазине или в каком-либо из итальянских деликатесов.,"```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The phrase ""в каком-либо из итальянских деликатесов"" is slightly awkward and could be more naturally expressed as ""в каком-либо из итальянских деликатесных магазинов"" to better match the natural flow of Russian.
```"
383,"Having been radicalized here, we're reluctant to buy a new FAANG machine*.","Будучи радикализированными здесь, мы неохотно покупаем новую машину FAANG.","```
MQM annotations:
Styles error:
minor: DO NOT TRANSLATE - ""FAANG"" should not be translated as it is a recognized acronym for specific companies.
major: UNNATURAL FLOW - The phrase ""Будучи радикализированными здесь"" reads awkwardly and could be rephrased for a more natural flow in Russian.
```"
386,"In 1998-06 Gamefan, in relation to the long development of the first Unreal game, Jason Schrieber commented,",В выпуске Gamefan за июнь 1998 года Джейсон Шрайбер прокомментировал длительную разработку первой игры Unreal.,"```
MQM annotations:
Styles error:
minor: UNNATURAL FLOW - The phrase ""выпуске Gamefan за июнь 1998 года"" could be rephrased for a more natural flow in Russian, such as ""в июньском выпуске Gamefan за 1998 год"".
```"
387,"""A good game is only late until it ships.","""Хорошая игра задерживается только до её выхода.""","```
MQM annotations:
Style Errors:
minor: unnatural flow - The translation ""Хорошая игра задерживается только до её выхода."" reads slightly awkwardly and could be more naturally expressed in Russian.
```"
388,"A bad game is bad forever.""",«Плохая игра плоха навсегда.»,"```
MQM annotations:
Styles error:
major: UNNATURAL FLOW - The translation ""Плохая игра плоха навсегда."" reads awkwardly and lacks the natural flow expected in Russian. A more natural expression could be ""Плохая игра останется плохой навсегда.""
```"
391,"An earlier issue of GamePro 1997-11 has a quote with far more ambiguity,",Более ранний выпуск GamePro 1997-11 содержит цитату с гораздо большей неоднозначностью.,"```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The translation ""с гораздо большей неоднозначностью"" reads awkwardly in Russian. A more natural phrasing would be ""с намного большей неопределенностью"" or ""с гораздо более неоднозначной формулировкой.""
```"
402,There's areas that could use some polish.,"Есть области, которые можно было бы улучшить.","```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The phrase ""есть области, которые можно было бы улучшить"" is grammatically correct but sounds slightly awkward and could be more naturally expressed in Russian.
```"
404,"Fix those minor issues, and then can we have more of these please?","Исправьте эти мелкие проблемы, а затем можем ли мы получить больше таких, пожалуйста?","```
MQM annotations:
Styles error:
major: UNNATURAL FLOW - The phrase ""а затем можем ли мы получить больше таких, пожалуйста?"" is awkward and does not flow naturally in Russian. A more natural expression would be ""а затем, пожалуйста, дайте нам больше таких.""
```"
410,We visited for a couple hours on my porch.,Мы провели пару часов на моем крыльце.,"```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The phrase ""Мы провели пару часов на моем крыльце"" is grammatically correct but sounds slightly awkward in Russian. A more natural phrasing could be ""Мы провели пару часов на крыльце у меня дома.""
```"
420,"The eight-eyed Repnids seem to be watching as you settle the flyer down on the red soil, but they make no move towards you, in fact they are motionless as you climb out of the flyer and walk slowly towards them.","Восьмиглазые Репниды, кажется, наблюдают за вами, когда вы приземляете летательный аппарат на красную почву, но они не двигаются к вам, на самом деле они неподвижны, когда вы выходите из аппарата и медленно идете к ним.","```
MQM annotations:
Styles error:
minor: unnatural_flow - The phrase ""они неподвижны, когда вы выходите из аппарата и медленно идете к ним"" could be rephrased for a more natural flow in Russian, such as ""они остаются неподвижными, пока вы выходите из аппарата и медленно приближаетесь к ним.""
```"
421,"The ground beneath your feet begins to tremble and then shake, as if in an earthquake and you lose your footing, though the Repnids seem unaffected.","Земля под вашими ногами начинает дрожать, а затем трястись, как при землетрясении, и вы теряете равновесие, хотя Репниды остаются невозмутимыми.","```
MQM annotations:
Style Errors:
[minor]: [unnatural_flow] - The phrase ""Репниды остаются невозмутимыми"" sounds slightly awkward and could be more naturally expressed as ""Репниды остаются спокойными"" to improve the flow of the sentence.
```"
422,The rock beneath you gives way suddenly.,Скала под вами внезапно обрушивается.,"```
MQM annotations:
Styles error:
[major]: [UNNATURAL FLOW] - The phrase ""Скала под вами внезапно обрушивается"" reads awkwardly and could be more naturally expressed in Russian.
```"
424,"The end is swift, as several pairs of fangs inject their deadly venom and the air of Dyskra contaminates your lungs.","Конец наступает быстро, когда несколько пар клыков впрыскивают свою смертельную отраву, а воздух Дискры заражает ваши легкие.","```
MQM annotations:
Styles error:
major: UNNATURAL FLOW - The phrase ""впрыскивают свою смертельную отраву"" sounds awkward and could be more naturally expressed as ""впрыскивают смертельный яд.""
minor: UNNATURAL FLOW - The phrase ""воздух Дискры заражает ваши легкие"" could be more naturally expressed as ""воздух Дискры отравляет ваши легкие.""
```"
432,"You decide that establishing contact again would be dangerous and return to your flyer, but the experience has cleared your mind which had been befuddled ever since you jumped into the future.","Вы решаете, что восстанавливать контакт будет опасно, и возвращаетесь к своему летательному аппарату, но этот опыт прояснил ваш разум, который был затуманен с тех пор, как вы прыгнули в будущее.","```
MQM annotations:
Style Errors:
major: unnatural_flow - The phrase ""который был затуманен с тех пор, как вы прыгнули в будущее"" reads awkwardly and could be rephrased for a more natural flow in Russian.
```"
434,Note that you have used up another polybdenum rod as you jump.,"Обратите внимание, что вы израсходовали еще один полибденовый стержень, когда прыгали.","```
MQM annotations:
Style Errors:
[minor]: [unnatural_flow] - The phrase ""когда прыгали"" reads awkwardly and could be more naturally expressed as ""во время прыжка"".
```"
439,I found a unevenly spun silver gray yarn that is mostly finely spun with lumps.,"Я нашел неравномерно пряденую серебристо-серую пряжу, которая в основном тонко прядена с комками.","```
MQM annotations:
Styles error:
major: unnatural flow - The phrase ""которая в основном тонко прядена с комками"" sounds awkward and could be rephrased for better readability, such as ""которая в основном тонко прядена, но с комками.""
```"
440,I plan on mixing it with a fine purple/lilac variegated cotton.,Я планирую смешать это с тонким пурпурно-сиреневым меланжевым хлопком.,"```
MQM annotations:
Style error:
[minor]: [unnatural_flow] - The phrase ""смешать это с"" sounds slightly awkward and could be more naturally expressed as ""сочетать это с"" in Russian.
```"
449,"I hit most of the classics before eighteen--though that's more a reflection of living in bumfuck nowhere, I also read the 1979 Encyclopedia Brittanica in desperation.","Я прочитал большинство классиков до восемнадцати лет — хотя это скорее отражение жизни в глуши, я также в отчаянии прочитал Энциклопедию Британнику 1979 года.","```
MQM annotations:
Styles error:
major: REGISTER - The use of ""глуши"" is informal and does not match the level of formality in the source text. A more formal term like ""провинции"" would be more appropriate.
minor: UNNATURAL FLOW - The phrase ""в отчаянии прочитал"" is somewhat awkward and could be rephrased for better flow, such as ""в отчаянии обратился к чтению"".
```"
452,"And that's also even though I haven't slept as well here for the last two nights as I do at home, and get a little #MECFS ed out from simply being in a strange environment where I'm less able to pace myself and have to remember where things are.","И это даже несмотря на то, что я не спал здесь так же хорошо последние две ночи, как дома, и немного устал от #MECFS просто из-за нахождения в незнакомой обстановке, где я меньше могу распределять свои силы и должен помнить, где что находится.","```
MQM annotations:
Style Errors:
major: UNNATURAL FLOW - The phrase ""и немного устал от #MECFS просто из-за нахождения в незнакомой обстановке"" reads awkwardly and could be more naturally expressed in Russian.
minor: UNNATURAL FLOW - The phrase ""где я меньше могу распределять свои силы и должен помнить, где что находится"" could be rephrased for a smoother flow in Russian.
```"
454,Humanity is out in 5 days.,Человечеству осталось 5 дней.,"```
MQM annotations:
Styles error:
[major]: [UNNATURAL FLOW] - The phrase ""Человечеству осталось 5 дней"" sounds slightly awkward and literal. A more natural expression could be ""До конца человечества осталось 5 дней.""
```"
457,I like it but will it be able to attract an audience of the right players?,"Мне это нравится, но сможет ли это привлечь аудиторию нужных игроков?","```
MQM annotations:
Styles error:
[minor]: [unnatural_flow] - The phrase ""привлечь аудиторию нужных игроков"" reads slightly awkwardly and could be rephrased for a more natural flow in Russian.
```"
463,Came home on my lunch break to see this sitting outside uwu.,Пришел домой на обеденный перерыв и увидел это снаружи uwu.,"```
MQM annotations:
Styles error:
minor: UNNATURAL FLOW - The use of ""увидел это снаружи"" is slightly awkward and could be more naturally expressed in Russian as ""увидел это на улице"" or ""увидел это во дворе"".
```"
467,Was it overly cute to the point of being twee?,"Было ли это чрезмерно мило до такой степени, что стало приторным?","```
MQM annotations:
Styles error:
minor: unnatural_flow - The phrase ""чрезмерно мило до такой степени, что стало приторным"" is somewhat awkward and could be expressed more naturally in Russian.
```"
474,Did she owe someone money?,Она кому-то была должна деньги?,"```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The phrase ""Она кому-то была должна деньги?"" is grammatically correct but sounds slightly awkward in Russian. A more natural phrasing could be ""Она была должна кому-то деньги?"".
```"
480,"Good critique is there to correct the problem quickly, and isn't directed at your ability.",Хорошая критика предназначена для быстрого исправления проблемы и не направлена на вашу способность.,"```
MQM annotations:
Styles error:
[minor]: [UNNATURAL FLOW] - The phrase ""не направлена на вашу способность"" sounds awkward and could be more naturally expressed in Russian.
```"
487,But for strong and firm future growth.,Но для сильного и устойчивого будущего роста.,"```
MQM annotations:
major: style/unnatural flow - The phrase ""Но для сильного и устойчивого будущего роста"" is grammatically correct but reads awkwardly in Russian. A more natural expression would be ""Но для обеспечения сильного и устойчивого роста в будущем.""
```"
489,"She was on her way to the wall, he was coming off duty.","Она шла к стене, он как раз закончил дежурство.","```
MQM annotations:
Styles error:
[minor]: [style/unnatural flow] - The phrase ""он как раз закончил дежурство"" could be more naturally expressed as ""он только что закончил дежурство"" to improve the flow.
```"
493,One block-printed word.,Одно блокированное слово.,"```
MQM annotations:
Styles error:
[major]: [UNNATURAL FLOW] - The phrase ""Одно блокированное слово"" sounds awkward and overly literal. A more natural translation would be ""Одно слово, напечатанное блоками"" or ""Одно слово, напечатанное блоком.""
```"
