index,original,single_agent_translation,single_agent_improved_translation
383,"Having been radicalized here, we're reluctant to buy a new FAANG machine*.","Будучи радикализированными здесь, мы неохотно покупаем новую машину FAANG.","Поскольку мы подверглись радикализации здесь, мы не решаемся покупать новую машину FAANG*."
386,"In 1998-06 Gamefan, in relation to the long development of the first Unreal game, Jason Schrieber commented,",В выпуске Gamefan за июнь 1998 года Джейсон Шрайбер прокомментировал длительную разработку первой игры Unreal.,В выпуске Gamefan за 1998-06 Джейсон Шрайбер прокомментировал длительную разработку первой игры Unreal.
387,"""A good game is only late until it ships.","""Хорошая игра задерживается только до её выхода.""","""Хорошая игра задерживается только до момента её выхода."""
388,"A bad game is bad forever.""",«Плохая игра плоха навсегда.»,«Плохая игра плоха навсегда.»
391,"An earlier issue of GamePro 1997-11 has a quote with far more ambiguity,",Более ранний выпуск GamePro 1997-11 содержит цитату с гораздо большей неоднозначностью.,Более ранний выпуск GamePro 1997-11 содержит цитату с гораздо большей неоднозначностью.
402,There's areas that could use some polish.,"Есть области, которые можно было бы улучшить.","Есть области, которые можно было бы отполировать."
404,"Fix those minor issues, and then can we have more of these please?","Исправьте эти мелкие проблемы, а затем можем ли мы получить больше таких, пожалуйста?","Исправьте эти мелкие проблемы, а затем можем ли мы получить больше таких пожалуйста?"
410,We visited for a couple hours on my porch.,Мы провели пару часов на моем крыльце.,Мы пообщались пару часов на моем крыльце.
420,"The eight-eyed Repnids seem to be watching as you settle the flyer down on the red soil, but they make no move towards you, in fact they are motionless as you climb out of the flyer and walk slowly towards them.","Восьмиглазые Репниды, кажется, наблюдают за вами, когда вы приземляете летательный аппарат на красную почву, но они не двигаются к вам, на самом деле они неподвижны, когда вы выходите из аппарата и медленно идете к ним.","Восьмиглазые Репниды, кажется, наблюдают за вами, когда вы приземляете летательный аппарат на красную почву, но они не двигаются к вам, на самом деле они неподвижны, когда вы выходите из аппарата и медленно идете к ним."
421,"The ground beneath your feet begins to tremble and then shake, as if in an earthquake and you lose your footing, though the Repnids seem unaffected.","Земля под вашими ногами начинает дрожать, а затем трястись, как при землетрясении, и вы теряете равновесие, хотя Репниды остаются невозмутимыми.","Земля под вашими ногами начинает дрожать, а затем трястись, как при землетрясении, и вы теряете равновесие, хотя Repnids остаются невозмутимыми."
422,The rock beneath you gives way suddenly.,Скала под вами внезапно обрушивается.,Скала под вами внезапно обрушивается.
424,"The end is swift, as several pairs of fangs inject their deadly venom and the air of Dyskra contaminates your lungs.","Конец наступает быстро, когда несколько пар клыков впрыскивают свою смертельную отраву, а воздух Дискры заражает ваши легкие.","Конец наступает быстро, когда несколько пар клыков впрыскивают свою смертельную отраву, а воздух Дискры заражает ваши легкие."
432,"You decide that establishing contact again would be dangerous and return to your flyer, but the experience has cleared your mind which had been befuddled ever since you jumped into the future.","Вы решаете, что восстанавливать контакт будет опасно, и возвращаетесь к своему летательному аппарату, но этот опыт прояснил ваш разум, который был затуманен с тех пор, как вы прыгнули в будущее.","Вы решаете, что восстанавливать контакт будет опасно, и возвращаетесь к своему летательному аппарату, но этот опыт прояснил ваш разум, который был затуманен с тех пор, как вы прыгнули в будущее."
434,Note that you have used up another polybdenum rod as you jump.,"Обратите внимание, что вы израсходовали еще один полибденовый стержень, когда прыгали.","Обратите внимание, что вы израсходовали еще один молибденовый стержень, когда прыгали."
439,I found a unevenly spun silver gray yarn that is mostly finely spun with lumps.,"Я нашел неравномерно пряденую серебристо-серую пряжу, которая в основном тонко прядена с комками.","Я нашел неравномерно пряденую серебристо-серую пряжу, которая в основном тонко прядена с утолщениями."
440,I plan on mixing it with a fine purple/lilac variegated cotton.,Я планирую смешать это с тонким пурпурно-сиреневым меланжевым хлопком.,Я планирую смешать это с тонким пурпурно-сиреневым меланжевым хлопком.
449,"I hit most of the classics before eighteen--though that's more a reflection of living in bumfuck nowhere, I also read the 1979 Encyclopedia Brittanica in desperation.","Я прочитал большинство классиков до восемнадцати лет — хотя это скорее отражение жизни в глуши, я также в отчаянии прочитал Энциклопедию Британнику 1979 года.","Я прочитал большинство классиков до восемнадцати лет — хотя это скорее отражение жизни в какой-то дыре, я также в отчаянии прочитал Энциклопедию Британнику 1979 года."
452,"And that's also even though I haven't slept as well here for the last two nights as I do at home, and get a little #MECFS ed out from simply being in a strange environment where I'm less able to pace myself and have to remember where things are.","И это даже несмотря на то, что я не спал здесь так же хорошо последние две ночи, как дома, и немного устал от #MECFS просто из-за нахождения в незнакомой обстановке, где я меньше могу распределять свои силы и должен помнить, где что находится.","И это даже несмотря на то, что я не спал здесь так же хорошо последние две ночи, как дома, и немного устал от #MECFS просто из-за нахождения в незнакомой обстановке, где мне сложнее распределять свои силы и нужно помнить, где что находится."
454,Humanity is out in 5 days.,Человечеству осталось 5 дней.,Через 5 дней человечество окажется в затруднительном положении.
457,I like it but will it be able to attract an audience of the right players?,"Мне это нравится, но сможет ли это привлечь аудиторию нужных игроков?","Мне это нравится, но сможет ли это привлечь аудиторию нужных игроков?"
463,Came home on my lunch break to see this sitting outside uwu.,Пришел домой на обеденный перерыв и увидел это снаружи uwu.,Пришел домой на обеденный перерыв и увидел это снаружи.
467,Was it overly cute to the point of being twee?,"Было ли это чрезмерно мило до такой степени, что стало приторным?","Было ли это чрезмерно мило до такой степени, что стало приторным?"
474,Did she owe someone money?,Она кому-то была должна деньги?,Она кому-то была должна деньги?
480,"Good critique is there to correct the problem quickly, and isn't directed at your ability.",Хорошая критика предназначена для быстрого исправления проблемы и не направлена на вашу способность.,Хорошая критика предназначена для быстрого исправления проблемы и не является оценкой ваших способностей.
487,But for strong and firm future growth.,Но для сильного и устойчивого будущего роста.,Но для сильного и устойчивого будущего роста.
489,"She was on her way to the wall, he was coming off duty.","Она шла к стене, он как раз закончил дежурство.","Она шла к стене, он заканчивал дежурство."
493,One block-printed word.,Одно блокированное слово.,Одно напечатанное слово.
