index,source,target,annotation
318,习近平指出，中国人民热爱和平、珍视生命，援外医疗就是生动的体现。,"Xi noted that the Chinese people love peace, value life, and foreign aid is a living expression of this spirit.","MQM annotations:

Accuracy Errors
[Minor]: Omission - The translation omits the phrase ""中国人民"" (the Chinese people) which is present in the source text.

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error]

Style Errors
[No-error]

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]"
319,希望你们不忘初心、牢记使命，大力弘扬不畏艰苦、甘于奉献、救死扶伤、大爱无疆的中国医疗队精神，以仁心仁术造福当地人民，以实际行动讲好中国故事，为推动构建人类卫生健康共同体作出更大贡献。,"It is hoped that you will not forget your intentions, remember your mission, strive to persevere, sacrifice, save lives and love the spirit of the Chinese medical team in Xinjiang, and in doing so benefit the local people, tell the Chinese story through practical action, and make a greater contribution to promoting the construction of the human health and health community.","MQM annotations:

Accuracy Errors
[Minor]: Omission - The translation omits the phrase ""in Xinjiang"" which is present in the source text.

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error]

Style Errors
[Minor]: Awkward expression - The phrase ""tell the Chinese story through practical action"" sounds a bit unnatural in English.

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]"
320,援外医疗是我国援外工作的重要内容。,Medical outreach is an important part of our foreign aid efforts.,"MQM annotations:

Accuracy Errors
[Minor]: Mistranslation - The translation ""medical outreach"" does not fully capture the meaning of the Chinese term ""援外医疗"", which refers to China's provision of medical aid and assistance to other countries as part of its foreign aid efforts.

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error]

Style Errors
[Minor]: Awkward expression - The phrase ""our foreign aid efforts"" sounds a bit awkward and could be rephrased more naturally.

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]"
321,1963年，我国向阿尔及利亚派出第一支援外医疗队。,"In 1963, China sent its first medical team to Algeria.","MQM annotations:

Accuracy Errors
[No-error]

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error]

Style Errors
[Minor]: Awkward expression - The translation ""In 1963, China sent its first medical team to Algeria"" sounds a bit awkward and unnatural compared to the original Chinese text.

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]

No-error"
322,新进中央委员会的委员、候补委员和省部级主要领导干部学习贯彻习近平新时代中国特色社会主义思想和党的二十大精神研讨班结业- 滚动新闻- 湖南日报网- 华声在线,"Members of the Central Committee of the New Economic Policy, candidate members of its Central Committee, and key leading cadres at the provincial level learn about implementing the socialist ideas of the Chinese character of Xi Jinping's New Era and the party's twenty-most important spiritual seminars. - Rolling News - Hunan Daily News - China Voice Online","MQM annotations:

Accuracy Errors
[Major]: Mistranslation - The phrase ""新进中央委员会的委员、候补委员和省部级主要领导干部"" is translated as ""Members of the Central Committee of the New Economic Policy, candidate members of its Central Committee, and key leading cadres at the provincial level"", which does not accurately convey the meaning of the original Chinese text.
[Minor]: Addition - The phrase ""learn about implementing the socialist ideas of the Chinese character of Xi Jinping's New Era and the party's twenty-most important spiritual seminars"" adds additional information that is not present in the original Chinese text.

Terminology Errors
[Major]: Incorrect term choice - The term ""New Economic Policy"" is used to translate ""新进中央委员会的委员"", which is not an accurate translation.

Linguistic Convention Errors
[Minor]: Grammar mistakes - The phrase ""learn about implementing the socialist ideas of the Chinese character of Xi Jinping's New Era and the party's twenty-most important spiritual seminars"" contains grammatical errors, such as the use of ""twenty-most"" instead of ""twentieth"".

Style Errors
[Major]: Awkward expressions - The translation contains several awkward and unnatural expressions, such as ""Members of the Central Committee of the New Economic Policy"" and ""the party's twenty-most important spiritual seminars"".

No-error"
323,新进中央委员会的委员、候补委员和省部级主要领导干部学习贯彻习近平新时代中国特色社会主义思想和党的二十大精神研讨班结业,"20th seminar of the Central Committee of the New Progressive Movement members, vice-commissioners and leading cadres of the provincial ministries of the Communist Party to practice and implement the Socialist Ideology and the Party for the New Era of China with characteristics of Xi Jinping","MQM annotations:

Accuracy Errors
[Major]: Mistranslation - The translation does not accurately convey the meaning of the original text. The original text refers to a seminar for newly elected members of the Central Committee, alternate members, and provincial/ministerial-level leaders to study and implement Xi Jinping's ""Socialism with Chinese Characteristics for a New Era"" and the spirit of the 20th Party Congress. The translation does not accurately capture this.

Terminology Errors
[Minor]: Incorrect term choice - The term ""New Progressive Movement"" is not an accurate translation of the original Chinese term, which refers to the Communist Party of China.

Linguistic Convention Errors
[Minor]: Grammar mistakes - The translation contains some grammatical errors, such as the use of ""20th seminar"" instead of ""seminar of the 20th"".

Style Errors
[Major]: Awkward expressions - The translation uses phrasing that sounds unnatural and awkward in English, such as ""practice and implement the Socialist Ideology and the Party for the New Era of China with characteristics of Xi Jinping"".

No-error"
324,2023-02-11 13:07:20 [来源:新华社] [责编:李絮枫] 字体:【大中小】,2023-02-11 13:07:20 [ source: Xinhua] [ Edited by Li Yang ],"MQM annotations:

Accuracy Errors
[Minor]: Omission - The source text mentions the font size options (large, medium, small), which are not included in the translation.

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error]

Style Errors
[No-error]

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]

No-error"
325,新华社北京2月10日电新进中央委员会的委员、候补委员和省部级主要领导干部学习贯彻习近平新时代中国特色社会主义思想和党的二十大精神研讨班10日下午在中央党校（国家行政学院）结业，中共中央政治局常委、中央书记处书记蔡奇出席结业式并作总结讲话。,"Xinhua Beijing February 10th telegram members, deputy members of the Central Committee of the New Revolution, and the leading cadres at the provincial level to study and implement the Twenty Spiritual Seminar on the Socialist Ideology and Party in China's Characteristics of the New Era of Xi Jinping ended in the afternoon of 10 at the Central Party School (National Academy of Administration), with the participation of the Secretary of the Central Political Bureau of the Communist Party of China and the Secretariat General of the CPC, Yang Jiji, who gave the concluding speech.","MQM annotations:

Accuracy Errors
[Major]: Mistranslation - The translation incorrectly refers to ""Yang Jiji"" as the Secretary of the Central Political Bureau, when the source text states that it was ""Cai Qi"" who gave the concluding speech.

Linguistic Convention Errors
[Minor]: Grammar - The translation uses incorrect grammar in the phrase ""members, deputy members of the Central Committee of the New Revolution"", which should be ""members and alternate members of the new Central Committee"".

Style Errors
[Major]: Awkward expression - The translation uses overly literal and awkward phrasing, such as ""the leading cadres at the provincial level to study and implement the Twenty Spiritual Seminar on the Socialist Ideology and Party in China's Characteristics of the New Era of Xi Jinping"".

No-error"
326,他表示，要深入学习贯彻习近平总书记在研讨班开班式上的重要讲话精神，更加坚定拥护“两个确立”、坚决做到“两个维护”，增强本领、真抓实干，扎实推进中国式现代化各项工作，在全面建设社会主义现代化国家、全面推进中华民族伟大复兴中创造经得起历史、实践和人民检验的业绩。,"He said that we should deeply learn to implement the spirit of General Secretary Xi Jinping's important address at the opening ceremony of the seminar, more firmly uphold the two founding pillars of the Xiangyao Party, firmly achieve the two maintenance pillars, strengthen the leadership, truly grasp the roots, and firmly advance the work of Chinese modernization, and create records that stand the test of history, practice and people in the comprehensive construction of a modern socialist state and the comprehensive advancement of the great revival of the Chinese nation.","MQM annotations:

Accuracy Errors
[Minor]: Mistranslation - The phrase ""两个确立"" (the two founding pillars) is not accurately translated as ""the two maintenance pillars"".

Terminology Errors
[Minor]: Incorrect term choice - The term ""Xiangyao Party"" is not a standard term and should be replaced with ""Chinese Communist Party"".

Linguistic Convention Errors
[Minor]: Grammar mistake - The phrase ""扎实推进中国式现代化各项工作"" should be translated as ""solidly advance the work of Chinese-style modernization"" rather than ""firmly advance the work of Chinese modernization"".

Style Errors
[Major]: Awkward expressions - The phrase ""create records that stand the test of history, practice and people"" is an awkward and unnatural expression in English.

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]"
327,研讨班期间，全体学员以习近平新时代中国特色社会主义思想为指导，认真学习党的二十大精神和习近平总书记在研讨班开班式上的重要讲话，联系实际深入研讨交流，深化了对中国式现代化一系列重大理论和实践问题的认识，增强了在以习近平同志为核心的党中央坚强领导下以中国式现代化全面推进中华民族伟大复兴的信心和决心，增强了履职尽责、做好工作、确保新时代新征程良好开局的责任感和使命感。,"During the seminar, all the participants were guided by Xi Jinping's new era socialist ideas, earnestly studied the spirit of the 20th Party Congress and Xi Jinping's keynote address at the opening of the workshop, communicated and had in-depth discussions, deepened their understanding of a series of major theoretical and practical issues of China-style modernization, increased the confidence and determination to promote the Great Renaissance of the Chinese nation with Chinese-style modernization under the strong leadership of the Central Party with comrade Xi Jinping at the core, and strengthened their sense of duty, responsibility and mission to do good work and ensure a good start of the new era.","MQM annotations:

Accuracy Errors
[Minor]: Mistranslation - The translation ""the Great Renaissance of the Chinese nation"" could be more accurately translated as ""the great rejuvenation of the Chinese nation"".

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error]

Style Errors
[Minor]: Awkward expressions - The phrase ""do good work and ensure a good start of the new era"" could be phrased more naturally.

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error] 

Design and Markup Errors
[No-error]"
328,结业式上，研讨班10名代表发言，汇报交流了学习收获。,"On the closing ceremony, 10 representatives of the workshop gave presentations and shared knowledge on the results of the seminar.","MQM annotations:

Accuracy Errors
[Minor]: Omission - The translation omits the mention of ""research seminar"" in the source text.

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error]

Style Errors
[Minor]: Awkward expression - The phrase ""gave presentations and shared knowledge on the results of the seminar"" sounds a bit awkward and could be phrased more naturally.

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error] 

Design and Markup Errors
[No-error]"
329,蔡奇表示，学习贯彻习近平新时代中国特色社会主义思想和党的二十大精神，既是当前和今后一个时期的首要政治任务，也是一项长期战略任务，要按照“全面学习、全面把握、全面落实”的要求，推动学习贯彻工作不断往深里走、往实里走、往心里走。,"Wang Jichi said that learning to practice the 20 principles of socialist thought with Chinese characteristics and the new era of Xi Jinping, the spirit of the party, is both the main political task of the current and future period, but also a long-term strategic task, we must fully learn, comprehensively grasp, and fully implement Liu's requirements, promote the work of learning and implementation to go to the depth, to the heart, to the heart.","MQM annotations:

Accuracy Errors
[Major]: Mistranslation - The name ""Cai Qi"" is mistranslated as ""Wang Jichi"".

Linguistic Convention Errors
[Minor]: Grammar - The sentence structure is a bit awkward, with the use of ""Liu's requirements"" instead of ""the requirements"".

Style Errors
[Major]: Awkward expression - The phrasing ""to go to the depth, to the heart, to the heart"" is repetitive and sounds unnatural.

No-error"
330,要更加深刻领悟“两个确立”的决定性意义，坚决维护习近平总书记的核心地位、维护党中央权威和集中统一领导，不断提高政治判断力、政治领悟力、政治执行力，始终在思想上政治上行动上同以习近平同志为核心的党中央保持高度一致。,"We should understand more deeply the decisive significance of establishing the two pillars of the Party, firmly uphold the central position of General Secretary Xi Jinping, and maintain the Party's central authority and unified leadership, constantly improve political judgment, political awareness, and political execution, and always be in high line with the Party central with Comrade Xi Jinping at its core in thought and political action.","MQM annotations:

Accuracy Errors
[Minor]: Omission - The translation omits the phrase ""不断提高"" (constantly improve), which is present in the source text.

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error]

Style Errors
[Minor]: Awkward expression - The phrase ""始终在思想上政治上行动上同以习近平同志为核心的党中央保持高度一致"" is translated as ""always be in high line with the Party central with Comrade Xi Jinping at its core in thought and political action"", which sounds a bit awkward in English.

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]"
331,要努力掌握好马克思主义理论这一看家本领，自觉用党的创新理论武装头脑、指导实践、推动工作，在深学、细悟、笃行上下功夫，真正学出坚定信念、学出绝对忠诚、学出使命担当。,"We must strive to master the fundamental idea of Marxist theory as a visionary, consciously use the Party's innovative theory to arm the mind, guide practice, and promote work. In deep study, insight, and practice, we must really learn firm conviction, learn absolute loyalty, and learn to be responsible for our mission.","MQM annotations:

Accuracy Errors
[Minor]: Omission - The translation omits the phrase ""this visionary idea"" when referring to Marxist theory.

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error]

Style Errors
[Minor]: Awkward expression - The phrase ""really learn firm conviction, learn absolute loyalty, and learn to be responsible for our mission"" sounds a bit awkward and could be rephrased more naturally.

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error] 

Design and Markup Errors
[No-error]"
332,Google AI聊天机器人“答错问题” 母公司股价蒸发千亿美元,Google's AI chatbot answers the wrong question and the stock price of its parent company evaporates to $100 billion.,"MQM annotations:

Accuracy Errors
[Major]: Mistranslation - The translation ""answers the wrong question"" does not accurately convey the meaning of the original text, which is that the Google AI chatbot ""answered incorrectly"".
[Minor]: Addition - The translation adds the detail that the stock price of the parent company ""evaporates to $100 billion"", which is not present in the original text.

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error]

Style Errors
[No-error]

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]"
333,（综合11日电）,(A synthesis of the 11th),"MQM annotations:

Accuracy Errors
[Minor]: Mistranslation - The translation ""A synthesis of the 11th"" does not accurately convey the meaning of the original Chinese text, which appears to be a summary or compilation of events on the 11th.

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error]

Style Errors
[Minor]: Awkward expression - The translation ""A synthesis of the 11th"" sounds unnatural and could be phrased more clearly.

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]"
334,Google新推出的人工智能聊天机器人Bard出师不利，在宣传短片中“答错问题”，导致Google母公司Alphabet股价周三一度急挫8.9%，跌破100美元大关，市值蒸发1100亿美元（约4765亿令吉），截至周五闭市报94.57美元。,"Google's new chatbot Bard, badly misinterpreted in a promotional video and given wrong answers, caused the stock price of Alphabet, Google's parent company, to plummet 8.9% on Wednesday, falling below the $100 mark, evaporating to $110 billion (RM4,765 million), up from $94.57 (RM8,640 million) as of Friday's close.","MQM annotations:

Accuracy Errors
[Minor]: Mistranslation - The translation ""evaporating to $110 billion (RM4,765 million)"" is not accurate, as the original text states the market value decreased by $110 billion, not that the market value was $110 billion.

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error]

Style Errors
[No-error]

Locale Conventions Errors
[Minor]: Incorrect symbols - The translation uses the symbol ""RM"" for Malaysian Ringgit, but the original text does not specify the currency symbol.

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]"
335,市场担心Alphabet不及竞争对手微软。,The market fears that Alphabet will fall short of its rival Microsoft.,"MQM annotations:

Accuracy Errors
[Major]: Mistranslation - The translation ""The market fears that Alphabet will fall short of its rival Microsoft"" does not accurately convey the meaning of the original Chinese text, which is that the market is concerned that Alphabet will not perform as well as its competitor Microsoft.

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error]

Style Errors
[Minor]: Awkward expression - The phrasing ""fall short of its rival"" is a bit awkward and could be rephrased more naturally.

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]"
336,根据《路透社》报道，google较早时在社交媒体发布AI聊天机器人Bard的宣传短片，片中有人询问Bard：“我可以告诉我9岁的孩子关于James Webb太空望远镜(JWST) 的哪些新发现？,"Google posted a short video on social media earlier to promote the AI chatbot Bard, and as reported by Bloomberg, a person asked Bard, ""What new things can I tell my 9-year-old about the James Webb Space Telescope (JWST)?""","MQM annotations:

Accuracy Errors
[Minor]: Omission - The source text mentions that the person asked Bard about ""what new things can I tell my 9-year-old about the James Webb Space Telescope (JWST)"", but the translation does not include the specific age of the child.

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error]

Style Errors
[No-error]

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]"
337,”Bard在回答中提到该望远镜曾拍摄到太阳系外行星的第一张照片。,"In his response, Joan Bard mentioned that the telescope took the first photograph of an exoplanet in the solar system.","MQM annotations:

Accuracy Errors
[Major]: Mistranslation - The translation incorrectly states that the telescope took the first photograph of an exoplanet in the solar system, when the source text indicates it was the first photograph of an exoplanet outside the solar system.

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error]

Style Errors
[No-error]

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]"
338,不过，根据美国国家航空航天局资料，太阳系外行星的第一张照片是由欧洲南方天文台的“甚大望远镜”于2004年所拍。,"However, according to NASA, the first photograph of an extrasolar planet was taken by the Very Large Telescope at the European Southern Observatory in 2004.","MQM annotations:

Accuracy Errors
[Minor]: Omission - The translation omits the phrase ""根据美国国家航空航天局资料"" (according to NASA).

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error]

Style Errors
[No-error]

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]"
339,《路透社》更以“Bard回答错误后Alphabet股价暴跌”为题报道。,"On April 30, 2011, the stock price of Alphabet dropped sharply after a wrong answer from Bard, which has been widely reported by Reuters.","MQM annotations:

Accuracy Errors
[Major]: Mistranslation - The translation ""On April 30, 2011, the stock price of Alphabet dropped sharply after a wrong answer from Bard"" does not accurately reflect the original Chinese text, which states that the stock price of Alphabet dropped sharply after a wrong answer from Bard, as reported by Reuters.

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error]

Style Errors
[No-error]

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]"
340,另一方面，Google指出，Bard的回应“突显了严格测试过程的重要性”，会把外部反馈与自己的内部测试结合起来，以确保Bard的回应“在质量、安全和真实信息的基础上达到高标准”。,"Google, on the other hand, notes that Bard's feedback pump underscores the importance of a rigorous testing process, combining external feedback with its own internal testing to ensure that Bard's response pump meets high standards based on quality, safety and genuine information.","MQM annotations:

Accuracy Errors
[Minor]: Mistranslation - The phrase ""Bard's response"" in the source text is translated as ""Bard's feedback pump"" in the target text, which is not a direct translation.

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error]

Style Errors
[No-error]

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]

No-error"
341,新加坡旅游业复苏强劲入境旅客比2021年增长19倍,"Singapore's tourism recovery strong, with inbound visitors up 19 times in 2021","MQM annotations:

Accuracy Errors
[Minor]: Mistranslation - The translation ""with inbound visitors up 19 times in 2021"" does not accurately convey the meaning of the original Chinese text, which states that the number of inbound visitors increased 19-fold compared to 2021.

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error]

Style Errors
[No-error]

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]"
342,（综合11日电）新加坡旅游局近日公布，预计2023年到访新加坡的国际旅客人次可达1200万至1400万，将带来约180亿至210亿新元的旅游收益；旅客人次和旅游收入将恢复到2019年新冠疫情前约67%至75%的水平；2024年旅游业实现全面复苏的可能性很大。,"The Singapore Tourism Board recently disclosed that it expects 12 to 14 million international visitors to visit Singapore in 2023, bringing in about S$18 billion to S$21 billion of tourism revenue; and that visitor arrivals and tourism revenue will recover to about 67% to 75% of pre-pandemic levels in 2019; and that a full-fledged recovery in the tourism industry in 2024, is very likely.","MQM annotations:

Accuracy Errors
[Minor]: Omission - The translation omits the phrase ""近日公布"" (recently disclosed) in the original text.

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error]

Style Errors
[No-error]

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]"
343,2022年新加坡旅游市场逐步重新启动和恢复。,The Singapore tourism market will be restarted and revived in 2022.,"MQM annotations:

Accuracy Errors
[Minor]: [over-translation] - The translation ""will be restarted and revived"" is more specific than the original Chinese text, which simply states that the Singapore tourism market will ""gradually restart and recover"".

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error]

Style Errors
[No-error]

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]"
344,新加坡旅游局最新发布的统计数据显示，2022年入境旅客从2021年的33.06万人次增长19倍，达到630万人次，超越旅游局早前预估的400万至600万人次，游客已经恢复至疫情前33%的水平。,"Statistics released recently by the Singapore Tourism Board show that inbound visitors increased 19-fold to 6.3 million in 2022 from 33.06 million in 2021, exceeding earlier estimates of 4 to 6 million, and has returned to 33 per cent of pre-pandemic levels.","MQM annotations:

Accuracy Errors
[Minor]: Mistranslation - The translation ""increased 19-fold"" does not accurately convey the meaning of the original text, which states that the number of visitors increased 19 times, not 19-fold.

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error]

Style Errors
[No-error]

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]"
345,2022年1月至9月，新加坡旅游收入共计89.6亿新元，预计2022年全年旅游收入可达138亿至143亿新元，比2021年的18.9亿新元增长6倍至7倍，已经恢复到2019年新冠疫情前约50%至52%的水平。,"The Singapore tourism revenue, which totaled S$8.96 billion from January to September 2022, is expected to reach S$13.8 to S$14.3 billion for the full year of 2022, up six to seven times from the S$1.89 billion in 2021, having already recovered to a level of approximately 50% to 52% before the coronavirus outbreak in 2019.","MQM annotations:

Accuracy Errors
[Minor]: Mistranslation - The translation ""having already recovered to a level of approximately 50% to 52% before the coronavirus outbreak in 2019"" is slightly different from the original Chinese text, which states that the tourism revenue has already recovered to about 50% to 52% of the pre-pandemic level in 2019.

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error]

Style Errors
[No-error]

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]

No-error"
346,新加坡政府多措并举，加速旅游业复苏。,Singapore government has taken several steps to speed up the recovery of tourism industry.,"MQM annotations:

Accuracy Errors
[Minor]: Omission - The translation does not mention that the Singapore government has ""taken several steps"" to speed up the recovery of the tourism industry, which is present in the source text.

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error]

Style Errors
[No-error]

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]"
347,2022年4月，政府宣布拨款近5亿新元用来刺激旅游业复苏。,"In April 2022, the government announced nearly S$500 million to stimulate the tourism sector's recovery.","MQM annotations:

Accuracy Errors
[Minor]: Omission - The translation does not mention that the government announced the funding to ""stimulate the tourism sector's recovery"".

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error]

Style Errors
[No-error]

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]

No-error"
348,旅游局日前宣布，将计划在未来两年从这笔预算中拨出1.1亿新元，推出更多商业和休闲活动吸引旅客回流。,The Ministry of Tourism recently announced that it plans to allocate about 110 million yuan from the budget over the next two years to introduce more commercial and leisure activities to attract tourists back.,"MQM annotations:

Accuracy Errors
[Minor]: Mistranslation - The translation ""about 110 million yuan"" is not an exact match for the source text ""1.1 billion new Singapore dollars"".

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error]

Style Errors
[Minor]: Awkward expression - The phrase ""to introduce more commercial and leisure activities to attract tourists back"" sounds a bit unnatural.

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]"
349,为了使健康养生成为新加坡的旅游亮点之一，新加坡旅游局在2022年11月23日发布了一份意向征集活动，计划在新加坡南部海岸开发一个健康养生景点。,"In order to make wellness one of Singapore's tourism highlights, the Singapore Tourism Board (TSB) has issued a call for proposals on 23 November 2022 for the development of a wellness attraction on Singapore's southern coast.","MQM annotations:

Accuracy Errors
[Minor]: Omission - The translation does not mention that the development of the wellness attraction is planned.

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error]

Style Errors
[No-error]

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]

No-error"
350,新加坡旅游局体育与康养旅游执行署长王凌丽说，近年来，越来越多的游客把身体健康放在各项考虑因素的首位。,"Wang Lingli, Executive Director of Sports and Wellness Tourism at the Singapore Tourism Board said that in recent years, more and more tourists have put their health first in various considerations.","MQM annotations:

Accuracy Errors
[Minor]: Omission - The translation omits the mention of ""in recent years"" from the original text.

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error]

Style Errors
[Minor]: Awkward expression - The phrase ""put their health first in various considerations"" sounds a bit unnatural and could be rephrased more fluently.

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error] 

Design and Markup Errors
[No-error]"
351,金正恩父女互动亲密老婆遭冷落一旁,Kim Jong Un interacts with his daughter; wife is left behind,"MQM annotations:

Accuracy Errors
[Major]: Omission - The translation omits the information about Kim Jong Un's wife being left behind.

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error]

Style Errors
[Minor]: Awkward expression - The phrase ""interacts with his daughter; wife is left behind"" sounds a bit unnatural and could be rephrased more smoothly.

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]"
352,（综合11日电）朝鲜8日晚间举行建军节第75周年阅兵仪式，领导人金正恩的女儿金主爱不仅出席，还与父亲一同站上主席台。,"Kim Jong-un's daughter Kim Jong-il was in the parade of troops marking the 75th anniversary of the founding of the state, as well as standing on the podium with her father.","MQM annotations:

Accuracy Errors
[Minor]: [Mistranslation] - The translation ""Kim Jong-il"" for ""金主爱"" is incorrect. The correct name should be ""Kim Ju Ae"".

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error]

Style Errors
[No-error] 

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]"
353,朝鲜官媒9日公布影片，金主爱依偎在父亲身边，数次温情对视、讲悄悄话，她用双手轻捧老爸的脸颊，甚至摸著父亲胸口，父女互动画面播送至举国上下。,"KCNA has released a video of Kim Eil Jae standing by his father, looking at him and talking to him and his father, holding his face with her hands and even touching his chest in an interactive manner that is broadcast all over the country.","MQM annotations:

Accuracy Errors
[Minor]: Mistranslation - The phrase ""金主爱依偎在父亲身边"" is translated as ""Kim Eil Jae standing by his father"", which does not accurately convey the meaning of the original Chinese text.

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error]

Style Errors
[Major]: Awkward expressions - The phrase ""looking at him and talking to him and his father"" is an awkward and unnatural way of expressing the interaction between Kim Eil Jae and her father.

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]"
354,然而，第一夫人李雪主只能退到一旁。,"The first lady, Lee Hsien Loong, however, can only step back.","MQM annotations:

Accuracy Errors
[Major]: Mistranslation - The name ""李雪主"" (Li Xue Zhu) is incorrectly translated as ""Lee Hsien Loong"", which is the name of the current Prime Minister of Singapore, not the first lady.

Linguistic Convention Errors
[Minor]: Grammar - The phrase ""can only step back"" is not a natural English expression, it would be better to say ""can only step aside"" or ""can only retreat"".

Style Errors
[Major]: Awkward expression - The overall phrasing of the translation is quite awkward and unnatural, it does not flow well in English.

No-error"
