index,source,target,annotation
250,论坛由中国国家发展改革委、商务部与日本经济产业省、日中经济协会共同举办，包括主论坛和能效提高、汽车电动化智能化、氢能、中日长期贸易4个分论坛。,"The forum is being organized by China's National Development and Reform Commission, Ministry of Commerce and the Ministry of Economy and Industry of Japan, and China Economic Association. The forum comprises of the main forum and four subforums on improvement of energy efficiency, automotive electrification and intelligent design, hydrogen energy and China-Japan long-term trade.","MQM annotations:
Accuracy Errors
[Major]: [omission] - The ""日中经济协会"" is translated as ""China Economic Association"", it should be ""Japan-China Economic Association"" or ""Japan-China Association for Economy and Trade"".

Terminology Errors
[Minor]: [incorrect term choice] - ""汽车电动化智能化"" is translated as ""automotive electrification and intelligent design"". While not strictly incorrect, ""intelligent design"" implies a philosophical concept. ""Intelligentization"" or ""AI"" would be better.

Linguistic Convention Errors
[Minor]: [grammar] - ""comprises of"" should be just ""comprises"".

Style Errors
[Minor]: [unnatural flow] - The sentence ""The forum comprises of the main forum and four subforums..."" could be slightly improved for flow, e.g., ""The forum includes a main session and four subforums...""

Locale Conventions Errors
[Critical]: [error/error_subcategory] - [brief explanation]

Audience Appropriateness Errors
[Critical]: [error/error_subcategory] - [brief explanation]

Design and Markup Errors
[Critical]: [error/error_subcategory] - [brief explanation]

No-error"
251,来自中日两国政府、企业、机构的代表进行了交流。,"At the meeting, representatives of the Chinese and Japanese governments, companies and institutions exchanged views.","MQM annotations:
Accuracy Errors
[Minor]: [addition] - ""At the meeting"" is added, but there's no explicit mention of a meeting in the source. While it's a common way to phrase it, it's still technically an addition.

Terminology Errors
[No error]

Linguistic  Convention Errors
[No error]

Style Errors
[No error]

Locale Conventions Errors
[No error]

Audience Appropriateness Errors
[No error]

Design and Markup Errors
[No error]

No-error"
252,中国救援队在土耳其持续开展救援行动已营救4名被困人员-中新网,"Chinese rescue team continues rescue operation in Turkey, rescues 4 trapped people","MQM annotations:
Accuracy Errors
[Minor]: [omission] - The source mentions ""中新网"" (China News Network), which is omitted in the translation. While not crucial for understanding the main content, it omits the source information.

Terminology Errors
[No error]

Linguistic Convention Errors
[No error]

Style Errors
[Minor]: [awkward expressions] - ""continues rescue operation"" could be slightly improved to ""continues to carry out rescue operations"" for a smoother flow.

Locale Conventions Errors
[No error]

Audience Appropriateness Errors
[No error]

Design and Markup Errors
[No error]

No-error"
253,中新网2月11日电据应急管理部网站11日消息，2月10日，正在土耳其搜救的中国救援队派出3个行动分队、45名救援队员，营救出1名被困人员。,"According to a report from the Ministry of Emergency Management on February 11, the Chinese rescue team that was searching in Turkey on February 10 had sent three operations teams, 45 rescuers, to rescue one person who was trapped.","MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: None

Terminology Errors
[Critical]: None
[Major]: None
[Minor]: None

Linguistic  Convention Errors
[Critical]: None
[Major]: None
[Minor]: None

Style Errors
[Critical]: None
[Major]: None
[Minor]: [Style/Awkward phrasing] - ""had sent three operations teams, 45 rescuers"" could be smoother, e.g., ""sent three teams comprised of 45 rescuers"".

Locale Conventions Errors
[Critical]: None
[Major]: None
[Minor]: None

Audience Appropriateness Errors
[Critical]: None
[Major]: None
[Minor]: None

Design and Markup Errors
[Critical]: None
[Major]: None
[Minor]: None

No-error"
254,同时派出2个搜索评估组，对沃达巴什大街15栋建筑进行评估排查。,"At the same time, two search assessment teams were sent to assess and inspect a 15-storey block on Vodabasch Avenue.","MQM annotations:
Accuracy Errors
[Minor]: [Mistranslation/over-translation] - ""15栋建筑"" translates to 15 buildings, but the translation renders it as a ""15-storey block,"" implying a single building that is 15 stories high. While technically not incorrect if there is only one building with 15 stories, it's adding an interpretation that isn't explicitly there in the source.

Terminology Errors
[No error]: None

Linguistic  Convention Errors
[No error]: None

Style Errors
[Minor]: [Unnatural flow/awkward expressions] - ""assess and inspect"" is somewhat redundant. One word could suffice, or a more concise phrasing might sound better.

Locale Conventions Errors
[No error]: None

Audience Appropriateness Errors
[No error]: None

Design and Markup Errors
[No error]: None

No-error"
255,截至目前，共营救4名被困人员，搜寻出5名遇难者，对25栋倒塌严重的建筑进行生命迹象和风险评估。,"So far, four people have been rescued, five people have been found, and 25 collapsed buildings have been identified with signs of life and risk assessments.","MQM annotations:
Accuracy Errors
[Minor]: [Mistranslation] - The phrase ""生命迹象和风险评估"" is translated as ""signs of life and risk assessments"". While not incorrect, it's slightly unnatural. It should be more accurately rendered as ""assessed for signs of life and risk"".

Terminology Errors
[No Error]: None

Linguistic  Convention Errors
[No Error]: None

Style Errors
[Minor]: [Awkward phrasing] - ""five people have been found"" could be smoother, perhaps ""five bodies have been recovered"". However, ""found"" isn't strictly wrong.

Locale Conventions Errors
[No Error]: None

Audience Appropriateness Errors
[No Error]: None

Design and Markup Errors
[No Error]: None

No-error"
256,救援队将根据灾区实际和救援现场情况，科学调整救援力量，持续深入开展救援工作。,"The rescue team will continue to conduct rescue work in-depth, scientifically adjusting the rescue force according to the actual situation in the disaster area and the rescue scene.","MQM annotations:
Accuracy Errors
[Minor]: [over-translation] - ""in-depth"" is a bit redundant. ""continue to conduct rescue work"" implies the depth of the work.

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error]

Style Errors
[Minor]: [Unnatural flow] - ""scientifically adjusting the rescue force"" is a bit awkward. Better phrasing would be ""adjust the rescue force scientifically"".
[Minor]: [awkward expressions] - ""the rescue scene"" sounds a bit unnatural. ""the scene of the rescue"" or ""the rescue site"" would be better.

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]

No-error"
257,救援队通过使馆、当地政府、联合国救援组织等多种渠道获取救援求助信息，通过线上询情、现场搜索等多种方式进行逐一核实。,"The rescuers gather information through various channels, including embassies, local governments, and UN relief organizations, and verify individual information through various methods, such as online searches and on-site searches.","MQM annotations:
Accuracy Errors
[Minor]: [over-translation] - ""online searches"" is a literal translation of ""线上询情"", but ""online inquiry"" might be more accurate as it implies a more formal or investigative search, rather than a broad search term. This is a minor nuance.

Terminology Errors
[No Error]

Linguistic Convention Errors
[No Error]

Style Errors
[Minor]: [awkward expressions] - ""verify individual information"" could be phrased more naturally as ""verify each request"" or ""verify the requests.""

Locale Conventions Errors
[No Error]

Audience Appropriateness Errors
[No Error]

Design and Markup Errors
[No Error]

No-error
[Critical]: None
[Major]: None"
258,向中国香港救援队介绍目前救援环境和建筑坍塌等情况，联合开展搜索行动。,A briefing was given to the Chinese Hong Kong rescue team on the current situation for rescue and collapsed buildings and the joint search operation.,"MQM annotations:
Accuracy Errors
[No Error]: No Error

Terminology Errors
[No Error]: No Error

Linguistic Convention Errors
[No Error]: No Error

Style Errors
[Minor]: [awkward phrasing] - ""A briefing was given"" is somewhat passive and could be phrased more directly. A more natural flow might be: ""The Chinese Hong Kong rescue team received a briefing..."" or ""Rescuers briefed the Chinese Hong Kong team..."".

Locale Conventions Errors
[No Error]: No Error

Audience Appropriateness Errors
[No Error]: No Error

Design and Markup Errors
[No Error]: No Error

No-error"
259,目前与意大利救援队联合负责区域协调(SSC5)，同时派遣3名队员参加5号区域救援协调中心工作，与意大利、英国、塞尔维亚、斯洛伐克、阿曼等多支队伍进行沟通，了解了联合国救援组织和各国救援队救援工作情况。,"Currently responsible for the regional coordination with the Italian Rescue Team (SSC5), while sending three teams to work on the Rescue Coordination Centre 5 Region, communicate with several teams from Italy, the United Kingdom, Serbia, Slovakia and Oman, and learn about the rescue work of the United Nations and national teams.","MQM annotations:
Accuracy Errors
[Minor]: [over-translation] - ""sending three teams"" is an over-translation. It should be ""派遣3名队员"" meaning ""sending 3 members/personnel"". Teams would be ""队伍""

Terminology Errors
[Minor]: [incorrect term choice] - ""Rescue Coordination Centre 5 Region"" can be understood, but ""5号区域救援协调中心"" implies that it is a specific place and the number should be placed before the word ""region"". So ""Region 5 Rescue Coordination Centre"" is better.

Linguistic  Convention Errors
[Minor]: [grammar] - ""communicate with several teams from Italy, the United Kingdom, Serbia, Slovakia and Oman"" is grammatically correct, but sounds unnatural. Better: ""... communicate with teams from Italy, the UK, Serbia, Slovakia and Oman""

Style Errors
[Minor]: [awkward expressions] - ""...and learn about the rescue work of the United Nations and national teams."" sounds awkward. Better: ""... and learned about the rescue efforts of the United Nations and various national teams"".

Locale Conventions Errors
[No Error]

Audience Appropriateness Errors
[No Error]

Design and Markup Errors
[No Error]

No-error"
260,救援队持续强化安全管理和队伍保障，按照“统一指挥、安全第一”原则，加强救援现场安全管控，强化救援工作纪律要求，明确安全注意事项。,"Continue to strengthen the safety management and security of the rescuers, and in accordance with the principles of unified command and safety first, strengthen the safety control in the scene of rescue, strengthen the discipline requirements of rescue work, and clarify safety precautions.","MQM annotations:
Accuracy Errors
[Minor]: [over-translation] - ""队伍保障"" translated as ""security of the rescuers"". A more accurate translation would be ""team support"" or ""team resources.""

Terminology Errors
[No error]

Linguistic Convention Errors
[No error]

Style Errors
[Minor]: [awkward expressions] - ""in the scene of rescue"" could be improved to ""at the rescue site"" or ""at the scene.""

Locale Conventions Errors
[No error]

Audience Appropriateness Errors
[No error]

Design and Markup Errors
[No error]

No-error"
261,持续运行轮值备勤和岗哨工作制度，强化营区安全管理。,"Maintain the system of shift and sentry duty, and strengthen the security management in the camp.","MQM annotations:
Accuracy Errors
[Minor]: [over-translation] - ""轮值备勤"" could be simply translated as ""duty"" or ""on-call duty"", ""shift"" is not wrong but less precise and more general.
[Minor]: [over-translation] - ""岗哨"" could be translated as ""post"" or ""sentry post"" instead of ""sentry duty"" which is a bit too verbose.

Terminology Errors
[No error]

Linguistic Convention Errors
[No error]

Style Errors
[Minor]: [awkward expressions] - ""Maintain the system of shift and sentry duty"" can be rephrased to ""Maintain shift and sentry duty"" for better flow.

Locale Conventions Errors
[No error]

Audience Appropriateness Errors
[No error]

Design and Markup Errors
[No error]

No-error"
262,新华社评论员：推进中国式现代化是一个系统工程——四论深刻领会习近平总书记在学习贯彻党的二十大精神研讨班开班式重要讲话-中新网,China-style modernization is a system engineering process - Xi Jinping at the opening of the 20th Party of Changes Seminar - Xinhua News Agency,"MQM annotations:
Accuracy Errors
[Major]: [mistranslation/omission] - ""四论深刻领会"" is omitted, which means ""Fourth commentary on deeply understanding"". This is a significant part of the title.
[Major]: [mistranslation/over-translation] - ""the 20th Party of Changes Seminar"" should be ""the seminar on studying and implementing the spirit of the 20th National Congress of the Communist Party of China"". ""Changes"" is an incorrect interpretation.

Terminology Errors
[Minor]: [incorrect term choice] - ""Seminar"" is technically not incorrect but ""training session"" or ""study session"" might be a better choice in this context.

Linguistic Convention Errors
[Minor]: [grammar/punctuation] - The title includes ""Xi Jinping at the opening..."", which is not grammatically correct. It should be ""Xi Jinping's speech at the opening..."" or similar.

Style Errors
[Minor]: [unnatural flow] - The overall title is slightly awkward. Better wording could be ""China-style modernization as a system engineering process: Fourth commentary on deeply understanding Xi Jinping's important speech at the opening ceremony of the seminar on studying and implementing the spirit of the 20th National Congress of the Communist Party of China.""

Locale Conventions Errors
[No Error]: [None]

Audience Appropriateness Errors
[No Error]: [None]

Design and Markup Errors
[No Error]: [None]"
263,新华社北京2月11日电题：推进中国式现代化是一个系统工程——四论深刻领会习近平总书记在学习贯彻党的二十大精神研讨班开班式重要讲话,"Xinhua Beijing, February 11 (Xinhua) -- The promotion of Chinese-style modernization is a system of engineering. President Xi Jinping's keynote address at the opening ceremony of the 20th Party Spirit Workshop to learn the Party's way of life.","MQM annotations:
Accuracy Errors
[Critical]: Mistranslation/Addition - ""Party Spirit Workshop to learn the Party's way of life"" is not an accurate translation of ""学习贯彻党的二十大精神研讨班开班式"". A more accurate translation would be ""Seminar on Studying and Implementing the Spirit of the 20th National Congress of the Communist Party of China"". This phrase contains an addition (Party's way of life).
[Major]: Mistranslation/Over-translation - ""推进中国式现代化是一个系统工程"" is translated as ""The promotion of Chinese-style modernization is a system of engineering"". While technically correct, ""system engineering"" is a more natural and fitting translation.

Terminology Errors
[Minor]: Incorrect term choice - ""Keynote address"" could be better translated as ""important speech"" in this context to maintain a neutral tone.

Linguistic Convention Errors
[Minor]: Linguistic Convention/Grammar - The second sentence should start with ""In"" to connect to the first sentence.

Style Errors
[Major]: Style/Unnatural flow - The flow of the second sentence is awkward.

Locale Conventions Errors
[Minor]: Locale Conventions/Date format - While not strictly an error, changing the date format to ""February 11th"" or ""11 February"" could be considered to align better with English-language conventions.

Audience Appropriateness Errors
[Minor]: Audience Appropriateness/Overly Literal Phrasing - While not strictly inappropriate, the phrase ""Party Spirit Workshop"" is a bit too literal and might not resonate well with a general audience without further context.

Design and Markup Errors
[Minor]: Design and Markup/Missing Markup - Missing bolding or specific formatting from the source document.

No-error"
264,新华社评论员,Xinhua commentator,"MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: None

Terminology Errors
[Critical]: None
[Major]: None
[Minor]: None

Linguistic Convention Errors
[Critical]: None
[Major]: None
[Minor]: None

Style Errors
[Critical]: None
[Major]: None
[Minor]: None

Locale Conventions Errors
[Critical]: None
[Major]: None
[Minor]: None

Audience Appropriateness Errors
[Critical]: None
[Major]: None
[Minor]: None

Design and Markup Errors
[Critical]: None
[Major]: None
[Minor]: None

No-error"
265,“推进中国式现代化是一个系统工程，需要统筹兼顾、系统谋划、整体推进，正确处理好顶层设计与实践探索、战略与策略、守正与创新、效率与公平、活力与秩序、自立自强与对外开放等一系列重大关系。,"Promoting China-style modernization is a systemic process that requires overall coordination and systemic planning, holistic advancement, proper handling of top-level design and practical exploration, strategy and strategy, consistency and innovation, efficiency and equity, vitality and order, self-reliance and openness to a series of important relationships.","MQM annotations:
Accuracy Errors
[Minor]: [Mistranslation] - ""strategy and strategy"" should be ""strategy and tactics"". Although both are valid translations of 战略 and 策略 respectively, in this context ""tactics"" is more appropriate as it forms a better-understood pair with ""strategy"".

Terminology Errors
[Minor]: [Incorrect term choice] - ""China-style modernization"" could be better translated as ""Chinese-style modernization"". While not strictly incorrect, the latter is more common and natural in English.

Linguistic Convention Errors
[No Error]

Style Errors
[Minor]: [Awkward expressions] - ""holistic advancement"" is a slightly awkward phrase. Something like ""comprehensive advancement"" or ""overall progress"" might be more natural.
[Minor]: [Awkward expressions] - ""consistency and innovation"" is a slightly awkward translation of 守正与创新. A better translation might be ""upholding fundamental principles and pursuing innovation"".

Locale Conventions Errors
[No Error]

Audience Appropriateness Errors
[No Error]

Design and Markup Errors
[No Error]

No-error"
266,”在新进中央委员会的委员、候补委员和省部级主要领导干部学习贯彻习近平新时代中国特色社会主义思想和党的二十大精神研讨班开班式上，习近平总书记科学把握现代化建设规律，深入系统阐明实践中需要处理好的一系列重大关系，为我们大力推进中国式现代化提供了科学方法论。,"At the opening ceremony of the seminar for members, vice-commissars of the newly formed CC and key leadership cadres at the provincial level studying how to implement Xi Jinping's new era socialist ideas and 20 major ideals of the party, General Secretary Xi Jinping learned the rules for modernization, explained in more detail and systematically a series of important relationships that need to be dealt with in practice, and provided scientific methodology for us to vigorously promote Chinese-style modernization.","MQM annotations:
Accuracy Errors
[Major]: [mistranslation/inaccurate meaning] - ""vice-commissars of the newly formed CC"" is a mistranslation of ""候补委员"", which means ""alternate members"" or ""alternate members"". Vice-commissars is not an appropriate translation.
[Minor]: [addition/unnecessary addition] - ""General Secretary Xi Jinping learned the rules for modernization"" is an unnecessary and somewhat awkward addition. The source text means that Xi Jinping ""scientifically grasped"" or ""masterfully understood"" the rules.

Terminology Errors
[Minor]: [incorrect term choice/general] - ""20 major ideals of the party"" is a rather awkward and vague way to refer to ""党的二十大精神"", which refers to the spirit or guiding principles of the 20th National Congress of the Communist Party of China. Using ""guiding principles"" or ""spirit"" would be more accurate.

Linguistic Convention Errors
[Minor]: [grammar/word order] - ""explained in more detail and systematically a series of important relationships"" could be slightly improved for flow. ""Systematically and in detail explained a series of important relationships"" sounds better.

Style Errors
[Major]: [unnatural flow/awkward phrasing] - ""At the opening ceremony of the seminar for members... studying how to implement Xi Jinping's new era socialist ideas and 20 major ideals of the party"" is a long and unwieldy sentence that is hard to read.
[Minor]: [style/wordiness] - ""need to be dealt with in practice"" could be shortened to ""need to be addressed in practice"".

Locale Conventions Errors
[No Error]

Audience Appropriateness Errors
[No Error]

Design and Markup Errors
[No Error]

No-error"
267,推进中国式现代化涉及经济、政治、文化、社会、生态文明等各个领域，关系治党治国治军、内政外交国防等方方面面，既要做好系统谋划，又要勇于改革创新，不断实现整体推进。,"The advancement of Chinese-style modernization in all fields such as economy, politics, culture, society, ecological civilization, relations with party and state governance, military, domestic and foreign affairs, and defense, etc., requires systematic planning, as well as courage to reform and innovate, and constantly realize comprehensive advancement.","MQM annotations:
Accuracy Errors
[Minor]: [over-translation] - ""relations with"" is added, but not explicitly stated in the source text. While implied, it's slightly more explicit than necessary.

Terminology Errors
[Minor]: [Incorrect term choice] - While ""ecological civilization"" isn't wrong, ""ecological progress"" or ""ecological development"" might be more common and idiomatic translations for 生态文明 in this context, though this depends heavily on established terminology in the specific field.

Linguistic Convention Errors
[Minor]: [Grammar mistakes] - The phrasing ""relations with party and state governance, military, domestic and foreign affairs, and defense, etc."" is somewhat awkward. Adding ""affairs"" after ""military"" would improve the flow. For example, ""relations with party and state governance, military affairs, domestic and foreign affairs, and defense, etc.""

Style Errors
[Major]: [Awkward expressions] - ""constantly realize comprehensive advancement"" is stilted and unnatural. A better phrasing would be ""constantly achieve comprehensive progress"" or ""continuously advance on all fronts"".
[Minor]: [Unnatural flow] - The structure of the list ""economy, politics, culture, society, ecological civilization, relations with party and state governance, military, domestic and foreign affairs, and defense, etc."" is somewhat clunky. While accurate, it doesn't flow particularly well in English. Reordering or restructuring the list slightly might improve readability.

Locale Conventions Errors
[No Error]

Audience Appropriateness Errors
[No Error]

Design and Markup Errors
[No Error]

No-error"
268,进行顶层设计，需要深刻洞察世界发展大势，准确把握人民群众的共同愿望，深入探索经济社会发展规律，使制定的规划和政策体系体现时代性、把握规律性、富于创造性，做到远近结合、上下贯通、内容协调。,"Top-level design requires a deep view of the world's trends, the accuracy of the common aspirations of the masses of people, and a deep exploration of the laws of economic and social development, so that the planned and policy systems reflect the times, grasp the regularity, and be rich in creativity, close integration, and top-down consistency, and content coordination.","MQM annotations:
Accuracy Errors
[Minor]: [over-translation] - ""close integration"" is an over-translation of ""远近结合"" which refers to integrating short-term and long-term goals. A better translation would be ""integrating short-term and long-term goals"".

Terminology Errors
[Minor]: [incorrect term choice] - Using ""top-level design"" might be slightly jargonistic, but it's generally understood. A more accessible term might be ""strategic planning"" or ""overall planning.""

Linguistic Convention Errors
[Minor]: [grammar] - ""close integration, and top-down consistency"" should be ""close integration and top-down consistency."" The comma is unnecessary.

Style Errors
[Major]: [unnatural flow] - The sentence structure is somewhat awkward and repetitive, especially with the repeated ""the."" It could be smoother.
[Minor]: [awkward expressions] - ""accuracy of the common aspirations of the masses of people"" is a bit wordy. ""accurate understanding of the people's common aspirations"" would be more concise.

Locale Conventions Errors
[Critical]: [error/error_subcategory] - [brief explanation]

Audience Appropriateness Errors
[Critical]: [error/error_subcategory] - [brief explanation]

Design and Markup Errors
[Critical]: [error/error_subcategory] - [brief explanation]

No-error"
269,推进中国式现代化是一个探索性事业，还有许多未知领域，需要在实践中去大胆探索，通过改革创新来推动事业发展，决不能刻舟求剑、守株待兔。,"Advancing China-style modernization is a matter of exploration, and there are still many unknown areas that need to be explored boldly in practice and to promote the development of the cause through reform and innovation, never stalling and standing idly by.","MQM annotations:
Accuracy Errors
[Minor]: [over-translation] - ""never stalling and standing idly by"" is a more verbose translation of ""决不能刻舟求剑、守株待兔"". These idioms refer to clinging to outdated methods or waiting for luck instead of adapting. While the translation isn't inaccurate, it loses some of the punch and cultural nuance of the original. A more concise equivalent would be better.

Terminology Errors
[Minor]: [incorrect term choice] - ""China-style modernization"" is a literal translation. A more established term is ""Chinese-style modernization"" or ""Socialism with Chinese characteristics"".

Linguistic Convention Errors
[No Error]

Style Errors
[Minor]: [awkward expressions] - ""Advancing China-style modernization is a matter of exploration"" sounds a bit awkward. ""Promoting/Pursuing Chinese-style modernization is an exploratory endeavor"" would read more naturally.

Locale Conventions Errors
[No Error]

Audience Appropriateness Errors
[No Error]

Design and Markup Errors
[No Error]

No-error"
270,战略问题是一个政党、一个国家的根本性问题。,The strategic question is the fundamental question of a political party and a country.,"MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: None

Terminology Errors
[Critical]: None
[Major]: None
[Minor]: None

Linguistic Convention Errors
[Critical]: None
[Major]: None
[Minor]: None

Style Errors
[Critical]: None
[Major]: None
[Minor]: [Overly literal phrasing] - The phrasing ""The strategic question"" sounds a bit too literal. A more natural phrasing might be ""Strategic issues"" or ""The strategic issue"".

Locale Conventions Errors
[Critical]: None
[Major]: None
[Minor]: None

Audience Appropriateness Errors
[Critical]: None
[Major]: None
[Minor]: None

Design and Markup Errors
[Critical]: None
[Major]: None
[Minor]: None

No-error"
271,推进中国式现代化，要增强战略的前瞻性，以科学的战略预见未来、引领未来；要增强战略的全局性，着眼于解决事关党和国家事业兴衰成败、牵一发而动全身的重大问题；要增强战略的稳定性，战略一经形成，就要长期坚持、一抓到底、善作善成。,"To promote China-style modernization, enhance the forward-lookingness of the strategy, to foresee and lead the future with scientific strategy; enhance the comprehensiveness of the strategy, focusing on solving the major problems of the party and state affairs, and acting from the start; enhance the stability of the strategy, once the strategy is formed, it must be long-term, thoroughly, and well done.","MQM annotations:
Accuracy Errors
[Major]: [mistranslation/addition] - ""and acting from the start"" is added, and seems to mistranslate the idea of impacting many areas.
[Minor]: [mistranslation/imprecise] - ""thoroughly"" is not the best word for ""一抓到底"", which means ""persistently"" or ""unswervingly"".

Terminology Errors
[No Error]

Linguistic  Convention Errors
[Minor]: [grammar/word order] - ""enhance the forward-lookingness of the strategy"" is grammatically correct, but sounds unnatural. It would be better to say ""enhance the strategy's forward-lookingness.""
[Minor]: [grammar/word order] - ""enhance the comprehensiveness of the strategy"" is grammatically correct, but sounds unnatural. It would be better to say ""enhance the strategy's comprehensiveness.""
[Minor]: [grammar/word order] - ""enhance the stability of the strategy"" is grammatically correct, but sounds unnatural. It would be better to say ""enhance the strategy's stability.""

Style Errors
[Major]: [awkward phrasing] - The sentence structure is very repetitive (""enhance the...of the strategy"") and sounds unnatural in English.
[Major]: [unnatural flow] - The overall flow of the translated text is somewhat stiff and unnatural.

Locale Conventions Errors
[No Error]

Audience Appropriateness Errors
[No Error]

Design and Markup Errors
[No Error]

No-error"
272,（德国之声中文网）拜登政府本周五（2月10日）将6个与疑似参与间谍气球计划的中国实体列入黑名单。,The Biden administration on Friday blacklisted six Chinese entities suspected of involvement in the balloon spy program.,"MQM annotations:
Accuracy Errors
[Minor]: [over-translation] - ""Balloon spy program"" could be translated as ""balloon program"" or ""spy balloon program,"" as the Chinese text doesn't explicitly state ""spy."" While not drastically changing the meaning, it's slightly more explicit than the original.

Terminology Errors
[No-error]

Linguistic  Convention Errors
[No-error]

Style Errors
[No-error]

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]

No-error"
273,美国商务部表示，这5家中国公司及1家研究机构帮助中国军队现代化，尤其是航空航天项目，包括飞艇和飞机。,"The US Department of Commerce said the five Chinese companies and one research institute are assisting in the modernization of the Chinese military, especially its aerospace programs including flying boats and aircraft.","MQM annotations:
Accuracy Errors
[Minor]: [over-translation] - ""flying boats and aircraft"" could be more accurately translated as simply ""aircraft,"" as ""飞艇"" refers specifically to airships/blimps, while ""飞机"" refers to airplanes. The current translation sounds somewhat redundant.

Terminology Errors
[No Error]

Linguistic Convention Errors
[No Error]

Style Errors
[No Error]

Locale Conventions Errors
[No Error]

Audience Appropriateness Errors
[No Error]

Design and Markup Errors
[No Error]

No-error"
274,被列入黑名单的公司很难获得美国的技术出口。,It is difficult for blacklisted companies to have access to U.S. technology exports.,"MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: None

Terminology Errors
[Critical]: None
[Major]: None
[Minor]: None

Linguistic Convention Errors
[Critical]: None
[Major]: None
[Minor]: None

Style Errors
[Critical]: None
[Major]: None
[Minor]: None

Locale Conventions Errors
[Critical]: None
[Major]: None
[Minor]: None

Audience Appropriateness Errors
[Critical]: None
[Major]: None
[Minor]: None

Design and Markup Errors
[Critical]: None
[Major]: None
[Minor]: None

No-error"
275,名单被称为“实体名单”（entity list），入列的公司除非获得美国商务部的特别出口许可证，否则将无法向美国供应商购买技术或商品。,"The list is called the Entity List, and firms on it cannot purchase technology or goods from U.S. suppliers unless they receive a special export license from the U.S. Department of Commerce.","MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: None

Terminology Errors
[Critical]: None
[Major]: None
[Minor]: None

Linguistic Convention Errors
[Critical]: None
[Major]: None
[Minor]: None

Style Errors
[Critical]: None
[Major]: None
[Minor]: None

Locale Conventions Errors
[Critical]: None
[Major]: None
[Minor]: None

Audience Appropriateness Errors
[Critical]: None
[Major]: None
[Minor]: None

Design and Markup Errors
[Critical]: None
[Major]: None
[Minor]: None

No-error"
276,被列入黑名单的公司是：北京南江空天科技股份有限公司、中国电子科技集团第四十八研究所、东莞凌空遥感科技有限公司、鹰门航空科技集团有限公司、广州天海翔航空科技有限公司和山西鹰门航空科技集团有限公司。,"The companies included in the blacklist are: Beijing Nanyang Heating and Air Technology Co.,Ltd., 48th Institute of Electronics and Technology Group, Dongguan Liangqiang Space Remote Sensing Technology Co.,Ltd., Xiamen Aerospace Technology Group Co.,Ltd., Tianhai Xiang Aviation Technology Co. Ltd. and Shanxi Xiamen Aviation Technology Group Co.,Ltd.","MQM annotations:
Accuracy Errors
[Critical]: [mistranslation] - ""北京南江空天科技股份有限公司"" is mistranslated as ""Beijing Nanyang Heating and Air Technology Co.,Ltd."" The correct translation should include ""Aerospace Technology"".
[Major]: [mistranslation] - ""东莞凌空遥感科技有限公司"" is mistranslated as ""Dongguan Liangqiang Space Remote Sensing Technology Co.,Ltd."" ""凌空"" should be translated as ""Lingkong"" or ""Airborne"", not ""Liangqiang"".
[Major]: [mistranslation] - ""鹰门航空科技集团有限公司"" is mistranslated as ""Xiamen Aerospace Technology Group Co.,Ltd."" ""鹰门"" should be translated as ""Yingmen"" or potentially something including ""Eagle Gate"", not ""Xiamen"".
[Major]: [mistranslation] - ""山西鹰门航空科技集团有限公司"" is mistranslated as ""Shanxi Xiamen Aviation Technology Group Co.,Ltd."" ""鹰门"" should be translated as ""Yingmen"" or potentially something including ""Eagle Gate"", not ""Xiamen"".

Terminology Errors
[Minor]: [incorrect term choice] - Using ""Institute of Electronics and Technology Group"" is not as common as ""Research Institute"".

Linguistic Convention Errors
[No Error]

Style Errors
[Minor]: [awkward expressions] - ""48th Institute of Electronics and Technology Group"" sounds slightly unnatural. A more natural phrasing might be ""The 48th Research Institute of China Electronics Technology Group Corporation"".

Locale Conventions Errors
[No Error]

Audience Appropriateness Errors
[No Error]

Design and Markup Errors
[No Error]"
277,在此之前，白宫表示考虑做出更广泛措施，“揭露和处理”中国威胁美国国家安全的更大规模监控活动。,"Before this, the White House said it was considering broader measures to expose and deal with broader surveillance activity by China that threatens U.S. national security.","MQM annotations:
Accuracy Errors
[Minor]: [over-translation] - The phrase ""揭露和处理"" translates to ""expose and deal with."" While ""deal with"" is not incorrect, it could be more precise. Perhaps, ""counter"" or ""address"" would be more appropriate depending on the specific context, thus avoiding over-translation.

Terminology Errors
[No-error]

Linguistic Convention Errors
[No-error]

Style Errors
[Minor]: [awkward expressions] - ""Broader surveillance activity by China that threatens U.S. national security"" could be slightly more fluent. Consider rewording to ""broader surveillance activities by China that threaten U.S. national security"".

Locale Conventions Errors
[No-error]

Audience Appropriateness Errors
[No-error]

Design and Markup Errors
[No-error]

No-error"
