index,reference,zero_shot_translation,improved_translation,single_agent_translation,bleu_zero_shot,bleu_improved,bleu_single_agent,meteor_zero_shot,meteor_improved,meteor_single_agent,bleurt_zero_shot,bleurt_improved,bleurt_single_agent,comet_zero_shot,comet_improved,comet_single_agent
98,"The very small fund, whose ownership interest in Bayer is unknown, is known for its aggressive approach. A spin-off ""of the Consumer Health division would be one possible way to increase the value of the company,"" said Markus Manns, a fund manager at Union Investment, according to the ""Rheinische Post."" By contrast, he does not believe that a spin-off of the far larger Crop Science agricultural division is feasible.","The very small fund with an unknown stake in Bayer is known for its aggressive approach. ""A spin-off of the Consumer Health division would be a possible way to increase the company's value,"" said Markus Manns, fund manager at Union Investment, to the ""Rheinische Post."" On the other hand, he does not consider a spin-off of the much larger Crop Science agricultural division to be feasible.","The very small fund with an unknown stake in Bayer is known for its aggressive approach. ""A spin-off of the Consumer Health division would be a possible way to increase the company's value,"" said Markus Manns, fund manager at Union Investment, to the ""Rheinische Post."" On the other hand, he does not consider a spin-off of the much larger Crop Science agricultural division to be feasible.","The very small fund with an unknown size of stake in Bayer is known for its aggressive approach. ""A spin-off of the Consumer Health division would be a possible way to increase the company's value,"" said Markus Manns, fund manager at Union Investment, to the ""Rheinische Post."" However, he believes that a spin-off of the much larger Crop Science division is not feasible.",0.5175,0.5175,0.4899,0.7283,0.7283,0.7386,0.802,0.802,0.7789,0.8676,0.8676,0.8703
101,"On Saturday, the French once again want to take to the streets in defiance of the planned retirement reforms.","Even on Saturday, the French want to take to the streets again to protest against the planned pension reform.","Even on Saturday, the French intend to take to the streets again to protest against the planned pension reform.",The French plan to take to the streets on Saturday to protest against the planned pension reform.,0.3809,0.3228,0.214,0.6045,0.5689,0.4407,0.7726,0.7735,0.7389,0.889,0.8822,0.8231
104,"There are already many people in France who work past the age of 62 years if they have not paid in long enough to secure a deduction-free pension by the time they reach the age limit. It is barely possible for people to continue working in physically demanding professions, say the opponents of the reform. Moreover, employees want to be able to enjoy their hard-earned pension and not completely destroy their health because of their job.","It seems there is a mix-up in the languages. The text you provided is actually in German, not Hebrew. Here is the translation from German to English:

""Already now, many people in France work beyond the age of 62 if they have not contributed long enough for a full pension by the time they reach the retirement age. In many strenuous professions, people could hardly work longer, according to the opponents of the reform. Moreover, employees want to be able to enjoy their well-deserved retirement and not completely wear out their health on the job.""","Already now, many people in France work beyond the age of 62 if they have not contributed long enough for a full pension by the time they reach retirement age. In many strenuous professions, people could hardly work longer, according to the opponents of the reform. Moreover, employees want to be able to enjoy their well-deserved retirement and not completely wear out their health on the job.","Currently, many people in France work beyond the age of 62 if they have not contributed long enough for a full pension by the time they reach retirement age. In many strenuous professions, people could hardly work longer, according to the opponents of the reform. Moreover, employees want to be able to enjoy their well-deserved retirement and not completely exhaust their health at work.",0.3031,0.3845,0.3766,0.5646,0.5785,0.5545,0.605,0.6964,0.6892,0.7518,0.8346,0.8265
106,"Macron justifies the reform on the grounds that there is a looming deficit in pension funds. Since the population continues to age, employees must fund an increasing number of pensioners with their contributions. In order to maintain pension at a stable level, the population will have to work a bit more. Critics doubt the governmental calculations and advocate for the government finding other sources of money to maintain the equilibrium of the pension system.","The text you provided is actually in German, not Hebrew. Here is the translation to English:

""Macron justifies the reform with an impending deficit in the pension fund. Because the population is getting older, employees would have to cover a growing number of pensioners with their contributions. In order to keep the level of pensions stable, the population would have to work a little more. Critics doubt the government's calculations and demand that the state must find other sources of funding to keep the pension system in balance.""","Macron justifies the reform with an impending deficit in the pension fund. Because the population is getting older, employees would have to cover a growing number of pensioners with their contributions. In order to keep the level of pensions stable, the population would have to work a little more. Critics doubt the government's calculations and demand that the state must find other sources of funding to keep the pension system in balance.","Macron justifies the reform with an impending deficit in the pension fund. Because the population is getting older, employees have to contribute to a growing number of pensioners. To keep the level of pensions stable, the population needs to work a little more. Critics doubt the government's calculations and demand that the state find other sources of funding to maintain the balance of the pension system.",0.246,0.3087,0.223,0.6004,0.63,0.5667,0.7023,0.7641,0.7563,0.81,0.8778,0.8605
107,"However, the government wants to do more than simply fine-tune the retirement age. The increase in the payment duration required for a full pension, decided a few years ago, will be accelerated. In addition, the individual pension systems with privileges for certain professional groups will be abolished. The minimum pension will increase to approximately 1,200 euros.","The text you provided is in German, not Hebrew. Here is the translation from German to English:

""But the government not only wants to adjust the retirement age. The increase in the required contribution period for a full pension, which was decided years ago, is to be accelerated. Additionally, individual pension systems with privileges for certain professional groups are to be abolished. The minimum pension is to be increased to about 1200 euros.""","""But the government not only wants to adjust the retirement age. The increase in the required contribution period for a full pension, which was decided years ago, is to be accelerated. Additionally, individual pension systems with privileges for certain professional groups are to be abolished. The minimum pension is to be increased to about 1200 euros.""","The government not only wants to tweak the retirement age. The planned increase in the required contribution period for a full pension, decided years ago, is to be accelerated. Additionally, privileged pension systems for certain professional groups will be abolished. The minimum pension is to be increased to about 1200 euros.",0.3188,0.4146,0.3684,0.5869,0.5814,0.551,0.7069,0.7631,0.7445,0.7558,0.8356,0.8203
108,"Pension reform is one of the most important projects for President Macron. An initial attempt to implement the reform during the coronavirus pandemic was aborted, and even back then, there were massive demonstrations and strikes. Numerous presidents before Macron made efforts to reform the French pension system with varying levels of success - widespread demonstrations and strikes were all but assured.","The pension reform is considered one of President Macron's most important initiatives. During the COVID-19 pandemic, an initial attempt to implement the reform was abandoned, and even then, there were massive protests and strikes. Several presidents before Macron also attempted, with varying degrees of success, to reform the French pension system—widespread protests and strikes were a certainty for all of them.","The pension reform is considered one of President Macron's most important initiatives. During the COVID-19 pandemic, an initial attempt to implement the reform was abandoned, and even then, there were massive protests and strikes. Many presidents before Macron also attempted, with varying degrees of success, to reform the French pension system—widespread protests and strikes were a certainty for all of them.","The pension reform is regarded as one of President Macron's most important undertakings. During the COVID-19 pandemic, an initial attempt to implement the reform was abandoned, and even then, there were massive protests and strikes. Several presidents before Macron also attempted to reform the French pension system—widespread protests and strikes were inevitable for all of them.",0.2742,0.2742,0.281,0.6577,0.6577,0.6567,0.7762,0.7766,0.7508,0.8618,0.8633,0.8535
113,"Calm, high-pressure weather is expected in Germany until at least midweek. ""If we look at the weather maps, a massive high-pressure system directly over Central Europe is immediately apparent,"" explains meteorologist Markus Übel from the German Weather Service in Offenbach on Saturday. ""Admittedly, this high will move slightly to the east during the course of the next week. However, it will continue to determine the weather in Germany.""","The text you provided is actually in German, not Hebrew. Here is the translation to English:

""In Germany, calm high-pressure weather is expected at least until the middle of the week. 'When looking at the weather maps, a powerful high-pressure area directly over Central Europe immediately catches the eye,' explains meteorologist Markus Übel from the German Weather Service on Saturday in Offenbach. 'Although this high will shift slightly to the east over the course of the next week, it will continue to determine the weather in Germany.'""","In Germany, calm high-pressure weather is expected at least until the middle of the week. ""When looking at the weather maps, a powerful high-pressure area directly over Central Europe immediately catches the eye,"" explains meteorologist Markus Übel from the German Weather Service on Saturday in Offenbach. ""Although this high will shift slightly to the east over the course of the next week, it will continue to determine the weather in Germany.""","In Germany, calm high-pressure conditions are expected at least until the middle of the week. ""When looking at the weather maps, a powerful high-pressure system over Central Europe is immediately noticeable,"" explains meteorologist Markus Übel from the German Weather Service on Saturday in Offenbach. ""Although this high will shift slightly to the east over the course of the next week, it will continue to influence the weather in Germany.""",0.3805,0.5063,0.4653,0.7272,0.7482,0.7324,0.722,0.7858,0.7813,0.8103,0.8586,0.8676
114,"However, calm, high-pressure weather in winter does not necessarily also mean sunny weather, says Übel. ""This type of high may even be quite nasty and cover the people living in the lowlands in dreary, dense fog for days, while the higher mountain slopes are covered in nothing but sunshine.""","The text you provided is actually in German, not Hebrew. Here's the translation to English:

""However, calm high-pressure weather in winter does not necessarily mean sunny weather, says Übel. 'Such a high can even be quite nasty and bring people in the lowlands days of dreary high fog gray, while in the high altitudes of the low mountain ranges there is pure sunshine.'""","However, calm high-pressure weather in winter does not necessarily mean sunny weather, says Übel. ""Such a high can even be quite nasty and bring people in the lowlands days of dreary high fog gray, while in the high altitudes of the low mountain ranges there is pure sunshine.""","However, calm high-pressure weather in winter does not necessarily mean sunny weather, says Übel. ""Such a high can even be quite nasty and bring days of dreary gray fog to people in the lowlands, while in the high altitudes of the low mountain ranges there is clear sunshine.""",0.2625,0.3667,0.3667,0.5443,0.5745,0.561,0.5812,0.674,0.7496,0.7539,0.8175,0.8571
115,"Therefore, Sunday will start off with an opaque fog in most regions. According to the German Weather Service, there may also be some rain from the Erz mountain range and Thuringian Forest to Lower Bavaria. The heavy cloud cover will lift during the course of the day and sunshine will increase in frequency, mostly along the edge of the Alps, but also in the southwest and in some areas of the west. The rest of the country will remain under heavy cloud cover or heavy fog. Temperatures will reach 4 to 9 degrees, with up to 10 degrees near the Rhine.","The text you provided is in German, not Hebrew. Here is the translation from German to English:

""Sunday starts off in most regions with foggy and overcast conditions. According to the DWD, it may also rain a little from the Ore Mountains and the Thuringian Forest to Lower Bavaria. Especially along the edge of the Alps, but also in the southwest and partly in the west, the cloud cover will break up during the day and the sun will appear more frequently. In the rest of the country, it remains heavily clouded or covered with high fog. Temperatures reach 4 to 9 degrees, around 10 degrees near the Rhine.""","Sunday starts off in most regions with foggy and overcast conditions. According to the DWD, it may also rain a little from the Ore Mountains and the Thuringian Forest to Lower Bavaria. Especially along the edge of the Alps, but also in the southwest and partly in the west, the cloud cover will break up during the day and the sun will appear more frequently. In the rest of the country, it remains heavily clouded or covered with high fog. Temperatures reach 4 to 9 degrees, around 10 degrees near the Rhine.","Sunday begins with foggy and overcast conditions in most regions. According to the German Weather Service (DWD), it may also rain a little from the Ore Mountains and the Thuringian Forest to Lower Bavaria. Especially along the edge of the Alps, but also in the southwest and partly in the west, the cloud cover will break up during the day and the sun will shine more often. In the rest of the country, it remains heavily clouded or covered by high fog. Temperatures reach 4 to 9 degrees, around 10 degrees near the Rhine.",0.3164,0.3484,0.3955,0.544,0.556,0.5707,0.6321,0.6675,0.6885,0.7685,0.8107,0.812
116,"On Monday, the gradually increasing sunshine will eat away at the dense fog again, causing it to dissipate more and more during the course of the day,"" says the meteorologist. Sunshine is expected throughout the day at the edge of the Alps, on the higher mountain slopes, and in parts of North Rhine-Westphalia, while other areas will remain covered in dense fog for some time. Daily highs will be between 5 and 9 degrees, with up to 11 degrees in the lower Rhine region, and only 3 degrees in the southeast, which will be permanently covered in fog. A weak wind will come in from various directions.","The text you provided is actually in German, not Hebrew. Here is the translation to English:

""On Monday, the gradually strengthening sun will once again nibble away at the high fog and can dissolve it more and more over the course of the day,"" says the meteorologist. Along the edge of the Alps, in the high altitudes of the Central Uplands, and in parts of North Rhine-Westphalia, sunshine is expected all day, while elsewhere it will have to fight its way through the high fog layer. The maximum temperatures will be between 5 and 9 degrees, around 11 degrees in the Lower Rhine, while in the persistent gray in the southeast, only about 3 degrees are expected. In addition, a light wind will blow from different directions.","""On Monday, the gradually strengthening sun will once again nibble away at the high fog and can increasingly dissolve it over the course of the day,"" says the meteorologist. Along the edge of the Alps, in the high altitudes of the Central Uplands, and in parts of North Rhine-Westphalia, sunshine is expected all day, while elsewhere it will have to fight its way through the high fog cover. The maximum temperatures will be between 5 and 9 degrees, around 11 degrees in the Lower Rhine, while in the persistent gray weather in the southeast, only about 3 degrees are expected. In addition, a light wind will blow from different directions.","""On Monday, the gradually strengthening sun will once again gradually dissipate the high fog layer and can dissolve it more and more over the course of the day,"" says the meteorologist. Along the edge of the Alps, in the high altitudes of the Central Uplands, and in parts of North Rhine-Westphalia, sunshine is expected all day, while elsewhere it will have to fight its way through the high fog layer. The maximum temperatures will be between 5 and 9 degrees, around 11 degrees in the Lower Rhine, while in the persistent gray skies in the southeast, only about 3 degrees are expected. In addition, a light wind will blow from different directions.",0.2978,0.3342,0.331,0.5238,0.5108,0.5205,0.6274,0.6795,0.6887,0.7575,0.793,0.7906
117,"Stubborn fog or dense fog may appear again in some low lying areas on Tuesday. Otherwise, the weather will be cheerful once the fog disappears. Sunshine throughout the day is forecast for the mountain slopes, large areas of North Rhine-Westphalia, and along the edge of the Alps. The temperatures will rise to between 5 and 11 degrees, depending on the amount of sunshine.","The text you provided is actually in German, not Hebrew. Here is the translation to English:

""On Tuesday, in some lowlands, there may once again be only a slow dissipation of fog or high fog. Otherwise, the weather will be clear after the fog clears. In high altitudes, in large parts of North Rhine-Westphalia, and at the edge of the Alps, the sun is expected to shine all day according to the forecasts. Temperatures will climb to between 5 and 11 degrees, depending on the sunshine.""","On Tuesday, in some lowlands, there may once again be only a slow dissipation of fog or high fog. Otherwise, the weather will be clear after the fog clears. In high altitudes, in large parts of North Rhine-Westphalia, and at the edge of the Alps, the sun is expected to shine all day according to the forecasts. Temperatures will climb to between 5 and 11 degrees Celsius, depending on the sunshine.","On Tuesday, in some lowlands, there may once again be only a slow dissipation of fog or high fog. Otherwise, the weather will be bright after the fog clears. In high altitudes, in large parts of North Rhine-Westphalia, and at the edge of the Alps, the sun is forecasted to shine all day. Temperatures will climb to between 5 and 11 degrees, depending on the sunshine.",0.2491,0.2819,0.3282,0.5478,0.5403,0.5828,0.6267,0.6876,0.6919,0.753,0.8061,0.8197
119,The defeated favorite Sofia Goggia appeared extremely disappointed after she was disqualified during the downhill in the Alpine World Ski Championships.,The defeated top favorite Sofia Goggia expressed her deep disappointment after her exit in the downhill event at the Alpine Ski World Championships.,The defeated top favorite Sofia Goggia expressed her deep disappointment after her elimination in the downhill event at the Alpine Ski World Championships.,"Top favorite Sofia Goggia, who was defeated, expressed her severe disappointment after her exit in the downhill event at the Alpine Ski World Championships.",0.0801,0.0801,0.068,0.6311,0.6311,0.5091,0.7168,0.755,0.7044,0.8399,0.8467,0.8293
121,"""I'm sad, because I was not able to bring my A-game,"" the Italian told ZDF after she straddled one of the gates and was disqualified. At least the 30-year-old was able to narrowly avoid a potentially serious fall.","The text you provided is actually in German, not Hebrew. Here is the translation to English:

""I am sad because I did not perform as well as I can,"" said the Italian on ZDF, after she had a hand in a goal and was eliminated. At least the 30-year-old was able to prevent a potentially serious fall just in time.","""I am sad because I did not perform as well as I can,"" said the Italian on ZDF, after she hooked on a gate and was eliminated. At least the 30-year-old was able to prevent a potentially serious fall just in time.","""I feel disappointed because I did not perform as well as I can,"" said the Italian on ZDF, after she tangled with a gate and was eliminated. At least the 30-year-old was able to prevent a potentially serious fall just in time.",0.1796,0.2628,0.2605,0.5029,0.5173,0.5173,0.5138,0.6174,0.6344,0.7212,0.744,0.7807
122,"Goggia has been the dominant downhill athlete during the World Championships. She has won four of the six races of the season to date in this discipline. After being awarded a gold medal in Pyeongchang in 2018, she was awarded silver during the 2022 Winter Olympic Games in Beijing. Goggia, who is known for her risky maneuvres, will have to wait for a World Championship medal in her specialty event. She was absent from the event on her home turf at Cortina d'Ampezzo two years ago due to injury.","It seems there is a mix-up in the text provided. The text is actually in German, not Hebrew. Here's the translation from German to English:

""Goggia has been the dominant downhill skier in the World Cup for years. She has won four of the six races in this discipline so far this season. After winning gold in Pyeongchang in 2018, she took silver at the 2022 Winter Olympics in Beijing. However, Goggia, who is known for her risky style of skiing, still has to wait for a World Championship medal in her favorite discipline. She missed her home race in Cortina d'Ampezzo two years ago due to injury.""","Goggia has been the dominant downhill skier in the World Cup for years. She has won four of the six races in this discipline so far this season. After winning gold in Pyeongchang in 2018, she took silver at the 2022 Winter Olympics in Beijing. However, Goggia, who is known for her risky style of skiing, still has to wait for a World Championship medal in her favorite discipline. She missed her home race in Cortina d'Ampezzo two years ago due to injury.","Goggia has been the dominant downhill skier in the World Cup for years, winning four of the six races in this discipline so far this season. After winning gold in Pyeongchang in 2018, she took silver at the 2022 Winter Olympics in Beijing. However, Goggia, known for her risky style of skiing, is still waiting for a World Championship medal in her favorite discipline. She missed her home event in Cortina d'Ampezzo two years ago due to injury.",0.3717,0.4684,0.3627,0.6526,0.6462,0.5884,0.6182,0.7106,0.7091,0.7472,0.8144,0.8072
128,Personal description: slim build,"The text you provided is actually in German, not Hebrew. The translation to English is:

""Person description: slim figure""",Person description: slender build,Description: slim figure.,0.0375,0.1257,0.1136,0.3409,0.9922,0.4808,0.5253,0.6768,0.6495,0.547,0.8281,0.8374
134,Zelensky and his ministers oppose Russian participation in the Olympics,"The text you provided is actually in German, not Hebrew. It translates to English as: ""Selenskyj and minister against Russia's Olympic participation.""",Selenskyj and ministers against Russia's Olympic participation.,Selenskyj and the minister oppose Russia's participation in the Olympics.,0.0085,0.0282,0.2346,0.2232,0.1546,0.5625,0.4306,0.5745,0.6157,0.5404,0.8642,0.8976
143,The German Ministry of the Interior also took a stand,"The phrase you provided is actually in German, not Hebrew. In English, it translates to: ""The Federal Ministry of the Interior also takes a position.""",The Federal Ministry of the Interior also states its position.,The Federal Ministry of the Interior also expresses a position.,0.1221,0.3672,0.3816,0.5847,0.5889,0.6724,0.5472,0.6549,0.6721,0.5777,0.7933,0.8101
144,"The German Ministry of the Interior, which is responsible for sport, followed this up by explaining that it also affirmed the rejection of the participation of Russian and Belarusian athletes in Paris. ""From our perspective, there is no reason to invite Russian and Belarusian sports to return to competition. The unconditional solidarity and support of the international sporting community must apply to the Ukrainian athletes. The efforts of the IOC to once again include Russian and Belarusian athletes is the wrong way to go about it,"" shared a speaker for the Ministry of the Interior when asked by the dpa.","The text you provided is in German, not Hebrew. Here is the translation from German to English:

The Federal Ministry of the Interior responsible for sports stated afterward that it had reaffirmed during the consultations its rejection of the participation of Russian and Belarusian athletes in Paris. ""From our perspective, there is no reason to invite Russian and Belarusian sports back into competitions. The Ukrainian athletes must continue to receive the unrestricted solidarity and support of the international sports community. The IOC's efforts to reintegrate Russian and Belarusian athletes is the wrong path,"" a spokesperson for the Ministry of the Interior said in response to a dpa inquiry.","The Federal Ministry of the Interior responsible for sports stated afterward that it had reaffirmed during the consultations its rejection of the participation of Russian and Belarusian athletes in Paris. ""From our perspective, there is no reason to invite Russian and Belarusian sports back into competitions. The Ukrainian athletes must continue to receive the unrestricted solidarity and support of the international sports community. The IOC's efforts to reintegrate Russian and Belarusian athletes is the wrong path,"" a spokesperson for the Ministry of the Interior said in response to a dpa inquiry.","The Federal Ministry of the Interior, which is responsible for sports, stated afterward that it had reaffirmed during the consultations its rejection of the participation of Russian and Belarusian athletes in Paris. ""From our perspective, there is no reason to invite Russian and Belarusian athletes back into competitions. The Ukrainian athletes must continue to receive the unrestricted solidarity and support of the international sports community. The IOC's efforts to reintegrate Russian and Belarusian athletes are misguided,"" a spokesperson for the Ministry of the Interior said in response to a dpa inquiry.",0.4126,0.4419,0.45,0.5896,0.5603,0.5274,0.5916,0.6454,0.6442,0.7823,0.805,0.801
148,"""Hey, sexy butt!"" whistling at the female jester in a short, sexy costume and making suggestive remarks: All of this falls under the term ""catcalling"" (i.e. catcalling). Nothing less than a form of public, verbal, sexual harassment is hiding behind this term.","The text you provided is actually in German, not Hebrew. Here is the translation to English:

""Hey, nice ass!"", whistling after the jester in the skimpy sexy costume and shouting lewd comments: All of this falls under the term ""catcalling"" (German: Katzenrufe). Behind this term lies nothing less than a form of verbal sexual harassment in public spaces.","""Hey, nice ass!"", whistling after the female jester in the skimpy sexy costume and shouting lewd comments: All of this falls under the term ""catcalling"" (German: Katzenrufe). Behind this term lies nothing less than a form of verbal sexual harassment in public spaces.","""Hey, nice backside!"", whistling after the female participant in the skimpy sexy costume and shouting lewd comments: All of this falls under the term ""catcalling"" (German: Katzenrufe). Behind this term lies nothing less than a form of verbal sexual harassment in public spaces.",0.2679,0.3807,0.3513,0.5847,0.6132,0.5872,0.584,0.6537,0.6106,0.7524,0.8186,0.8181
150,Half of the vehicles have been lost? USA sees that Moscow's tank inventory has been starkly reduced,"It seems there is a mix of German and English in your text. The text translates from German to English as:

""Half of the vehicles lost? USA sees Moscow's tank inventory heavily decimated.""","""Half of the vehicles lost? The USA sees Moscow's tank inventory significantly reduced.""","""Half of the vehicles lost? The USA observes a significant reduction in Moscow's tank inventory.""",0.1725,0.3086,0.2698,0.4749,0.4618,0.2855,0.6709,0.8171,0.7839,0.623,0.8508,0.844
153,"Wallander gave no further details on the number of tanks that have been captured and destroyed, according to the U.S. estimate, during an online event held by the think tank Center for a New American Security.","It seems there is a mix-up in the languages. The text you provided is actually in German, not Hebrew. Here is the translation from German to English:

""Wallander did not provide further details on the number of tanks seized and destroyed according to US estimates during an online event by the think tank Center for a New American Security.""",Wallander did not provide further details on the number of tanks seized and destroyed according to US estimates during an online event by the think tank Center for a New American Security.,"During an online event by the think tank Center for a New American Security, Wallander did not provide further details on the US estimates of the number of tanks that were both seized and subsequently destroyed.",0.2925,0.4908,0.4312,0.615,0.6907,0.6426,0.6413,0.7849,0.728,0.7304,0.8768,0.8671
154,"Ukraine will receive battle tanks from multiple Western allies in the coming weeks. Great Britain agreed to deliver Challenger 2 battle tanks to Kyiv in March. Germany will deliver a battalion of Leopard 2 tanks to Ukraine by April in coalition with other states. The USA has also agreed to deliver a battalion of 31 Abrams battle tanks. However, their delivery is most likely to take significantly longer.","It seems there is a mistake in your request. The text you provided is in German, not Hebrew. Here is the translation from German to English:

""Ukraine is set to receive battle tanks from several Western allies in the coming weeks. The United Kingdom has promised Kyiv the delivery of Challenger 2 tanks for March. Germany, in a coalition with other countries, plans to deliver a battalion of Leopard 2 tanks to Ukraine by April. The USA has also promised a battalion of 31 Abrams tanks. However, their delivery is expected to take significantly longer.""","Ukraine is set to receive battle tanks from several Western allies in the coming weeks. The United Kingdom has promised Kyiv the delivery of Challenger 2 tanks for March. Germany, in a coalition with other countries, plans to deliver a battalion of Leopard 2 tanks to Ukraine by April. The USA has also promised a battalion of 31 Abrams tanks. However, their delivery is expected to take significantly longer.","Ukraine is expected to receive battle tanks from several Western allies in the coming weeks. The United Kingdom has promised Kiew the delivery of Challenger 2 tanks for March. Germany, in a coalition with other countries, plans to deliver a battalion of Leopard 2 tanks to Ukraine by April. The USA has also committed to providing a battalion of 31 Abrams tanks. However, their delivery is expected to take significantly longer.",0.3517,0.4966,0.4838,0.663,0.6936,0.7009,0.6809,0.7886,0.7732,0.7923,0.8768,0.8807
158,Fuss over the appointment to a military position,"The text you provided is actually in German, not Hebrew. In English, it translates to: ""Commotion over appointment in the army.""",Commotion over staffing decision in the army.,Commotion over the army appointment.,0.0095,0.033,0.0685,0.1613,0.1266,0.2435,0.4398,0.5931,0.6578,0.5589,0.673,0.6365
159,"This is because the post, which would have been occupied by the former Military History Museum (MHM) Director Christian Ortner, was not advertised. The academy's staff representative, Herwig Jedlaucnik, suspects post corruption and abuse of office. Minister of Defense Klaudia Tanner (Austrian People's Party) defended the approach.","The position that the former director of the Museum of Military History (HGM), Christian Ortner, will hold in the future was not advertised. The staff representative of the academy, Herwig Jedlaucnik, suspects corruption and abuse of office. Defense Minister Klaudia Tanner (ÖVP) defends the procedure.","The position that the former director of the Museum of Military History (HGM), Christian Ortner, will hold in the future was not advertised. The staff representative of the academy, Herwig Jedlaucnik, suspects corruption and abuse of office. Defense Minister Klaudia Tanner (ÖVP) defends the procedure.","The position that the former director of the Museum of Military History (HGM), Christian Ortner, will assume was not advertised. The staff representative of the Academy of Sciences, Herwig Jedlaucnik, suspects corruption and abuse of office. Minister of Defense Klaudia Tanner (Austrian People's Party) defends the decision.",0.2751,0.2751,0.4534,0.5461,0.5461,0.6629,0.659,0.659,0.6578,0.7553,0.7553,0.7815
160,"No advertisement was necessary because the appointment was to a previously unoccupied post, according to the minister. She refused to comment on ""speculation regarding a liberal staff representative."" Ortner was let go last year after 17 years as the head of the MHM. In addition to criticism regarding the museum's handling of Austria's military history, he was also confronted with serious allegations of bullying. Tanner believes that these have been resolved.","The text you provided is actually in German, not Hebrew. Here is the translation to English:

""A tender was not necessary because the appointment was to a previously unoccupied position, according to the minister. She did not want to comment on 'speculations of a freedom-oriented staff representative.' Ortner was replaced last year after 17 years at the helm of the HGM. In addition to criticism of the museum's handling of Austria's military past, he faced serious accusations of bullying. These have been cleared from Tanner's perspective.""","A tender was not necessary because the appointment was to a previously unoccupied position, according to the minister. She did not want to comment on ""speculations of a freedom-oriented staff representative."" Ortner was replaced last year after 17 years at the helm of the HGM. In addition to criticism of the museum's handling of Austria's military past, he faced serious accusations of bullying. These have been cleared from Tanner's perspective.","A tender was unnecessary as the appointment was for a previously unoccupied position, according to the minister. She did not want to comment on ""speculations of a representative from the Freedom Party."" Ortner was replaced last year after 17 years at the helm of the Museum of Military History (HGM). In addition to criticism of the museum's handling of Austria's military past, he faced serious accusations of bullying. According to Tanner, these accusations have been cleared.",0.3287,0.4529,0.335,0.6343,0.6827,0.5719,0.5822,0.6359,0.6362,0.7591,0.7987,0.821
161,"Jedlaucnik also doubts that Ortner is a suitable candidate. He is an expert on the First World War and wars of the monarchy, but the Institute is concerned with current issues in security policy.","It seems there is a mix-up in the languages provided. The text you provided is actually in German, not Hebrew. Here is the translation from German to English:

""Jedlaucnik also doubts Ortner's suitability in terms of content. He is an expert on the First World War and the wars of the monarchy, but the institute deals with current issues of security policy.""","Jedlaucnik also doubts Ortner's suitability in terms of content, as Ortner is specifically an expert on the First World War and the wars of the monarchy, whereas the institute deals with current issues of security policy.","Jedlaucnik also doubts Ortner's suitability regarding content; he is an expert on the First World War and the wars of the monarchy, but the institute focuses on current questions of security policy.",0.2792,0.3659,0.4423,0.6899,0.7218,0.6536,0.6227,0.7381,0.7724,0.6527,0.7945,0.8494
162,"The Social Democratic Party of Austria requested that Tanner explain the ""unusual procedure."" The decision suggested the ""semblance of position manipulation,"" said Robert Laimer, Speaker of Defense for the Social Democratic Party of Austria. The Neos demanded that Tanner withdraw the appointment. Douglas Hoyos, State Defense Speaker, believes that the Austrian People's Party is ""up to their ears in a cesspool of corruption."" He announced a parliamentary inquiry into the subject.","The SPÖ demands clarification from Tanner regarding the ""unusual appointment process."" The decision has the ""appearance of cronyism,"" says SPÖ defense spokesperson Robert Laimer. The Neos are calling on Tanner to revoke the appointment. The ÖVP is ""still neck-deep in the swamp of corruption,"" stated Douglas Hoyos, spokesperson for national defense. He announced a parliamentary inquiry on the matter.","The SPÖ demands clarification from Tanner regarding the ""unusual appointment process."" The decision has the ""appearance of cronyism,"" says SPÖ defense spokesperson Robert Laimer. The Neos are calling on Tanner to revoke the appointment. The ÖVP is ""still neck-deep in the swamp of corruption,"" stated Douglas Hoyos, spokesperson for national defense. He announced a parliamentary inquiry on the matter.","The Social Democratic Party of Austria demands clarification from Defense Minister Tanner regarding the ""unusual appointment process."" The decision gives the ""appearance of cronyism,"" says SPÖ defense spokesperson Robert Laimer. NEOS – The New Austria and Liberal Forum is calling on Defense Minister Tanner to revoke the appointment. The Austrian People's Party is ""still deeply entrenched in corruption,"" stated Douglas Hoyos, spokesperson for defense. He announced a parliamentary inquiry on the matter.",0.1434,0.1434,0.2492,0.3491,0.3491,0.4673,0.6103,0.6103,0.5528,0.7542,0.7542,0.7644
163,Carnival: First revelers brought down by the costs,Carnival: First jesters buckle under costs,Carnival: First carnival-goers succumb to costs,Carnival: First revelers struggle with rising costs,0.132,0.132,0.3226,0.3276,0.3276,0.4747,0.3883,0.6301,0.6824,0.5507,0.713,0.7611
