index,original,single_agent_translation,single_agent_improved_translation
386,"In 1998-06 Gamefan, in relation to the long development of the first Unreal game, Jason Schrieber commented,","В 1998-06 Gamefan, в связи с длительной разработкой первой игры Unreal, Джейсон Шрайбер прокомментировал:","В 1998 году в журнале Gamefan, комментируя длительную разработку первой игры Unreal, Джейсон Шрайбер сказал:"
387,"""A good game is only late until it ships.","Хорошая игра только поздно, пока она не выйдет.","Хорошая игра может быть отложена, но в конечном итоге выйдет."
388,"A bad game is bad forever.""","""Плохая игра плоха навсегда.""","""Плохая игра остается плохой навсегда."""
391,"An earlier issue of GamePro 1997-11 has a quote with far more ambiguity,","""Более ранний выпуск GamePro 1997-11 содержит цитату с гораздо большей неоднозначностью.""","""В более раннем выпуске GamePro за 1997-11 содержится цитата с гораздо большей двусмысленностью."""
402,There's areas that could use some polish.,"Есть области, которые могли бы использовать немного полировки.",Некоторые области нуждаются в доработке.
404,"Fix those minor issues, and then can we have more of these please?","Исправьте эти незначительные проблемы, а затем можно ли получить еще больше таких?","Исправьте эти незначительные проблемы, и тогда можно ли получить еще больше таких?"
410,We visited for a couple hours on my porch.,Мы посетили на пару часов на моем крыльце.,Мы провели пару часов на моем крыльце.
420,"The eight-eyed Repnids seem to be watching as you settle the flyer down on the red soil, but they make no move towards you, in fact they are motionless as you climb out of the flyer and walk slowly towards them.","Восьмиглазые репниды, кажется, наблюдают, как вы опускаете флаер на красную почву, но они не предпринимают никаких действий в вашу сторону, на самом деле они неподвижны, когда вы выбираетесь из флаера и медленно идете к ним.","Восьмиглазые репниды, кажется, наблюдают, как вы опускаете летательный аппарат на красную почву, но они не двигаются в вашу сторону, оставаясь неподвижными, когда вы выходите из аппарата и медленно направляетесь к ним."
421,"The ground beneath your feet begins to tremble and then shake, as if in an earthquake and you lose your footing, though the Repnids seem unaffected.","Земля под вашими ногами начинает дрожать, а затем трястись, как при землетрясении, и вы теряете равновесие, хотя Репниды, кажется, не затронуты.","Земля под вашими ногами начинает дрожать, а затем трястись, как при землетрясении, и вы теряете равновесие, хотя вы, кажется, не затронуты."
422,The rock beneath you gives way suddenly.,Под вами внезапно уступает скала.,Под вами внезапно разверзается скала.
424,"The end is swift, as several pairs of fangs inject their deadly venom and the air of Dyskra contaminates your lungs.","Конец быстр, так как несколько пар клыков вводят свой смертельный яд, и воздух Дыскры загрязняет ваши легкие.","Смерть приходит быстро, когда несколько пар клыков вводят свой смертельный яд, и воздух Дыскры тут же отравляет ваши легкие."
432,"You decide that establishing contact again would be dangerous and return to your flyer, but the experience has cleared your mind which had been befuddled ever since you jumped into the future.","Вы решаете, что повторное установление контакта было бы опасным, и возвращаетесь к своему летательному аппарату, но этот опыт прояснил ваш ум, который был запутан с тех пор, как вы прыгнули в будущее.","Вы решаете, что установление контакта снова было бы опасным, и возвращаетесь к своему летательному аппарату, но этот опыт прояснил ваш ум, который был запутан с тех пор, как вы прыгнули в будущее."
434,Note that you have used up another polybdenum rod as you jump.,"Примечание, что вы использовали еще один стержень полибдена, когда прыгали.","Обратите внимание, что вы израсходовали еще один стержень полибдена во время прыжка."
439,I found a unevenly spun silver gray yarn that is mostly finely spun with lumps.,"Я нашел неравномерно спряденную серебристо-серую пряжу, которая в основном тонко спряденная с комками.","Я нашел неравномерно спряденную серебристо-серую пряжу, которая в основном тонко спряденная с комками."
440,I plan on mixing it with a fine purple/lilac variegated cotton.,Я планирую смешать его с тонким пурпурно-сиреневым вариегатным хлопком.,Я планирую смешать его с тонким хлопком с пурпурно-сиреневым вариегатным узором.
449,"I hit most of the classics before eighteen--though that's more a reflection of living in bumfuck nowhere, I also read the 1979 Encyclopedia Brittanica in desperation.","Я освоил большинство классических произведений до восемнадцати лет, хотя это больше отражает тот факт, что я жил в глуши. Я также в отчаянии прочитал Британскую энциклопедию 1979 года.","Я прочитал большинство классических произведений до восемнадцати лет, хотя это больше отражает тот факт, что я жил в глуши. Я также в отчаянии прочитал Британскую энциклопедию 1979 года."
452,"And that's also even though I haven't slept as well here for the last two nights as I do at home, and get a little #MECFS ed out from simply being in a strange environment where I'm less able to pace myself and have to remember where things are.","И это даже несмотря на то, что я не так хорошо спал здесь последние две ночи, как дома, и немного устаю от #MECFS, просто находясь в незнакомой обстановке, где я менее способен контролировать свой темп и должен помнить, где находятся вещи.","Это даже несмотря на то, что я не так хорошо спал здесь последние две ночи, как дома, и чувствую себя немного истощенным из-за #MECFS, просто находясь в незнакомой обстановке, где я менее способен контролировать свой темп и должен помнить, где находятся вещи."
454,Humanity is out in 5 days.,Человечество выходит через 5 дней.,Человечество исчезнет через 5 дней.
457,I like it but will it be able to attract an audience of the right players?,"Мне это нравится, но сможет ли оно привлечь аудиторию правильных игроков?","Мне это нравится, но сможет ли оно привлечь подходящую аудиторию игроков?"
463,Came home on my lunch break to see this sitting outside uwu.,Пришёл домой на обеденный перерыв и увидел это снаружи uwu.,Я вернулся домой на обеденный перерыв и увидел это сидящим снаружи.
467,Was it overly cute to the point of being twee?,"Это было чрезмерно милым до такой степени, что стало приторным?","Это было чересчур милым, почти приторным?"
474,Did she owe someone money?,Она кому-то должна была деньги?,Она кому-то должна деньги?
480,"Good critique is there to correct the problem quickly, and isn't directed at your ability.","Хороший критический анализ направлен на быстрое исправление проблемы, а не на вашу способность.","Конструктивная критика направлена на быстрое исправление проблемы, а не на оценку ваших способностей."
487,But for strong and firm future growth.,Но для сильного и твердого будущего роста.,Но для уверенного и стабильного будущего роста.
489,"She was on her way to the wall, he was coming off duty.","Она направлялась к стене, он заканчивал службу.","Она направлялась к стене, а он заканчивал свою смену."
493,One block-printed word.,одно блокированное слово,одно печатное блочным способом слово
