index,original,translated,audience_appropriateness_annotation
213,"So with a new #FFXIV raid tier approaching, I've long been thinking ""man, I'd like to try proper raiding, but Party Finder sounds like a mess, and I'm never gonna find a static that'll have me.""","Итак, с приближением нового рейдового уровня #FFXIV я давно думал: ""Эх, хотелось бы попробовать настоящий рейд, но поиск группы кажется беспорядочным, и я никогда не найду статичную группу, которая меня возьмет"".","MQM annotations:
audience appropriateness errors:
[Minor]: CULTURE-SPECIFIC REFERENCE - The term ""Party Finder"" may not be familiar to the Russian audience and could benefit from further explanation or a more culturally-relevant term.
[Minor]: CULTURE-SPECIFIC REFERENCE - The term ""static"" (referring to a fixed group of players) may not be a common concept in the Russian gaming community and could be rephrased in a more understandable way."
215,I'll make my own static!,Я сделаю свой собственный статический!,"MQM annotations:
audience appropriateness error:
[Major]: CULTURE-SPECIFIC REFERENCE - The phrase ""make my own static"" is a colloquial English expression that may not be easily understood by a Russian audience. A more direct translation would be more appropriate."
216,"Full of people too anxious to try joining a raid static, with no expectations of being good at all!","Полный людей, слишком тревожных, чтобы попробовать присоединиться к статическому рейду, без каких-либо ожиданий быть хорошим во всем!","MQM annotations:
audience appropriateness errors:
[Major]: CULTURE-SPECIFIC REFERENCE - The phrase ""статический рейд"" (static raid) is a term from the gaming/online community that may not be widely understood by the general Russian audience.
[Minor]: CULTURE-SPECIFIC REFERENCE - The phrase ""быть хорошим во всем"" (being good at everything) may be interpreted as an unrealistic or unattainable expectation, which could be perceived as inappropriate or insensitive for the target audience."
219,I was a voracious reader in my youth.,Я был ненасытным читателем в молодости.,"MQM annotations:
audience appropriateness error:
[minor]: culture-specific reference - The phrase ""ненасытным читателем"" (voracious reader) may have a slightly stronger or more intense connotation in Russian compared to the English source, which could be perceived as unusual or inappropriate for some target audiences."
221,"But, after ~decades~ of reading next to nothing (with the exception of functional work-related non-fiction stuff and an occasional self-help book) I set a goal to read 23 books in 2023.","Но после ~десятилетий~ чтения практически ничего (за исключением функциональной нефикционной литературы, связанной с работой, и редких книг по саморазвитию) я поставил себе цель прочитать 23 книги в 2023 году.","MQM annotations:
audience appropriateness error:
[minor]: culture-specific reference - The phrase ""~decades~"" may not be a common way to express the passage of time in the Russian cultural context, and could be perceived as unusual or awkward."
226,I wanna see these companies that intermediate transactions explain to their customers how they set their percentages.,"Я хочу, чтобы эти компании, которые посредничают в транзакциях, объяснили своим клиентам, как они устанавливают свои проценты.","MQM annotations:
Audience Appropriateness Errors
[Major]: CULTURE-SPECIFIC REFERENCE - The term ""transactions"" may not be commonly understood by all Russian-speaking customers, who may be more familiar with the term ""payments"" or ""financial operations"" in this context.
[Minor]: WRONG LANGUAGE VARIETY - The phrase ""устанавливают свои проценты"" may sound more formal or bureaucratic than the intended casual/conversational tone of the source text. A more colloquial phrasing like ""как они рассчитывают свои комиссии"" could be more appropriate."
228,"But if Spotify has a good quarter, they will.","Но если у Spotify будет хороший квартал, они.","MQM annotations:
audience appropriateness error:
[Major]: CULTURE-SPECIFIC REFERENCE - The translation is missing the end of the sentence, which likely contains important information for the target audience. This leaves the meaning incomplete and potentially confusing."
229,Is it a danger to let migrants in at the southern border? I dunno.,Является ли опасностью впускать мигрантов на южную границу? Не знаю.,"MQM annotations:
audience appropriateness errors:
[Minor]: [CULTURE-SPECIFIC REFERENCE] - The phrase ""southern border"" may not be a familiar or relevant concept for the Russian audience, as the geographical context is specific to the United States."
230,Let them rehabilitate the hollowed out and decaying cities across the country. Again.,Пусть они восстановят опустошенные и разрушающиеся города по всей стране.,"MQM annotations:
audience appropriateness error:
[Minor]: CULTURE-SPECIFIC REFERENCE - The phrase ""again"" may not be as culturally appropriate in the Russian translation, as it could imply a repeated or cyclical process of rehabilitation that may not resonate well with the target audience."
238,There are still going to be jobs that can be accomplished remotely for the foreseeable future.,"Будут по-прежнему существовать рабочие места, которые можно выполнять удаленно в обозримом будущем.","MQM annotations:
Audience Appropriateness Errors
[Minor]: [CULTURE-SPECIFIC REFERENCE] - The term ""обозримом будущем"" (foreseeable future) may not be a common or natural expression in the Russian language and could be less familiar to the target audience."
239,Remote work is enabling.,Удаленная работа позволяет.,"MQM annotations:
audience appropriateness error:
[Major]: CULTURE-SPECIFIC REFERENCE - The translation ""Удаленная работа позволяет"" does not convey the same meaning as the English source ""Remote work is enabling."" The Russian translation lacks the nuance of ""enabling"" and may not resonate as well with the target audience."
240,"It enables people to work in comfortable spaces and not stuffy, noisy offices.","Это позволяет людям работать в комфортных пространствах, а не в душных, шумных офисах.","MQM annotations:
audience appropriateness error:
[minor]: culture-specific reference - The phrase ""душных, шумных офисах"" (stuffy, noisy offices) may not resonate as strongly with the Russian audience as it does with the English-speaking audience, as the cultural connotations of ""stuffy, noisy offices"" may differ."
242,It enables people to avoid lengthy commutes that take time away from their day and their families.,"Это позволяет людям избегать длительных поездок, которые отнимают время у них и их семей.","MQM annotations:
audience appropriateness error:
[minor]: culture-specific reference - The phrase ""lengthy commutes"" may not be as culturally relevant or understandable for the Russian audience, as the concept of long commutes may not be as prevalent in some regions of Russia."
250,"""You are the carbon they are trying to reduce.""","Вы - углерод, который они пытаются сократить.","MQM annotations:
audience appropriateness error:
[Minor]: [CULTURE-SPECIFIC REFERENCE] - The phrase ""углерод, который они пытаются сократить"" may not be immediately clear to the target Russian audience, as it refers to a specific environmental context that may not be widely understood."
251,"So like from the beginning for all my birthdays in the past, I always had rough ones.",С самого начала на все мои дни рождения в прошлом у меня всегда были трудные.,"MQM annotations:
audience appropriateness errors:
[Major]: [CULTURE-SPECIFIC REFERENCE] - The phrase ""трудные"" (difficult/rough) may not accurately convey the intended meaning of ""having a hard time"" or ""facing challenges"" on one's birthdays in the past, which is a more common cultural expression in English."
257,And today is already becoming a great day!,И сегодня уже становится прекрасным днём!,"MQM annotations:
audience appropriateness error:
[Minor]: [CULTURE-SPECIFIC REFERENCE] - The phrase ""прекрасным днём"" may be perceived as overly formal or poetic in the target Russian culture, and a more colloquial expression would be more appropriate."
258,Winter is 30 days away in this little part of the Great Southern World.,Зима наступит через 30 дней в этой маленькой части Великого Южного Мира.,"MQM annotations:
audience appropriateness error:
[Minor]: [CULTURE-SPECIFIC REFERENCE] - The term ""Great Southern World"" may not be a familiar or common reference for the Russian target audience, as it is a more specific geographic/cultural term."
264,I will zip the lining into my cycle jacket - just in case I need it inside.,"Я застегну подкладку в мою велосипедную куртку - на всякий случай, если мне понадобится внутри.","MQM annotations:
audience appropriateness error:
[Minor]: CULTURE-SPECIFIC REFERENCE - The phrase ""on a case-by-case basis"" may not be a common expression in the Russian cultural context and could be less familiar to the target audience."
273,I finally got a good dangle photo so I can be sure he's not fat.,"Я наконец-то получил хорошее фото его гениталий, чтобы быть уверенным, что он не толстый.","MQM annotations:
audience appropriateness errors:
[Critical]: [CULTURE-SPECIFIC REFERENCE] - The term ""geniталии"" (genitals) is highly inappropriate and explicit for the intended audience and cultural context. This could cause significant discomfort and confusion.
[Major]: [CULTURE-SPECIFIC REFERENCE] - The request to ""be sure he's not fat"" based on a genital photo is an unusual and potentially offensive way to assess someone's physical appearance, which may not be well-received by the target audience.
[Minor]: no errors"
275,He's not.,Он не.,"MQM annotations:
audience appropriateness error:
[Major]: WRONG LANGUAGE VARIETY - The translation ""Он не"" is grammatically incorrect in Russian. The correct Russian translation should be ""Он не такой"" or ""Он не является""."
282,2) The currency reward system has been connected.,Валютная система вознаграждения была подключена.,"MQM annotations:
audience appropriateness error:
[Minor]: CULTURE-SPECIFIC REFERENCE - The term ""currency reward system"" may not be a common or familiar concept for the Russian audience, and a more culturally appropriate term may be needed."
286,"All collards, kale, chard is transplanted.","Все листовые овощи, такие как кале, мангольд, пересаживаются.","MQM annotations:
audience appropriateness errors:
[Minor]: [CULTURE-SPECIFIC REFERENCE] - The term ""kale"" may not be familiar to the Russian audience, as it is a vegetable more commonly associated with Western cuisine.
[Minor]: [CULTURE-SPECIFIC REFERENCE] - The term ""chard"" may not be widely recognized by the Russian audience, as it is a less common leafy green vegetable in Russian cuisine."
287,Plans to set in salad at Penn on 6row pattern and see how that compares to broadcast seeded beds.,"Планы установить в салате в Пенне на 6-рядном узоре и посмотреть, как это сравнивается с засеянными кроватями.","MQM annotations:
Audience Appropriateness Errors
[Major]: CULTURE-SPECIFIC REFERENCE - The term ""Penn"" may not be familiar to the Russian audience, as it refers to a specific university in the United States.
[Minor]: WRONG LANGUAGE VARIETY - The phrase ""на 6-рядном узоре"" may sound overly technical or formal for the context, and a more natural phrasing may be more appropriate for the target audience."
288,Spring peas at Gilpin are showing up so trellise needs to be set.,"Весенний горошек в Гилпине появляется, поэтому необходимо установить шпалеру.","MQM annotations:
audience appropriateness errors:
[Minor]: [CULTURE-SPECIFIC REFERENCE] - The term ""trellise"" may not be familiar to the Russian audience and could be replaced with a more common term for a support structure for growing plants."
289,"Also need to seed a salad row there to integrate cut greens in both have trained crew on irrigation, bed prep, and transplanting which is 90% of non-harvest skill items","Также необходимо посеять ряд салата там, чтобы интегрировать нарезанную зелень, в обоих есть обученный персонал по ирригации, подготовке грядок и пересадке, что составляет 90% навыков, не связанных с уборкой урожая.","MQM annotations:
audience appropriateness errors:
[Minor]: CULTURE-SPECIFIC REFERENCE - The term ""irrigation"" may not be a common term in the target Russian audience and could be replaced with a more familiar term.
[Minor]: CULTURE-SPECIFIC REFERENCE - The term ""bed prep"" may not be a common term in the target Russian audience and could be replaced with a more familiar term.
[Minor]: CULTURE-SPECIFIC REFERENCE - The term ""transplanting"" may not be a common term in the target Russian audience and could be replaced with a more familiar term."
293,"Curious, I kept an open mind to compare how Google Maps and Apple Maps compare, on my test iPhone device (my daily driver is an Android device, so it's rare that I use an iPhone).","Любопытный, я сохранял открытый ум, чтобы сравнить, как Google Maps и Apple Maps сравниваются на моем тестовом iPhone-устройстве (мой ежедневный водитель - это устройство Android, поэтому я редко использую iPhone).","MQM annotations:
audience appropriateness errors:
[Major]: CULTURE-SPECIFIC REFERENCE - The term ""my daily driver"" may not be a common expression in the Russian language and culture, and could be confusing for the target audience.
[Minor]: WRONG LANGUAGE VARIETY - The phrase ""устройство Android"" could be more natural in Russian as ""Android-устройство""."
299,Was it the 2012 Apple Maps disaster?,Это была катастрофа Apple Maps 2012 года?,"MQM annotations:
audience appropriateness error:
[minor]: culture-specific reference - The term ""Apple Maps"" may not be widely known or understood by the Russian audience, as it refers to a specific Apple product."
303,"I'm biased in favour of not releasing garbage to end users, and Apple royally fucked up with their Apple Maps when it came out in 2012.","Я предвзято отношусь к тому, чтобы не выпускать мусор для конечных пользователей, и Apple королевски облажалась со своими картами Apple, когда они вышли в 2012 году.","MQM annotations:
audience appropriateness errors:

Major: CULTURE-SPECIFIC REFERENCE - The phrase ""royally fucked up"" is a very informal and colloquial expression that may not be appropriate for a general audience in the target culture.

Minor: CULTURE-SPECIFIC REFERENCE - The term ""garbage"" used to describe the Apple Maps product may be perceived as too harsh or disrespectful in the target culture, even though the source text uses it."
308,Not the case.,Не так.,"MQM annotations:
audience appropriateness error:
[minor]: CULTURE-SPECIFIC REFERENCE - The phrase ""Not the case"" may not be a common or natural way of expressing disagreement in the Russian language and culture."
313,It seems inconceivable that land may be taken away one day when you watch Australian and United States media channels but that's because the rich are on there all day ensuring your mind thinks a certain way.,"Кажется невообразимым, что землю могут отнять у вас однажды, когда вы смотрите австралийские и американские СМИ, но это потому, что богатые люди весь день обеспечивают, чтобы ваш разум думал определенным образом.","MQM annotations:
audience appropriateness errors:
[Major]: CULTURE-SPECIFIC REFERENCE - The phrase ""the rich are on there all day ensuring your mind thinks a certain way"" may not be easily understood by the Russian audience, as it refers to a specific cultural context of media influence that may not be as familiar in the Russian context."
314,The land is very easily and quickly taken away by the government one day if they want to do that.,"Земля очень легко и быстро может быть отобрана правительством в любой день, если они этого захотят.","MQM annotations:
Audience Appropriateness Errors
[Major]: [CULTURE-SPECIFIC REFERENCE] - The phrase ""taken away by the government"" may have different cultural connotations in the Russian context and could be perceived as politically charged or sensitive.
[Minor]: [WRONG LANGUAGE VARIETY] - The translation uses the more formal and impersonal ""может быть отобрана"" instead of a more colloquial or conversational phrasing that might be more appropriate for the target audience."
316,It never made sense how ppl can keep land at the expense of others.,"Это никогда не имело смысла, как люди могут удерживать землю за счет других.","MQM annotations:
audience appropriateness error:
[Major]: CULTURE-SPECIFIC REFERENCE - The phrase ""at the expense of others"" may not be easily understood by the Russian audience, as it refers to a cultural concept that may not be as prevalent in the target culture."
325,I often wonder at the human capacity to be *so* down on oneself while inundated by so much evidence of what actual cruelty looks like.,"Я часто удивляюсь человеческой способности быть *так* недовольным собой, в то время как вокруг так много свидетельств того, что на самом деле представляет собой жестокость.","MQM annotations:
audience appropriateness errors:
[Minor]: CULTURE-SPECIFIC REFERENCE - The phrase ""so down on oneself"" may not be a common expression in the Russian language and culture, potentially causing confusion for the target audience."
328,But gentling despair at our messiness is crucial - because it gives us more space to tackle the ruins all around.,Но смягчение отчаяния из-за нашей неряшливости имеет решающее значение - потому что это дает нам больше пространства для борьбы с руинами вокруг.,"MQM annotations:
audience appropriateness error:
[Major]: CULTURE-SPECIFIC REFERENCE - The phrase ""смягчение отчаяния"" may not be a common or natural way to express the idea of ""gentling despair"" in the Russian cultural context."
331,"Some programmers: ""Typing speed does not matter!""","""Скорость печати не имеет значения!""","MQM annotations:
audience appropriateness error:
[minor]: culture-specific reference - The phrase ""Скорость печати не имеет значения!"" may not resonate well with the target Russian audience, as the concept of ""typing speed"" may not be as culturally relevant or widely understood compared to the English-speaking context."
334,"Not sure if this is the best approach for sharing, but I like it for now: <URL>","Не уверен, что это лучший подход для распространения, но мне это нравится пока: <URL>","MQM annotations:
audience appropriateness error:
[Major]: CULTURE-SPECIFIC REFERENCE - The phrase ""for now"" may not be a common or natural way to express the intended meaning in the Russian context."
338,I have been toying with this little piece on my head for a few days now.,Я уже несколько дней играюсь с этим маленьким предметом на своей голове.,"MQM annotations:
audience appropriateness error:
[Minor]: [CULTURE-SPECIFIC REFERENCE] - The phrase ""on my head"" may be interpreted as a culture-specific reference that may not be immediately clear to the Russian audience."
339,It is definitely more romance than filth.,"Это определенно больше романтики, чем грязи.","MQM annotations:
audience appropriateness error:
[Minor]: [CULTURE-SPECIFIC REFERENCE] - The term ""грязи"" (filth) may have a stronger negative connotation in the Russian context compared to the more neutral ""filth"" in the English source."
343,"Common, it's really not that hard.","Да, это не так уж и сложно.","MQM annotations:
audience appropriateness error:
[minor]: culture-specific reference - The phrase ""it's really not that hard"" may not translate well culturally and could be perceived as overly casual or dismissive in the Russian context."
345,"I wish there was a ""who to follow"" recommendation somehow.","Я бы хотел, чтобы была рекомендация ""кого следовать"".","MQM annotations:
audience appropriateness error:
[minor]: culture-specific reference - The phrase ""who to follow"" may not be a common or natural expression in the Russian language and cultural context."
347,If you stick to the default web interface it doesn't look and feel good (imho).,"Если вы придерживаетесь стандартного веб-интерфейса, это не выглядит и не ощущается хорошо (по моему мнению).","MQM annotations:
Audience Appropriateness Errors
[Major]: [CULTURE-SPECIFIC REFERENCE] - The phrase ""по моему мнению"" (in my opinion) may not be a natural or common way to express personal opinion in the target Russian culture, where more indirect or impersonal phrasing is often preferred."
349,"I don't know if prevention is possible, but it's worth trying.","Я не знаю, возможно ли предотвращение, но стоит попытаться.","MQM annotations:
audience appropriateness error:
[minor]: culture-specific reference - The phrase ""стоит попытаться"" may not be as commonly used in Russian as the more direct ""стоит попробовать"" which would be more natural for the target audience."
350,"The four steps I outline are up for debate, with some progress in each:","Четыре шага, которые я обрисовываю, подлежат обсуждению, с некоторым прогрессом в каждом:","MQM annotations:
audience appropriateness errors:
[Major]: CULTURE-SPECIFIC REFERENCE - The phrase ""with some progress in each"" may not be easily understood by the Russian audience, as it is a more common English idiom."
356,"Even if he didn't get to say them during the town hall, everyone in America will hear them anyway, repeatedly, between now and November 2024.","Даже если он не смог сказать их во время собрания в городе, все в Америке все равно услышат их многократно между сейчас и ноябрем 2024 года.","MQM annotations:
audience appropriateness error:
[Minor]: CULTURE-SPECIFIC REFERENCE - The term ""town hall"" may not be a familiar concept for the Russian audience, and a more culturally appropriate term could be used."
363,"The ""MusicLM Demo"" is mildly interesting.",Музыкальная демонстрация LM умеренно интересна.,"MQM annotations:
audience appropriateness error:
[minor]: culture-specific reference - The term ""MusicLM Demo"" may not be familiar or meaningful to a Russian audience, as it refers to a specific technology or product that may not be widely known in the target culture."
369,I work out alone in my bedroom without a spotter or even a weight rack.,Я занимаюсь один в своей спальне без страхующего или даже стойки для штанги.,"MQM annotations:
audience appropriateness error:
[Major]: CULTURE-SPECIFIC REFERENCE - The term ""weight rack"" may not be familiar or appropriate for the Russian audience, as the equipment and workout routines may differ from the cultural context."
371,I bench press on my bed.,Я жму штангу на кровати.,"MQM annotations:
audience appropriateness error:
[Major]: CULTURE-SPECIFIC REFERENCE - The phrase ""bench press on my bed"" is an unusual and potentially inappropriate activity for the target Russian audience, as it may be seen as an unusual or even unsafe way to exercise."
378,I'd never seen it at the fancy grocer or any of the Italian delis.,Я никогда не видел этого в дорогом продуктовом магазине или в любой из итальянских деликатесных лавок.,"MQM annotations:
audience appropriateness errors:
[Minor]: CULTURE-SPECIFIC REFERENCE - The term ""fancy grocer"" may not be a familiar concept for the Russian audience, as the cultural context of high-end grocery stores may differ.
[Minor]: CULTURE-SPECIFIC REFERENCE - The reference to ""Italian delis"" may not be immediately clear to the Russian audience, as the cultural context of Italian specialty food stores may not be as prevalent."
383,"Having been radicalized here, we're reluctant to buy a new FAANG machine*.","Будучи радикализованными здесь, мы неохотно покупаем новую машину FAANG.","MQM annotations:
audience appropriateness errors:
[Major]: CULTURE-SPECIFIC REFERENCE - The term ""FAANG machine"" may not be widely understood by the Russian audience, as it refers to a specific type of technology product associated with large tech companies in the United States."
386,"In 1998-06 Gamefan, in relation to the long development of the first Unreal game, Jason Schrieber commented,","В 1998-06 Gamefan, в связи с длительной разработкой первой игры Unreal, Джейсон Шрайбер прокомментировал:","MQM annotations:
audience appropriateness error:
[Major]: CULTURE-SPECIFIC REFERENCE - The term ""Gamefan"" may not be familiar to the Russian audience, as it refers to a specific English-language video game magazine."
387,"""A good game is only late until it ships.","Хорошая игра только поздно, пока она не выйдет.","MQM annotations:
audience appropriateness error:
[Major]: CULTURE-SPECIFIC REFERENCE - The phrase ""only late until it ships"" is a culture-specific reference to the game development industry that may not be easily understood by the Russian audience."
388,"A bad game is bad forever.""","""Плохая игра плоха навсегда.""","MQM annotations:
audience appropriateness error:
[minor]: culture-specific reference - The phrase ""плоха навсегда"" (literally ""bad forever"") may not be a common or natural-sounding expression in Russian, and could be perceived as an unusual or non-idiomatic way of expressing the idea that a bad game is permanently bad."
391,"An earlier issue of GamePro 1997-11 has a quote with far more ambiguity,","""Более ранний выпуск GamePro 1997-11 содержит цитату с гораздо большей неоднозначностью.""","MQM annotations:
audience appropriateness errors:
[Minor]: CULTURE-SPECIFIC REFERENCE - The phrase ""GamePro 1997-11"" may not be familiar to the Russian audience, as it refers to a specific magazine issue that may not be widely known in the target culture."
402,There's areas that could use some polish.,"Есть области, которые могли бы использовать немного полировки.","MQM annotations:
audience appropriateness error:
[Minor]: [CULTURE-SPECIFIC REFERENCE] - The phrase ""use some polish"" is a culture-specific idiom that may not be easily understood by a Russian audience. A more direct translation or a culturally appropriate alternative would be more suitable."
404,"Fix those minor issues, and then can we have more of these please?","Исправьте эти незначительные проблемы, а затем можно ли получить еще больше таких?","MQM annotations:
audience appropriateness error:
[Minor]: CULTURE-SPECIFIC REFERENCE - The phrase ""can we have more of these please?"" may not be a natural or common way of requesting more in the Russian cultural context."
410,We visited for a couple hours on my porch.,Мы посетили на пару часов на моем крыльце.,"MQM annotations:
audience appropriateness error:
[Major]: CULTURE-SPECIFIC REFERENCE - The phrase ""on my porch"" is a culture-specific reference that may not be easily understood by a Russian audience, as the concept of a porch may not be as common in Russian architecture and culture."
420,"The eight-eyed Repnids seem to be watching as you settle the flyer down on the red soil, but they make no move towards you, in fact they are motionless as you climb out of the flyer and walk slowly towards them.","Восьмиглазые репниды, кажется, наблюдают, как вы опускаете флаер на красную почву, но они не предпринимают никаких действий в вашу сторону, на самом деле они неподвижны, когда вы выбираетесь из флаера и медленно идете к ним.","MQM annotations:
audience appropriateness error:
[minor]: CULTURE-SPECIFIC REFERENCE - The term ""flyer"" may not be a common or familiar concept for the Russian audience, and a more culturally appropriate term could be used."
421,"The ground beneath your feet begins to tremble and then shake, as if in an earthquake and you lose your footing, though the Repnids seem unaffected.","Земля под вашими ногами начинает дрожать, а затем трястись, как при землетрясении, и вы теряете равновесие, хотя Репниды, кажется, не затронуты.","MQM annotations:
audience appropriateness errors:
[Minor]: CULTURE-SPECIFIC REFERENCE - The term ""Repnids"" may not be familiar to the Russian audience and could be confusing."
422,The rock beneath you gives way suddenly.,Под вами внезапно уступает скала.,"MQM annotations:
audience appropriateness error:
[minor]: culture-specific reference - The phrase ""gives way suddenly"" may not be a common expression in the target Russian culture, and could be perceived as slightly unusual or unfamiliar."
424,"The end is swift, as several pairs of fangs inject their deadly venom and the air of Dyskra contaminates your lungs.","Конец быстр, так как несколько пар клыков вводят свой смертельный яд, и воздух Дыскры загрязняет ваши легкие.","MQM annotations:
audience appropriateness error:
[Major]: CULTURE-SPECIFIC REFERENCE - The term ""Dyskra"" may not be familiar or understandable to the target Russian audience, as it appears to be a made-up or fictional location."
432,"You decide that establishing contact again would be dangerous and return to your flyer, but the experience has cleared your mind which had been befuddled ever since you jumped into the future.","Вы решаете, что повторное установление контакта было бы опасным, и возвращаетесь к своему летательному аппарату, но этот опыт прояснил ваш ум, который был запутан с тех пор, как вы прыгнули в будущее.","MQM annotations:
audience appropriateness errors:
[Minor]: CULTURE-SPECIFIC REFERENCE - The term ""flyer"" may not be a common or easily understandable term for the Russian audience, as it is more commonly used in English-speaking contexts to refer to a small printed advertisement or notice."
434,Note that you have used up another polybdenum rod as you jump.,"Примечание, что вы использовали еще один стержень полибдена, когда прыгали.","MQM annotations:
audience appropriateness error:
[Major]: CULTURE-SPECIFIC REFERENCE - The term ""polybdenum rod"" may not be familiar or understandable to the Russian audience, as it is a technical term that is specific to certain contexts."
439,I found a unevenly spun silver gray yarn that is mostly finely spun with lumps.,"Я нашел неравномерно спряденную серебристо-серую пряжу, которая в основном тонко спряденная с комками.","MQM annotations:
Audience Appropriateness Errors
[Minor]: [culture-specific reference] - The term ""lumps"" may not be a common or natural way to describe the texture of yarn in the Russian context."
440,I plan on mixing it with a fine purple/lilac variegated cotton.,Я планирую смешать его с тонким пурпурно-сиреневым вариегатным хлопком.,"MQM annotations:
audience appropriateness error:
[minor]: culture-specific reference - The term ""variegated cotton"" may not be familiar to the Russian audience and could be better explained or replaced with a more common term."
449,"I hit most of the classics before eighteen--though that's more a reflection of living in bumfuck nowhere, I also read the 1979 Encyclopedia Brittanica in desperation.","Я освоил большинство классических произведений до восемнадцати лет, хотя это больше отражает тот факт, что я жил в глуши. Я также в отчаянии прочитал Британскую энциклопедию 1979 года.","MQM annotations:
audience appropriateness errors:
[Major]: CULTURE-SPECIFIC REFERENCE - The phrase ""bumfuck nowhere"" is a colloquial American expression that may not be well understood or appropriate for a Russian audience.
[Minor]: CULTURE-SPECIFIC REFERENCE - The reference to reading the ""1979 Encyclopedia Brittanica"" may seem outdated or unusual for a modern Russian reader."
452,"And that's also even though I haven't slept as well here for the last two nights as I do at home, and get a little #MECFS ed out from simply being in a strange environment where I'm less able to pace myself and have to remember where things are.","И это даже несмотря на то, что я не так хорошо спал здесь последние две ночи, как дома, и немного устаю от #MECFS, просто находясь в незнакомой обстановке, где я менее способен контролировать свой темп и должен помнить, где находятся вещи.","MQM annotations:
audience appropriateness errors:
[Minor]: CULTURE-SPECIFIC REFERENCE - The term ""#MECFS"" may not be widely understood by the Russian audience, as it refers to a specific medical condition (Myalgic Encephalomyelitis/Chronic Fatigue Syndrome) that may not be as familiar in the target culture."
454,Humanity is out in 5 days.,Человечество выходит через 5 дней.,"MQM annotations:
audience appropriateness error:
[Major]: CULTURE-SPECIFIC REFERENCE - The phrase ""Humanity is out in 5 days"" is a culture-specific reference that may not be easily understood by the Russian audience. It could be interpreted as a metaphorical statement about the end of humanity, which may be confusing or inappropriate without additional context."
457,I like it but will it be able to attract an audience of the right players?,"Мне это нравится, но сможет ли оно привлечь аудиторию правильных игроков?","MQM annotations:
audience appropriateness errors:
[Major]: CULTURE-SPECIFIC REFERENCE - The term ""правильных игроков"" (right players) may not be clear or appropriate for the target audience, as it could be interpreted as referring to a specific group of players in a game or sport, which may not be the intended meaning."
463,Came home on my lunch break to see this sitting outside uwu.,Пришёл домой на обеденный перерыв и увидел это снаружи uwu.,"MQM annotations:
audience appropriateness error:
[Major]: CULTURE-SPECIFIC REFERENCE - The use of ""uwu"" in the target text may not be familiar or appropriate for the Russian audience, as it is a Japanese emoticon that is more commonly used in certain online communities."
467,Was it overly cute to the point of being twee?,"Это было чрезмерно милым до такой степени, что стало приторным?","MQM annotations:
audience appropriateness error:
[Major]: CULTURE-SPECIFIC REFERENCE - The phrase ""to the point of being twee"" may not be easily understood by the Russian audience, as it refers to a specific cultural concept of cuteness that may not have a direct equivalent in the target culture."
474,Did she owe someone money?,Она кому-то должна была деньги?,"MQM annotations:
audience appropriateness error:
[minor]: culture-specific reference - The phrase ""owe someone money"" may not be a common or natural way of expressing the concept in Russian culture, where other idioms or expressions might be more appropriate."
480,"Good critique is there to correct the problem quickly, and isn't directed at your ability.","Хороший критический анализ направлен на быстрое исправление проблемы, а не на вашу способность.","MQM annotations:
audience appropriateness error:
[minor]: culture-specific reference - The phrase ""быстрое исправление проблемы"" may not be a common or natural way to express the idea of ""correcting the problem quickly"" in the Russian cultural context."
487,But for strong and firm future growth.,Но для сильного и твердого будущего роста.,"MQM annotations:
audience appropriateness error:
[Minor]: [CULTURE-SPECIFIC REFERENCE] - The phrase ""strong and firm future growth"" may not be a common or natural expression in the Russian language and cultural context. A more idiomatic translation would be preferred."
489,"She was on her way to the wall, he was coming off duty.","Она направлялась к стене, он заканчивал службу.","MQM annotations:
audience appropriateness errors:
[Minor]: [CULTURE-SPECIFIC REFERENCE] - The phrase ""on her way to the wall"" may not be immediately clear to a Russian audience, as it could refer to a physical wall or a metaphorical barrier.
[Minor]: [WRONG LANGUAGE VARIETY] - The phrase ""coming off duty"" may not be a common expression in Russian and could be translated in a more natural way for the target audience."
493,One block-printed word.,одно блокированное слово,"MQM annotations:
audience appropriateness error:
[Major]: CULTURE-SPECIFIC REFERENCE - The term ""блокированное"" (blocked) may not be the most appropriate translation for the English ""block-printed"" in the context of describing a printed word, as it could be interpreted as having a different meaning."
