index,reference,zero_shot_translation,improved_translation,single_agent_translation,bleu_zero_shot,bleu_improved,bleu_single_agent,meteor_zero_shot,meteor_improved,meteor_single_agent,bleurt_zero_shot,bleurt_improved,bleurt_single_agent,comet_zero_shot,comet_improved,comet_single_agent
213,もうすぐ、新しい#FFXIVのレイドティアが出るころだから、「ああ、レベルに合ったレイドに挑戦したいけど、パーティ検索がうまくいかなくて、入れるパーティを見つけられる気がしない」とずっと考えている。,新しい #FFXIV のレイド tier が近づいてきて、「ちゃんとレイドに挑戦してみたいなあ、でもパーティ募集は荒れてそうだし、固定なんて見つかるわけないよなあ」ってずっと考えてた。,新しい #FFXIV のレイド段階が近づき、「ちゃんとレイドに挑戦したいけれど、パーティ募集はうまくいかないだろうし、固定パーティーを組むのは無理だろうな」とずっと考えていた。,新しい #FFXIV のレイド tier が近づいてきて、「ちゃんとレイドに挑戦してみたいなあ。でも、パーティ募集は大変そうだし、固定メンバーなんて見つかるわけないよなあ」ってずっと思ってた。,0.3,0.4216,0.2762,0.5135,0.5811,0.4447,0.5462,0.5908,0.5489,0.863,0.8426,0.8798
214,そういうわけで思い付いた、やっちゃえ！,くそくらえ！,もう、どうでもいいや！,まあ、どうでもいいや！,0.0206,0.0305,0.0295,0.1444,0.2198,0.1923,0.3041,0.541,0.607,0.4649,0.6893,0.7029
216,自分は全然うまくないからと思って、レイドパーティに参加するのをためらっている人がたくさんいる。,レイド固定に入るのを試すのをためらうほど不安で、上手くなろうという期待は全くない人たちでいっぱい！,レイド固定に入るのをためらうほど不安な人でいっぱいで、しかも上手くなれるとは全く期待していない人ばかりだ！,レイド固定に参加するのをためらうほど不安な人でいっぱいで、上手くなることを全く期待していない人たちばかりだ！,0.1559,0.1572,0.2409,0.4464,0.4219,0.4925,0.2824,0.4014,0.4875,0.8282,0.8277,0.8734
219,若い頃私は熱心な読書家だった。,若い頃は、本の虫だった。,若い頃は、貪欲な読書家だった。,若い頃は、本の虫だった。,0.2469,0.5828,0.2469,0.5299,0.7938,0.5299,0.3673,0.8005,0.3673,0.7059,0.9612,0.7059
227,ブルームバーグではこういう話はしないよね！,ブルームバーグじゃ報道されないだろうな！,ブルームバーグでは報道されないだろう！,ブルームバーグでは報道されないだろうな！,0.3227,0.4315,0.4313,0.5016,0.6072,0.5914,0.7749,0.737,0.7524,0.8404,0.8739,0.8577
228,でも、Spotifyの四半期が好調だったら、話題にすると思う。,しかし、もしスポティファイの業績が良ければ、そうなるでしょう。,しかし、もしSpotifyの業績が良ければ、そうなるだろう。,しかし、もしスポティファイの業績が良ければ、そうなるでしょう。,0.0349,0.2674,0.0349,0.1884,0.4854,0.1884,0.5044,0.6007,0.5044,0.7795,0.8446,0.7795
230,空洞化して衰退する国中の都市をやつらに復活させてもらおう。もう一度。,全国の空洞化し荒廃した都市を再建させよう。,全国の空洞化し荒廃した都市を、再び再建させよう。,全国の空洞化し荒廃した都市を再建させよう。もう一度。,0.1124,0.1192,0.2896,0.3512,0.348,0.5262,0.6694,0.7204,0.7343,0.8434,0.8846,0.8836
231,やつらはもっと良い暮らしを望んでる。,これらの人々は、生活を向上させたいと思っています。,これらの人々は、生活を良くしたいと思っています。,これらの人々は、生活を向上させたいと思っています。,0.0245,0.0273,0.0245,0.1872,0.2419,0.1872,0.6822,0.7286,0.6822,0.9196,0.922,0.9196
234,「リモートワークは終わりだ」とか「リモートワークは失敗だ」と主張する見出しには飽き飽きしている。,「リモートワークは終わった」とか「リモートワークは失敗だった」という見出しには、もううんざりだ。,「リモートワークは終わった」とか「リモートワークは失敗だった」といった見出しには、本当にうんざりします。,「リモートワークは終わった」とか「リモートワークは失敗だった」という見出しには、もううんざりだ。,0.6013,0.5527,0.6013,0.7607,0.7756,0.7607,0.7418,0.7339,0.7418,0.9471,0.9436,0.9471
240,ムッとするような、うるさいオフィスではなく快適な場所で働く事ができる。,人々が、息苦しい騒がしいオフィスではなく、快適な空間で働けるようにする。,人々が息苦しい、騒がしい事務所ではなく、快適な空間で働けるようにする。,人々が息苦しく騒がしいオフィスではなく、快適な空間で働けるようにする。,0.3351,0.1627,0.3489,0.546,0.4509,0.566,0.6141,0.6838,0.6909,0.9129,0.9149,0.9146
243,これらの事実をただ軽視することは間違っていると言える。,これらの事実を無視するのは間違っている。,これらの事実を無視することは間違っている。,これらの事実を無視するのは間違っている。,0.4738,0.6283,0.4738,0.6544,0.7413,0.6544,0.7926,0.776,0.7926,0.9553,0.9567,0.9553
248,パーカーは、中絶について、そして、現代の都市に住む女性が自分のキャリアのために子供を持つことを遅らせたい衝動にかられていることに触れた。,パーカーは中絶と、現代の都市に住む女性がキャリアのために出産を遅らせようとする傾向について言及した。,パーカーは中絶と、キャリアのために出産を遅らせようとする現代都市の女性たちの考えに言及した。,パーカーは、中絶と、現代の都市に住む女性がキャリアのために出産を遅らせようとする傾向について言及した。,0.3844,0.2183,0.4238,0.5647,0.4847,0.5744,0.7473,0.7052,0.738,0.9266,0.9107,0.9239
255,自分の生活を変えて努力するのに何年もかかったけど、ついに…,何年も生活を変え、努力した結果、ついに…,長年の努力と生活改善の末に、ついに…,何年も生活を変えて努力した結果、ついに…,0.2893,0.1533,0.3851,0.5607,0.4296,0.601,0.8048,0.7285,0.8147,0.9204,0.8574,0.9194
264,家の中でも必要になるかもしれないから、自転車用のジャケットにライナーを取り付けよう。,念のため、サイクリングジャケットにライナーをファスナーで取り付けます。,念のため、サイクルジャケットにライナーをファスナーで取り付けます。,念のため、サイクリングジャケットにライナーをファスナーで取り付けておきます。,0.3058,0.3024,0.3085,0.4429,0.445,0.4397,0.3763,0.4053,0.4079,0.8153,0.8125,0.8362
266,Wikipediaのコンポーネントライブラリー(OOUI)用に。,これは、ウィキペディアのコンポーネントライブラリ（OOUI）のためのものです。,これはウィキペディアのコンポーネントライブラリー（OOUI）用です。,これは、ウィキペディアのコンポーネントライブラリ（OOUI）に関するものです。,0.374,0.4688,0.3791,0.5403,0.6186,0.5665,0.7614,0.7985,0.7149,0.9078,0.9315,0.8971
270,一時的に分離したツリーを作成して、そこにMOをインストールして、切り離されるか確認する（なので、他の場所につけられる）。,一時的な親オブジェクトを分離して作成し、そこにMOをインストールし、それが分離される（つまり、別の場所にアタッチされる）のを観察します。,一時的な親オブジェクトを分離して作成し、そこにMOをインストールした後、それが別の場所に接続するために分離される様子を観察します。,一時的な親オブジェクトを分離した状態で作成し、そこにMOをインストールして、それが分離される（つまり、別の場所に取り付けられる）ことを確認します。,0.363,0.3714,0.4234,0.6411,0.5698,0.744,0.5443,0.571,0.624,0.8108,0.8143,0.832
276,1日2回、私のオフィスで好き勝手に駆け回っているので、体が締まってる。,彼は毎日私のオフィスを2往復も走り回っているから、完全に筋肉ムキムキになっているんだ。,彼は毎日私のオフィスを2往復も走り回っているから、筋肉隆々としているんだ。,彼は毎日私のオフィスを2往復も走り回っているから、 बिल्कुल 体がバキバキになっているんだ。,0.2177,0.2411,0.2085,0.4457,0.3481,0.4915,0.4655,0.4352,0.4712,0.8243,0.8491,0.7571
278,成長する姿を見ていると幸せな気持ちになるわ。,彼が活躍しているのを見ると、とても嬉しいです。,彼が元気で頑張っているのを見ると、とても嬉しいです。,彼が活躍しているのを見ると、とても嬉しいです。,0.0959,0.0864,0.0959,0.2642,0.2837,0.2642,0.6844,0.6671,0.6844,0.8994,0.9013,0.8994
285,先週はたくさんの作業が終わって、畑の作物も良い感じになってきた。,先週はたくさん終わらせることができて、現場の件もだいぶ良くなった気がする。,先週は多くのことを終えられ、フィールド業務もかなり改善されたと感じています。,先週は多くのことを終えられ、フィールド業務についてもかなり良い感触を得ています。,0.221,0.0616,0.0746,0.5284,0.3758,0.3403,0.5325,0.645,0.5855,0.8176,0.8738,0.8503
286,コラード、ケール、チャードはすべて植え替えた。,すべてのコラード、ケール、スイスチャードは移植済みです。,コラード、ケール、スイスチャードはすべて移植済みです。,すべてのコラード、ケール、スイスチャードは移植されます。,0.4672,0.5577,0.4672,0.7958,0.7992,0.7958,0.5091,0.5156,0.4966,0.7391,0.7506,0.7321
289,また、そこの畑ではサラダの列に種を撒いて両方の畑に葉物野菜を統合する必要があり、収穫以外のスキルの90％を占めるかんがい、土作り、移植について訓練を受けた作業員がいる。,また、サラダ菜をそこに播種して、カット野菜を組み込む必要があります。灌漑、畝作り、移植については訓練されたクルーがおり、これは収穫以外のスキルの90％を占めます。,また、そこにサラダ菜の種をまき、カット野菜として利用できるようにする必要があります。灌漑、育苗床作り、移植については訓練されたクルーがおり、これは収穫以外のスキルの90％に相当します。,また、サラダ菜の列をそこに作り、カット野菜を混ぜる必要もあります。灌漑、畝作り、移植については訓練された作業員がおり、これらは収穫以外の作業スキルの90%を占めます。,0.3799,0.3522,0.3326,0.5635,0.5425,0.5781,0.3884,0.3688,0.5172,0.8496,0.8629,0.8634
294,ナビの指示に従った経験からいえば、Googleマップに比べてAppleマップの方がずっと優れてますね。,Apple Maps の方が Google Maps よりも、ナビゲーションの指示に従う体験がはるかに優れていた。,Appleマップの方がGoogleマップよりも、ナビゲーションがずっと使いやすかった。,Apple Mapsは、Google Mapsと比べて、道案内の体験が格段に優れていた。,0.2914,0.4225,0.2424,0.5201,0.5976,0.4447,0.6046,0.4901,0.464,0.9245,0.8861,0.8803
295,Appleマップの勝ちと言えます。,Apple Maps の勝ち。,Apple Mapsの勝利。,Apple Mapsの勝ち。,0.2928,0.2528,0.2928,0.4563,0.378,0.4591,0.6314,0.6365,0.5765,0.9032,0.8817,0.9156
302,だとしても、私には先入観がある。,そうは言っても、私は偏っています。,そうは言っても、偏見があるかもしれません。,そうは言っても、私の意見には偏りがあります。,0.1584,0.1258,0.1505,0.3175,0.4171,0.5184,0.4231,0.5057,0.5389,0.7844,0.8856,0.8698
305,しかし、政府は現在の居住システムを変更しないと思うなら、土地こそが富豪の財を成すものと言える。,しかし、政府が今の制度を変えないと考える限り、富の貯蔵庫として優れているのは土地だからです。,しかし、政府が今の制度を変えないと考える限り、富の貯蔵庫として優れているのは土地だからです。,しかし、政府が現在の制度を変えないと考える限り、富の貯蔵庫として優れているのは土地だからです。,0.1755,0.1755,0.1956,0.3978,0.3978,0.4631,0.6014,0.6014,0.6066,0.8806,0.8806,0.883
309,中国では土地は借りるだけである。,中国では土地はリースしかできません。,中国では土地はリースのみです。,中国では土地はリースすることしかできません。,0.3482,0.3986,0.2875,0.5453,0.5556,0.5831,0.3908,0.5081,0.4574,0.9296,0.9309,0.9368
311,政府は、やろうと思えば、いつでも方針を変更出来る。,政府は、これらの政策をいつでも変更できます。,政府は、これらの政策をいつでも変更できる。,政府は、これらの政策をいつでも変更できます。,0.217,0.228,0.217,0.3834,0.4408,0.3834,0.7545,0.7581,0.7545,0.9165,0.9231,0.9165
312,土地は一時的なものなのだ。,土地は一時的なもの。,土地は仮のもの。,土地は一時的なものだ。,0.6694,0.1505,0.7534,0.7382,0.458,0.8387,0.8093,0.6434,0.9044,0.9698,0.9158,0.9674
318,そういった理由で、中国では賃貸借のみ許可されている。,だから中国はリースしか認めていない。,だから中国では、賃貸契約しか認められていないのです。,だから中国はリースしか認めていない。,0.0448,0.1628,0.0448,0.1903,0.4079,0.1903,0.3112,0.59,0.3112,0.8228,0.9087,0.8228
322,皆さんの明るい未来に向けて、これからも力を合わせていきましょう。,すべての人々にとって、より明るい未来を創造するために、共に努力し続けましょう。,力を合わせ、皆でより良い未来を築いていきましょう。,すべての人々にとって、より明るい未来を創造するために、共に努力し続けましょう。,0.2107,0.3643,0.2107,0.4468,0.5498,0.4468,0.8037,0.7674,0.8037,0.9411,0.944,0.9411
325,実際の残酷さがどのようなものかを示す証拠がこんなにあふれている中で、人間には自分を「かなり」卑下する能力があることを不思議に思うことがよくある。,自分をひどく卑下する人間の能力を、実際の残酷さを示す証拠がこれほど多くあるにもかかわらず、不思議に思うことがよくある。,実際の残酷さを目の当たりにする証拠が数多くあるにもかかわらず、人はなぜこうも自己を卑下できるのか、いつも不思議に思う。,これほど残酷な現実があるにもかかわらず、人間が自分をひどく卑下することによく疑問を感じる。,0.4058,0.2049,0.0916,0.6351,0.5149,0.3956,0.6971,0.7284,0.67,0.9076,0.9318,0.8994
326,最も非難されるべき行為の責任がある人々に「成功者」の称号が与えられがちな世界で、個人的な失敗や罪悪感に苛まれるなんて…,「成功」が最も非難されるべき行為の責任者たちにしばしば与えられる世界で、個人の失敗と罪悪感に苦悩すること…。,「成功」が、もっとも নিন্দ責 (dinseki)されるべき行為を行った者に与えられるような世の中で、個人の失敗や罪悪感に苦悩すること。,最も非難されるべき行為を行った責任者たちが「成功」を収めるような世界で、個人の失敗や罪悪感に苦悩すること。,0.4354,0.2811,0.4045,0.6897,0.5509,0.6028,0.5323,0.3904,0.5647,0.8109,0.7292,0.858
332,"そして、""モーダルエディターは今や使いものにならない！"":morty:",もしくは「モーダルエディタは今や無用」:morty:,もしくは「モーダルエディターは今や無用」:morty:.,もしくは「モーダルエディターなんて今どき時代遅れ」:morty:,0.3878,0.4778,0.4142,0.5739,0.6101,0.6188,0.6974,0.6956,0.6864,0.869,0.8739,0.8463
333,自分の#Axumプロジェクトから共有ライブラリに機能を抜き出している私：「今、このやり方に完全にはまってる」：partyparrot:helix：ferrisdance:,俺の#Axumプロジェクトの機能を共有ライブラリに抽出する作業: 「ちょっとキーボード貸して」:partyparrot: :helix: :ferrisdance:,「#Axumプロジェクトの機能を共有ライブラリに抽出する作業か…、ちょっくら本気出すか:partyparrot: :helix: :ferrisdance:」,俺が#Axumプロジェクトの機能を共有ライブラリに抽出する作業中の一コマ：「ちょっとキーボード貸して」:partyparrot: :helix: :ferrisdance:,0.5393,0.5255,0.5351,0.7017,0.7028,0.7076,0.4541,0.4849,0.404,0.802,0.7443,0.819
337,今週のRevelationsサイトのメッセージは、一晩中起きている事だって。,今週のRevelationsのお題は、徹夜。,今週のRevelationsのお題は、寝ずに起きていること。,今週のRevelationsのテーマは、徹夜です。,0.3188,0.4534,0.3467,0.4918,0.6096,0.513,0.3431,0.4778,0.3279,0.7839,0.8063,0.795
339,卑猥と言うより断然ロマンチックだと思う。,どちらかと言えば、エロよりロマンスです。,どちらかというと、猥褻というよりロマンスです。,どちらかというと、エロというよりロマンスです。,0.1083,0.12,0.1171,0.3512,0.4377,0.4081,0.3862,0.5457,0.3779,0.7764,0.8604,0.7971
341,それに、いつか僕は完全なマイル ハイ オーガズムをやってみるつもりだ。str と一緒ではないかもしれないけど。,いつか絶対、飛行機の中でオーガズムを体験してやる。相手は知らない人じゃないかもしれないけど。,いつか絶対に、飛行機の中で最高のオーガズム体験をしてやる。相手は誰かは秘密だけど。,いつか絶対、飛行機の中でオーガズムを体験してやる。相手は見知らぬ人じゃないかもしれないけど。,0.3246,0.132,0.3217,0.4917,0.3682,0.4772,0.3969,0.378,0.4066,0.7426,0.7583,0.7413
345,「誰をフォローするべきか」何かオススメがあるといいなぁ。,フォローすべき人のレコメンデーション機能みたいなのがあればいいのに。,おすすめのフォロー候補が表示される機能があればいいのに。,フォローすべき人のレコメンデーション機能があればいいのに。,0.1568,0.1223,0.1759,0.4245,0.361,0.4087,0.6512,0.6346,0.6499,0.862,0.8503,0.8553
348,なので、使うならもう少し努力がいるし、#UXを改善するにはいいアプリが多分必要だと思う。,つまり、始めるにはもう少し手間がかかり、#UXを向上させるには優れたアプリが必要になるでしょう。,つまり、導入には少し手間がかかるため、#UXを改善するには優れたアプリが必要になるでしょう。,つまり、導入には多少の努力が必要で、#UXを向上させるには優れたアプリがあると良いでしょう。,0.2235,0.3233,0.2141,0.5399,0.5683,0.5744,0.7422,0.7169,0.7352,0.9042,0.8935,0.8813
354,介入：信頼限界の範囲内で、変化を起こすために私たちができる事についての知識,変化を生み出すためにできることに関する知識（ある程度の信頼区間内で）。,介入とは、一定の確信をもって変化を生み出すためにできることに関する知識である。,介入：ある程度の信頼区間内で、変化を起こすためにできることに関する知識,0.1481,0.1399,0.4087,0.413,0.4397,0.6114,0.5282,0.7262,0.7271,0.8801,0.8838,0.9261
360,この場にいるし、何があろうとこのようなことを言い続けるだろう。,彼はここにいるし、何があってもこれを言うつもりだ。,彼はここにいるし、どうあがいてもこれを言うだろう。,彼はここにいるし、何があってもこれを言うだろう。,0.2638,0.2316,0.3282,0.4408,0.5249,0.5431,0.721,0.61,0.6996,0.9312,0.8501,0.9135
362,いまのところ、すごくつまらない。,今は期待外れだ。,今のところ、あまり впечатен впечатлен впечатлен впечатлен впечатлен впечатлен впечатлен впечатлен впечатлен впечатлен впечатлен впечатлен впечатлен впечатлен впечатен впечатlen.,今は期待外れだ。,0.0203,0.023,0.0203,0.0329,0.1887,0.0329,0.6061,0.2342,0.6061,0.7426,0.2563,0.7426
363,「Music LMデモ版」は、ちょっとおもしろい。,MusicLM Demo は、まあまあ面白いです。,MusicLM Demoは、そこそこ面白いです。,MusicLM Demo は、まあまあ面白いです。,0.2793,0.2793,0.2793,0.4089,0.4105,0.4089,0.7157,0.6901,0.7157,0.9004,0.8908,0.9004
368,自分の1RMを全く知らずにウェイトリフティングをするのはおかしいよね、だってそれが進捗度を記録する基準のひとつなんだから。,筋トレしてるのに、自分の最大挙上重量がどれくらいか全然知らないのって変な感じだよね。だって、それって進捗を把握する上でめっちゃ重要な指標の一つじゃん。,筋トレしているのに、自分のワンレップマックスがどれくらいか知らないのは変な感じだよね。だって、それって進捗を把握する上でとても重要な指標の一つだからね。,筋トレをしているのに、自分の最大挙上重量がどれくらいか全く知らないのは変な感じだよね。だって、それは進捗を把握する上で非常に重要な指標の一つだから。,0.0589,0.0696,0.1266,0.4014,0.4637,0.5226,0.5837,0.5363,0.5511,0.8694,0.8978,0.8792
369,寝室で一人でトレーニングをしてるけど、スポッターはおろか、ウエイトラックさえ持ってない。,誰の補助もなしに、ウェイトラックすらない自分の寝室で一人で筋トレをしています。,誰の助けもなく、ウェイトラックもない自分の部屋で一人で筋トレしている。,誰の補助もなく、ウェイトラックもない自分の寝室で一人で筋トレをしています。,0.2444,0.175,0.2429,0.4377,0.3845,0.4397,0.4897,0.5313,0.5309,0.844,0.8238,0.8261
370,ただ、プレートがたくさんついたバーベルがあるだけだ。,俺とバーベルと大量のウェイトだけ。,俺とバーベルとたくさんのウエイトだけ。,俺とバーベルとたくさんのウェイトだけ。,0.1078,0.2017,0.2017,0.2798,0.4272,0.4272,0.2413,0.2343,0.2398,0.5293,0.6148,0.5099
372,自分の1RMを測ろうと思っても、限界に達するまでのプレートがないかもしれないし、逆に大怪我をしたり、死ぬこともあるかもしれない。,自分の最大挙上重量を計算しようとすると、最大挙上できるだけの重りがなかったり、逆に重すぎて怪我をしたり、最悪の場合死んでしまうかもしれない。,自分の最大挙上重量を測ろうとしても、十分な重りがなかったり、逆に重すぎて怪我や死亡につながる可能性もある。,自分の最大挙上重量を計算しようとすると、最大挙上できるだけの重りがなかったり、逆に重すぎて怪我をするかもしれない。,0.24,0.1524,0.2123,0.524,0.3896,0.5013,0.5802,0.6501,0.4644,0.747,0.7678,0.6779
375,ブッラータチーズなんて5年前は絶対になかった。,5年前には、ブラッティーナなんて存在しなかったと誓うよ。,5年前には、ブッラータなんてなかったと思うよ。,5年前には、ブッラータなんて存在しなかったと誓うよ。,0.1764,0.374,0.3281,0.6498,0.7337,0.7242,0.5039,0.5205,0.5457,0.7103,0.8012,0.7505
379,誰かのお母さんが作ったのも見たことがないし、パーティで無理やり食べさせられたり、だれかの突拍子もないソース作りや、パンやお菓子作りのなかで見たこともない。,誰かの母親が作っているのを見たことも、パーティーで無理やり押し付けられたことも、誰かのソース作りやパン作りの日に出てきたのを見たこともなかった。,誰かの母親が作っているのを見たことも、パーティーで勧められたことも、誰かのソース作りやパン作りの際に目にしたことすらなかった。,誰かの母親が作っているのを見たことも、パーティーで無理やり勧められたことも、誰かのソース作りやパン作りの時に出てきたのを見たこともなかった。,0.3305,0.2475,0.3283,0.525,0.4961,0.519,0.5177,0.5787,0.5976,0.8409,0.827,0.8687
384,おすすめのLinuxタブレットはありますか？,Linuxタブレットで愛用しているものがある人いますか？,Linuxタブレットでおすすめはありますか？,Linuxタブレットで愛用しているものはありますか？,0.4205,0.789,0.5727,0.7024,0.9532,0.8017,0.7274,0.8939,0.7374,0.9308,0.9678,0.9506
385,ウェブを見るのが主で、メールはたまに、ゲームも少しできればいいです。,主にウェブ閲覧、たまにメール、それに少しゲームをする程度です。,主にウェブブラウジングと、時々メール、それにゲームを少しするくらいです。,主にウェブ閲覧、時々メール、そして軽いゲームが中心です。,0.1544,0.167,0.1273,0.6209,0.5604,0.5137,0.7283,0.585,0.709,0.9092,0.8862,0.9049
388,つまらないゲームは一生つまらないままだ。」,駄作は永遠に駄作。,駄作はずっと駄作だ。,駄作はずっと駄作。,0.0149,0.0309,0.0149,0.0505,0.1284,0.0505,0.3525,0.3133,0.3267,0.7502,0.7433,0.6905
389,つまり、これを最初に言ったのはエピックなのだろうか？,これってEpicがオリジナル？,これって、エピックが元祖ですか？,これってEpicが発祥なの？,0.03,0.1171,0.0377,0.1268,0.375,0.2061,0.4425,0.4482,0.5044,0.6012,0.7648,0.7189
390,先に進もう。,続けることができます。,続けましょう。,続けることができます。,0.0375,0.1313,0.0375,0.0769,0.3074,0.0769,0.6041,0.6968,0.6041,0.6925,0.8325,0.6925
391,それより前のゲームプロ1997年11月号では、もっと曖昧な表現で引用されている、,GamePro 1997年11月号の過去の記事には、もっと曖昧な引用がある。,GamePro1997年11月号の過去の記事には、より曖昧な引用が見られる。,GameProの1997年11月号の過去の記事には、さらに曖昧な引用が掲載されている。,0.3848,0.2782,0.3198,0.5179,0.5069,0.5371,0.7133,0.685,0.7202,0.9248,0.9251,0.9162
401,特に、窓が大きくなった車両がよかった。,特に窓の大きい車両。,特に窓の大きい車両はおすすめです。,特に窓の大きな車両がいいわ。,0.0635,0.0757,0.1188,0.388,0.3736,0.4822,0.6596,0.7477,0.6898,0.8622,0.9155,0.9345
402,もう少し改良したほうがいいところはある。,磨きをかけるべき箇所がいくつかあります。,改善の余地がある箇所がいくつかあります。,磨きをかけるべき箇所がいくつかあります。,0.0481,0.0599,0.0481,0.125,0.15,0.125,0.6938,0.7767,0.6938,0.8714,0.8922,0.8714
403,つまり、ゴミ箱が少なすぎるし、ライトの色の違いの意味の説明表示も十分ではない。,つまり、十分なゴミ箱の不足と、照明の色の重要性を説明する標識の不足です。,つまり、十分なごみ容器の不足と、照明の色の意味合いを説明する解説がないことです。,つまり、ゴミ箱の数が不足していることと、照明の色の意味を説明する標識がないことです。,0.1415,0.1446,0.2365,0.4784,0.4843,0.5528,0.6518,0.5953,0.6893,0.8704,0.8951,0.91
405,ICMとDDZ車両が廃止になっても残念ではない。,ICMやDDZ株が終わっても、悲しくはないだろう。,ICMやDDZの株が終わっても、別に悲しくはない。,ICMやDDZ株が終わっても、別に悲しくは思わないだろう。,0.1648,0.2171,0.1289,0.558,0.6025,0.5658,0.6167,0.5404,0.5573,0.7534,0.7161,0.7528
406,お一人様一点限りのルールは、お並び頂いた皆様に確実に行き渡るようにするためのものです。,お一人様一枚までとさせていただきます。お並びいただいた皆様がボードを入手できるよう努めております。,お一人様一枚までとさせていただきます。お並びいただいた方が皆、板を手に入れられるように努めております。,お一人様一枚までの販売とさせていただきます。お並びいただいた皆様が確実にボードを入手できるよう、努めております。,0.1857,0.1695,0.1823,0.4526,0.4247,0.5303,0.3683,0.3131,0.5121,0.7977,0.8101,0.8593
411,このような友情は、あらゆる違いも乗り越える。,そのような友情は、違いを超える。,そのような友情は、違いを乗り越える。,そのような友情は、あらゆる違いを乗り越える。,0.3905,0.5525,0.8232,0.6037,0.7383,0.9086,0.8276,0.8571,0.8727,0.8829,0.9371,0.9669
412,みな人生いろいろある。,誰にでも語るべき物語がある。,誰にでも物語がある。,誰にでも語る物語がある。,0.1057,0.1413,0.1261,0.2606,0.2701,0.2653,0.4685,0.5803,0.451,0.813,0.8652,0.7915
416,でも、言ってみればなんだかインスタンスの出だしを間違ってしまったように感じている。,なんとなく、この件は最初からつまずいてしまったような気がします。,なんとなく、最初からやり方を間違えてしまったような気がします。,なんとなく、この件は最初からつまずいてしまったような気がします。,0.1676,0.1884,0.1676,0.3003,0.3512,0.3003,0.4516,0.6264,0.4516,0.814,0.8383,0.814
418,もうしばらくこの環境で様子をみて、完全に移行すべきか検討したい。,もう少しここに残って、そもそも移行すべきかどうかを考えます。,もう少しここに残って、そもそも移行するかどうかを考えます。,もう少しここに残って、移行すべきかどうかをもう少し検討します。,0.1957,0.0741,0.2306,0.3509,0.2859,0.4807,0.4736,0.433,0.5108,0.8662,0.8468,0.8845
423,Repnidsは地下にトンネルを掘っていて、地下の洞窟にいる荒れ狂う数百のRepnidsの集団の中に落ちてしまう。,レプニドたちは地表の下にトンネルを掘り、あなたは下の洞窟で数百ものレプニドの体が煮えたぎる塊の中に落ちてしまう。,レプニドは地中を掘り進み、下の洞窟で煮えたぎるように蠢く数百ものレプニドの塊に、あなたは落ちてしまう。,レプニドは地表の下にトンネルを掘っており、あなたは下の洞窟で煮えたぎる数百ものレプニドの塊の中に落ちてしまう。,0.343,0.1818,0.3806,0.5104,0.3852,0.5445,0.5093,0.293,0.5109,0.7514,0.6874,0.7881
424,数組の牙が致命的な毒を注入し、Dyskraの空気が肺を汚染して、すぐに終わりはやってくる。,終わりは唐突に訪れる。幾つもの牙が猛毒を注入し、ディスクラの空気が肺を蝕む。,終わりは瞬く間に訪れ、幾つもの牙が猛毒を注入すると同時に、ディスクラの瘴気が肺を蝕む。,終わりは唐突に訪れ、幾つもの牙が猛毒を注入すると同時に、ディスクラの空気が肺を蝕む。,0.2925,0.1964,0.2477,0.4796,0.4769,0.4934,0.6554,0.6267,0.6177,0.8156,0.8171,0.8188
425,あなたが人類初の未来旅行者であったことを知る者はいないだろう。,あなたが人類初の未来旅行者だったことは、誰にも知られることはないだろう。,あなたが人類初の未来旅行者だったなんて、誰も知らないだろう。,あなたが人類初の未来旅行者だったことは、誰にも知られることはないだろう。,0.5439,0.5662,0.5439,0.8083,0.7005,0.8083,0.8354,0.839,0.8354,0.9546,0.9638,0.9546
426,スクラップ置き場に機首を向けて着陸し、降機する。,あなたは鉱滓山の斜面に機首を上にして着陸し、降りる。,あなたは鉱滓山の側面に機首を上にして着陸し、降りる。,あなたは鉱滓山の斜面に機首を上にして着陸し、機体から出る。,0.2915,0.2915,0.2242,0.4779,0.4779,0.4721,0.3554,0.3537,0.2863,0.7532,0.7619,0.7396
427,赤土の上に着陸するのを八つ目のRepnidsが見ているような気がするが、こちらに近づいてくることはなく、実際、ゆっくり歩み寄ってもじっとしている。,八つの目を持つレプニドたちは見ているようだが、こちらに向かってくる気配はない。実際、ゆっくりと近づいても、彼らは微動だにしない。,"восьмиглазые репниды, кажется, следят за вами, но никак не двигаются к вам, в сущности, они неподвижны, когда вы медленно приближаетесь к ним.",八つの目を持つレプニドたちは見ているようだが、こちらに向かってくる様子はない。実際、ゆっくりと近づいていくと、彼らは微動だにしない。,0.29,0.0,0.2909,0.4214,0.0,0.3895,0.4133,0.4066,0.4032,0.857,0.5171,0.8632
429,ユニバーサル・トランスレーターが応答しないので、彼らは理解するどころか聞こえもしないようだ。,どうやら、ユニバーサル翻訳機は応答を拾っていないため、彼らはあなたの声が聞こえないどころか、理解もできないようです。,ユニバーサル翻訳機が応答を拾わないため、彼らにはあなたの声が聞こえず、理解もできないようだ。,どうやらユニバーサル翻訳機が応答を拾っていないようなので、彼らにはあなたの声が聞こえないどころか、理解もできないようだ。,0.2525,0.3063,0.3059,0.6091,0.5775,0.6187,0.6574,0.6365,0.6482,0.8792,0.8724,0.8811
