index,original,zero_shot_translation,improved_translation
54,"Congressman Thomas Massie of Kentucky, one of the Republican Party's most vocal budget hawks but not among those who protested the Wednesday vote, said a yearlong CR that triggers the 1 percent spending cut may be the most feasible way to keep the government open while ending ongoing ""brinkmanship.""","قال عضو الكونجرس توماس ماسي من كنتاكي، وهو أحد أبرز صقور الميزانية في الحزب الجمهوري ولكنه ليس من بين أولئك الذين احتجوا على تصويت الأربعاء، إن قرارًا مستمرًا لمدة عام يؤدي إلى خفض الإنفاق بنسبة 1 بالمائة قد يكون الطريقة الأكثر جدوى لإبقاء الحكومة مفتوحة مع إنهاء ""سياسة حافة الهاوية"" المستمرة.",قال عضو الكونجرس توماس ماسي من كنتاكي، وهو أحد أبرز صقور الميزانية في الحزب الجمهوري ولكنه ليس من بين أولئك الذين احتجوا على تصويت الأربعاء، إن قرارًا مستمرًا لمدة عام يؤدي إلى خفض الإنفاق بنسبة 1 بالمائة قد يكون الطريقة الأكثر جدوى لإبقاء الحكومة مفتوحة مع إنهاء سياسة حافة الهاوية المستمرة.
55,"However, he said the most ""responsible way"" to cut spending would be to pass all 12 bills. With many Republicans reticent to see a shutdown and a 1 percent cut to defense spending, the urgency to pass the bills could see enough Republicans ally with Democrats to extend the deadline on the four spending bills and reach an agreement to fund the government, even if doing so puts Johnson in hot water with some of those on the hard right.","ومع ذلك، قال إن ""الطريقة الأكثر مسؤولية"" لخفض الإنفاق هي تمرير جميع مشاريع القوانين الـ 12. ومع تردد العديد من الجمهوريين في رؤية إغلاق حكومي وخفض بنسبة 1 في المائة في الإنفاق الدفاعي، فإن الحاجة الملحة لتمرير مشاريع القوانين قد تشهد تحالف عدد كاف من الجمهوريين مع الديمقراطيين لتمديد الموعد النهائي بشأن مشاريع قوانين الإنفاق الأربعة والتوصل إلى اتفاق لتمويل الحكومة، حتى لو وضع ذلك جونسون في موقف حرج مع بعض المتشددين اليمينيين.","ومع ذلك، ذكر أن ""السبيل الأمثل"" لخفض الإنفاق يكمن في إقرار جميع مشاريع القوانين الـ 12. ونظرًا لتردد العديد من الجمهوريين في القبول بإغلاق الحكومة وخفض الإنفاق الدفاعي بنسبة 1 في المائة، فإن الحاجة الملحة لإقرار مشاريع القوانين قد تدفع عددًا كافيًا من الجمهوريين إلى التحالف مع الديمقراطيين لتمديد الموعد النهائي لمشاريع قوانين الإنفاق الأربعة والتوصل إلى اتفاق لتمويل الحكومة، حتى لو وضع ذلك جونسون في مأزق مع بعض المتشددين اليمينيين."
56,"""That [1 percent cut] is supposed to be motivation and leverage to get 12 separate bills done,"" Massie told Newsweek. ""So, I think we could do a one-year CR, we can argue, and then we hit that tiny little bump in the road, then hopefully everybody's motivated to come to their senses. That's the way I would do it.""","""قال ماسي لنيوزويك: ""من المفترض أن يكون هذا [الخفض بنسبة 1 في المائة] حافزًا وضغطًا لإنجاز 12 مشروع قانون منفصل"". ""لذا، أعتقد أننا يمكن أن نفعل قرارًا مستمرًا لمدة عام واحد، يمكننا أن نجادل، ثم نصطدم بتلك العقبة الصغيرة في الطريق، ثم نأمل أن يكون الجميع متحفزًا للعودة إلى رشدهم. هذه هي الطريقة التي سأفعل بها ذلك.""","""قال ماسي لنيوزويك: """"الهدف من هذا [خفض الواحد بالمئة] هو التحفيز والضغط لإقرار 12 مشروع قانون منفصل."" وأضاف: ""لذا، أعتقد أنه يمكننا تمرير قرار تمويلي مؤقت لمدة عام، ثم نناقش الأمر، وبعد ذلك نتجاوز هذه العقبة الصغيرة، ونأمل أن يتحلى الجميع بالحكمة. هذه هي الطريقة التي أتبعها."""
57,Regulators Approve New Bitcoin ETFs in Watershed Moment for Crypto,المُنظّمون يُوافقون على صناديق Bitcoin المتداولة الجديدة في لحظةٍ فارقةٍ لعالم العملات المُشفرة.,وافق المنظمون على صناديق بيتكوين المتداولة الجديدة في نقطة تحول حاسمة لعالم العملات المشفرة.
58,"The Securities and Exchange Commission begrudgingly approved exchange-traded funds that directly hold bitcoin Wednesday, a move long-awaited by fans of digital currencies and criticized by financial watchdogs skeptical of the crypto industry.",وافقت لجنة الأوراق المالية والبورصات على مضض، يوم الأربعاء، على صناديق الاستثمار المتداولة التي تحتفظ مباشرة بعملة البيتكوين، وهي خطوة طال انتظارها من قبل محبي العملات الرقمية وانتقدها المراقبون الماليون المتشككون في صناعة العملات المشفرة.,وافقت لجنة الأوراق المالية والبورصات على مضضٍ يوم الأربعاء على صناديق المؤشرات المتداولة التي تحتفظ مباشرةً بعملة البيتكوين، وهي خطوة طال انتظار محبي العملات الرقمية لها، بينما انتقدها المراجعون الماليون المتشككون في صناعة العملات المشفرة.
59,"The commission authorized 10 exchange-traded funds, or ETFs, that invest in bitcoin, including funds proposed by giants such as Blackrock and Fidelity as well as by smaller financial companies.",وافقت اللجنة على 10 صناديق متداولة في البورصة، أو صناديق الاستثمار المتداولة، تستثمر في البيتكوين، بما في ذلك الصناديق المقترحة من قبل عمالقة مثل بلاك روك وفيديليتي وكذلك من قبل شركات مالية أصغر.,وافقت اللجنة على 10 صناديق ETF تستثمر في البيتكوين، بما في ذلك الصناديق المقترحة من شركات كبرى مثل بلاك روك، وفيديليتي، بالإضافة إلى شركات مالية أصغر.
60,"""While we approved the listing and trading of certain spot Bitcoin ETP shares today, we did not approve or endorse Bitcoin,"" SEC Chair Gary Gensler said in a statement. ""Investors should remain cautious about the myriad risks associated with Bitcoin and products whose value is tied to crypto.""","""بينما وافقنا اليوم على إدراج وتداول أسهم معينة لصناديق الاستثمار المتداولة الفورية للبيتكوين، لم نوافق أو نصادق على البيتكوين""، صرح رئيس هيئة الأوراق المالية والبورصات غاري غينسلر في بيان. ""يجب على المستثمرين أن يظلوا حذرين بشأن المخاطر العديدة المرتبطة بالبيتكوين والمنتجات التي ترتبط قيمتها بالعملات المشفرة.""","""بينما وافقنا اليوم على إدراج وتداول أسهم صناديق المؤشرات المتداولة الفورية للبيتكوين، لم نوافق أو نصادق على البيتكوين""، صرح رئيس هيئة الأوراق المالية والبورصات غاري غينسلر في بيان. ""يجب على المستثمرين أن يظلوا حذرين بشأن المخاطر العديدة المرتبطة بالبيتكوين والمنتجات المرتبطة بالعملات المشفرة""."
62,"""Importantly, today's Commission action is cabined to ETPs holding one non-security commodity, bitcoin. It should in no way signal the Commission's willingness to approve listing standards for crypto asset securities. Nor does the approval signal anything about the Commission's views as to the status of other crypto assets under the federal securities laws or about the current state of non-compliance of certain crypto asset market participants with the federal securities laws,"" Gensler said.","""والأهم من ذلك، فإن إجراء اللجنة اليوم يقتصر على صناديق المؤشرات المتداولة (ETPs) التي تحتفظ بسلعة غير أمنية واحدة، وهي البيتكوين. ولا ينبغي بأي حال من الأحوال أن يشير إلى استعداد اللجنة للموافقة على معايير الإدراج للأوراق المالية للأصول المشفرة. كما أن الموافقة لا تشير إلى أي شيء بشأن آراء اللجنة فيما يتعلق بوضع الأصول المشفرة الأخرى بموجب قوانين الأوراق المالية الفيدرالية أو حول الوضع الحالي لعدم امتثال بعض المشاركين في سوق الأصول المشفرة لقوانين الأوراق المالية الفيدرالية""، على حد قول جينسلر.","""الأهم في هذا السياق، أن إجراء اللجنة اليوم يقتصر على صناديق المؤشرات المتداولة التي تحتفظ بسلعة واحدة غير أمنية، وهي البيتكوين، ولا ينبغي أن يُفسَّر بأي حال على أنه إشارة إلى استعداد اللجنة للموافقة على معايير إدراج الأوراق المالية للأصول المشفرة، كما أن هذه الموافقة لا تعكس آراء اللجنة بشأن وضع الأصول المشفرة الأخرى بموجب قوانين الأوراق المالية الفيدرالية، أو بشأن الوضع الحالي لعدم امتثال بعض المشاركين في سوق الأصول المشفرة بهذه القوانين."""
63,"The SEC rejected applications for similar funds for years. Last year, however, the U.S. Court of Appeals for the District of Columbia ruled against the SEC's refusal to approve an application from Grayscale to convert a derivative fund into one that would directly bitcoin, calling the SEC's position """,رفضت هيئة الأوراق المالية والبورصات طلبات صناديق مماثلة لسنوات. لكن في العام الماضي، قضت محكمة الاستئناف الأمريكية لمقاطعة كولومبيا ضد رفض هيئة الأوراق المالية والبورصات الموافقة على طلب من Grayscale لتحويل صندوق مشتقات إلى صندوق يستثمر مباشرة في البيتكوين، واصفة موقف هيئة الأوراق المالية والبورصات بـ,"رفضت هيئة الأوراق المالية والبورصات طلبات صناديق مماثلة لسنوات، لكن في العام الماضي، قضت محكمة الاستئناف الأمريكية لمقاطعة كولومبيا ضد رفض الهيئة الموافقة على طلب Grayscale لتحويل صندوق مشتقات إلى صندوق يستثمر مباشرة في البيتكوين، واصفة موقفها بـ ""....""."
64,"""Based on these circumstances and those discussed more fully in the approval order, I feel the most sustainable path forward is to approve the listing and trading of these spot bitcoin ETP shares,"" Gensler explained.","بالنظر إلى هذه الظروف وتلك التي نوقشت بتوسع أكبر في أمر الموافقة، أشعر أن المسار الأكثر استدامة للمضي قدمًا هو الموافقة على إدراج وتداول أسهم صناديق المؤشرات المتداولة الفورية للبيتكوين هذه،"" أوضح جينسلر.","""بالنظر إلى هذه الظروف وتلك التي نوقشت بتوسع أكبر في قرار الموافقة، أشعر أن المسار الأكثر استدامة للمضي قدمًا هو الموافقة على إدراج وتداول هذه الأسهم في صناديق البيتكوين المتداولة الفورية،"" أوضح جينسلر."
65,"The much-anticipated approval has been hailed as a watershed event for digital currencies that proponents say will broaden access to investing in bitcoin and possibly lead to broader acceptance of cryptocurrencies as legitimate financial assets. The price of bitcoin has exploded higher in recent months, rising from around $25,000 in September to more than $45,000, in part because many bitcoin investors believe the ETFs will create more demand for the asset.","يُعتبر هذا الاعتماد الذي طال انتظاره حدثًا فارقًا بالنسبة للعملات الرقمية، والذي يقول المؤيدون إنه سيوسع نطاق الوصول إلى الاستثمار في البيتكوين وربما يؤدي إلى قبول أوسع للعملات المشفرة كأصول مالية مشروعة. وقد انفجر سعر البيتكوين صعودًا في الأشهر الأخيرة، مرتفعًا من حوالي 25,000 دولار في سبتمبر إلى أكثر من 45,000 دولار، ويرجع ذلك جزئيًا إلى اعتقاد العديد من مستثمري البيتكوين بأن صناديق الاستثمار المتداولة (ETFs) ستخلق المزيد من الطلب على الأصل.","يُمثل هذا الاعتماد المرتقب حدثًا فارقًا بالنسبة للعملات الرقمية، إذ يرى المؤيدون أنه سيوسع نطاق الوصول إلى الاستثمار في البيتكوين وقد يؤدي إلى قبول أوسع للعملات المشفرة كأصول مالية مشروعة؛ وارتفع سعر البيتكوين بشكل كبير في الأشهر الأخيرة، من حوالي 25,000 دولار في سبتمبر إلى أكثر من 45,000 دولار، ويعزى ذلك جزئيًا إلى اعتقاد العديد من مستثمري البيتكوين بأن صناديق المؤشرات المتداولة (ETFs) ستزيد الطلب على هذا الأصل."
66,Critics blasted the SEC on Wednesday night.,انتقد النقاد هيئة الأوراق المالية والبورصات بشدة مساء الأربعاء.,انتقد النقاد الهيئة بشدة مساء الأربعاء.
70,Authorities are urging the population to file reports in a bid to de-Russify the country,تحث السلطات السكان على تقديم بلاغات في محاولة لنزع الطابع الروسي عن البلاد.,تحث السلطات السكان على تقديم بلاغات في مسعى لإزالة مظاهر الثقافة الروسية من البلاد.
71,The number of complaints to authorities in Ukraine of a person speaking in Russian increased by 30% last year. Kiev actively encourages the population to report such cases in a bid to allegedly 'protect' the country from Russian influence.,"ارتفع عدد الشكاوى المقدمة إلى السلطات في أوكرانيا بشأن شخص يتحدث باللغة الروسية بنسبة 30% في العام الماضي. وتشجع كييف بنشاط السكان على الإبلاغ عن مثل هذه الحالات بزعم ""حماية"" البلاد من النفوذ الروسي.","ارتفع عدد الشكاوى المقدمة للسلطات في أوكرانيا حول أشخاص يتحدثون بالروسية بنسبة 30% في العام الماضي، وتشجع كييف السكان بنشاط على الإبلاغ عن هذه الحالات بدعوى ""حماية"" البلاد من النفوذ الروسي."
74,"In 2019, Ukraine adopted a law that makes using the Ukrainian language obligatory in all spheres of public life, including government, medicine, science, education, and the media. Failure to comply can result in fines. Since 2022, when the military conflict with Russia began, Ukraine has undertaken a campaign of total de-Russification, with MPs saying it is necessary in order to defend against Russian influence. Local authorities have introduced complete bans on Russian-language works of art, performances, books, films, songs, and its study in schools and universities, and recommended that schoolchildren communicate in Ukrainian even during breaks.",في عام 2019، اعتمدت أوكرانيا قانونًا يجعل استخدام اللغة الأوكرانية إلزاميًا في جميع مجالات الحياة العامة، بما في ذلك الحكومة والطب والعلوم والتعليم والإعلام. يمكن أن يؤدي عدم الامتثال إلى غرامات. منذ عام 2022، عندما بدأ الصراع العسكري مع روسيا، شرعت أوكرانيا في حملة شاملة للتخلص من الثقافة الروسية، حيث يقول أعضاء البرلمان إن ذلك ضروري للدفاع ضد النفوذ الروسي. فرضت السلطات المحلية حظرًا كاملاً على الأعمال الفنية والعروض والكتب والأفلام والأغاني باللغة الروسية، ودراستها في المدارس والجامعات، وأوصت بأن يتواصل أطفال المدارس باللغة الأوكرانية حتى خلال فترات الاستراحة.,في عام 2019، اعتمدت أوكرانيا قانونًا يجعل استخدام اللغة الأوكرانية إلزاميًا في جميع مجالات الحياة العامة، بما في ذلك الحكومة والطب والعلوم والتعليم والإعلام، ويمكن أن يؤدي عدم الامتثال إلى غرامات. منذ عام 2022، عندما بدأ الصراع العسكري مع روسيا، شرعت أوكرانيا في حملة شاملة لإزالة الطابع الروسي، حيث يقول أعضاء البرلمان إن ذلك ضروري للدفاع ضد النفوذ الروسي. فرضت السلطات المحلية حظرًا كاملاً على الأعمال الفنية والعروض والكتب والأفلام والأغاني باللغة الروسية ودراستها في المدارس والجامعات، وأوصت بأن يتواصل الطلاب باللغة الأوكرانية حتى خلال فترات الاستراحة.
79,"As the latest tranche of NHS figures reveals more bad news, we should be outraged",مع كشف أحدث دفعة من أرقام هيئة الخدمات الصحية الوطنية عن المزيد من الأخبار السيئة، يجب أن نكون غاضبين.,مع صدور آخر الأرقام السيئة عن هيئة الخدمات الصحية الوطنية، لا بد أن نغضب.
81,"If anyone dares to say that Scotland's NHS is not in a state of crisis or that these are just the usual winter problems, we should be outraged. The danger is that politicians like the embattled Health Secretary, Michael Matheson, will succeed in their efforts to convince us that, while regrettable, this is somehow acceptable, that there is nothing more that ministers can do in the circumstances, that this is the new normal.",إذا تجرأ أحد على القول بأن هيئة الخدمات الصحية الوطنية في اسكتلندا ليست في حالة أزمة أو أن هذه مجرد مشاكل الشتاء المعتادة، فيجب أن نغضب. الخطر هو أن السياسيين مثل وزير الصحة المتعثر، مايكل ماثيسون، سينجحون في جهودهم لإقناعنا بأنه، على الرغم من الأسف، فإن هذا مقبول بطريقة ما، وأنه لا يوجد شيء آخر يمكن للوزراء فعله في هذه الظروف، وأن هذا هو الوضع الطبيعي الجديد.,إذا تجرأ أحد على القول بأن الخدمات الصحية الوطنية في اسكتلندا ليست في حالة أزمة أو أن هذه مجرد المشاكل الشتوية المعتادة، فيجب أن نغضب. الخطر هو أن السياسيين، مثل وزير الصحة المتعثر، مايكل ماثيسون، سينجحون في جهودهم لإقناعنا بأنه، مع الأسف، فإن هذا مقبول على نحو ما، وأنه لا يوجد شيء آخر يمكن للوزراء فعله في هذه الظروف، وأن هذا هو الوضع الطبيعي الجديد.
82,"Amid calls for his resignation over the abject failure of the SNP's NHS recovery plan, Matheson spoke of how the ""heightened winter pressure"" was ""not unique to Scotland."" Instead of ""blame Westminster,"" the attempted defence this time was ""Westminster's just as bad,"" as if that provided any comfort to the legions of patients forced to wait for hours on end in pain and distress.","وسط دعوات لاستقالته على خلفية الفشل الذريع لخطة التعافي الخاصة بهيئة الخدمات الصحية الوطنية التابعة للحزب الوطني الاسكتلندي، تحدث ماثيسون عن أن ""ضغط الشتاء المتزايد"" ""ليس حكراً على اسكتلندا"". وبدلاً من ""إلقاء اللوم على وستمنستر""، كان الدفاع المحاولة هذه المرة هو ""وستمنستر سيئة بنفس القدر""، وكأن ذلك يمثل أي عزاء للجحافل من المرضى الذين أُجبروا على الانتظار لساعات طويلة في ألم وكرب.","وسط دعوات لاستقالته بسبب الفشل الذريع لخطة التعافي الخاصة بالخدمات الصحية الوطنية التابعة للحزب الوطني الاسكتلندي، صرح ماثيسون بأن ""ضغط الشتاء المتزايد"" ""ليس حكراً على اسكتلندا"". وبدلاً من ""إلقاء اللوم على وستمنستر""، كان الدفاع هذه المرة هو أن ""أداء وستمنستر لا يقل سوءاً""، وكأن ذلك يخفف عن المرضى الذين اضطروا للانتظار لساعات طويلة في ألم ومعاناة."
83,"He admitted that the age-old problem of delayed discharge - in which patients well enough to leave hospital cannot do so, often because the necessary social care is not available - was a ""major factor,"" but claimed an action plan was being ""implemented at pace."" Given this has been a persistent issue for years, few will have high hopes the SNP has finally found a solution.","اعترف بأن مشكلة التأخير في الخروج من المستشفى - وهي مشكلة قديمة يعجز فيها المرضى الذين هم بصحة جيدة بما يكفي لمغادرة المستشفى عن القيام بذلك، غالبًا بسبب عدم توفر الرعاية الاجتماعية اللازمة - كانت ""عاملاً رئيسياً""، لكنه زعم أنه يتم ""تنفيذ خطة عمل بوتيرة سريعة"". وبالنظر إلى أن هذه المشكلة مستمرة منذ سنوات، فقلة هم من يعلقون آمالاً كبيرة على أن يكون الحزب الوطني الاسكتلندي قد وجد حلاً أخيراً.","اعترف بأن مشكلة التأخير المزمن في الخروج من المستشفى - حيث يعجز المرضى الذين تحسنت حالتهم بما يكفي لمغادرته، غالبًا بسبب عدم توفر الرعاية الاجتماعية اللازمة - كانت ""عاملاً رئيسيًا""، لكنه زعم أنه يتم ""تنفيذ الخطة بسرعة"". وبالنظر إلى استمرار هذه المشكلة لسنوات، فقلة من يعلقون آمالاً كبيرة على إيجاد الحزب القومي الاسكتلندي حلاً نهائيًا لها."
84,"Indeed, new Public Health Scotland figures show the situation is actually getting worse: 1,910 people were delayed in hospital in November, up from 1,730 in April. One reason why ambulances cannot drop off patients promptly is that A&E departments are full because wards are full.",في الواقع، تُظهر أرقام جديدة من الصحة العامة في اسكتلندا أن الوضع يزداد سوءًا: تأخر دخول 1910 شخصًا إلى المستشفى في نوفمبر، مقارنة بـ 1730 في أبريل. أحد أسباب عدم قدرة سيارات الإسعاف على إنزال المرضى على الفور هو أن أقسام الطوارئ ممتلئة بسبب امتلاء الأقسام الداخلية.,في الواقع، تُظهر أرقام جديدة من صحة عامة في اسكتلندا أن الوضع يزداد سوءًا: في نوفمبر، تأخر دخول 1910 أشخاص إلى المستشفى مقارنة بـ 1730 في أبريل. أحد أسباب تأخر سيارات الإسعاف في إنزال المرضى هو اكتظاظ أقسام الطوارئ بسبب امتلاء الأقسام الداخلية.
87,Move will also help transform land at the derelict Gartshore Works site.,ستساعد هذه الخطوة أيضًا في تحويل الأرض في موقع Gartshore Works المهجور.,وستساعد هذه الخطوة أيضًا في تحويل الأرض في موقع مصانع غارتشور المهجور.
88,A Scottish recycling business that has already processed more than a million tonnes of construction waste has opened a second plant following a multi-million pound investment.,افتتحت شركة إسكتلندية لإعادة التدوير، قامت بالفعل بمعالجة أكثر من مليون طن من مخلفات البناء، مصنعًا ثانيًا بعد استثمار بملايين الجنيهات.,افتتحت شركة إسكتلندية لإعادة التدوير، قامت بمعالجة أكثر من مليون طن من نفايات البناء، مصنعًا ثانيًا بعد استثمار بملايين الجنيهات الإسترلينية.
89,"Brewster Brothers"" wash plants transform 100 per cent of the excavated soils and rubble they process from the construction industry into high-value aggregates for reuse. Over the past six years, the firm's site near Livingston, West Lothian has prevented almost 1.35 million tonnes of construction, demolition and excavation waste going to landfill. It has created more than one million tonnes of recycled aggregates to sell into the industry.","تقوم مصانع غسيل ""بروستر براذرز"" بتحويل 100 بالمئة من التربة والحطام المحفور الذي تعالجه من قطاع البناء إلى مواد ركام عالية القيمة لإعادة استخدامها. على مدى السنوات الست الماضية، منع موقع الشركة بالقرب من ليفينغستون، ويست لوثيان، ما يقرب من 1.35 مليون طن من نفايات البناء والهدم والحفر من الذهاب إلى مكب النفايات. وقد أنتجت أكثر من مليون طن من الركام المعاد تدويره لبيعها في السوق.","تقوم مصانع غسيل ""Brewster Brothers"" بتحويل كامل التربة والحطام المستخرج الذي تعالجه من صناعة البناء إلى مواد ركام عالية القيمة لإعادة استخدامها. على مدى السنوات الست الماضية، منع موقع الشركة بالقرب من ليفينغستون، ""West Lothian""، ما يقرب من 1.35 مليون طن من نفايات البناء والهدم والحفر من الذهاب إلى مكب النفايات، وأنتج أكثر من مليون طن من الركام المعاد تدويره لبيعها في السوق."
91,"Scott Brewster, managing director, who set up the business in 2017 alongside his father, Alex, said: ""It's increasingly clear that the construction sector in Scotland appreciates the need to reduce the amount of natural resources that the industry uses and the amount of carbon it emits while increasing use of recycled and secondary materials. The volume of construction, demolition and excavation waste that's been recycled over the last six years has grown enormously, and our investment into this second site demonstrates that there's room for a further expansion in this area.","قال سكوت بروستر، المدير العام الذي أسس الشركة في عام 2017 جنبًا إلى جنب مع والده، أليكس: ""من الواضح بشكل متزايد أن قطاع البناء في اسكتلندا يدرك الحاجة إلى تقليل كمية الموارد الطبيعية التي يستخدمها القطاع وكمية الكربون التي يطلقها، مع زيادة استخدام المواد المعاد تدويرها والثانوية. لقد نما حجم نفايات البناء والهدم والحفر التي أعيد تدويرها على مدى السنوات الست الماضية بشكل كبير، ويُظهر استثمارنا في هذا الموقع الثاني أن هناك مجالًا لمزيد من التوسع في هذا المجال.""","قال سكوت بروستر، المدير العام الذي أسس الشركة في عام 2017 مع والده، أليكس: ""من الواضح بشكل متزايد أن قطاع البناء في اسكتلندا يدرك الحاجة إلى تقليل كمية الموارد الطبيعية التي يستخدمها القطاع وكمية الكربون الذي يطلقه، مع زيادة استخدام المواد المعاد تدويرها والثانوية. لقد نما حجم نفايات البناء والهدم والحفر التي أُعيد تدويرها على مدى السنوات الست الماضية نموًا كبيرًا، ويُظهر استثمارنا في هذا الموقع الثاني أن هناك مجالًا لمزيد من التوسع في هذا المجال."""
93,"As part of the firm's redevelopment of the derelict Gartshore Works site it has recruited new members of staff supported by Scottish Enterprise's Green Jobs Fund. The firm will also recycle the old bing of colliery waste on the site, and the area will be turned into a country park for the local community.",كجزء من إعادة تطوير الشركة لموقع Gartshore Works المهجور، قامت بتوظيف أعضاء جدد مدعومين من صندوق الوظائف الخضراء التابع لمؤسسة Scottish Enterprise. ستقوم الشركة أيضًا بإعادة تدوير كومة نفايات المناجم القديمة الموجودة في الموقع، وسيتم تحويل المنطقة إلى منتزه ريفي للمجتمع المحلي.,تقوم الشركة بتوظيف أعضاء جدد، بدعم من صندوق الوظائف الصديقة للبيئة التابع لمؤسسة Scottish Enterprise، كجزء من إعادة تطويرها لموقع Gartshore Works المهجور. كما ستقوم الشركة أيضًا بإعادة تدوير كومة النفايات القديمة للمنجم الموجودة في الموقع، وتحويل المنطقة إلى منتزه ريفي يخدم المجتمع المحلي.
98,"With the Cost of Living Act legislation ending on 31 March 2024, a new consultation document seeks to extend controls on the level of rent increases that can be levied in the coming year. The consultation ends this Monday and proposes rents be set by the lowest of three comparators: open market rent; a landlord's proposed new rent; and a ""reasonable"" increase devised from a new taper system using comparison with a percentage of market rent.","مع انتهاء تشريع قانون تكلفة المعيشة في 31 مارس 2024، تسعى وثيقة استشارة جديدة لتمديد الضوابط على مستوى الزيادات في الإيجار التي يمكن فرضها في العام المقبل. تنتهي فترة الاستشارة يوم الاثنين المقبل وتقترح تحديد الإيجارات على أساس الأقل من بين ثلاثة معايير مقارنة: إيجار السوق المفتوحة؛ الإيجار الجديد المقترح من قبل المالك؛ وزيادة ""معقولة"" مستمدة من نظام تناقصي جديد باستخدام المقارنة مع نسبة من إيجار السوق.","مع انتهاء العمل بتشريع قانون تكلفة المعيشة في 31 مارس 2024، تسعى وثيقة استشارة جديدة إلى تمديد القيود على حجم الزيادات التي يمكن فرضها على الإيجارات في العام القادم. وتنتهي الاستشارة يوم الاثنين القادم، وتقترح تحديد قيمة الإيجار بناءً على الأقل بين ثلاثة معايير للمقارنة: إيجار السوق الحرة؛ والإيجار الجديد الذي يقترحه المالك؛ وزيادة ""معقولة"" يتم احتسابها من خلال نظام تنازلي جديد يعتمد على مقارنة بنسبة من إيجار السوق."
100,"This tapering proposal would set rent increases between 6 per cent and a maximum of 15 per cent which, ironically, would be higher than historic annual price rises. But, more importantly, this scheme would be unwieldy, overly complex and prohibitively expensive to monitor and implement. We already have a system involving the first-tier housing tribunal which rules on whether a rent increase is fair. This seems like adding further layers of bureaucracy with no gain for landlords or tenants.",إن هذا الاقتراح التدريجي سيحدد زيادات الإيجار بين 6 في المائة و 15 في المائة كحد أقصى، وهو ما سيكون، ويا للمفارقة، أعلى من الزيادات السنوية التاريخية في الأسعار. ولكن الأهم من ذلك، أن هذا المخطط سيكون غير عملي، ومعقدًا للغاية، وباهظ التكلفة من حيث المراقبة والتنفيذ. لدينا بالفعل نظام يتضمن محكمة الإسكان الابتدائية التي تحكم فيما إذا كانت زيادة الإيجار عادلة أم لا. يبدو هذا وكأنه إضافة المزيد من طبقات البيروقراطية دون أي فائدة للمالكين أو المستأجرين.,إن هذا الاقتراح التدريجي سيحدد زيادات الإيجار بين 6 % و 15 % كحد أقصى، وهو ما يثير السخرية، إذ أنه سيكون أعلى من الزيادات السنوية التاريخية في الأسعار. ولكن الأهم من ذلك، أن هذا المخطط سيكون غير عملي، ومعقدًا للغاية، وباهظ التكلفة من حيث المراقبة والتنفيذ. لدينا بالفعل نظام يتضمن محكمة الإسكان من الدرجة الأولى التي تحكم، فيما إذا كانت زيادة الإيجار عادلة أم لا. يبدو هذا وكأنه إضافة المزيد من التعقيدات البيروقراطية دون أي فائدة للمالكين أو المستأجرين.
