index,original,translated,terminology_annotation
296,旨在阻止新冠肺炎传播的限制性措施很可能使依赖前体化学品的制毒者受到进一步挤压。,Restrictive measures aimed at stopping the spread of COVID-19 are likely to further squeeze drug producers who rely on precursor chemicals.,"```
MQM annotations
Terminology errors:
[critical]: no-error
[major]: no-error
[minor]: no-error
```"
297,来自墨西哥的证据表明，这已经成为 现实：据报告，2020年3月，从东亚进口的甲基苯丙胺前体短缺促使墨西哥和美国的甲基苯丙胺价格上涨。,"Evidence from Mexico indicates that this has already become a reality: reportedly, in March 2020, a shortage of methamphetamine precursors imported from East Asia prompted methamphetamine prices in Mexico and the United States to rise.","```
MQM annotations:
Terminology errors:
minor: no-error - None
```"
305,阿富汗和伊拉克甲基苯丙胺市场增长,Afghanistan and Iraq methamphetamine market growth,"```
MQM annotations
Terminology errors:
minor: TERM NOT APPLIED - The glossary term ""甲基苯丙胺"" should be ""methylamphetamine"" but ""methamphetamine"" was used.
```"
309,最近，伊拉克当局发现了多个甲基苯丙胺加工点，麻管局已对伪麻黄碱制剂的大批进口表示关切一甲基苯丙胺加工点将这些制剂用作前体。,"Recently, Iraqi authorities discovered multiple methamphetamine processing sites. The narcotics control agency has expressed concern about large-scale imports of pseudoephedrine preparations, which these processing sites use as precursors.","```
MQM annotations:
Terminology errors:
minor: no-error
```"
311,自那时起，甲基苯丙胺的缉获量一直在稳步上升。,"Since that time, methamphetamine seizures have been steadily increasing.","```
MQM annotations
Terminology errors:
No-error: Terminology - The glossary term ""甲基苯丙胺"" is correctly translated as ""methamphetamine"" and fits the context.
```"
312,但2019年上半年的缉获量一^657公斤——与上一年相比大幅骤增。,But the amount seized in the first half of 2019 was 657 kilograms—a sharp increase compared to the previous year.,"```
MQM annotations:
Accuracy Errors
minor: [terminology/locale_conventions/error_subcategory] - None
major: [terminology/locale_conventions/error_subcategory] - None
critical: [terminology/locale_conventions/error_subcategory] - None
```"
318,在美国最早通过立法的两个州科罗拉多州和华盛顿州，成年人非医疗使用大麻的情况增加，特别是过去一个月以及每天或几乎每天使用的情况增多，自2012年起便已超过了全国平均水平。,"In Colorado and Washington, the first two US states to pass legislation legalizing it, adult non-medical cannabis use has increased, particularly past-month use and daily or near-daily use, exceeding the national average since 2012.","```
MQM annotations:
Terminology errors:
minor: no-error - No terminology errors found.
```"
323,全球大麻药草缉获量暴跌的背后原因是大麻合法化？,Is cannabis legalization the reason behind the sharp drop in global cannabis herb seizures?,"```
MQM annotations:
Terminology errors:
[critical]: [None] - None
[major]: [None] - None
[minor]: [None] - None
```"
326,对新型精神活性物质的监管似乎有遏制作用在国内对新型精神活性物质的监管效果仍然很难评估。,"Regulation of novel psychoactive substances seems to have a deterrent effect, but the effectiveness of this regulation domestically remains difficult to assess.","```
MQM annotations:
Terminology errors:
No-error
```"
327,一些对新型精神活性物质采用不同监管制度的国家显示出不同的新型精神活性物质使用流行率。,Countries adopting different regulatory systems for new psychoactive substances show different prevalence rates of NPS use.,"```
MQM annotations:
Terminology errors:
no-error: no-error - No terminology errors found.
```"
328,在另一些国家，通过国内立法后，新型精神活性物质使用情况有所减少。,"In other countries, the use of new psychoactive substances has decreased following the enactment of domestic legislation.","```
MQM annotations:
Terminology errors:
no-error: no-error - None
```"
333,"据估计，低收入和中等收入国家的人口占全球人口的88%,但消费的药用类阿片却不到10%。","It is estimated that the population of low- and middle-income countries accounts for 88% of the global population, but consumes less than 10% of the world's medicinal opioids.","```
MQM annotations:
Terminology errors:
No-error
```"
334,获取药用类阿片的障碍与许多因素有关，包括立法、文化、卫生系统和处方做法。,"Barriers to accessing medicinal opioids are related to many factors, including legislation, culture, health systems, and prescribing practices.","```
MQM annotations:
Terminology errors:
critical: no-error
major: no-error
minor: no-error
```"
343,全球范围的有限数据表明，迷醉可能是杀人的一个重要因素。,Limited worldwide data indicates that intoxication may be an important factor in homicide.,"```
MQM annotations
Terminology errors:
None: None - No terminology errors were found in the translation based on the provided guidelines. The terms ""worldwide"", ""data"", ""intoxication"", and ""homicide"" accurately translate the corresponding source concepts (""全球范围"", ""数据"", ""迷醉"", ""杀人"") and fit the context appropriately.
```"
351,据估计，2018年使用大麻的有 1.92 亿人，使之成为全球使用最多的毒品。,"An estimated 192 million people used cannabis in 2018, making it the world's most widely used drug.","```
MQM annotations
Terminology errors:
no-error
```"
354,"在2017年与吸毒病症有关的估计167,000例死亡中，有66%是这类物质造成的，在据信为吸毒导致的残疾或过早死亡而损失的2,100万年寿命中，有50%是这类物质造成的。","Of the estimated 167,000 deaths related to drug use disorders in 2017, 66% were caused by these substances, and of the 21 million years of life lost due to disability or premature death attributed to drug use, 50% were caused by these substances.","```
MQM annotations
Terminology errors:
critical: no-error
major: no-error
minor: no-error
```"
368,兴奋剂领域以可卡因和甲基苯丙胺为主，这两种物质在其主要市场的使用量都在上升。,"The stimulant market is dominated by cocaine and methamphetamine, and the use of both substances is increasing in their primary markets.","```
MQM annotations:
Terminology errors:
no-error
```"
372,在一些市场上，可卡因和甲基苯丙胺可以共存，有时是相互替代，这样一种药物的使用量上升时另一种药物的使用量就下降，有时是同时增加和减少以满足同一市场的需求。,"In some markets, cocaine and methamphetamine can coexist, sometimes substituting for each other, such that when the use of one drug rises the use of the other falls, and sometimes increasing and decreasing together to meet the demand of the same market.","```
MQM annotations:
Terminology errors:
No-error - ""cocaine"" is the correct translation for 可卡因.
No-error - ""methamphetamine"" is the correct translation for 甲基苯丙胺.
```"
376,2017年，因吸毒死亡的约有 58.5万人，其中一半死于丙型肝炎引起的肝病，而注射吸毒者的丙型肝炎大多仍未得到治疗。,"In 2017, approximately 585,000 people died due to drug use, half of whom died from liver disease caused by Hepatitis C, and Hepatitis C among injecting drug users remains largely untreated.","```
MQM annotations:
Accuracy Errors
minor: [terminology/locale_conventions] - None.
minor: [terminology/locale_conventions] - None.
minor: [terminology/locale_conventions] - None.
```"
380,使用说明书,User manual,"```
MQM annotations:
Terminology errors:
no-error
```"
385,将耳帐斜向下轻轻塞入耳道，以轻摆头部耳机不田动为家。,Gently insert the ear tip diagonally downwards into the ear canal; the ideal fit is achieved when the earphone does not move as you gently shake your head.,"```
MQM annotations:
Accuracy Errors
minor: terminology/locale_conventions - None
major: terminology/locale_conventions - None
critical: terminology/locale_conventions - None
```"
388,充电开机使用前，请先撕掉左右耳机充各点处的网几，将充电盒及耳机充满电。,"Before use, please remove the protective film from the charging contacts on the left and right earbuds, and fully charge the charging case and earbuds.","```
MQM annotations:
Terminology errors:
minor: [terminology/no-error] - None
```"
390,充电盒未充满电充电指示灯红灯长亮，充满电后充电:3 指示灯熄灭。,"When the charging case is not fully charged, the charging indicator light stays solid red; when fully charged, the indicator light turns off.","```
MQM annotations:
Terminology errors:
None
```"
403,自动连接: 局对移两只耳机从充时盒外十.,Automatic connection: Automatically connect when both earbuds are removed from the charging case.,"```
MQM annotations:
Terminology errors:
No-error: [terminology/none] - None
```"
405,随后红和白灯恢六. 左右囊如自过串联 .,"Subsequently, the red and white lights recover/reset. The left and right bags/capsules [lights?] are connected as if passing through series.","```
MQM annotations:
Accuracy Errors
major: terminology/inappropriate for context - ""bags/capsules"" is likely an incorrect term for ""囊"" in the context of lights being connected in series. A term like ""housings"", ""units"", or simply ""lights"" would probably be more appropriate, although the source text itself is unclear.
minor: accuracy/mistranslation - ""recover/reset"" for ""恢六"" is a reasonable guess, but the source ""恢六"" is likely corrupt (possibly should be 恢复 - recover/restore).
minor: fluency/grammar - ""connected as if passing through series"" is awkward phrasing, potentially due to interpreting the unclear source segment ""如自过串联"". A more standard phrasing would be ""are connected in series"".
```"
406,"待左/右耳机白灯懈 闪时. 打开设备否牙搜索 “RedmIArDots2 ""并点击完连溶。","When the white light on the left/right earbud flashes slowly, open the device's Bluetooth, search for ""RedmIArDots2"", and tap to complete the connection.","```
MQM annotations:
Terminology errors:
[Major]: [WRONG TERM] - The product name ""RedmIArDots2"" appears to be a misspelling or OCR error from the source, likely intended to be ""Redmi AirDots 2"". Assuming ""Redmi AirDots 2"" is the correct glossary term, the translated term contains capitalization and potential character errors.
```"
407,首次连接后. 囊志开机可自动回连上一次配对设备(蓝牙需开启)。,"After the first connection, the device will automatically reconnect to the last paired device when powered on (Bluetooth needs to be enabled).","```
MQM annotations:
Accuracy Errors
minor: [terminology/locale_conventions/no-error] - None
major: [terminology/locale_conventions/no-error] - None
critical: [terminology/locale_conventions/no-error] - None
```"
412,"单耳 / 双耳自由切换; 两只耳机连接成功后即为双丁连接; 将任一耳机放回充电盒关机, 另一只耳机进入单耳模式, 重新取出即可自动恢复双耳模式 。","Seamless switching between single and dual ear modes. Once both earbuds are successfully connected, they enter stereo mode. Place either earbud back into the charging case to turn it off, and the other earbud will switch to mono mode. Taking the earbud out again automatically restores stereo mode.","```
MQM annotations:
Terminology errors:
[minor]: [WRONG TERM] - The translation uses ""dual ear modes"" in the first sentence and ""stereo mode"" in the second and fourth sentences for the same source concept (双耳). While ""stereo"" is contextually correct, using two different terms for the same concept introduces inconsistency. Sticking to one defined term (""dual ear mode"" or ""stereo mode"") would be preferable if a glossary existed.
[minor]: [WRONG TERM] - The translation uses ""single ear modes"" in the first sentence and ""mono mode"" in the third sentence for the same source concept (单耳). Similar to the point above, while ""mono"" is contextually correct, the inconsistency with ""single ear mode"" should be avoided by choosing one term.
```"
415,如果耳机无法正常连接使用，请参照以下方式重置,"If the headphones fail to connect or work properly, please reset them according to the following method.","```
MQM annotations:
Terminology errors:
critical: none
major: none
minor: none
```"
416,耳机: 将耳机拿出充电盒， 在关机状态下， 分别长按两只耳机多功能键15 秒 ，至红白灯交替闪烁3 次后，松开并放回充电盒即可(清除耳机与手机的连授记录)。,"Earbuds: Take the earbuds out of the charging case. With the earbuds powered off, press and hold the multi-function buttons on both earbuds simultaneously for 15 seconds until the red and white lights flash alternately 3 times. Then, release the buttons and place the earbuds back into the charging case (this clears the pairing record between the earbuds and the phone).","```
MQM annotations:
Terminology errors:
No-error: None - No terminology errors were found in the translation based on the provided guidelines.
```"
