index,original,single_agent_translation,single_agent_improved_translation
325,I often wonder at the human capacity to be *so* down on oneself while inundated by so much evidence of what actual cruelty looks like.,אני תוהה לעתים קרובות על היכולת האנושית להיות *כל כך* קשה כלפי עצמך בזמן שמוצף בכל כך הרבה ראיות למראה של אכזריות אמיתית.,"אני לעתים תוהה על היכולת האנושית להיות *כל כך* קשה כלפי עצמה, בעודה מוצפת בכל כך הרבה ראיות למראה של אכזריות אמיתית."
328,But gentling despair at our messiness is crucial - because it gives us more space to tackle the ruins all around.,אבל להרגיע את הייאוש מהבלגן שלנו הוא קריטי - כי הוא נותן לנו יותר מרחב להתמודד עם ההריסות מסביב.,אבל להתייחס בעדינות לבלגן שלנו חיוני - כי זה נותן לנו יותר מרחב להתמודד עם ההריסות מסביב.
331,"Some programmers: ""Typing speed does not matter!""","כמה מתכנתים: ""מהירות ההקלדה לא משנה!""","מתכנתים רבים: ""מהירות ההקלדה אינה חשובה!"""
339,It is definitely more romance than filth.,זה בהחלט יותר רומנטיקה מאשר זוהמה.,זה בהחלט יותר רומנטי מאשר מגונה.
342,I don't agree that #Mastodon is difficult to setup.,אני לא מסכים ש-#Mastodon קשה להתקנה.,אני לא מסכים שהתקנת #Mastodon היא קשה.
343,"Common, it's really not that hard.","נו, באמת שזה לא כל כך קשה., פשוט תספק את התרגום בלי טקסט נוסף.","פשוט, זה לא כל כך קשה."
347,If you stick to the default web interface it doesn't look and feel good (imho).,"אם אתה נצמד לממשק האינטרנט המוגדר כברירת מחדל, זה לא נראה ומרגיש טוב (לדעתי הצנועה).","אם אתה משתמש בממשק האינטרנט המוגדר כברירת מחדל, זה לא נראה ולא מרגיש טוב (לדעתי)."
348,"So, it requires a bit more effort to get into it and you probably need a good app to improve #UX.","אז, זה דורש קצת יותר מאמץ כדי להיכנס לזה ואתה כנראה צריך אפליקציה טובה כדי לשפר את חווית המשתמש.","אז, זה דורש קצת יותר מאמץ להתחיל בכך, ואתה כנראה צריך אפליקציה טובה כדי לשפר את חווית המשתמש."
353,Forecasting: anticipating harms before they happen (even if by minutes),חיזוי: צפייה מראש של נזקים לפני שהם מתרחשים (גם אם מדובר בדקות בודדות),חיזוי: ניבוי אירועים עתידיים לפני שהם מתרחשים (אפילו אם מדובר בדקות בודדות בלבד)
369,I work out alone in my bedroom without a spotter or even a weight rack.,אני מתאמן לבד בחדר השינה שלי בלי מאבטח או אפילו מתקן משקולות.,אני מתאמן לבד בחדר השינה שלי בלי מאמן או אפילו מעמד למשקולות.
370,Just me and a barbell with a bunch of weights.,רק אני ומוט עם חבילה של משקולות.,רק אני ומוט עם מספר משקולות.
372,"If I try and figure out my one rep max is I might not own enough weights to max out, or conversely it could seriously injure/kill me.","אם אנסה לברר מהו המשקל המרבי שאני יכול להרים בחזרה אחת, יתכן שלא יהיו לי מספיק משקולות כדי להגיע למקסימום, או לחלופין זה עלול לפצוע אותי קשה או להרוג אותי.","אם אנסה לקבוע את המשקל המרבי שאני יכול להרים בחזרה אחת, ייתכן שלא יהיו לי מספיק משקולות כדי להגיע למקסימום, או לחלופין, זה עלול לגרום לי נזק חמור או אפילו להרוג אותי."
379,I'd never seen anyone's mom make it or had it shoved at me at a party or seen it appear in conjunction with anyone's saucemaking escapades or baking days,מעולם לא ראיתי את אמא של מישהו מכינה את זה או שדחפו לי את זה במסיבה או ראיתי את זה מופיע בהקשר של הרפתקאות הכנת הרטבים או ימי האפייה של מישהו.,"מעולם לא ראיתי את אמא של אף אחד מכינה את זה או שדחפו לי את זה במסיבה, או ראיתי את זה מופיע בהקשר של הכנת רטבים או ימי אפייה של מישהו."
383,"Having been radicalized here, we're reluctant to buy a new FAANG machine*.","לאחר שעברנו כאן הקצנה, אנו מהססים לקנות מכונת פאנג* חדשה.","לאחר שעברנו כאן קיצון, אנו מהססים לקנות מכשיר טכנולוגי חדש*."
389,So was it Epic that originated this?,אז האם אפיק הם אלה שיצרו את זה במקור?,אז האם אפיק הוא שיצר את זה במקור?
394,Is it so ephemeral then?,האם זה כל כך חמקמק אם כן?,האם זה כל כך חולף אז?
395,"Merely a ""catchphrase"" with no clear originator?","סתם ""סיסמה"" ללא יוצר ברור?",סתם ביטוי שאין לו מקור ברור?
399,Have now done a full round trip on the new ICNG train.,עשיתי עכשיו נסיעה הלוך ושוב מלאה ברכבת החדשה ICNG.,עשיתי עכשיו נסיעה הלוך ושוב ברכבת החדשה ICNG.
402,There's areas that could use some polish.,יש אזורים שיכולים להשתמש בקצת ליטוש.,יש אזורים שיכולים להיות משופרים.
403,"Namely the lack of enough bins, and the lack of signs to explain the significance of the lighting colours.","בעיקר המחסור בפחים מספיקים, וחוסר השילוט להסביר את משמעות צבעי התאורה.","בעיקר המחסר בפחים מספיקים, וחוסר השילוט להסביר את משמעות צבעי התאורה."
404,"Fix those minor issues, and then can we have more of these please?","תקן את הבעיות הקטנות האלה, ואז אפשר לקבל עוד מאלה בבקשה?","תקן את הבעיות הקטנות האלה, ואז אפשר לקבל עוד כאלה בבקשה?"
406,One per customer rules remain as we try to ensure everyone who queues up can get their hands on a board.,"כללי ""אחד ללקוח"" נשארים בתוקף בזמן שאנו מנסים להבטיח שכל מי שעומד בתור יוכל לשים את ידיו על גלשן.","כללי ""אחד ללקוח"" עדיין בתוקף בזמן שאנו מנסים להבטיח שכל מי שעומד בתור יוכל להשיג את המוצר."
407,"You can buy ONE of the boards listed above, not one of each.","אתה יכול לקנות אחד מהלוחות המפורטים למעלה, לא אחד מכל אחד.","אתה יכול לקנות רק אחד מהלוחות המפורטים למעלה, ולא אחד מכל אחד."
409,Yesterday I had the best time with my friend and former rabbi colleague.,אתמול היה לי הזמן הכי טוב עם החבר שלי ועמית לשעבר לרבנות.,"נהניתי מאוד עם חברי לשעבר, הרב."
419,#FalconGameBooks,#ספריהמשחקיםשלפלקון,#ספרי המשחקים המתורגמים של פלקון
420,"The eight-eyed Repnids seem to be watching as you settle the flyer down on the red soil, but they make no move towards you, in fact they are motionless as you climb out of the flyer and walk slowly towards them.","הרפנידים בעלי שמונה העיניים נראים כאילו הם צופים בך בזמן שאתה מנחית את המעופף על האדמה האדומה, אך הם לא זזים לכיוונך, למעשה הם נשארים ללא תנועה כשאתה יוצא מהמעופף והולך לאט לכיוונם.","הרפנידים בעלי שמונת העיניים נראים כאילו הם צופים בך בזמן שאתה מנחית את המטוס על האדמה האדומה, אך הם לא זזים לכיוונך, למעשה הם נשארים ללא תנועה כשאתה יוצא מהמטוס והולך לאט לכיוונם."
422,The rock beneath you gives way suddenly.,הסלע מתחתיך מתמוטט לפתע.,הקרקע מתחתיך נפערת לפתע.
424,"The end is swift, as several pairs of fangs inject their deadly venom and the air of Dyskra contaminates your lungs.","הסוף מהיר, כאשר מספר זוגות של ניבים מזריקים את הארס הקטלני שלהם והאוויר של דיסקרה מזהם את ריאותיך.","הקץ מגיע במהירות, כאשר מספר זוגות של ניבים מזריקים את הארס הקטלני שלהם והאוויר של דיסקרה מזהם את ריאותיך."
425,Nobody will ever know that you were the first human future traveller.,אף אחד לעולם לא ידע שאתה היית הנוסע בזמן האנושי הראשון.,אף אחד לעולם לא יידע שהיית הנוסע האנושי הראשון לעתיד.
427,"The eight-eyed Repnids seem to be watching, but they make no move towards you, in fact they are motionless as you walk slowly towards them.","הרפנידים בעלי שמונה העיניים נראים כאילו הם צופים, אך הם לא זזים לכיוונך, למעשה הם נשארים ללא תנועה בזמן שאתה צועד לאיטך לעברם.","הרפנידים בעלי שמונת העיניים נראים כאילו הם צופים, אך הם אינם זוים לעברך, למעשה הם נשארים ללא תנועה בזמן שאתה מתקרב אליהם לאט."
428,"You halt while still on the mound of crumbled rock and soil and speak to them, saying, 'I come in peace, as a friend.'","אתה עוצר בעודך על גבעת הסלעים והאדמה המתפוררת ופונה אליהם באומרך, ""אני בא בשלום, כידיד.""","אתה עוצר בעודך על גבעת הסלעים והאדמה המתפוררת ואומר להם, ""אני בא בשלום, כידיד."""
429,"It appears that they cannot hear you, let alone understand, as your Universal Translator picks up no answer.","נראה שהם לא יכולים לשמוע אותך, ובטח שלא להבין, מכיוון שמתרגם האוניברסלי שלך לא קולט שום תשובה.","נראה שהם אינם מסוגלים לשמוע אותך, קל וחומר להבין, שכן מתרגם האוניברסלי שלך אינו קולט כל תשובה."
440,I plan on mixing it with a fine purple/lilac variegated cotton.,אני מתכנן לערבב את זה עם כותנה מגוונת סגולה/לילך משובחת.,אני מתכנן לערבב בה כותנה מגוונת בגוני סגול/לילך.
441,But am not sure I have enough of the purple.,אבל אני לא בטוח שיש לי מספיק מהסגול.,אבל אני לא בטוחה שיש לי מספיק מהצבע הסגול.
446,I have literally tried and dropped EVERY SINGLE ONE.,ניסיתי בפועל ועזבתי את כל אחד ואחד מהם.,ניסיתי בפועל את כל אחד ואחד מהם.
447,"And up until like two years ago, I had no idea until I checked my transcripts.","וַעֲד לִפְנֵי כִּשְׁנָתַיִם, לֹא הָיָה לִי מֻשָּׂג עַד שֶׁבָּדַקְתִּי אֶת הַתְּעוּדוֹת שֶׁלִּי.","וַעֲד לִפְנֵי כְּשְׁנָתַיִם, לֹא הָיָה לִי מֻשָּׂג עַד שֶׁבָּדַקְתִּי אֶת הַתְּעוּדוֹת שֶׁלִּי."
455,"It's exciting, nerve-wracking, stressful, and all the good things that I love about working in games.","זה מרגש, מלחיץ, מלחיץ, וכל הדברים הטובים שאני אוהב בעבודה במשחקים.","זה מרגש, מלחיץ, מתסכל, וכל הדברים הטובים שאני אוהב בעבודה בתעשיית המשחקים."
463,Came home on my lunch break to see this sitting outside uwu.,חזרתי הביתה בהפסקת הצהריים שלי וראיתי את זה יושב בחוץ אוווו.,חזרתי הביתה בהפסקת הצהריים וראיתי את זה מונח בחוץ אוו.
475,Had a recent graduate artist take some critique badly tonight.,היה לי אמן בוגר טרי שלקח ביקורת בצורה לא טובה הלילה.,אמן בוגר חדש קיבל ביקורת בצורה לא טובה הלילה.
482,"So while composting and bloom scrolling are a wonderful reminder to look up, and be aware of life beyond the screen.","אז בזמן שקומפוסטינג וגלילת פריחה הם תזכורת נפלאה להסתכל למעלה, ולהיות מודעים לחיים מעבר למסך.",אז בזמן שקומפוסטינג והתמכרות לגלילת חדשות שליליות הם תזכורת נפלאה להסתכל למעלה ולהיות מודעים לחיים מעבר למסך.
483,It is as important to explore servers and IP addresses.,חשוב באותה מידה לחקור שרתים וכתובות IP.,חשוב לבדוק ולחקור שרתים וכתובות IP.
491,She did not look back.,.היא לא הסתכלה לאחור,היא לא הסתכלה לאחור.
492,He waited until he was in the darkness of the bunk room before he pulled the note out and read it in a beam of light coming through the blackout curtains.,הוא חיכה עד שהיה בחשכת חדר הדרגשים לפני ששלף את הפתק וקרא אותו בקרן אור שחדרה מבעד לווילונות האפלה.,"הוא חיכה עד שהיה בחשכת חדר השינה, ואז שלף את הפתק וקרא אותו בקרן אור שחדרה מבעד לווילונות האפלה."
493,One block-printed word.,דפוס,הדפסה בלוקית אחת
498,I'd particularly like to connect with more.,אני מעוניין במיוחד ליצור קשר עם עוד אנשים.,אני מאוד רוצה להתחבר עם עוד אנשים.
499,Everyone with their hair on fire about CNN can thank Stephen Colbert for the hard right turn.,כולם עם השיער שלהם בוער לגבי CNN יכולים להודות לסטיבן קולבר על הפנייה החדה ימינה.,כולם שכועסים מאוד על CNN יכולים להודות לסטיבן קולבר על השינוי הקיצוני בעמדותיו.
