index,original,translated,design_and_markup_annotation
248,"Parker referred to abortion, and modern urban women's impulse to delay having children for their careers' sake.","פרקר התייחס להפלות, ולדחף של נשים עירוניות מודרניות לדחות את הולדת ילדיהן למען הקריירה שלהן.","MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The emoji format in the target text does not match the source text."
249,He also argues that NDP and progressives want to depopulate society for the sake of the environment.,הוא גם טוען שמפלגת ה-NDP והפרוגרסיבים רוצים לצמצם את אוכלוסיית החברה למען איכות הסביבה.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Hebrew translation contains malformed HTML entities with extra whitespaces, such as ""[ & gt ;]"" instead of the correct ""&gt;""."
252,Whenever May would pop up I dreaded trying to celebrate my bday.,"בכל פעם שמאי היה מגיע, פחדתי לנסות לחגוג את יום ההולדת שלי.","MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters `בכל פעם שמאי היה מגיע, פחדתי לנסות לחגוג את יום ההולדת שלי.`."
254,I fought over the years to get out of that mindset and to have better bdays.,נלחמתי במשך השנים לצאת מהמיינדסט הזה וכדי שיהיו לי ימי הולדת טובים יותר.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters `וכדי שיהיו לי ימי הולדת טובים יותר.` cause them to be malformed."
265,Does you know of a performant way for a web component to respond to being added/removed from a document?,האם אתה מכיר דרך יעילה עבור רכיב אינטרנט להגיב להוספה/הסרה ממסמך?,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters `&gt;` cause them to be malformed."
268,We currently use a MutationObserver hack.,אנחנו משתמשים כרגע בפתרון עוקף של MutationObserver.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML character `&gt;` causing it to be malformed."
285,Last week got a ton done and feeling much better about field items.,בשבוע שעבר הספקתי המון ומרגיש הרבה יותר טוב לגבי פריטי השטח.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters `בשבוע שעבר הספקתי המון ומרגיש הרבה יותר טוב לגבי פריטי [השטח]MARKUP TAG.`."
289,"Also need to seed a salad row there to integrate cut greens in both have trained crew on irrigation, bed prep, and transplanting which is 90% of non-harvest skill items","גם צריך לזרוע שורת סלט שם כדי לשלב ירקות חתוכים בשניהם יש צוות מיומן בהשקיה, הכנת ערוגות ושתילה שהם 90% מפריטי המיומנות שאינם קציר","MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters `&#91;` and `&#62;` cause them to be malformed."
290,It's 2023 and I still see people with iPhones actively avoid using Apple Maps.,עדיין 2023 ואני עדיין רואה אנשים עם אייפונים נמנעים באופן אקטיבי משימוש ב-Apple Maps.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Hebrew translation contains extra whitespaces within the escaped HTML character `&gt;`, making it malformed."
293,"Curious, I kept an open mind to compare how Google Maps and Apple Maps compare, on my test iPhone device (my daily driver is an Android device, so it's rare that I use an iPhone).","סקרן, שמרתי על ראש פתוח כדי להשוות כיצד Google Maps ו-Apple Maps משתווים, במכשיר ה-iPhone הניסיוני שלי (מכשיר הנהיגה היומי שלי הוא מכשיר Android, אז זה נדיר שאני משתמש ב-iPhone).","MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters `&gt;` cause them to be malformed."
294,The experience having to follow directions was far superior on Apple Maps compared to Google Maps.,החוויה של מעקב אחר הוראות הנסיעה הייתה עדיפה בהרבה ב-Apple Maps בהשוואה ל-Google Maps.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters `&gt;` cause them to be malformed."
298,Could it be that Google Maps got to market first?,ייתכן שגוגל מפות הגיעו לשוק ראשונות?,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters ""&#62;"" cause them to be malformed."
303,"I'm biased in favour of not releasing garbage to end users, and Apple royally fucked up with their Apple Maps when it came out in 2012.","אני משוחד לטובת לא לשחרר זבל למשתמשים הסופיים, ואפל פישלה בענק עם מפות Apple שלהם כשזה יצא ב-2012.","MQM annotations:
design and markup errors:
[Major]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters cause them to be malformed.
[Minor]: MARKUP TAG - The emoji format in the target text does not match the source text."
305,But it's the land that makes it a good storer of wealth for as long as you think the government isn't going to change the system we live in.,אבל זו הקרקע שהופכת אותה לאמצעי טוב לאחסון עושר כל עוד אתה חושב שהממשלה לא הולכת לשנות את המערכת שבה אנו חיים.,"Source (English):
But it's the land that makes it a good storer of wealth for as long as you think the government isn't going to change the system we live in.

Translation (Hebrew):
אבל זו הקרקע שהופכת אותה לאמצעי טוב לאחסון עושר כל עוד אתה חושב שהממשלה לא הולכת לשנות את המערכת שבה אנו חיים.

MQM annotations:
design and markup errors:
[None]: [design_and_markup/error_subcategory] - None.

The provided Hebrew translation does not contain any design or markup errors. The translation accurately represents the source text without any issues related to markup tags, HTML characters, or emoji formats."
307,A lot of ppl think that they literally own the earth when they buy a piece.,הרבה אנשים חושבים שהם ממש הבעלים של כדור הארץ כשהם קונים חלקה.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML character `&#91;` in the target text, causing it to be malformed."
312,The land is temporary.,האדמה זמנית.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Hebrew translation uses the standard Hebrew character for ""the"" (ה) instead of the English word ""the"" in the source text."
314,The land is very easily and quickly taken away by the government one day if they want to do that.,הקרקע יכולה להילקח בקלות ובמהירות על ידי הממשלה יום אחד אם הם ירצו לעשות זאת.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Hebrew translation contains extra whitespaces within the escaped HTML character `&#91;`, making it malformed."
317,It has to be taken away one day.,.זה חייב להילקח יום אחד,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Hebrew translation contains an extra whitespace within the HTML entity `&#91;`, making it malformed."
318,That's why the Chinese only allow leases.,לכן הסינים מאפשרים רק חכירות.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Hebrew translation contains an extra whitespace within the HTML entity `&#gt;`, making it malformed."
319,They already ran out of land.,הם כבר נגמרו מהקרקע.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Hebrew translation contains a malformed HTML entity `&#gt;` with an extra whitespace, which should be `&gt;`."
320,"To success, the realization of dreams, friendship, to the simple but true!!","לְהַצלָחָה, לְהַגשָמַת הַחֲלוֹמוֹת, לִידִידוּת, לַפָּשוּט אֲבָל הָאֲמִיתִי!!","MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Hebrew translation contains malformed HTML entities with extra whitespaces, such as ""[ ]"" around the escaped characters."
321,"To all the investors out there, I raise a toast to your success and the realization of your dreams.","לכל המשקיעים שנמצאים שם בחוץ, אני מרים כוסית לכבוד ההצלחה שלכם ולהגשמת החלומות שלכם.","MQM annotations:
design and markup errors:
[minor]: markup tag - The Hebrew translation contains some malformed HTML entities, such as extra whitespaces within the escaped characters."
323,"And to all my friends, new and old, let us cherish the simple but true things in life that bring us joy and fulfillment.","ולכל חבריי, חדשים וותיקים, הבה נוקיר את הדברים הפשוטים אך האמיתיים בחיים המביאים לנו שמחה וסיפוק.","Source (English):
And to all my friends, new and old, let us cherish the simple but true things in life that bring us joy and fulfillment.

Translation (Hebrew):
ולכל חבריי, חדשים וותיקים, הבה נוקיר את הדברים הפשוטים אך האמיתיים בחיים המביאים לנו שמחה וסיפוק.

MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The translation does not contain any markup errors or issues with the formatting of emojis or special characters."
325,I often wonder at the human capacity to be *so* down on oneself while inundated by so much evidence of what actual cruelty looks like.,אני תוהה לעתים קרובות על היכולת האנושית להיות *כל כך* קשה כלפי עצמך בזמן שמוצף בכל כך הרבה ראיות למראה של אכזריות אמיתית.,"Source (English): I often wonder at the human capacity to be *so* down on oneself while inundated by so much evidence of what actual cruelty looks like.

Translation (Hebrew): אני תוהה לעתים קרובות על היכולת האנושית להיות *כל כך* קשה כלפי עצמך בזמן שמוצף בכל כך הרבה ראיות למראה של אכזריות אמיתית.

MQM annotations:
design and markup errors:
No design or markup errors found."
328,But gentling despair at our messiness is crucial - because it gives us more space to tackle the ruins all around.,אבל להרגיע את הייאוש מהבלגן שלנו הוא קריטי - כי הוא נותן לנו יותר מרחב להתמודד עם ההריסות מסביב.,"MQM annotations:
design and markup errors:
[minor]: markup tag - The Hebrew translation contains a malformed HTML entity, with extra whitespace inserted within the `&gt;` entity.

The annotated translation is as follows:

אבל להרגיע את הייאוש מהבלגן שלנו הוא קריטי - כי הוא נותן לנו יותר מרחב להתמודד עם ההריסות מ[סביב]MARKUP TAG."
331,"Some programmers: ""Typing speed does not matter!""","כמה מתכנתים: ""מהירות ההקלדה לא משנה!""","MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters `""כמה מתכנתים: ""מהירות ההקלדה לא משנה!""` cause them to be malformed."
339,It is definitely more romance than filth.,זה בהחלט יותר רומנטיקה מאשר זוהמה.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Hebrew translation contains extra whitespaces within the escaped HTML character `&gt;`, making it malformed."
342,I don't agree that #Mastodon is difficult to setup.,אני לא מסכים ש-#Mastodon קשה להתקנה.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The hashtag symbol ""#"" in the source text is not properly formatted in the target text."
343,"Common, it's really not that hard.","נו, באמת שזה לא כל כך קשה., פשוט תספק את התרגום בלי טקסט נוסף.","MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters cause them to be malformed.
[Major]: MARKUP TAG - The emoji format in the target text does not match the source text.
[Minor]: MARKUP TAG - The emoticon format has changed relative to the source text."
347,If you stick to the default web interface it doesn't look and feel good (imho).,"אם אתה נצמד לממשק האינטרנט המוגדר כברירת מחדל, זה לא נראה ומרגיש טוב (לדעתי הצנועה).","MQM annotations:
design and markup errors:
[Major]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters `&gt;` cause them to be malformed.
[Minor]: MARKUP TAG - The emoji format in the target text does not match the source text."
348,"So, it requires a bit more effort to get into it and you probably need a good app to improve #UX.","אז, זה דורש קצת יותר מאמץ כדי להיכנס לזה ואתה כנראה צריך אפליקציה טובה כדי לשפר את חווית המשתמש.","MQM annotations:
design and markup errors:
[Major]: MARKUP TAG - The Hebrew translation contains malformed HTML entities with extra whitespaces, such as ""[ & gt ;]"" instead of the correct ""&gt;""."
353,Forecasting: anticipating harms before they happen (even if by minutes),חיזוי: צפייה מראש של נזקים לפני שהם מתרחשים (גם אם מדובר בדקות בודדות),"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters `&gt;` cause them to be malformed."
369,I work out alone in my bedroom without a spotter or even a weight rack.,אני מתאמן לבד בחדר השינה שלי בלי מאבטח או אפילו מתקן משקולות.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters `&#91;` and `&gt;` cause them to be malformed."
370,Just me and a barbell with a bunch of weights.,רק אני ומוט עם חבילה של משקולות.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Hebrew translation contains an extra whitespace within the HTML entity `&#91;` for the opening square bracket, making it malformed."
372,"If I try and figure out my one rep max is I might not own enough weights to max out, or conversely it could seriously injure/kill me.","אם אנסה לברר מהו המשקל המרבי שאני יכול להרים בחזרה אחת, יתכן שלא יהיו לי מספיק משקולות כדי להגיע למקסימום, או לחלופין זה עלול לפצוע אותי קשה או להרוג אותי.","MQM annotations:
design and markup errors:
[Major]: MARKUP TAG - The escaped HTML character `&gt;` is malformed due to the insertion of whitespace."
379,I'd never seen anyone's mom make it or had it shoved at me at a party or seen it appear in conjunction with anyone's saucemaking escapades or baking days,מעולם לא ראיתי את אמא של מישהו מכינה את זה או שדחפו לי את זה במסיבה או ראיתי את זה מופיע בהקשר של הרפתקאות הכנת הרטבים או ימי האפייה של מישהו.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters `&gt;` cause them to be malformed."
383,"Having been radicalized here, we're reluctant to buy a new FAANG machine*.","לאחר שעברנו כאן הקצנה, אנו מהססים לקנות מכונת פאנג* חדשה.","MQM annotations:
design and markup errors:
[Major]: MARKUP TAG - The escaped HTML character ""&#91;"" is malformed due to the inserted whitespace.
[Minor]: MARKUP TAG - The emoji format in the target text ""[⚙]"" does not match the source text ""⚙️""."
389,So was it Epic that originated this?,אז האם אפיק הם אלה שיצרו את זה במקור?,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Hebrew translation contains extra whitespaces within the escaped HTML character `&gt;`, making it malformed."
394,Is it so ephemeral then?,האם זה כל כך חמקמק אם כן?,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Hebrew translation contains extra whitespaces within the escaped HTML character `&gt;`, making it malformed."
395,"Merely a ""catchphrase"" with no clear originator?","סתם ""סיסמה"" ללא יוצר ברור?","MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Hebrew translation contains a malformed HTML entity with extra whitespace: ""סתם ""סיסמה"" ללא [יוצר]MARKUP TAG ברור?"""
399,Have now done a full round trip on the new ICNG train.,עשיתי עכשיו נסיעה הלוך ושוב מלאה ברכבת החדשה ICNG.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters `&gt;` cause them to be malformed."
402,There's areas that could use some polish.,יש אזורים שיכולים להשתמש בקצת ליטוש.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Hebrew translation contains whitespaces inserted within the escaped HTML character `&gt;`, causing the markup to be malformed."
403,"Namely the lack of enough bins, and the lack of signs to explain the significance of the lighting colours.","בעיקר המחסור בפחים מספיקים, וחוסר השילוט להסביר את משמעות צבעי התאורה.","MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters `&gt;` cause them to be malformed."
404,"Fix those minor issues, and then can we have more of these please?","תקן את הבעיות הקטנות האלה, ואז אפשר לקבל עוד מאלה בבקשה?","MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters `&gt;` cause them to be malformed."
406,One per customer rules remain as we try to ensure everyone who queues up can get their hands on a board.,"כללי ""אחד ללקוח"" נשארים בתוקף בזמן שאנו מנסים להבטיח שכל מי שעומד בתור יוכל לשים את ידיו על גלשן.","MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML character `&gt;` cause it to be malformed."
407,"You can buy ONE of the boards listed above, not one of each.","אתה יכול לקנות אחד מהלוחות המפורטים למעלה, לא אחד מכל אחד.","MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters `&gt;` cause them to be malformed."
409,Yesterday I had the best time with my friend and former rabbi colleague.,אתמול היה לי הזמן הכי טוב עם החבר שלי ועמית לשעבר לרבנות.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML character `&gt;` in the target text, causing it to be malformed."
419,#FalconGameBooks,#ספריהמשחקיםשלפלקון,"MQM annotations:
design and markup errors:
[Major]: MARKUP TAG - The Hebrew translation uses square brackets `[ ]` to enclose the hashtag symbol `#`, which is not consistent with the source text format."
420,"The eight-eyed Repnids seem to be watching as you settle the flyer down on the red soil, but they make no move towards you, in fact they are motionless as you climb out of the flyer and walk slowly towards them.","הרפנידים בעלי שמונה העיניים נראים כאילו הם צופים בך בזמן שאתה מנחית את המעופף על האדמה האדומה, אך הם לא זזים לכיוונך, למעשה הם נשארים ללא תנועה כשאתה יוצא מהמעופף והולך לאט לכיוונם.","MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters `&#91;` and `&#62;` cause them to be malformed."
422,The rock beneath you gives way suddenly.,הסלע מתחתיך מתמוטט לפתע.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Hebrew translation contains an extra whitespace within the HTML entity `&#gt;`, making it malformed."
424,"The end is swift, as several pairs of fangs inject their deadly venom and the air of Dyskra contaminates your lungs.","הסוף מהיר, כאשר מספר זוגות של ניבים מזריקים את הארס הקטלני שלהם והאוויר של דיסקרה מזהם את ריאותיך.","Source (English):
The end is swift, as several pairs of fangs inject their deadly venom and the air of Dyskra contaminates your lungs.

Translation (Hebrew):
הסוף מהיר, כאשר מספר זוגות של ניבים מזריקים את הארס הקטלני שלהם והאוויר של דיסקרה מזהם את ריאותיך.

MQM annotations:
design and markup errors:
[minor]: markup_tag - The target text does not contain any markup tags or characters that differ from the source text."
425,Nobody will ever know that you were the first human future traveller.,אף אחד לעולם לא ידע שאתה היית הנוסע בזמן האנושי הראשון.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The escaped HTML character `&#91;` in the target text contains an extra whitespace, making it malformed."
427,"The eight-eyed Repnids seem to be watching, but they make no move towards you, in fact they are motionless as you walk slowly towards them.","הרפנידים בעלי שמונה העיניים נראים כאילו הם צופים, אך הם לא זזים לכיוונך, למעשה הם נשארים ללא תנועה בזמן שאתה צועד לאיטך לעברם.","Source (English):
The eight-eyed Repnids seem to be watching, but they make no move towards you, in fact they are motionless as you walk slowly towards them.

Translation (Hebrew):
הרפנידים בעלי שמונה העיניים נראים כאילו הם צופים, אך הם לא זזים לכיוונך, למעשה הם נשארים ללא תנועה בזמן שאתה צועד לאיטך לעברם.

MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The translation does not contain any design or markup errors."
428,"You halt while still on the mound of crumbled rock and soil and speak to them, saying, 'I come in peace, as a friend.'","אתה עוצר בעודך על גבעת הסלעים והאדמה המתפוררת ופונה אליהם באומרך, ""אני בא בשלום, כידיד.""","MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Hebrew translation contains a malformed HTML entity `&#91;` with an extra whitespace, which should be `&#91;`."
429,"It appears that they cannot hear you, let alone understand, as your Universal Translator picks up no answer.","נראה שהם לא יכולים לשמוע אותך, ובטח שלא להבין, מכיוון שמתרגם האוניברסלי שלך לא קולט שום תשובה.","MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The emoji format in the target text does not match the source text."
440,I plan on mixing it with a fine purple/lilac variegated cotton.,אני מתכנן לערבב את זה עם כותנה מגוונת סגולה/לילך משובחת.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters `&#91;` and `&#62;` cause them to be malformed."
441,But am not sure I have enough of the purple.,אבל אני לא בטוח שיש לי מספיק מהסגול.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Hebrew translation contains an extra whitespace within the escaped HTML character `&#91;`, making it malformed."
446,I have literally tried and dropped EVERY SINGLE ONE.,ניסיתי בפועל ועזבתי את כל אחד ואחד מהם.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The translation contains a malformed HTML entity with extra whitespace: ""ניסיתי בפועל ועזבתי את כל אחד ואחד מהם[ ]MARKUP TAG""."
447,"And up until like two years ago, I had no idea until I checked my transcripts.","וַעֲד לִפְנֵי כִּשְׁנָתַיִם, לֹא הָיָה לִי מֻשָּׂג עַד שֶׁבָּדַקְתִּי אֶת הַתְּעוּדוֹת שֶׁלִּי.","Source (English): And up until like two years ago, I had no idea until I checked my transcripts.

Translation (Hebrew): וַעֲד לִפְנֵי כִּשְׁנָתַיִם, לֹא הָיָה לִי מֻשָּׂג עַד שֶׁבָּדַקְתִּי אֶת הַתְּעוּדוֹת שֶׁלִּי.

MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Hebrew translation does not contain any markup tags or special characters that differ from the source text."
455,"It's exciting, nerve-wracking, stressful, and all the good things that I love about working in games.","זה מרגש, מלחיץ, מלחיץ, וכל הדברים הטובים שאני אוהב בעבודה במשחקים.","MQM annotations:
design and markup errors:
[Major]: MARKUP TAG - The target text contains malformed HTML entities with extra whitespaces, such as ""[& gt ;]"" instead of the correct ""&gt;"".
[Minor]: MARKUP TAG - The emoji format in the target text does not match the source text, with the emoji being enclosed in square brackets instead of the original format."
463,Came home on my lunch break to see this sitting outside uwu.,חזרתי הביתה בהפסקת הצהריים שלי וראיתי את זה יושב בחוץ אוווו.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The emoticon format has changed relative to the source text."
475,Had a recent graduate artist take some critique badly tonight.,היה לי אמן בוגר טרי שלקח ביקורת בצורה לא טובה הלילה.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Hebrew translation contains a malformed HTML entity `[& gt ;]` instead of the correct `&gt;`."
482,"So while composting and bloom scrolling are a wonderful reminder to look up, and be aware of life beyond the screen.","אז בזמן שקומפוסטינג וגלילת פריחה הם תזכורת נפלאה להסתכל למעלה, ולהיות מודעים לחיים מעבר למסך.","MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The emoji format in the target text does not match the source text."
483,It is as important to explore servers and IP addresses.,חשוב באותה מידה לחקור שרתים וכתובות IP.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters `&#91;` and `&#62;` cause them to be malformed."
491,She did not look back.,.היא לא הסתכלה לאחור,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Hebrew translation contains an extra whitespace within the escaped HTML character `&#1500;`.

The source text is:
""She did not look back.""

The Hebrew translation is:
"".היא לא הסתכלה לאחור""

The error is in the extra whitespace within the closing bracket of the Hebrew text, which should be "".היא לא הסתכלה לאחור"" without any whitespace."
492,He waited until he was in the darkness of the bunk room before he pulled the note out and read it in a beam of light coming through the blackout curtains.,הוא חיכה עד שהיה בחשכת חדר הדרגשים לפני ששלף את הפתק וקרא אותו בקרן אור שחדרה מבעד לווילונות האפלה.,"Source (English):
He waited until he was in the darkness of the bunk room before he pulled the note out and read it in a beam of light coming through the blackout curtains.

Translation (Hebrew):
הוא חיכה עד שהיה בחשכת חדר הדרגשים לפני ששלף את הפתק וקרא אותו בקרן אור שחדרה מבעד לווילונות האפלה.

MQM annotations:
design and markup errors:
[None]: No design or markup errors detected."
493,One block-printed word.,דפוס,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Hebrew translation ""דפוס"" does not have any markup tags, while the English source text ""One block-printed word"" contains one word. The lack of markup in the translation may affect the visual representation of the content."
498,I'd particularly like to connect with more.,אני מעוניין במיוחד ליצור קשר עם עוד אנשים.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML character `&gt;` cause it to be malformed."
499,Everyone with their hair on fire about CNN can thank Stephen Colbert for the hard right turn.,כולם עם השיער שלהם בוער לגבי CNN יכולים להודות לסטיבן קולבר על הפנייה החדה ימינה.,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The emoji format in the target text does not match the source text."
