index,original,translated,design_and_markup_annotation
341,"Also one day I am totally gonna do the mile high orgasm, maybe not with a str",空中でイキたいと思っています。,"MQM annotations:
design and markup errors:
[Major]: MARKUP TAG - The Japanese translation contains a malformed HTML entity with extra whitespace, which affects the visual integrity of the content.

The source text is:
""Also one day I am totally gonna do the mile high orgasm, maybe not with a str""

The Japanese translation is:
""空中でイキたいと思っています。""

The error is in the use of the HTML entity, which should be properly formatted without extra whitespaces."
345,"I wish there was a ""who to follow"" recommendation somehow.",「フォローすべき人」のおすすめがあればいいのに。,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML character `&gt;` causing it to be malformed."
348,"So, it requires a bit more effort to get into it and you probably need a good app to improve #UX.",それには少し多くの努力が必要で、良いアプリを使う必要があるでしょう。,"MQM annotations:
design and markup errors:
[Major]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters `#UX` causing them to be malformed."
354,"Interventions: knowledge about things we can do to create change, within some confidence bounds",介入策: 何かを変えるために行うことについての知識、ある程度の確信の範囲内で。,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters `&gt;` cause them to be malformed."
360,He's here and he's going to say this stuff no matter what.,彼はここにいて、何があっても、この内容を言うつもりです。,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters `""何があっても""` cause them to be malformed."
362,It's very underwhelming at the moment.,今のところとてもがっかりしています。,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Japanese translation contains extra whitespaces within the escaped HTML character `&gt;`, making it malformed."
363,"The ""MusicLM Demo"" is mildly interesting.",「MusicLM デモ」はやや興味深いです。,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Japanese translation uses a full-width space character `[ ]` instead of a regular space character."
368,"It's weird doing weightlifting but also having no real clue what your one-rep-max is, cus that's one of the key ways people track their progress.",重量挙げをするのは変だが、自分の1回限りの最大重量がわからないのも変だ。それは人々が進歩を追跡する主要な方法の1つだからだ。,"Source (English):
It's weird doing weightlifting but also having no real clue what your one-rep-max is, cus that's one of the key ways people track their progress.

Translation (Japanese):
重量挙げをするのは変だが、自分の1回限りの最大重量がわからないのも変だ。それは人々が進歩を追跡する主要な方法の1つだからだ。

MQM annotations:
design and markup errors:
[minor]: markup_tag - The Japanese translation uses the character "">"" instead of the HTML entity ""&gt;"" for the greater-than symbol, which is a minor markup error."
369,I work out alone in my bedroom without a spotter or even a weight rack.,私は寝室で一人で運動しています。スポッターやウェイトラックはありません。,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML character `>` in the target text, causing it to be malformed."
370,Just me and a barbell with a bunch of weights.,私とバーベルと重り,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Japanese translation uses square brackets `[ ]` to enclose the emoji, which is different from the source text format."
372,"If I try and figure out my one rep max is I might not own enough weights to max out, or conversely it could seriously injure/kill me.",最大1回挙上重量を把握しようとすると、重量が不足していたり、逆に重傷や死亡につながる可能性があります。,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters `&gt;` cause them to be malformed."
375,I swear burrata didn't exist five years ago,ブラータはたった5年前には存在しなかったと誓います。,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Japanese translation contains extra whitespaces within the escaped HTML character `&#91;`, making it malformed."
379,I'd never seen anyone's mom make it or had it shoved at me at a party or seen it appear in conjunction with anyone's saucemaking escapades or baking days,私はこれまで誰かのお母さんがそれを作るのを見たことがなく、パーティーで押し付けられたこともなく、誰かのソース作りやベーキングの日に登場するのを見たこともありません。,"Source (English):
I'd never seen anyone's mom make it or had it shoved at me at a party or seen it appear in conjunction with anyone's saucemaking escapades or baking days

Translation (Japanese):
私はこれまで誰かのお母さんがそれを作るのを見たことがなく、パーティーで押し付けられたこともなく、誰かのソース作りやベーキングの日に登場するのを見たこともありません。

MQM annotations:
design and markup errors:
[no-error]

The Japanese translation does not contain any design or markup errors. The translation accurately conveys the meaning of the source text without any issues related to markup tags, HTML characters, or emoji formats."
384,Does anyone have a Linux tablet they love?,Linux タブレットを愛用している人はいますか?,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Japanese translation contains extra whitespaces within the escaped HTML characters, causing them to be malformed."
385,"This would be mainly for web browsing, occasional email, and some games.",これは主にウェブブラウジング、時折のメール、そして一部のゲームのためのものです。,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters `&gt;` cause them to be malformed."
388,"A bad game is bad forever.""",悪いゲームは永遠に悪い。,"MQM annotations:
design and markup errors:
[Minor]: [MARKUP TAG] - The Japanese translation contains a malformed HTML entity with extra whitespace: ""悪いゲームは永遠に悪い。"""
389,So was it Epic that originated this?,それがエピックが始めたものだったのですか?,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Japanese translation contains extra whitespaces within the escaped HTML character `&gt;`, making it malformed."
390,We can keep going.,行けるよ。,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Japanese translation ""行けるよ"" does not contain any markup tags, but the source text ""We can keep going"" does not have any markup tags either. Therefore, there are no design and markup errors in this translation."
391,"An earlier issue of GamePro 1997-11 has a quote with far more ambiguity,",ゲームプロ1997年11月号にはより曖昧な引用文がある。,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters cause them to be malformed.

The translation has a minor design and markup error where the escaped HTML characters in the target text contain extra whitespaces, making them malformed. This does not significantly impact the overall understanding of the content but affects the visual integrity."
401,Esp the carriages with the bigger windows.,大きな窓のある客車に乗ってください。,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Japanese translation uses square brackets `[ ]` to enclose the larger windows, which is not present in the English source text."
402,There's areas that could use some polish.,そこには少し磨く必要のある部分があります。,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Japanese translation contains extra whitespaces within the escaped HTML character `&gt;`, making it malformed."
403,"Namely the lack of enough bins, and the lack of signs to explain the significance of the lighting colours.",主に、十分なごみ箱の不足と、照明色の意味を説明する標識の不足です。,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters `&gt;` cause them to be malformed."
405,I won't be sad to see the end of the ICM or DDZ stock.,ICMまたはDDZの株式の終了を見るのは悲しくありません。,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Japanese translation uses the full-width character ""又"" instead of the standard ASCII character ""|"" for the ""or"" operator, which is a deviation from the source text."
406,One per customer rules remain as we try to ensure everyone who queues up can get their hands on a board.,1人1枚の規則が継続されます。これにより、列に並ぶ全ての人が確実に入手できるようにしています。,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters `&gt;` cause them to be malformed."
411,Such friendships transcend differences.,そのような友情は違いを超越する。,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Japanese translation contains extra whitespaces within the escaped HTML character `&gt;`, making it malformed."
412,We all have stories to tell.,私たち全員に語る物語がある。,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Japanese translation contains extra whitespaces within the escaped HTML characters, causing them to be malformed."
416,"But I feel somehow I started this instance on the wrong foot, so to speak.",しかし、私はどこかで間違った足で始めてしまったような気がします。,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML character `&gt;` in the target text, causing it to be malformed."
418,Will still linger a bit longer on here and think about whether I should migrate at all.,まだしばらくここに留まり、移住するかどうかを考えてみます。,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML character '>' in the target text.

The source text is:
""Will still linger a bit longer on here and think about whether I should migrate at all.""

The Japanese translation is:
""まだしばらくここに留まり、移住するかどうかを考えてみます。""

The error is that the escaped HTML character '>' in the target text contains an extra whitespace, making it '& gt ;' instead of '&gt;'."
423,Repnids have tunnelled below the surface and you fall into a boiling mass of hundreds of Repnid bodies in a cavern below.,地下に潜り込んだレプニッドの群れに落ち込み、地下の洞窟の中で数百匹のレプニッドの体が煮えたぎる中に落ちた。,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters `地下の洞窟の中で数百匹の[レプニッド]MARKUP TAG の体が煮えたぎる中に落ちた。`"
424,"The end is swift, as several pairs of fangs inject their deadly venom and the air of Dyskra contaminates your lungs.",終わりは迅速です。何組ものキバが致死的な毒を注入し、ディスクラの空気があなたの肺を汚染します。,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters `&#gt;` cause them to be malformed."
425,Nobody will ever know that you were the first human future traveller.,未来の人類の旅行者として、あなたが最初の人間だったことを誰も知らないでしょう。,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters `未来の人類の旅行者として、あなたが最初の人間だったことを[誰も]MARKUP TAG 知らないでしょう。`."
426,You land the flyer nose upward on the side of the slag heap and climb out.,機体の鼻を上に向けて、スラグ山の側面に着陸し、外に出る。,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML character `&gt;` in the target text, causing it to be malformed."
427,"The eight-eyed Repnids seem to be watching, but they make no move towards you, in fact they are motionless as you walk slowly towards them.",八つ目のレプニッドが見つめているようだが、あなたに向かって動くことはない。実際、あなたがゆっくりと近づいていくにつれ、彼らは動きを止めたままだ。,"Source (English):
The eight-eyed Repnids seem to be watching, but they make no move towards you, in fact they are motionless as you walk slowly towards them.

Translation (Japanese):
八つ目のレプニッドが見つめているようだが、あなたに向かって動くことはない。実際、あなたがゆっくりと近づいていくにつれ、彼らは動きを止めたままだ。

MQM annotations:
design and markup errors:
[minor]: markup_tag - The Japanese translation uses the standard Japanese emoji format, which differs slightly from the English source text. This does not significantly impact the overall meaning or readability."
429,"It appears that they cannot hear you, let alone understand, as your Universal Translator picks up no answer.",彼らはあなたの声を聞くことができないだけでなく、理解することもできないようです。ユニバーサル・トランスレーターはどんな答えも拾っていません。,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters `&gt;` cause them to be malformed."
430,You decide to use your Psychic Awareness to contact them mentally.,あなたは精神的に彼らと連絡を取るために、あなたの霊的な覚醒を使うことにしました。,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters `精神的に` cause them to be malformed."
436,"#today I have coffee, sunshine and quiet time!",今日は、コーヒー、日差し、そして静かな時間があります!,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Japanese translation uses square brackets `[ ]` to enclose the emoji, which is different from the source text format."
439,I found a unevenly spun silver gray yarn that is mostly finely spun with lumps.,不均一に紡がれた銀灰色の糸で、ほとんどが細く紡がれているが、ところどころに塊がある。,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters `&gt;` cause them to be malformed."
441,But am not sure I have enough of the purple.,紫色は十分ではないかもしれません。,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Japanese translation contains extra whitespaces within the escaped HTML character `&gt;`, making it malformed."
446,I have literally tried and dropped EVERY SINGLE ONE.,私は文字通り試して、すべてのものを手放しました。,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Japanese translation contains extra whitespaces within the escaped HTML characters, causing them to be malformed.

The annotated translation is as follows:

私は文字通り試して、すべての[もの]MARKUP TAG を手放しました。"
447,"And up until like two years ago, I had no idea until I checked my transcripts.",そして2年ほど前まで、私は成績を確認するまで全く知らなかった。,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Japanese translation contains extra whitespaces within the escaped HTML characters, causing them to be malformed.

The annotated translation is as follows:

そして2年ほど前まで、私は成績を[確認]MARKUP TAG するまで全く知らなかった。"
448,The literature class hatred is even worse: I love to read.,文学クラスの嫌悪感はさらに悪化しています。私は読書が大好きです。,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML character `&gt;` in the target text, causing it to be malformed."
450,"My home is comfortable and wonderful and I am happy there, but I have to be somewhere else in order to chill enough to read fiction during the day without feeling guilty.",私の家は快適で素晴らしく、そこにいるときは幸せですが、小説を読むためにリラックスするには、別の場所にいる必要があります。,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Japanese translation contains whitespaces inserted within the escaped HTML characters, causing them to be malformed.

The annotated translation is as follows:

私の家は快適で素晴らしく、そこにいるときは幸せですが、小説を読むためにリラックスするには、別の場所にいる必要があります。"
451,It's like I'm on holidays and therefore am doing what one does on holidays.,休暇のように感じられ、そのため休暇中にするようなことをしています。,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML character `&gt;` in the target text, causing it to be malformed."
452,"And that's also even though I haven't slept as well here for the last two nights as I do at home, and get a little #MECFS ed out from simply being in a strange environment where I'm less able to pace myself and have to remember where things are.",そして、ここの最近の2晩は自宅のように良く眠れていないし、奇異な環境にいるため自分のペースを保つことが難しく、物の場所を覚えなければならないので、少し#MECFS疲れもしています。,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Japanese translation contains some extra whitespaces within the HTML entity `&#91;` and `&#93;`, which makes them malformed."
455,"It's exciting, nerve-wracking, stressful, and all the good things that I love about working in games.",それは興奮させ、神経を逼迫させ、ストレスを感じさせるが、私がゲーム業界で働くことを愛する良いことすべてでもある。,"MQM annotations:
design and markup errors:
[Major]: MARKUP TAG - The escaped HTML character `&gt;` is malformed due to the insertion of a whitespace."
458,Will a community blossom around the user-generated content piece of the game?,コミュニティはゲームのユーザー生成コンテンツを中心に花開くだろうか?,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters `&gt;` cause them to be malformed."
466,So I finally watched #Heartstopper,"はい、ご要望の翻訳は以下の通りです:

ついに#ハーツトッパーを見ました。","MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The emoji format in the target text does not match the source text."
467,Was it overly cute to the point of being twee?,かわいすぎるほどかわいかったか?,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Japanese translation contains extra whitespaces within the escaped HTML character `&#12288;`, which makes the markup tag malformed.

The annotated translation is as follows:

かわいすぎる[&#12288;]MARKUP TAG ほどかわいかったか?"
471,But did I love it?,それでも、私はそれを愛していたのだろうか?,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - The Japanese translation contains whitespaces inserted within the escaped HTML character `&gt;`, causing it to be malformed."
476,"In part, because they'd be taught badly.",部分的に、うまく教えられないからです。,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML character `部分的に、うまく教えられない[から]MARKUP TAG です。`."
477,"But it's important to not make excuses for issues and just fix them, especially in production when your lead needs changes.",しかし、問題に対して言い訳をするのではなく、それらを修正することが重要です。特に、リードの変更が必要な本番環境においては、そうすることが大切です。,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters `&gt;` cause them to be malformed."
479,"Every artist has been there, made the same mistakes.",全ての芸術家がそこにいた、同じ間違いを犯した。,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML character `>` in the target text, causing it to be malformed."
488,"Jami slipped the note to him when they passed each other on the path, just before the dog watch.",彼らが小道で通り過ぎる際、ジャミはその手紙を彼に渡した。,"MQM annotations:
design and markup errors:
[Minor]: MARKUP TAG - Whitespaces inserted within the escaped HTML characters `&gt;` cause them to be malformed."
