index,original,translated,audience_appropriateness_annotation
82,"Tim Sherwood tore into Pedro Porro's ""absolutely disgusting"" defending during Tottenham's 4-1 defeat to Leicester City. Spurs signed the right-back from Sporting CP on transfer deadline day on an initial loan deal for £5million with the obligation to buy this summer for £39million. The 23-year-old was handed his debut by Antonio Conte on Saturday at the King Power Stadium with his side taking the lead after 14 minutes through Rodrigo Bentancur.","Tim Sherwood zerriss die ""absolut widerliche"" Verteidigung von Pedro Porro während der 1:4-Niederlage von Tottenham gegen Leicester City. Spurs verpflichteten den Rechtsverteidiger von Sporting CP am Transferdeadline-Tag zunächst auf Leihbasis für 5 Millionen Pfund mit der Verpflichtung, ihn in diesem Sommer für 39 Millionen Pfund zu kaufen. Der 23-Jährige gab sein Debüt unter Antonio Conte am Samstag im King Power Stadium, wobei seine Mannschaft nach 14 Minuten durch Rodrigo Bentancur in Führung ging.","MQM annotations:
Audience Appropriateness Errors
[Minor]: [CULTURE-SPECIFIC REFERENCE] - The term ""absolutely disgusting"" may be perceived as too strong or inappropriate for some German audiences."
85,Jack Smith should win any privilege fight over Mike Pence subpoena,Jack Smith sollte jeden Privilegienstreit über eine Vorladung von Mike Pence gewinnen.,"MQM annotations:
audience appropriateness errors:
[Minor]: CULTURE-SPECIFIC REFERENCE - The term ""privilege fight"" may not be a common or easily understandable concept for a German audience."
86,"The news that special counsel Jack Smith has subpoenaed Mike Pence raises the question: How will Team Trump use the courts to muck up this latest development in the Justice Department's probe? The short answer is that any attempt to scuttle the Pence subpoena on executive privilege grounds should fail. First off, there's a threshold question of whether a former president can even claim the privilege. Recall that Trump tried and failed to block the House Jan. 6 committee from getting White House records.","Die Nachricht, dass der Sonderermittler Jack Smith Mike Pence vorgeladen hat, wirft die Frage auf: Wie wird das Team Trump die Gerichte nutzen, um diese neueste Entwicklung in der Untersuchung des Justizministeriums zu behindern? Die kurze Antwort ist, dass jeder Versuch, die Pence-Vorladung aus Gründen des Exekutivprivilegs zu vereiteln, scheitern sollte. Zunächst einmal gibt es eine Schwellenfrage, ob ein ehemaliger Präsident überhaupt das Privileg in Anspruch nehmen kann. Erinnern Sie sich, dass Trump versucht und gescheitert ist, das Repräsentantenhaus vom 6. Januar daran zu hindern, Unterlagen aus dem Weißen Haus zu erhalten.","MQM annotations:
audience appropriateness errors:
[Minor]: CULTURE-SPECIFIC REFERENCE - The term ""House Jan. 6 committee"" may not be familiar to the German audience and require additional context.
[Minor]: CULTURE-SPECIFIC REFERENCE - The reference to ""Trump"" and the ""Justice Department's probe"" may require additional context for the German audience."
91,"Why is this important? While Biden and his fellow Democrats can't do much in the way of passing laws with the GOP in control of the House, they can still spend the next two years setting an example. Collectively, everyone on the team should be seeking out opportunities to play Gallant to the Republicans"" weird Goofus impulses. But it's also important for Biden to burnish his credibility with the American people - and maybe be a direly needed change agent in our all-too-tatty political culture.","Warum ist das wichtig? Während Biden und seine Demokraten-Kollegen aufgrund der Kontrolle der Republikaner über das Repräsentantenhaus nicht viel in Bezug auf die Verabschiedung von Gesetzen tun können, können sie in den nächsten zwei Jahren dennoch ein Beispiel setzen. Insgesamt sollte das gesamte Team nach Möglichkeiten suchen, den seltsamen Goofus-Impulsen der Republikaner mit Gallant entgegenzuwirken. Aber es ist auch wichtig, dass Biden seine Glaubwürdigkeit bei den Amerikanern stärkt - und vielleicht ein dringend benötigter Wandlungsagent in unserer allzu zerfledderten politischen Kultur ist.","MQM annotations:
Audience Appropriateness Errors
[Major]: CULTURE-SPECIFIC REFERENCE - The use of ""Gallant"" and ""Goofus"" may not be widely understood by the German audience, as these are references to a specific American cultural context.
[Minor]: WRONG LANGUAGE VARIETY - The translation of ""team"" as ""das gesamte Team"" may sound more formal than the intended tone in the source text."
92,"Washington, a notoriously cynical place, is famous for its common sense-crippling ideas about leadership. Perhaps one of the most notorious is the odd standard that holds that publicly admitting errors is a sign of weakness and that politicians should go to comical lengths to avoid doing so. There's another way: In Bailout, Neil Barofsky's memoir of his time in Washington serving as the special inspector general overseeing the Troubled Asset Relief Program, he described the advice he received from Kristine Belisle, the woman he smartly hired to be his communications director. It was about as anti-Washington as it can get: ""We'll admit and even highlight our mistakes.""","Washington, ein berüchtigter zynischer Ort, ist für seine den gesunden Menschenverstand lähmenden Ideen über Führung bekannt. Vielleicht eine der berüchtigtsten ist der seltsame Standard, der besagt, dass das öffentliche Eingestehen von Fehlern ein Zeichen von Schwäche ist und dass Politiker lächerliche Längen gehen sollten, um dies zu vermeiden. Es gibt einen anderen Weg: In Bailout, Neil Barofskys Memoiren über seine Zeit in Washington als Sonderinspekteur, der das Troubled Asset Relief Program überwachte, beschrieb er den Rat, den er von Kristine Belisle, der Frau, die er klug als Kommunikationsdirektorin eingestellt hatte, erhielt. Es war so anti-Washington wie es nur geht: ""Wir werden unsere Fehler eingestehen und sogar hervorheben.""","MQM annotations:
audience appropriateness errors:
[Minor]: CULTURE-SPECIFIC REFERENCE - The phrase ""go to the reviews"" may not be a common or natural expression for the target audience, as it refers to a specific cultural practice of consulting online reviews."
93,"As she went on to explain, there's method in a strategy that most people inside the Beltway would deem madness: This is the best way to earn the press's trust. They'll know we're not spinning like everyone else. SIGTARP will quickly become the only credible source for information in Washington about TARP. We might be embarrassed at times and disclose things that we could - and others would - easily hide, but we'll shock the press with our honesty. No one else does this, and before long, we'll have a built in defense when we're attacked. No matter what they hear, the press will come to us first and believe us, because we'll prove to them that we tell the truth. This is perhaps the biggest reason for Biden to pursue the course of radical responsibility-taking: Moments inevitably arise in any presidency when having the trust of the public and the institutions that safeguard the civic interest is critical. Moreover, there is vital capital to be earned by owning our mistakes, and there's an important distinction that Biden can draw with his political opponents. The president would do well to follow the old adage: Tell the truth - and shame the devil.","Als sie weiter erklärte, gibt es eine Methode in einer Strategie, die die meisten Menschen innerhalb des Beltway für Wahnsinn halten würden: Dies ist der beste Weg, um das Vertrauen der Presse zu gewinnen. Sie werden wissen, dass wir nicht wie alle anderen spinnern. SIGTARP wird schnell zur einzigen glaubwürdigen Quelle für Informationen in Washington über TARP. Wir könnten uns manchmal schämen und Dinge offenlegen, die wir - und andere - leicht verbergen könnten, aber wir werden die Presse mit unserer Ehrlichkeit schockieren. Niemand sonst tut das, und schon bald werden wir eine eingebaute Verteidigung haben, wenn wir angegriffen werden. Egal, was sie hören, die Presse wird zuerst zu uns kommen und uns glauben, weil wir ihnen beweisen werden, dass wir die Wahrheit sagen. Dies ist vielleicht der Hauptgrund für Biden, den Kurs der radikalen Verantwortungsübernahme zu verfolgen: Unweigerlich entstehen in jeder Präsidentschaft Momente, in denen das Vertrauen der Öffentlichkeit und der Institutionen, die das öffentliche Interesse schützen, entscheidend ist. Darüber hinaus gibt es wichtiges Kapital zu verdienen, indem man seine Fehler eingesteht, und es gibt einen wichtigen Unterschied, den Biden zu seinen politischen Gegnern ziehen kann. Der Präsident täte gut daran, dem alten Sprichwort zu folgen: Sage die Wahrheit - und beschäme den Teufel.","MQM annotations:
Accuracy Errors
[Minor]: [culture-specific reference] - The phrase ""inside the Beltway"" may not be familiar to the German audience, as it refers to the political culture and jargon of Washington, D.C.
[Minor]: [culture-specific reference] - The reference to ""TARP"" (Troubled Asset Relief Program) may not be widely known in the German context and require additional explanation."
95,"A nineties sitcom star reprising his beloved role to sell you car insurance. An ad that becomes a cultural phenomenon and gets immediately green-lighted as a TV show, extending a twelve-second scene into ten seasons. All the celebrities from last year's crypto ads apologizing for their crypto ads. Those ""whassup"" guys but the bit is that now they're old. Everybody's into whodunnits now, right? So some series of ads directed by Rian Johnson where if you figure out who did the murder you get a discount on a year of car insurance. A commercial that all of the super-online conservative guys are going to be furious about for a week.","Eine Sitcom-Star der 90er Jahre, der seine geliebte Rolle wiederaufnimmt, um Ihnen Autoversicherung zu verkaufen. Eine Werbung, die zu einem kulturellen Phänomen wird und sofort als Fernsehserie grünes Licht erhält, wobei eine zwölfsekündige Szene auf zehn Staffeln ausgedehnt wird. Alle Prominenten aus den Krypto-Werbungen des letzten Jahres, die sich für ihre Krypto-Werbungen entschuldigen. Diese ""Whassup""-Typen, aber der Witz ist, dass sie jetzt alt sind. Jetzt sind doch alle in Whodunnits, oder? Also eine Reihe von Werbungen, bei denen Rian Johnson Regie führt, und wenn du herausfindest, wer den Mord begangen hat, bekommst du einen Rabatt auf ein Jahr Autoversicherung. Eine Werbung, über die sich die super-online konservativen Typen eine Woche lang aufregen werden.","MQM annotations:
Audience Appropriateness Errors

Major: CULTURE-SPECIFIC REFERENCE - The reference to ""nineties sitcom star"" and ""crypto ads"" may not be familiar or relevant to the German audience.

Major: CULTURE-SPECIFIC REFERENCE - The ""whassup"" guys reference may not be well-known or understood by the German audience.

Major: CULTURE-SPECIFIC REFERENCE - The reference to ""super-online conservative guys"" may not resonate with the German audience or may be interpreted differently.

Minor: CULTURE-SPECIFIC REFERENCE - The reference to ""whodunnits"" may not be a commonly understood genre term in the German context."
97,Biden DOJ 'Doesn't Want an Armed Citizenry',Die Biden-Justizministerin will keine bewaffnete Bürgerschaft.,"MQM annotations:
audience appropriateness errors:
[Major]: CULTURE-SPECIFIC REFERENCE - The term ""bewaffnete Bürgerschaft"" (armed citizenry) may not be culturally appropriate or easily understood by the German audience, as it carries strong political and ideological connotations that may not align with the typical German discourse on this topic."
99,"Clyde's contention is that the ATF pistol brace rule was born in this environment of hostility toward the Second Amendment and toward private gun ownership, and he plans to fight it tooth and nail. He said he has ""three tools"" with which to fight the rule. The first of those tools is the SHORT Act and the second is the Congressional Review Act.","Clydes Behauptung ist, dass die ATF-Pistolenbracken-Regel in dieser Umgebung der Feindseligkeit gegenüber dem Zweiten Zusatzartikel und der privaten Waffenbesitz geboren wurde, und er plant, sie mit Zähnen und Klauen zu bekämpfen. Er sagte, er habe ""drei Werkzeuge"", mit denen er die Regel bekämpfen werde. Das erste dieser Werkzeuge ist das SHORT-Gesetz und das zweite ist das Kongressüberprüfungsgesetz.","MQM annotations:
audience appropriateness errors:
[Major]: CULTURE-SPECIFIC REFERENCE - The term ""tooth and nail"" may not be a common expression in the German cultural context and could be confusing for the target audience.
[Minor]: CULTURE-SPECIFIC REFERENCE - The reference to the ""Second Amendment"" is specific to the U.S. legal and political context and may not be easily understood by a German audience."
102,"We Hope' Biden Has a Plan for Handling Title 42 Ending, 'If They Do, They Haven't Shared It Fully'","""Wir hoffen, Biden hat einen Plan für den Umgang mit dem Ende von Titel 42, 'wenn sie einen haben, haben sie ihn nicht vollständig mitgeteilt'.""","MQM annotations:
audience appropriateness errors:
[Major]: CULTURE-SPECIFIC REFERENCE - The phrase ""if they have one, they haven't shared it fully"" may not be a common or idiomatic expression in German, which could confuse the target audience."
103,"On Friday's edition of NBC's ""MTP Now,"" Colorado Gov. Jared Polis (D) said that he has ""a lot of concern"" over what will happen when Title 42 ends in May, he hopes the Biden administration has a plan for when the policy ends, and that ""If they do, they haven't shared it fully with us yet."" And said that ""we've said, you need a plan. We want them to vet it with us.""","Am Freitag in der Ausgabe von ""MTP Now"" auf NBC sagte der Gouverneur von Colorado, Jared Polis (D), dass er ""große Bedenken"" hat, was passieren wird, wenn Titel 42 im Mai endet, er hofft, dass die Biden-Regierung einen Plan hat, wenn die Politik endet, und dass ""wenn sie einen haben, haben sie ihn uns noch nicht vollständig mitgeteilt."" Und er sagte, dass ""wir gesagt haben, Sie brauchen einen Plan. Wir wollen, dass sie ihn mit uns überprüfen.""","MQM annotations:
audience appropriateness errors:
[Major]: CULTURE-SPECIFIC REFERENCE - The phrase ""MTP Now"" may not be familiar to the German audience, as it refers to a specific American news program.
[Minor]: WRONG LANGUAGE VARIETY - The term ""Titel 42"" is a direct translation of the English term ""Title 42"", which may not be the most appropriate way to refer to this policy in German. A more natural German term or explanation may be more suitable."
106,"McDonald's has apologized after an advertisement for the fast-food chain's ""McCrispy"" burger was placed close to a crematorium in the UK - although some locals did see the funny side. The restaurant chain has pledged to remove the offending advertising hoarding following complaints from residents of Truro in the UK county of Cornwall. It had gained attention on social media on Friday for being placed on a busy road directly opposite an establishment which offers cremation services. The brightly lit advert, which was placed directly behind a sign pointing to the crematorium, was branded as ""tasteless"" by some angry locals. ""Although I can see the funny side, it is tasteless and I'm sure some grieving family members won't like to see it when visiting Penmount for the funeral and cremation of a loved one,"" said a resident whose mother-in-law was cremated at the funeral home last year, as quoted by British media.","McDonald's hat sich entschuldigt, nachdem eine Werbung für den ""McCrispy""-Burger der Fast-Food-Kette in der Nähe eines Krematoriums im Vereinigten Königreich platziert wurde - obwohl einige Einheimische die Sache auch witzig fanden. Die Restaurantkette hat zugesagt, das beanstandete Werbeschild nach Beschwerden von Einwohnern von Truro in der britischen Grafschaft Cornwall zu entfernen. Es hatte am Freitag in den sozialen Medien Aufmerksamkeit erregt, da es direkt gegenüber einer Einrichtung platziert war, die Kremationsdienstleistungen anbietet. Die hell erleuchtete Werbung, die direkt hinter einem Schild, das zum Krematorium führt, angebracht war, wurde von einigen verärgerten Einheimischen als ""geschmacklos"" bezeichnet. ""Obwohl ich die komische Seite sehen kann, ist es geschmacklos und ich bin sicher, dass einige trauernde Familienmitglieder es nicht mögen werden, es zu sehen, wenn sie Penmount für die Beerdigung und Einäscherung eines geliebten Menschen besuchen"", sagte ein Anwohner, dessen Schwiegermutter im letzten Jahr in dem Bestattungsunternehmen eingeäschert wurde, wie von den britischen Medien zitiert.","MQM annotations:
Audience Appropriateness Errors
[Major]: CULTURE-SPECIFIC REFERENCE - The phrase ""the funny side"" may not be as culturally appropriate or easily understood by some German readers, as the concept of finding humor in a sensitive situation like a crematorium advertisement may not be a universal response.
[Minor]: CULTURE-SPECIFIC REFERENCE - The reference to a ""funeral home"" and ""cremation"" may be more direct or explicit than what is typically expected in German cultural contexts when discussing sensitive topics related to death and mourning."
109,Gut instinct' missing woman is not in river,"""Gutes Bauchgefühl"" - die vermisste Frau ist nicht im Fluss.","MQM annotations:
audience appropriateness error:
[Minor]: CULTURE-SPECIFIC REFERENCE - The phrase ""Gutes Bauchgefühl"" (gut instinct) may not be a common expression in the target German culture and could be perceived as unusual or unfamiliar."
116,"A post in East Germany's top leadership eluded him until he was made prime minister, a position that previously carried little clout, in November 1989 - days after the fall of the Berlin Wall. When hard-line leader Egon Krenz and his ruling Politburo resigned in early December, Modrow emerged as East Germany's top political figure. But the communists could no longer call the shots on their own. The following month, he agreed to share power with the increasingly vocal opposition and moved up East Germany's landmark first free election to March 1990, amid growing unrest. Even as pro-democracy rallies rapidly took on a pro-unification flavor, the communists initially had opposed talk of reunification.","Ein Posten in der obersten Führung Ostdeutschlands entging ihm, bis er im November 1989 - Tage nach dem Fall der Berliner Mauer - zum Ministerpräsidenten ernannt wurde, eine Position, die zuvor nur wenig Einfluss hatte. Als der hartlinige Anführer Egon Krenz und sein herrschender Politbüro Anfang Dezember zurücktraten, trat Modrow als führende politische Figur Ostdeutschlands hervor. Aber die Kommunisten konnten die Fäden nicht mehr allein ziehen. Im folgenden Monat stimmte er zu, die Macht mit der zunehmend lauten Opposition zu teilen und die historische erste freie Wahl Ostdeutschlands auf März 1990 vorzuverlegen, inmitten wachsender Unruhen. Selbst als die Demonstrationen für Demokratie schnell einen Geschmack von Wiedervereinigung annahmen, hatten die Kommunisten zunächst Gespräche über eine Wiedervereinigung abgelehnt.","MQM annotations:
Accuracy Errors
[Major]: [culture-specific reference] - The term ""prime minister"" may not be a familiar concept in the East German context, where the political system was different from a parliamentary democracy.
[Minor]: [culture-specific reference] - The reference to ""the Berlin Wall"" and ""reunification"" may require additional context for the target audience who may not be familiar with the historical significance of these events."
119,"In 1995, a court convicted him of inciting the falsification of results in May 1989 local elections in Dresden. It handed him a nine-month suspended sentence and a fine. Modrow claimed that the trial was politically motivated and asserted that its outcome would aggravate divisions between east and west Germans. His attorney argued that he had made amends for previous injustices by overseeing free elections as prime minister.","Im Jahr 1995 verurteilte ein Gericht ihn wegen Anstiftung zur Fälschung von Ergebnissen bei den Kommunalwahlen in Dresden im Mai 1989. Es verhängte eine neunmonatige Bewährungsstrafe und eine Geldstrafe. Modrow behauptete, der Prozess sei politisch motiviert gewesen, und erklärte, das Ergebnis würde die Spannungen zwischen Ost- und Westdeutschen verschärfen. Sein Anwalt argumentierte, er habe für frühere Ungerechtigkeiten Wiedergutmachung geleistet, indem er als Ministerpräsident freie Wahlen überwacht habe.","MQM annotations:
Audience Appropriateness Errors

Major: culture-specific reference - The reference to ""inciting the falsification of results in May 1989 local elections in Dresden"" may not be well understood by all target readers, as it refers to a specific historical event in East Germany that may not be familiar to all German readers.

Minor: culture-specific reference - The mention of ""divisions between east and west Germans"" assumes a certain level of cultural and historical knowledge about the reunification of Germany, which may not be shared by all target readers."
128,"A pedestrian has died following a collision with a car in Fife. The 38-year-old female was rushed to Victoria Hospital in Kirkcaldy following the crash on Broad Street in Cowdenbeath on Friday around 1.30pm. A 24-year-old man has subsequently been arrested in connection with the crash. Police are appealing for any witnesses or anyone with dash-cam footage to come forward. Sergeant Lee Walkingshaw said: ""Our enquiries are ongoing and we are appealing for anyone who was in the area and who witnessed the crash to get in touch."" I would also appeal to anyone who was driving in the area and who may have dash-cam footage which could assist our investigation to contact us. ""Anyone who can help is asked to call Police Scotland on 101, quoting incident number 1638 of Friday, February 10, 2023.""","Ein Fußgänger ist nach einer Kollision mit einem Auto in Fife gestorben. Die 38-jährige Frau wurde nach dem Unfall auf der Broad Street in Cowdenbeath am Freitag gegen 13:30 Uhr in das Victoria Hospital in Kirkcaldy gebracht. Ein 24-jähriger Mann wurde in Verbindung mit dem Unfall festgenommen. Die Polizei appelliert an Zeugen oder Personen mit Dashcam-Aufnahmen, sich zu melden. Sergeant Lee Walkingshaw sagte: ""Unsere Ermittlungen laufen noch, und wir bitten jeden, der sich in dem Bereich aufgehalten und den Unfall beobachtet hat, sich bei uns zu melden."" Außerdem appelliere ich an alle, die in dem Bereich gefahren sind und möglicherweise Dashcam-Aufnahmen haben, die unsere Untersuchung unterstützen könnten, sich mit uns in Verbindung zu setzen. Wer helfen kann, wird gebeten, die Polizei Schottland unter der Nummer 101 anzurufen und die Vorfallnummer 1638 vom Freitag, 10. Februar 2023, anzugeben.","MQM annotations:
audience appropriateness errors:
[Minor]: CULTURE-SPECIFIC REFERENCE - The term ""dash-cam footage"" may not be familiar to all German readers, as the use of dashboard cameras is not as common in Germany as in some other countries."
132,"Alna, in the northeast of the city, was the borough with the most foreign residents. Some 18,257 foreign residents were registered as living there in 2022. Afterwards, trendy Grünerløkka, located reasonably centrally, had the second highest number of foreign residents, with 17,631. Gamle Oslo also had a significant immigrant population, with 17,631 people living there after moving from another country.","Alna, im Nordosten der Stadt, war der Bezirk mit den meisten ausländischen Einwohnern. Im Jahr 2022 waren dort 18.257 ausländische Einwohner gemeldet. Danach hatte das trendige Grünerløkka, das relativ zentral gelegen ist, die zweithöchste Zahl ausländischer Einwohner mit 17.631. Auch Gamle Oslo hatte eine beträchtliche Einwandererbevölkerung, mit 17.631 Menschen, die nach einem Umzug aus einem anderen Land dort lebten.","MQM annotations:
Audience Appropriateness Errors
[Minor]: CULTURE-SPECIFIC REFERENCE - The term ""Grünerløkka"" may not be familiar to a German audience and could benefit from additional context or explanation."
133,"Statistics Norway's figures showed that foreigners were scattered all over the city's districts, as Søndre Nordstrand, the borough furthest south in Oslo, had over 14,000 immigrants registered there. Many immigrants also lived in sought-after areas, as Frogner was the district with the fifth most foreigners. After that, Stovner, Bjerke, Grorud, Østensjø and Sagene made up the rest of the ten districts in Oslo with the most residents from another country.","Die Zahlen von Statistik Norwegen zeigten, dass Ausländer über die Stadtbezirke verstreut waren, da Søndre Nordstrand, der südlichste Bezirk in Oslo, über 14.000 dort registrierte Einwanderer hatte. Viele Einwanderer lebten auch in begehrten Gebieten, da Frogner der Bezirk mit den fünftmeisten Ausländern war. Danach machten Stovner, Bjerke, Grorud, Østensjø und Sagene den Rest der zehn Bezirke in Oslo mit den meisten Einwohnern aus einem anderen Land aus.","MQM annotations:
Audience Appropriateness Errors
[Minor]: [CULTURE-SPECIFIC REFERENCE] - The term ""Frogner"" may not be familiar to a German audience and could require additional context.
[Minor]: [CULTURE-SPECIFIC REFERENCE] - The names of the other districts in Oslo (Stovner, Bjerke, Grorud, Østensjø, and Sagene) may not be well-known to a German audience and could benefit from further explanation."
135,"Gamle Oslo and Alna were the two parts of the city where the largest number of immigrants from Africa lived, along with Stovner, Grünerløkka and Søndre Norstrand. Those from North America were spread fairly evenly across Frogner, Grünerløkka, Gamle Oslo, Vestre Aker and Nordre Aker. Citizens from South and Central America were most commonly found in Frogner, Grünerløkka, Gamle Oslo St.Hanshaugen and Sagene. Europeans from outside the EU, EEA and UK tended to live in the town's most central borough, Ullern, Vestre Aker, Nordre Aker and Stovner. And finally, of the several hundred nationals from Oceania, Frogner, Grünerløkka and Gamle Oslo were the boroughs with the highest populations of these nationals.","Gamle Oslo und Alna waren die beiden Stadtteile, in denen die größte Zahl von Einwanderern aus Afrika lebte, zusammen mit Stovner, Grünerløkka und Søndre Norstrand. Diejenigen aus Nordamerika waren ziemlich gleichmäßig auf Frogner, Grünerløkka, Gamle Oslo, Vestre Aker und Nordre Aker verteilt. Bürger aus Süd- und Mittelamerika wurden am häufigsten in Frogner, Grünerløkka, Gamle Oslo St.Hanshaugen und Sagene gefunden. Europäer außerhalb der EU, des EWR und des Vereinigten Königreichs neigten dazu, in den zentralsten Stadtbezirken Ullern, Vestre Aker, Nordre Aker und Stovner zu leben. Und schließlich waren von den mehreren hundert Staatsangehörigen aus Ozeanien Frogner, Grünerløkka und Gamle Oslo die Stadtbezirke mit den höchsten Bevölkerungszahlen dieser Staatsangehörigen.","MQM annotations:
audience appropriateness errors:

[Major]: CULTURE-SPECIFIC REFERENCE - The terms ""Gamle Oslo"", ""Alna"", ""Stovner"", ""Grünerløkka"", ""Søndre Norstrand"", ""Frogner"", ""Vestre Aker"", ""Nordre Aker"", ""St.Hanshaugen"", ""Sagene"", ""Ullern"" are specific to the local geography of Oslo and may not be familiar to a German audience.

[Minor]: WRONG LANGUAGE VARIETY - The term ""Staatsangehörigen"" is a formal German term that may not be the most appropriate choice for this context."
139,The hacked up version of Jedi Knight was crashing because it was calling a function off the end of a vtable.,"Die gehackte Version des Jedi Knight stürzte ab, weil sie eine Funktion vom Ende einer Vtable aufrief.","MQM annotations:
audience appropriateness error:
[Major]: CULTURE-SPECIFIC REFERENCE - The term ""vtable"" is a technical concept in computer programming that may not be familiar to the general German audience."
150,And then we just... paid for our stuff. And said thank you. And I said her nails looked cool. The smile of relief on her face was a great feeling but the fact that she was scared first FUCKING SUCKS AND I HATE IT.,"Und dann haben wir einfach... unsere Sachen bezahlt. Und haben Danke gesagt. Und ich habe gesagt, dass ihre Nägel cool aussehen. Das Lächeln der Erleichterung auf ihrem Gesicht war ein tolles Gefühl, aber die Tatsache, dass sie zuerst Angst hatte, VERDAMMT SCHEISSE UND ICH HASSE ES.","MQM annotations:
audience appropriateness errors:
[Major]: CULTURE-SPECIFIC REFERENCE - The use of the phrase ""FUCKING SUCKS AND I HATE IT"" may be considered too strong or inappropriate language for some German audiences, as it does not align well with the generally more formal and reserved tone in German culture."
157,"I was fortunate enough to spend a memorable six months alongside Nicholas in 2011 supporting a range of projects. When we caught up at the weekend I was chuffed to hear about progress, particularly with tree planting and farm support. Thousands of trees have been established and farmers have seen increased crop yields through a range of interventions from support with equipment purchases to training.","Ich hatte das Glück, im Jahr 2011 sechs denkwürdige Monate lang an der Seite von Nicholas zu verbringen und eine Reihe von Projekten zu unterstützen. Als wir uns am Wochenende trafen, freute ich mich sehr, von den Fortschritten zu hören, insbesondere bei der Baumpflanzung und der Unterstützung der Landwirte. Tausende von Bäumen wurden gepflanzt und die Landwirte haben durch eine Reihe von Maßnahmen, von der Unterstützung beim Kauf von Ausrüstung bis hin zu Schulungen, höhere Ernteerträge erzielt.","MQM annotations:
audience appropriateness errors:
[Minor]: CULTURE-SPECIFIC REFERENCE - The term ""chuffed"" may not be widely understood by a German audience, as it is a colloquial British English expression meaning ""pleased"" or ""delighted""."
158,"Nicholas is working with farmers to reduce pesticide use while finding ways to address the issues caused by climate change and pests such as fall armyworm, which can devastate maize crops.","Nikolaus arbeitet mit Landwirten zusammen, um den Pestizideinsatz zu reduzieren, während er nach Möglichkeiten sucht, die Probleme zu bewältigen, die durch den Klimawandel und Schädlinge wie den Herbstarmywurm verursacht werden, der Maisernten stark schädigen kann.","MQM annotations:
audience appropriateness errors:
[Minor]: CULTURE-SPECIFIC REFERENCE - The use of the name ""Nikolaus"" instead of the more common ""Nicholas"" may be confusing or unfamiliar for some English-speaking audiences."
160,The UPS store near me won't allow me to write a label or write on the box. The must print the label.,Der UPS-Laden in meiner Nähe lässt mich keine Aufschrift auf dem Paket oder Etikett anbringen. Sie müssen das Etikett drucken.,"MQM annotations:
audience appropriateness errors:
[Minor]: CULTURE-SPECIFIC REFERENCE - The term ""UPS store"" may not be a familiar concept for the German audience, who may be more accustomed to referring to shipping and logistics services by their local brand names.
[Minor]: WRONG LANGUAGE VARIETY - The term ""Etikett"" is more commonly used in Swiss German, while the standard German term would be ""Aufkleber""."
162,"I have to email some random address, with unformatted data, so the clerk can read the email and enter it into their system to print a label.","Ich muss eine E-Mail an eine zufällige Adresse senden, mit unformatierten Daten, damit der Sachbearbeiter die E-Mail lesen und sie in ihr System eingeben kann, um ein Etikett auszudrucken.","MQM annotations:
audience appropriateness errors:
[Minor]: CULTURE-SPECIFIC REFERENCE - The term ""clerk"" may not be a common term used in the German context, and a more appropriate term like ""Sachbearbeiter"" (office clerk) would be better.
[Minor]: WRONG LANGUAGE VARIETY - The term ""Etikett"" (label) is more commonly used in the Swiss German variety, while the more standard German term would be ""Aufkleber""."
164,"The next morning and I can't get past Chris Licht's disgraceful pretense of public service journalism on CNN last night. It was an outrage, like a symbolic Jan 6 anti-democratic festivus of lies & grievance, self-destructively hosted by American media. THE SHAMEFUL AUDIENCE. Licht AGREED to an all Republican audience! Who vetted & chose the individuals? There's a story to be reported there. The ratings--seeking delusional irresponsibility of it all. It can't be repeated.","Am nächsten Morgen kann ich mich nicht über Chris Lichts schändliche Verstellung des öffentlichen Dienstjournalismus bei CNN gestern Abend hinwegsetzen. Es war ein Skandal, wie eine symbolische 6. Januar-anti-demokratische Festivus-Veranstaltung voller Lügen und Beschwerden, die sich selbst zerstörerisch von den amerikanischen Medien ausrichten ließ. DAS SCHAMHAFTE PUBLIKUM. Licht stimmte einem rein republikanischen Publikum zu! Wer hat die Personen überprüft und ausgewählt? Dort gibt es eine Geschichte zu berichten. Die nach Einschaltquoten suchende, wahnhafte Verantwortungslosigkeit des Ganzen. Es kann nicht wiederholt werden.","MQM annotations:
Audience Appropriateness Errors
[Major]: CULTURE-SPECIFIC REFERENCE - The use of the term ""Festivus"" is a reference to a fictional holiday from the TV show ""Seinfeld"", which may not be widely understood by the German audience.
[Major]: CULTURE-SPECIFIC REFERENCE - The reference to ""Jan 6"" and the ""anti-democratic"" nature of the event may require additional context for a German audience that may not be familiar with the specific political events in the US.
[Major]: CULTURE-SPECIFIC REFERENCE - The term ""ratings-seeking delusional irresponsibility"" is a very culturally-specific critique of American media practices that may not translate well or be easily understood by a German audience."
