index,original,translated,design_and_markup_annotation
97,"Schon länger war bekannt, dass Baumann keine Verlängerung seines Vertrags anstrebt, der eigentlich noch bis 2024 laufen sollte. Druck gemacht hatten langfristig orientierte strategische Investoren. Zuletzt mischten auch mehrere aktivistische angelsächsische Investoren wie Bluebell Capital mit. Bluebell dringt laut einem Medienbericht auf eine Aufspaltung des Konzerns.","The text you provided is actually in German, not Hebrew. Here is the translation from German to English:

""It has been known for a long time that Baumann is not seeking an extension of his contract, which was actually supposed to run until 2024. Long-term-oriented strategic investors had put pressure on him. Recently, several activist Anglo-Saxon investors, such as Bluebell Capital, have also become involved. According to a media report, Bluebell is pushing for a breakup of the group.""","```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```

In this translation, there are no design and markup errors related to incorrect markup tags, malformed HTML characters, or changes in emoji formats. The translation is free from such issues."
98,"Der sehr kleine Fonds mit unbekannter Beteiligungshöhe an Bayer ist für ein aggressives Vorgehen bekannt. Eine Abspaltung ""der Sparte Consumer Health wäre ein möglicher Weg, um den Unternehmenswert zu steigern"", sagte Markus Manns, Fondsmanager bei Union Investment, der ""Rheinischen Post"". Eine Abspaltung der weit größeren Agrarsparte Crop Science hält er dagegen nicht für machbar.","The very small fund with an unknown stake in Bayer is known for its aggressive approach. ""A spin-off of the Consumer Health division would be a possible way to increase the company's value,"" said Markus Manns, fund manager at Union Investment, to the ""Rheinische Post."" On the other hand, he does not consider a spin-off of the much larger Crop Science agricultural division to be feasible.","```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```"
101,Auch am Samstag wollen die Franzosen wieder gegen die geplante Rentenreform auf die Straße gehen.,"Even on Saturday, the French want to take to the streets again to protest against the planned pension reform.","```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```

In this translation, there are no design and markup errors related to incorrect or malformed markup tags, malformed HTML characters, or changes in emoji formats. The translation is free from such issues."
104,"Bereits jetzt arbeiten viele Menschen in Frankreich länger als bis zum Alter von 62 Jahren, wenn sie mit Erreichen der Altersgrenze noch nicht lange genug für eine abschlagsfreie Rente eingezahlt haben. In vielen anstrengenden Berufen könnten die Menschen kaum länger arbeiten, meinen die Gegner der Reform. Außerdem wollten die Beschäftigten ihre wohlverdiente Rente genießen können und ihre Gesundheit nicht vollends im Job verschleißen.","It seems there is a mix-up in the languages. The text you provided is actually in German, not Hebrew. Here is the translation from German to English:

""Already now, many people in France work beyond the age of 62 if they have not contributed long enough for a full pension by the time they reach the retirement age. In many strenuous professions, people could hardly work longer, according to the opponents of the reform. Moreover, employees want to be able to enjoy their well-deserved retirement and not completely wear out their health on the job.""","```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```

Explanation: The provided translation does not contain any markup or design errors such as malformed HTML characters or emoji format changes. The translation is free of design and markup issues."
106,"Macron begründet die Reform mit einem drohenden Defizit in der Rentenkasse. Weil die Bevölkerung immer älter wird, müssten die Beschäftigten mit ihren Beiträgen für eine steigende Zahl von Rentnern aufkommen. Damit die Höhe der Rente stabil gehalten werden könne, müsse die Bevölkerung etwas mehr arbeiten. Die Kritiker zweifeln die Berechnungen der Regierung an und fordern, der Staat müsse andere Geldquellen finden, um das Rentensystem im Gleichgewicht zu halten.","The text you provided is actually in German, not Hebrew. Here is the translation to English:

""Macron justifies the reform with an impending deficit in the pension fund. Because the population is getting older, employees would have to cover a growing number of pensioners with their contributions. In order to keep the level of pensions stable, the population would have to work a little more. Critics doubt the government's calculations and demand that the state must find other sources of funding to keep the pension system in balance.""","```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```

In this case, there are no design and markup errors in the translation provided. The translation does not contain any incorrect or malformed markup tags, malformed HTML characters, or changes in emoji formats."
107,Doch nicht nur am Rentenalter will die Regierung schrauben. Die bereits vor Jahren beschlossene Anhebung der nötigen Einzahldauer für eine volle Rente soll beschleunigt werden. Außerdem sollen Einzelrentensysteme mit Privilegien für bestimmte Berufsgruppen abgeschafft werden. Die Mindestrente soll auf etwa 1200 Euro steigen.,"The text you provided is in German, not Hebrew. Here is the translation from German to English:

""But the government not only wants to adjust the retirement age. The increase in the required contribution period for a full pension, which was decided years ago, is to be accelerated. Additionally, individual pension systems with privileges for certain professional groups are to be abolished. The minimum pension is to be increased to about 1200 euros.""","```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```

Explanation: The provided translation does not contain any design or markup errors such as malformed HTML characters, incorrect emoji formats, or any other issues related to design and markup. The translation is free from such errors, and thus no annotations are necessary."
108,"Die Rentenreform gilt als eines der wichtigsten Vorhaben von Präsident Macron. Während der Corona-Pandemie wurde ein erster Anlauf zur Umsetzung der Reform abgebrochen, schon damals gab es massive Proteste und Streiks. Schon etliche Präsidenten vor Macron bemühten sich mit unterschiedlichem Erfolg um Reformen des französischen Rentensystems - breiter Protest und Streiks waren allen gewiss.","The pension reform is considered one of President Macron's most important initiatives. During the COVID-19 pandemic, an initial attempt to implement the reform was abandoned, and even then, there were massive protests and strikes. Several presidents before Macron also attempted, with varying degrees of success, to reform the French pension system—widespread protests and strikes were a certainty for all of them.","```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```

In this translation, there are no design and markup errors present. The translation does not contain any malformed HTML characters, incorrect emoji formats, or other markup issues."
113,"In Deutschland wird mindestens bis zu Wochenmitte ruhiges Hochdruckwetter erwartet. ""Beim Betrachten der Wetterkarten sticht sofort ein mächtiges Hochdruckgebiet direkt über Mitteleuropa ins Auge"", erklärt der Meteorologe Markus Übel vom Deutschen Wetterdienst am Samstag in Offenbach. ""Zwar verlagert sich dieses Hoch im Laufe der nächsten Woche ein wenig nach Osten. Es bestimmt aber weiterhin das Wetter in Deutschland"".","The text you provided is actually in German, not Hebrew. Here is the translation to English:

""In Germany, calm high-pressure weather is expected at least until the middle of the week. 'When looking at the weather maps, a powerful high-pressure area directly over Central Europe immediately catches the eye,' explains meteorologist Markus Übel from the German Weather Service on Saturday in Offenbach. 'Although this high will shift slightly to the east over the course of the next week, it will continue to determine the weather in Germany.'""","```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
``` 

The provided translation does not contain any design and markup errors such as incorrect markup tags, malformed HTML characters, or changes in emoji formats. Therefore, no annotations are necessary for this segment."
114,"Allerdings bedeute ruhiges Hochdruckwetter im Winter nicht zwangsläufig auch sonniges Wetter, sagt Übel. ""So ein Hoch kann sogar ziemlich gemein sein und den Menschen in den Niederungen tagelang tristes Hochnebelgrau bescheren, während es in den Hochlagen der Mittelgebirge Sonne pur gibt"".","The text you provided is actually in German, not Hebrew. Here's the translation to English:

""However, calm high-pressure weather in winter does not necessarily mean sunny weather, says Übel. 'Such a high can even be quite nasty and bring people in the lowlands days of dreary high fog gray, while in the high altitudes of the low mountain ranges there is pure sunshine.'""","```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```

In this case, there are no design and markup errors present in the translation. The translation does not contain any malformed markup tags, incorrect HTML characters, or changes in emoji formats."
115,"So startet der Sonntag in den meisten Regionen neblig-trüb. Vom Erzgebirge und dem Thüringer Wald bis nach Niederbayern kann es laut DWD auch noch etwas regnen. Vor allem am Alpenrand, aber auch im Südwesten und teils im Westen lockert die Wolkendecke im Tagesverlauf auf und die Sonne kommt immer häufiger zum Vorschein. Im Rest des Landes bleibt es stark bewölkt oder hochnebelartig bedeckt. Die Temperaturen erreichen 4 bis 9 Grad, in Rheinnähe um 10 Grad.","The text you provided is in German, not Hebrew. Here is the translation from German to English:

""Sunday starts off in most regions with foggy and overcast conditions. According to the DWD, it may also rain a little from the Ore Mountains and the Thuringian Forest to Lower Bavaria. Especially along the edge of the Alps, but also in the southwest and partly in the west, the cloud cover will break up during the day and the sun will appear more frequently. In the rest of the country, it remains heavily clouded or covered with high fog. Temperatures reach 4 to 9 degrees, around 10 degrees near the Rhine.""","```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```

In this translation, there are no design and markup errors present. The text does not contain any incorrect or malformed markup tags, malformed HTML characters, or changes in emoji formats. The translation is free from design and markup issues, so no annotations are necessary."
116,"""Am Montag knabbert dann die allmählich stärker werdende Sonne wieder am Hochnebel und kann ihn im Tagesverlauf mehr und mehr auflösen"", sagt der Meteorologe. Am Alpenrand, in den Hochlagen der Mittelgebirge und in Teilen von Nordrhein-Westfalen werde ganztags Sonne erwartet, andernorts müsse sie sich erst durch die Hochnebeldecke kämpfen. Die Höchstwerte liegen bei 5 bis 9 Grad, am Niederrhein werden um 11 Grad, im Dauergrau im Südosten werden dagegen nur um 3 Grad erwartet. Dazu weht schwacher Wind aus unterschiedlichen Richtungen.","The text you provided is actually in German, not Hebrew. Here is the translation to English:

""On Monday, the gradually strengthening sun will once again nibble away at the high fog and can dissolve it more and more over the course of the day,"" says the meteorologist. Along the edge of the Alps, in the high altitudes of the Central Uplands, and in parts of North Rhine-Westphalia, sunshine is expected all day, while elsewhere it will have to fight its way through the high fog layer. The maximum temperatures will be between 5 and 9 degrees, around 11 degrees in the Lower Rhine, while in the persistent gray in the southeast, only about 3 degrees are expected. In addition, a light wind will blow from different directions.","```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```

In this case, there are no design and markup errors in the translation provided. The text does not contain any issues related to incorrect markup tags, malformed HTML characters, or changes in emoji formats."
117,"Am Dienstag kann es in manchen Niederungen erneut nur zähe Auflösung von Nebel oder Hochnebel geben. Ansonsten zeigt sich das Wetter nach Nebelauflösung heiter. In Hochlagen, in weiten Teilen von NRW und am Alpenrand scheint den Prognosen zufolge ganztags die Sonne. Die Temperaturen klettern je nach Sonnenschein auf 5 bis 11 Grad.","The text you provided is actually in German, not Hebrew. Here is the translation to English:

""On Tuesday, in some lowlands, there may once again be only a slow dissipation of fog or high fog. Otherwise, the weather will be clear after the fog clears. In high altitudes, in large parts of North Rhine-Westphalia, and at the edge of the Alps, the sun is expected to shine all day according to the forecasts. Temperatures will climb to between 5 and 11 degrees, depending on the sunshine.""","```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```

In this case, there are no design and markup errors in the translation provided. The translation accurately reflects the source text without any issues related to markup tags, HTML characters, or emoji formats."
119,Die geschlagene Topfavoritin Sofia Goggia hat sich nach ihrem Aus in der Abfahrt der alpinen Ski-Weltmeisterschaften schwer enttäuscht gezeigt.,The defeated top favorite Sofia Goggia expressed her deep disappointment after her exit in the downhill event at the Alpine Ski World Championships.,"```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
``` 

In this translation, there are no design and markup errors present. The translation does not contain any malformed markup tags, incorrect HTML characters, or changes in emoji formats."
121,"""Ich bin traurig, weil ich nicht die Leistung gebracht habe, die ich kann"", sagte die Italienerin im ZDF, nachdem sie an einem Tor eingefädelt hatte und ausgeschieden war. Immerhin konnte die 30-Jährige einen womöglich schweren Sturz gerade noch verhindern.","The text you provided is actually in German, not Hebrew. Here is the translation to English:

""I am sad because I did not perform as well as I can,"" said the Italian on ZDF, after she had a hand in a goal and was eliminated. At least the 30-year-old was able to prevent a potentially serious fall just in time.","```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```

In this case, there are no design and markup errors in the translation provided. The translation does not contain any malformed HTML characters, incorrect emoji formats, or markup tag issues."
122,"Goggia ist seit Jahren die dominierende Abfahrerin im Weltcup. Vier der bisherigen sechs Saisonrennen in dieser Disziplin hat sie gewonnen. Nach Gold 2018 in Pyeongchang holte sie bei den Olympischen Winterspielen 2022 in Peking Silber. Auf eine WM-Medaille in ihrer Paradedisziplin muss Goggia, die für ihre riskante Fahrweise bekannt ist, aber weiter warten. Bei ihrem Heimspiel in Cortina d'Ampezzo vor zwei Jahren fehlte sie verletzungsbedingt.","It seems there is a mix-up in the text provided. The text is actually in German, not Hebrew. Here's the translation from German to English:

""Goggia has been the dominant downhill skier in the World Cup for years. She has won four of the six races in this discipline so far this season. After winning gold in Pyeongchang in 2018, she took silver at the 2022 Winter Olympics in Beijing. However, Goggia, who is known for her risky style of skiing, still has to wait for a World Championship medal in her favorite discipline. She missed her home race in Cortina d'Ampezzo two years ago due to injury.""","```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - The text incorrectly identifies the source language as Hebrew instead of German, which could lead to confusion.
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```"
128,Personenbeschreibung: schlanke Gestalt,"The text you provided is actually in German, not Hebrew. The translation to English is:

""Person description: slim figure""","```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```

Explanation: There are no design and markup errors in the provided translation. The source text does not contain any markup tags, HTML characters, or emojis that could lead to design and markup issues in the translation. The translation is a straightforward text with no special formatting that could be incorrectly rendered."
134,Selenskyj und Minister gegen Russlands Olympia-Teilnahme,"The text you provided is actually in German, not Hebrew. It translates to English as: ""Selenskyj and minister against Russia's Olympic participation.""","```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```

In this case, there are no design and markup errors in the translation provided. The source text is in German, and the translation into English does not contain any issues related to markup tags, malformed HTML characters, or changes in emoji formats."
143,Auch Bundesinnenministerium bezieht Stellung,"The phrase you provided is actually in German, not Hebrew. In English, it translates to: ""The Federal Ministry of the Interior also takes a position.""","```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```

In this case, there are no design and markup errors in the translation provided. The translation is free from issues related to incorrect or malformed markup tags, HTML characters, or emoji formats."
144,"Das für Sport zuständige Bundesinnenministerium erklärte im Anschluss, auch bei den Beratungen bekräftigt zu haben, einen Start russischer und belarussischer Sportler in Paris abzulehnen. ""Es gibt aus unserer Sicht keinen Anlass, den russischen und belarussischen Sport zur Rückkehr in die Wettkämpfe einzuladen. Den ukrainischen Athletinnen und Athleten muss weiterhin die uneingeschränkte Solidarität und Unterstützung der internationalen Sportgemeinschaft gelten. Die Bestrebung des IOC zur Wiederaufnahme der russischen und belarussischen Athletinnen und Athleten ist der falsche Weg"", teilte ein Sprecher des Innenministeriums auf dpa-Anfrage mit.","The text you provided is in German, not Hebrew. Here is the translation from German to English:

The Federal Ministry of the Interior responsible for sports stated afterward that it had reaffirmed during the consultations its rejection of the participation of Russian and Belarusian athletes in Paris. ""From our perspective, there is no reason to invite Russian and Belarusian sports back into competitions. The Ukrainian athletes must continue to receive the unrestricted solidarity and support of the international sports community. The IOC's efforts to reintegrate Russian and Belarusian athletes is the wrong path,"" a spokesperson for the Ministry of the Interior said in response to a dpa inquiry.","```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```

In this case, there are no design and markup errors in the translation provided. The translation is free from issues related to incorrect markup tags, malformed HTML characters, or changes in emoji formats."
148,"""Hey, geiler Hintern!"", der Närrin im knappen sexy Kostüm hinterherpfeifen und anzügliche Sprüche rufen: All das fällt unter den Begriff des ""Catcalling"" (dt. Katzenrufe). Hinter dem Begriff verbirgt sich nicht geringeres als eine Form der verbalen sexuellen Belästigung im öffentlichen Raum.","The text you provided is actually in German, not Hebrew. Here is the translation to English:

""Hey, nice ass!"", whistling after the jester in the skimpy sexy costume and shouting lewd comments: All of this falls under the term ""catcalling"" (German: Katzenrufe). Behind this term lies nothing less than a form of verbal sexual harassment in public spaces.","```
MQM annotations:
design and markup errors:
Critical: no-error
Major: no-error
Minor: no-error
```"
150,Hälfte der Fahrzeuge verloren? USA sehen Moskaus Panzerbestand stark dezimiert,"It seems there is a mix of German and English in your text. The text translates from German to English as:

""Half of the vehicles lost? USA sees Moscow's tank inventory heavily decimated.""","```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```

In this case, there are no design and markup errors in the translation provided. The text does not contain any markup tags, malformed HTML characters, or changes in emoji formats that would require annotation."
153,Wallander machte bei einer Online-Veranstaltung der Denkfabrik Center for a New American Security keine weiteren Angaben zur Zahl der nach US-Einschätzung beschlagnahmten und zerstörten Panzer.,"It seems there is a mix-up in the languages. The text you provided is actually in German, not Hebrew. Here is the translation from German to English:

""Wallander did not provide further details on the number of tanks seized and destroyed according to US estimates during an online event by the think tank Center for a New American Security.""","```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```

In this case, there are no design and markup errors in the translation provided. The translation does not contain any incorrect or malformed markup tags, malformed HTML characters, or changes in emoji formats. Therefore, no errors are annotated."
154,Die Ukraine soll in den kommenden Wochen von mehreren westlichen Verbündeten Kampfpanzer erhalten. Großbritannien hat Kiew die Lieferung von Challenger-2-Kampfpanzern für März zugesagt. Deutschland will in einer Koalition mit anderen Staaten bis April ein Bataillon an Leopard-2-Panzern in die Ukraine liefern. Die USA haben ebenfalls ein Bataillon aus 31 Kampfpanzer vom Typ Abrams zugesagt. Ihre Lieferung dauert jedoch aller Voraussicht nach wesentlich länger.,"It seems there is a mistake in your request. The text you provided is in German, not Hebrew. Here is the translation from German to English:

""Ukraine is set to receive battle tanks from several Western allies in the coming weeks. The United Kingdom has promised Kyiv the delivery of Challenger 2 tanks for March. Germany, in a coalition with other countries, plans to deliver a battalion of Leopard 2 tanks to Ukraine by April. The USA has also promised a battalion of 31 Abrams tanks. However, their delivery is expected to take significantly longer.""","```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```

In the provided translation, there are no design and markup errors such as incorrect markup tags, malformed HTML characters, or changes in emoji formats. The translation is free from such issues, and therefore, no annotations are needed for design and markup errors."
158,Wirbel um Postenbesetzung bei Heer,"The text you provided is actually in German, not Hebrew. In English, it translates to: ""Commotion over appointment in the army.""","```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - The translation incorrectly identifies the source text as Hebrew instead of German, which is a critical error in the context of design and markup as it misrepresents the language metadata.
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```"
159,"Denn der Posten, den künftig der frühere Direktor des Heeresgeschichtlichen Museums (HGM) Christian Ortner bekleiden wird, war nicht ausgeschrieben. Der Personalvertreter der Akademie Herwig Jedlaucnik vermutet Postenkorruption und Amtsmissbrauch. Verteidigungsministerin Klaudia Tanner (ÖVP) verteidigt das Vorgehen.","The position that the former director of the Museum of Military History (HGM), Christian Ortner, will hold in the future was not advertised. The staff representative of the academy, Herwig Jedlaucnik, suspects corruption and abuse of office. Defense Minister Klaudia Tanner (ÖVP) defends the procedure.","```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
``` 

In this case, there are no design and markup errors in the translation provided. The translation does not contain any malformed HTML characters, incorrect emoji formats, or other markup issues."
160,"Eine Ausschreibung sei nicht erforderlich, weil die Ernennung auf einen bisher unbesetzten Arbeitsplatz erfolge, so die Ministerin. ""Spekulationen eines freiheitlichen Personalvertreters"" wolle sie nicht kommentieren. Ortner wurde im vergangenen Jahr nach 17 Jahren an der Spitze des HGM abgelöst. Neben Kritik am Umgang des Museums mit der militärischen Vergangenheit Österreichs war er mit schweren Mobbingvorwürfen konfrontiert. Diese sind aus Tanners Sicht ausgeräumt.","The text you provided is actually in German, not Hebrew. Here is the translation to English:

""A tender was not necessary because the appointment was to a previously unoccupied position, according to the minister. She did not want to comment on 'speculations of a freedom-oriented staff representative.' Ortner was replaced last year after 17 years at the helm of the HGM. In addition to criticism of the museum's handling of Austria's military past, he faced serious accusations of bullying. These have been cleared from Tanner's perspective.""","```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```

In this translation, there are no design and markup errors. The text is well-formed, with no issues related to markup tags, malformed HTML characters, or changes in emoji formats. The translation accurately reflects the source text in terms of design and markup."
161,"Jedlaucnik zweifelt auch an der inhaltlichen Eignung Ortners. Dieser sei Experte für den Ersten Weltkrieg und die Kriege der Monarchie, das Institut beschäftige sich aber mit aktuellen Fragen der Sicherheitspolitik.","It seems there is a mix-up in the languages provided. The text you provided is actually in German, not Hebrew. Here is the translation from German to English:

""Jedlaucnik also doubts Ortner's suitability in terms of content. He is an expert on the First World War and the wars of the monarchy, but the institute deals with current issues of security policy.""","```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```"
162,"Die SPÖ verlangt von Tanner Aufklärung über den ""unüblichen Bestellvorgang"". An der Entscheidung hafte der ""Anschein von Postenschacher"", sagt SPÖ-Wehrsprecher Robert Laimer. Die Neos fordern Tanner auf, die Ernennung zurückzunehmen. Die ÖVP stecke ""weiterhin bis zum Hals im Korruptionssumpf"", meinte Douglas Hoyos, Sprecher für Landesverteidigung. Er kündigte eine parlamentarische Anfrage zum Thema an.","The SPÖ demands clarification from Tanner regarding the ""unusual appointment process."" The decision has the ""appearance of cronyism,"" says SPÖ defense spokesperson Robert Laimer. The Neos are calling on Tanner to revoke the appointment. The ÖVP is ""still neck-deep in the swamp of corruption,"" stated Douglas Hoyos, spokesperson for national defense. He announced a parliamentary inquiry on the matter.","```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```

In this case, there are no design and markup errors in the translation provided. The source and target texts do not contain any markup tags, malformed HTML characters, or emoji format discrepancies that would require annotation."
163,Karneval: Erste Narren gehen vor Kosten in die Knie,Carnival: First jesters buckle under costs,"```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
``` 

There are no design and markup errors in the translation provided. The translation does not contain any markup tags, malformed HTML characters, or emoji format changes that deviate from the source text."
165,"In Brandenburg fallen keine Karnevalsumzüge aus. Der ""Zug der fröhlichen Leute"" in Cottbus, wohl erneut Ostdeutschlands größter, findet erstmals nach der Pandemie statt. Auch bei der schwäbisch-alemannischen Fastnacht wurden keine Umzüge abgesagt.","The text you provided is actually in German, not Hebrew. Here is the translation to English:

""In Brandenburg, no carnival parades are canceled. The 'Parade of the Cheerful People' in Cottbus, probably East Germany's largest once again, is taking place for the first time since the pandemic. Also, during the Swabian-Alemannic Fastnacht, no parades were canceled.""","```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```

Explanation: There are no design and markup errors in the provided translation. The translation is free from issues related to incorrect markup tags, malformed HTML characters, or changes in emoji formats."
179,"Steinmeier genoss dennoch den Besuch des 10-km-Sprintrennens bei der Biathlon-WM in Oberhof, bekam von den Olympiasiegern Frank Ullrich und Peter Sendel zahlreiche Tipps: ""Seit den Olympischen Spielen in Südkorea, als Laura Dahlmeier im ersten Rennen Gold gewonnen hatte, fasziniert mich das Biathlon"", verriet er und lobte Oberhof außerdem für seine modernisierten Sportstätten: ""Die runderneuerte Arena ist großartig und bietet ideale Bedingungen. Das sagen auch die Sportler - mit Dank an diejenigen, die seit Vergabe der WM hier angepackt haben"". Auch in Sachen Nachhaltigkeit sei der Standort jetzt vielen anderen ""einen Schritt voraus"" und damit ""für die nächsten Jahre und sogar Jahrzehnte sicher"".","It seems there is a mix-up in the languages of the text you provided. The text is in German, not Hebrew. Here is the translation from German to English:

""Steinmeier nevertheless enjoyed visiting the 10 km sprint race at the Biathlon World Championships in Oberhof, receiving numerous tips from Olympic champions Frank Ullrich and Peter Sendel: 'Since the Olympic Games in South Korea, when Laura Dahlmeier won gold in the first race, biathlon has fascinated me,' he revealed and also praised Oberhof for its modernized sports facilities: 'The refurbished arena is great and offers ideal conditions. That's what the athletes say too - with thanks to those who have pitched in here since the World Championships were awarded.' In terms of sustainability, the location is now 'a step ahead' of many others and thus 'secure for the next years and even decades.'""","```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```

In this case, there are no design and markup errors in the translation provided. The translation is free of issues related to incorrect markup tags, malformed HTML characters, or changes in emoji formats."
182,"Bö war vor 14.300 Zuschauern mit der Nummer 1 ins Rennen gegangen und manifestierte diesen Status trotz der komplizierten Sichtverhältnisse. Allerdings: Bei seinen letzten beiden Stehendschüssen hatte er das Glück des Tüchtigen; sie landeten jeweils am Rand der Scheiben und fielen trotzdem. Die Siegerehrung genoss der 29-Jährige dann gemeinsam mit seinem fünf Jahre älteren Bruder: ""Es ist das beste Gefühl, mit ihm hier zu stehen"", sagte der Weltmeister: ""Wir sind die beste Familie, die besten Brüder, die besten Athleten"".","The text you provided is in German, not Hebrew. Here is the translation to English:

""Bö started the race with the number 1 in front of 14,300 spectators and maintained this status despite the complicated visibility conditions. However, during his last two standing shots, he had the luck of the diligent; they each landed on the edge of the targets and still fell. The 29-year-old then enjoyed the award ceremony together with his five-year-older brother: 'It is the best feeling to stand here with him,' said the world champion: 'We are the best family, the best brothers, the best athletes.'""","```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```

In this case, there are no design and markup errors present in the translation. The text does not contain any malformed markup tags, incorrect HTML characters, or emoji format changes."
184,"Brych missfällt ""Bienenschwarm"" auf dem Platz","The text you provided is not entirely in Hebrew; it appears to be a mix of languages. The word ""Brych"" is not Hebrew, and ""missfällt"" is German for ""displeases."" ""Bienenschwarm"" is also German, meaning ""swarm of bees."" The Hebrew part seems to be missing or incorrectly transcribed. 

If you intended to write something specific in Hebrew, please provide the correct text. If this is a multilingual sentence, it seems to mean: ""Brych is displeased with the 'swarm of bees' on the field.""","```
MQM annotations:
design and markup errors:
Critical: design_and_markup/markup_tag - None
Major: design_and_markup/markup_tag - None
Minor: design_and_markup/markup_tag - None
```

In this case, there are no design and markup errors present in the translation. The translation does not contain any malformed markup tags, incorrect emoji formats, or other design-related issues that need to be annotated."
