index,reference,zero_shot_translation,improved_translation,single_agent_translation,bleu_zero_shot,bleu_improved,bleu_single_agent,meteor_zero_shot,meteor_improved,meteor_single_agent,bleurt_zero_shot,bleurt_improved,bleurt_single_agent,comet_zero_shot,comet_improved,comet_single_agent
196,Stops after compilation and does not perform get together.,"Compile then stop, do not generate assembly files.","Stop after compilation, do not assemble.","Stop after compilation, do not assemble.",0.0251,0.0544,0.0544,0.1685,0.3628,0.3628,0.4642,0.5091,0.5091,0.5603,0.622,0.622
197,"Since the constructing agents on those frameworks cannot examined from channels, utilize channels instead of brief records to move between the different compilation stages, this issue does not exist within the GNU constructing agent, constructing agents can utilize C ""lingos"" that bolster ANSI-compliant standard C programs.","Piping between different stages of the compilation process instead of using temporary files, because the assemblers of those systems cannot read data from pipes. The GNU assembler does not have this problem. The C ""dialect"" acceptable to the assembler: supports ANSI-compliant C programs.","Use pipes instead of temporary files between different stages of the compilation process, because the assemblers of those systems cannot read data from pipes; GNU's assembler does not have this problem. The assembler accepts a C ""dialect"" supporting ANSI-standard C programs.","Use pipes instead of temporary files between different stages of the compilation process, because the assemblers of those systems cannot read data from pipes; GNU's assembler does not have this problem. The C ""dialect"" that the assembler can accept: Supports ANSI-standard C programs.",0.0386,0.0374,0.0401,0.2894,0.2567,0.2781,0.4971,0.5233,0.5309,0.719,0.7443,0.727
200,"In C++, a function like foo often indicates that the argument is empty.","Under normal circumstances, such a function foo in C++ means the parameter list is empty.","Normally, such a function `foo` in C++ means its parameter list is empty.","Normally, such a function `foo` in C++ means its parameter list is empty.",0.0829,0.0805,0.0805,0.4337,0.3431,0.3431,0.7021,0.736,0.736,0.8327,0.811,0.811
202,Subtle elements can be found within the NU c handbook; we evacuated them so that perusers wouldn't HERI when the data was not pertinent.,See the NU c manual for details. We have removed the details so that people will not HERI when the content becomes outdated.,Refer to the NU c manual for details. We have removed them so that people will not be misled when the content becomes outdated.,Refer to the NU c manual for details. We have removed the details so that people will not HERI when the content becomes outdated.,0.0699,0.0716,0.0699,0.3732,0.4211,0.3717,0.5911,0.5743,0.5963,0.7048,0.7066,0.7025
204,"It has the same impact as the ""-Ethis-is-variable"" alternative.",He got the same result as with the `-Ethis-is-variable' option.,It has the same effect as the `-Ethis-is-variable' option.,It has the same effect as the `-Ethis-is-variable' option.,0.0432,0.2709,0.2709,0.3468,0.6543,0.6543,0.6948,0.814,0.814,0.8134,0.8453,0.8453
205,-traditional-cpp bolsters a number of highlights of the customary Cc preprocessor.,traditional-cpp attempts to support certain aspects of the traditional C preprocessor.,-traditional-cpp supports some aspects of the traditional Cc preprocessor.,-traditional-cpp attempts to support certain aspects of the traditional Cc preprocessor.,0.0509,0.1126,0.1109,0.2323,0.413,0.4055,0.7357,0.7774,0.775,0.8008,0.857,0.8431
216,"Hence, all format occasions are expressly indicated as built-ins when compiling with the default ""-fno-exteznal-templates"" choice.","Correspondingly, if the default option `-fno-external-templates` is used during compilation, all template instances are explicitly set to be built-in.","Correspondingly, if the default option ` -fno-external-templates` is used at compile time, all template instantiations are explicitly set as internal.","Correspondingly, if the default option ` -fno-external-templates` is used at compile time, all template instantiations are explicitly treated as internal.",0.0262,0.0272,0.0272,0.1936,0.26,0.26,0.6762,0.652,0.6495,0.6852,0.6607,0.6545
219,"A virtual work may once in a while be able to be called specifically in case the compiler decides it can; in this case, it'll be.","In some cases, the compiler can determine that a virtual function can be called directly; in this case, it will call it directly.","In some cases, the compiler can determine that a virtual function can be called directly, in which case it does so.","In some cases, the compiler can determine that a virtual function can be called directly; it then calls it directly.",0.2093,0.0243,0.024,0.4206,0.3484,0.3018,0.6474,0.6503,0.6078,0.8178,0.8314,0.7978
221,Such an expression incorporates a esteem of Void. Task to typically permitted (as it were in C++) utilizing the hail -fthis—is-variable.,The value of this expression is Void. -fthis-is-variable allows assignment to `this` (C++ only).,The value of this type of expression is void. The `-fthis-—is-variable` option allows assignment to `this` (only for C++).,The value of this kind of expression is Void. -fthis-is-variable allows assignment to `this` (only for C++).,0.0231,0.0209,0.0278,0.1478,0.1442,0.1456,0.5716,0.5622,0.5723,0.6631,0.6845,0.6968
229,This choice and its inverse constrain the identical default behavior for that program.,"This option, and its antonym, make that program work on the corresponding default values.","This option, and its opposite option, configure such programs to use their corresponding default values.","This option, and its inverse option, make such programs work with their corresponding default values.",0.0409,0.0287,0.0636,0.3255,0.2391,0.3379,0.5852,0.6468,0.6214,0.7867,0.7933,0.8095
231,These alternatives are utilized to characterize marked or unsigned bitfields in case no “signed” or “unsigned” modifiers are explicitly given.,"If the `signed` or `unsigned` modifiers are not explicitly declared, these options are used to define signed or unsigned bitfields.","If `signed` or `unsigned` modifiers are not explicitly specified, these options define whether bitfields are signed or unsigned.","If `signed` or `unsigned` modifiers are not explicitly specified, these options are used to define signed or unsigned bitfields.",0.0563,0.0292,0.0587,0.25,0.2273,0.2513,0.6846,0.6543,0.6936,0.8355,0.8289,0.8357
234,"Typically done to guarantee compatibility with more seasoned applications that do not think it's a great thought to alter string constants, the same result is accomplished utilizing the “-traditional” choice.","This is for compatibility with some old programs; they modify string constants, which is a very bad idea. The `-traditional' option has the same effect.","This is for compatibility with some old programs that modify string constants, which is a very bad idea, and the `-traditional` option also has the same effect.","This is for compatibility with some old programs; modifying string constants is a very bad idea, and the `-traditional` option also has the same effect.",0.0432,0.0451,0.023,0.2333,0.2505,0.1803,0.6526,0.6743,0.6632,0.7374,0.7322,0.7379
237,The impacts can be comparable to the monetary emergency of 2008,Its impact may be similar to the 2008 financial crisis.,Its impact could be similar to the 2008 economic crisis.,Its impact could be similar to the 2008 economic crisis.,0.0474,0.0474,0.0474,0.3413,0.3413,0.3413,0.7797,0.7629,0.7629,0.9153,0.9198,0.9198
239,"The affliction has disabled wellbeing frameworks in a few countries to the point of collapse, and government confinements have seriously disturbed the world economy.","In many countries, this disease has overwhelmed healthcare systems, pushing them to the brink of collapse, and the restrictions implemented by governments have caused severe disruption in the global economy.","In many countries, this disease has overwhelmed healthcare services to near collapse, and the restrictive measures implemented by governments have caused severe disruption in the global economy.","In many countries, this disease has overwhelmed healthcare services, bringing them to the brink of collapse, and the restrictive measures implemented by governments have caused severe disruption in the global economy.",0.104,0.0484,0.1009,0.4408,0.3656,0.439,0.7398,0.7297,0.7355,0.8131,0.8161,0.8091
241,"Due to the constrained get to to antecedents and essential chemicals caused by development confinements, certain makers may be obliged to create modern strategies of medicine generation.","Some producers may be forced to find new ways to manufacture drugs, as restricting movement also restricts access to precursors and essential chemicals.","Some producers may be forced to find new ways to manufacture drugs, because restrictions on movement also limit access to precursors and essential chemicals.","Some producers may be forced to find new ways to manufacture drugs, because restrictions on movement also limit access to precursors and essential chemicals.",0.0478,0.0479,0.0479,0.2373,0.2364,0.2364,0.5926,0.5977,0.5977,0.7348,0.7351,0.7351
249,Nations where noteworthy sums of opiates are snuck on commercial flights are expected to be most extremely affected.,"Some countries experience the greatest direct impact from drug trafficking, with large quantities of drugs being smuggled through commercial flights.",Some countries where large quantities of drugs are smuggled via commercial flights are expected to see the most direct impact on their drug trafficking activities.,Countries where large quantities of drugs are smuggled via commercial flights are expected to experience the most direct impact on their drug trafficking activities.,0.0218,0.1647,0.1717,0.0824,0.477,0.4796,0.6607,0.6887,0.698,0.7986,0.8131,0.8199
259,Both the outright number of individuals utilizing drugs and the rate of the worldwide populace utilizing drugs have been rising.,"Drug use is increasing worldwide, both in terms of total numbers and as a proportion of the world's population.","Drug abuse worldwide has been increasing, both in terms of overall numbers and as a proportion of the global population.","Drug abuse worldwide has been increasing, both in terms of overall numbers and as a proportion of the global population.",0.0242,0.0251,0.0251,0.241,0.292,0.292,0.7045,0.7055,0.7055,0.7781,0.7931,0.7931
262,"This to some degree reflects the reality that worldwide populace development amid the time shifted between industrialized and creating nations, at 7% and 28%, separately, but it moreover reflects the more youthful populaces in poorer nations developing more rapidly.",This partly reflects the differences in overall population growth during this period—7% in developed countries and 28% in developing countries—but it also reflects the faster growth of the young population in developing countries.,"To some extent, this reflects both the overall population growth difference during this period (7% in developed countries, 28% in developing countries) and the faster growth of the young population in developing countries.","To some extent, this reflects the difference in overall population growth during this period, with developed countries at 7% and developing countries at 28%, but it also reflects the faster growth of the young population in developing countries.",0.0347,0.017,0.1192,0.1921,0.1921,0.3539,0.6372,0.5928,0.6666,0.7724,0.763,0.7991
263,Youthful individuals and young people account for the larger part of sedate clients.,Adolescents and young adults make up the largest proportion of drug users.,Teenagers and young adults make up the largest proportion of drug users.,Teenagers and young adults make up the largest proportion of drug users.,0.0383,0.0383,0.0383,0.2447,0.2447,0.2447,0.4908,0.5089,0.5089,0.7817,0.765,0.765
266,"Urban zones are more likely than country ones to have a sedate issue, both in created and creating countries.","Drug use is more prevalent in urban areas than in rural areas, whether in developed or developing countries.","Whether in developed or developing countries, the prevalence of drug abuse is higher in urban areas than in rural areas.","Whether in developed or developing countries, the prevalence of drug abuse is higher in urban areas than in rural areas.",0.0255,0.013,0.013,0.1323,0.0785,0.0785,0.4138,0.4032,0.4032,0.7102,0.7295,0.7295
267,"More than half of the world's populace presently lives in urban locales, up from 34% in 1960, and this colossal relocation from rustic to urban regions is to a great extent to fault for the common rise in sedate utilize.","Part of the overall increase in drug use is due to the massive population shift from rural to urban areas—currently, more than half of the world's population lives in urban areas, compared to 34% in 1960.","Part of the reason for the overall increase in drug use is the large-scale migration of the population from rural to urban areas—more than half of the world's population now lives in urban areas, compared to 34% in 1960.","Part of the reason for the overall increase in drug use is the large-scale migration of the population from rural to urban areas—more than half of the world's population now lives in urban areas, compared to 34% in 1960.",0.213,0.2157,0.2157,0.3633,0.3056,0.3056,0.6183,0.6294,0.6294,0.8238,0.8227,0.8227
268,"Urbanization may play a critical part within the dynamics of sedate markets within the future, especially in developing countries where urbanization is more articulated.","Urbanization may be a key factor in the future dynamics of the drug market, particularly in developing countries where urbanization trends are more pronounced.","Urbanization may be a key factor in the future dynamics of drug markets, especially in developing countries where urbanization trends are more pronounced.","Urbanization may be a key factor in the future dynamics of drug markets, especially in developing countries where urbanization trends are more pronounced.",0.208,0.3044,0.3044,0.4994,0.5172,0.5172,0.7181,0.7072,0.7072,0.8441,0.8418,0.8418
273,"Moo pay and unsafe medicate utilize designs and conditions are related, agreeing to information from a little number of countries.",Data from a few countries suggest a link between harmful drug use patterns and both illnesses and low income.,"Data from a few countries indicate a link among harmful drug use patterns, morbidity, and low income.","Data from a few countries indicate a link between harmful drug use patterns, morbidity, and low income.",0.0243,0.0243,0.0243,0.1508,0.1015,0.1015,0.4529,0.4602,0.4586,0.6851,0.6633,0.6666
274,These patterns appear to be less predominant among financial classes with more prominent riches.,These patterns seem less common in wealthier social classes.,These patterns seem less common among more affluent social classes.,These patterns seem less common among more affluent social classes.,0.034,0.0379,0.0379,0.2778,0.3758,0.3758,0.7049,0.7191,0.7191,0.8772,0.8855,0.8855
277,"The pharma showcase seem develop encourage as a result of COVID-19, got to take chances and do illegal things.","The COVID-19 pandemic may lead to further expansion of the drug market. More farmers may increase or engage in illegal crop cultivation, either because of reduced control by national authorities, or because more people may be forced to take risks and engage in illegal activities due to the economic crisis.","COVID-19 could lead to further expansion of the drug market. The pandemic might cause more farmers to increase or start cultivating illicit crops, either because state authorities' control is diminished, or because the economic crisis might compel more people to take desperate measures and engage in illegal activities.","COVID-19 could lead to further expansion of the drug market. The pandemic might cause more farmers to increase or start cultivating illicit crops, either because the control capabilities of state authorities are diminished, or because the economic crisis might compel more people to take desperate measures and engage in illegal activities.",0.0104,0.0106,0.0102,0.1584,0.219,0.216,0.4241,0.4346,0.4267,0.6424,0.626,0.6256
283,"On the residential showcase of Part States, around 500 modern dynamic chemicals are presented each year.",Member states' domestic markets see approximately 500 new active substances each year.,Approximately 500 new active substances enter the domestic markets of Member States each year.,Approximately 500 new active substances enter the domestic markets of Member States each year.,0.0571,0.0662,0.0662,0.1638,0.2354,0.2354,0.5416,0.5946,0.5946,0.6308,0.6473,0.6473
286,"In 2014, opioid NPS made up fair 2% of all NPS found; by 2018, this extent had expanded to 9%.","Of the total number of new psychoactive substances identified in 2014, synthetic opioid new psychoactive substances accounted for only 2%, but by 2018, this figure had risen to 9%.","Among the total types of new psychoactive substances identified in 2014, opioid-type new psychoactive substances accounted for only 2%, but by 2018, this figure had risen to 9%.","Among the total types of new psychoactive substances identified in 2014, opioid new psychoactive substances accounted for only 2%, but by 2018, this figure had risen to 9%.",0.1663,0.1684,0.1866,0.4268,0.3956,0.4507,0.6887,0.7269,0.7215,0.801,0.8133,0.8087
287,"Overdose passing from NPS opioids, numerous of which are fentanyl analogs, have been reported in North America and, to a lesser degree, abroad.","Many novel psychoactive substances in the opioid class are fentanyl analogs, the efficacy and harm of which have been proven, leading to overdose deaths in North America, and also in other regions, but to a lesser extent.","Many opioid novel psychoactive substances are fentanyl analogues with proven potency and harm, which have caused overdose deaths in North America and, to a lesser extent, in other regions.","Many opioid novel psychoactive substances are fentanyl analogues, whose potency and harm have been proven, having caused overdose deaths in North America, and also in other regions, albeit to a lesser extent.",0.1263,0.2461,0.059,0.5202,0.4767,0.3732,0.6684,0.6442,0.6446,0.8019,0.8029,0.7897
288,Fentanyl is utilized in North America to create fake pharmaceutical painkillers or as a doping specialist for heroin and other substances like cocaine and methamphetamine.,"In North America, fentanyl is sometimes used as an adulterant in heroin and other drugs (including cocaine and methamphetamine), and sometimes used to manufacture counterfeit pharmaceutical opioids.","In North America, fentanyl is used both as an adulterant in heroin and other drugs (including cocaine and methamphetamine), and to make counterfeit prescription opioids.","In North America, some fentanyl is used as an adulterant in heroin and other drugs (including cocaine and methamphetamine), while some is used to make counterfeit prescription opioids.",0.0635,0.0667,0.0603,0.3596,0.2951,0.3743,0.7032,0.7076,0.6643,0.8324,0.8247,0.8215
290,2 Modern psychoactive sedate utilize seem ended up broadly acknowledged in vulnerable communities,The use of new psychoactive substances may gradually become entrenched in vulnerable populations.,2 The use of new psychoactive substances may gradually become firmly entrenched among vulnerable groups.,2 The use of new psychoactive substances may gradually become firmly entrenched among vulnerable groups.,0.0334,0.0162,0.0162,0.1966,0.1136,0.1136,0.6447,0.6469,0.6469,0.7559,0.7609,0.7609
295,"Medicate makers and traffickers are continually investigating for substitutes, counting not as it were less entirely controlled drugs but moreover substances made intentioned to urge over existing directions, or ""architect antecedents.""","Drug traffickers and manufacturers are constantly looking for alternatives—not only substances with looser regulations, but also chemicals specifically designed to circumvent regulations, known as ""designer precursors.""","Drug traffickers and producers are constantly seeking alternatives—not only less strictly controlled substances, but also chemicals specifically designed to evade controls, the so-called ""designer precursors"".","Drug traffickers and producers are constantly seeking alternatives—not only less strictly controlled substances, but also chemicals specifically designed to evade controls, the so-called ""designer precursors"".",0.0173,0.0097,0.0097,0.2252,0.1921,0.1921,0.563,0.5782,0.5782,0.7123,0.7335,0.7335
296,Medicate producers who depend on antecedent chemicals would certainly feel the impacts of prohibitive measures planning to halt the spread of COVID-19.,Restrictive measures aimed at stopping the spread of COVID-19 are likely putting further pressure on drug producers who rely on precursor chemicals.,Restrictive measures aimed at stopping the spread of COVID-19 are likely to further squeeze drug producers who rely on precursor chemicals.,Restrictive measures aimed at stopping the spread of COVID-19 are likely to further squeeze drug producers who rely on precursor chemicals.,0.1393,0.143,0.143,0.3409,0.3757,0.3757,0.7568,0.7407,0.7407,0.7993,0.7892,0.7892
297,"Information from Mexico infers that this is often as of now the case: in Walk 2020, Mexico and the Joined together States detailed cost rises for methamphetamine due to deficiencies of forerunners provided from East Asia.","Evidence from Mexico suggests that this has become a reality: reports indicate that in March 2020, a shortage of methamphetamine precursors imported from East Asia drove up methamphetamine prices in Mexico and the United States.","Evidence from Mexico indicates that this has already become a reality: reportedly, in March 2020, a shortage of methamphetamine precursors imported from East Asia prompted methamphetamine prices in Mexico and the United States to rise.","Evidence from Mexico indicates that this has already become a reality: reportedly, in March 2020, a shortage of methamphetamine precursors imported from East Asia prompted methamphetamine prices in Mexico and the United States to rise.",0.0598,0.0606,0.0606,0.3189,0.3733,0.3733,0.6048,0.6182,0.6182,0.7491,0.7548,0.7548
305,Showcase development for methamphetamine in Afghanistan and Iraq,Afghanistan and Iraq methamphetamine markets are growing.,Methamphetamine Market Growth in Afghanistan and Iraq,Afghanistan and Iraq methamphetamine market growth,0.1477,0.3564,0.1556,0.4747,0.6127,0.4808,0.6223,0.6676,0.6443,0.8386,0.8603,0.86
309,"The Board has voiced stress with respect to the importation of critical sums of pseudoephedrine arrangements, which are utilized as antecedents by methamphetamine research facilities, in light of the later disclosure of methamphetamine research facilities by Iraqi specialists.","Recently, Iraqi authorities discovered multiple methamphetamine processing sites, and the Drug Enforcement Administration has expressed concern about large-scale imports of pseudoephedrine preparations - methamphetamine processing sites use these preparations as precursors.","Recently, Iraqi authorities discovered multiple methamphetamine processing sites. The narcotics control agency has expressed concern about large-scale imports of pseudoephedrine preparations, which these processing sites use as precursors.","Recently, Iraqi authorities discovered multiple methamphetamine processing sites. The narcotics control agency has expressed concern about large-scale imports of pseudoephedrine preparations, which these processing sites use as precursors.",0.0144,0.017,0.017,0.1206,0.1216,0.1216,0.5466,0.5323,0.5323,0.7622,0.7589,0.7589
311,"Since at that point, methamphetamine seizures have been steadily expanding.","Since then, methamphetamine seizures have been steadily increasing.","Since that time, methamphetamine seizures have been steadily increasing.","Since that time, methamphetamine seizures have been steadily increasing.",0.4548,0.4666,0.4666,0.6009,0.6792,0.6792,0.8037,0.8024,0.8024,0.8928,0.9017,0.9017
312,"But compared to the earlier year, seizures within the to begin with half of 2019 come to 657kg, a noteworthy increment.","However, the seizure volume in the first half of 2019 - 1.657 kilograms - was a sharp and dramatic increase compared to the previous year.",But the amount seized in the first half of 2019 was 657 kilograms—a sharp increase compared to the previous year.,But the amount seized in the first half of 2019 was 657 kilograms—a sharp increase compared to the previous year.,0.0676,0.0749,0.0749,0.3216,0.3293,0.3293,0.6832,0.7435,0.7435,0.8196,0.8324,0.8324
318,"Grown-up non-medical pot utilize has surged, particularly within the past month, and day by day or nearly every day utilize has surpassed the national normal since 2012 in Colorado and Washington, two of the primary US states to endorse laws.","In Colorado and Washington, the first two states in the US to pass legislation, non-medical cannabis use among adults has increased, especially past-month and daily/near-daily use, and has exceeded the national average since 2012.","In Colorado and Washington, the first two US states to legalize it, adult non-medical cannabis use has increased, particularly past-month use and daily or near-daily use, exceeding the national average since 2012.","In Colorado and Washington, the first two US states to pass legislation legalizing it, adult non-medical cannabis use has increased, particularly past-month use and daily or near-daily use, exceeding the national average since 2012.",0.0946,0.1105,0.1112,0.2644,0.3263,0.3247,0.7152,0.7102,0.7138,0.8049,0.8059,0.8058
323,Is the sharp decrease in worldwide seizures of pot herb due to cannabis legalization?,Is cannabis legalization behind the global plunge in cannabis herb seizures?,Is cannabis legalization the reason behind the sharp drop in global cannabis herb seizures?,Is cannabis legalization the reason behind the sharp drop in global cannabis herb seizures?,0.0397,0.0484,0.0484,0.1825,0.3046,0.3046,0.6636,0.7374,0.7374,0.7755,0.7873,0.7873
326,"NPS control shows up to have a dissuasive impact, it is still challenging to assess the household control of NPS.","The regulation of new psychoactive substances appears to have a deterrent effect, but it is still difficult to assess the effectiveness of domestic regulation of new psychoactive substances.","Regulation of novel psychoactive substances seems to have a deterrent effect, but the effectiveness of this regulation domestically remains difficult to assess.","Regulation of novel psychoactive substances seems to have a deterrent effect, but the effectiveness of this regulation domestically remains difficult to assess.",0.0757,0.057,0.057,0.4654,0.253,0.253,0.6751,0.6284,0.6284,0.7049,0.736,0.736
327,The predominance of NPS utilize changes among a few countries with particular NPS administrative systems.,Countries with different regulatory regimes for new psychoactive substances show different prevalence rates of new psychoactive substance use.,Some countries adopting different regulatory systems for new psychoactive substances show varying prevalence rates of NPS use.,Some countries adopting different regulatory systems for new psychoactive substances show different prevalence rates of NPS use.,0.0134,0.0287,0.0287,0.167,0.0987,0.0987,0.4792,0.5575,0.56,0.5926,0.6731,0.6732
328,"With the sanctioning of household enactment, the utilize of NPS has diminished in different countries.","In some other countries, the use of new psychoactive substances has decreased after domestic legislation.","In other countries, the use of new psychoactive substances has decreased after domestic legislation was enacted.","In other countries, the use of new psychoactive substances has decreased following the enactment of domestic legislation.",0.032,0.0301,0.0314,0.1333,0.1325,0.1974,0.6166,0.6286,0.6762,0.626,0.6679,0.6833
333,"In spite of the fact that moo- and middle-income countries are thought to be domestic to 88% of the world's populace, they as it were utilize 10% of all pharmaceutical opioids.","It is estimated that low- and middle-income countries account for 88% of the global population, but consume less than 10% of the world's medicinal opioids.","It is estimated that the population of low- and middle-income countries accounts for 88% of the global population, but consumes less than 10% of the world's medicinal opioids.","It is estimated that the population of low- and middle-income countries accounts for 88% of the global population, but consumes less than 10% of the world's medicinal opioids.",0.219,0.2241,0.2241,0.3994,0.4162,0.4162,0.6783,0.6654,0.6654,0.7978,0.7948,0.7948
334,"Enactment, culture, healthcare frameworks, and endorsing hones are some of the numerous components that might make obstructions to getting to pharmaceutical opioids.","Barriers to accessing prescription opioid medications are associated with many factors, including legislation, culture, healthcare systems, and prescribing practices.","Barriers to accessing medicinal opioids are related to many factors, including legislation, culture, health systems, and prescribing practices.","Barriers to accessing medicinal opioids are related to many factors, including legislation, culture, health systems, and prescribing practices.",0.1193,0.0538,0.0538,0.1714,0.1157,0.1157,0.6175,0.6341,0.6341,0.7952,0.8108,0.8108
343,"Inebriation may play a critical part in crime, agreeing to constrained information from around the world.",Limited data worldwide suggests that intoxication may be a significant factor in homicide.,"Worldwide, limited data indicates that intoxication may be an important factor in homicide.",Limited worldwide data indicates that intoxication may be an important factor in homicide.,0.0152,0.0153,0.0141,0.0955,0.0637,0.0637,0.6118,0.6123,0.6097,0.7249,0.7264,0.7345
351,Cannabis was the top substance used globally in 2018 by 0.192 billion people.,"It is estimated that 192 million people used cannabis in 2018, making it the most widely used drug globally.","An estimated 192 million people used cannabis in 2018, making it the world's most widely used drug.","An estimated 192 million people used cannabis in 2018, making it the world's most widely used drug.",0.0264,0.0268,0.0268,0.1838,0.1866,0.1866,0.715,0.7132,0.7132,0.8713,0.882,0.882
354,"50 percent of the 21 million years of life thought to have been lost to drug-related disability or premature death in 2017 and 66 percent of the projected 167,000 deaths from drug use disorders were attributed to substances, Resulting from chemicals.","Of the estimated 167,000 deaths related to drug use disorders in 2017, 66% were attributable to these substances, and they also accounted for 50% of the 21 million years of life lost due to disability or premature death believed to be caused by drug use.","Of the estimated 167,000 deaths related to drug use disorders in 2017, 66% were caused by these substances, which also accounted for 50% of the 21 million years of life lost due to disability or premature death attributed to drug use.","Of the estimated 167,000 deaths related to drug use disorders in 2017, 66% were caused by these substances, and of the 21 million years of life lost due to disability or premature death attributed to drug use, 50% were caused by these substances.",0.2348,0.2604,0.2459,0.5556,0.5455,0.5583,0.679,0.6711,0.6585,0.8506,0.8521,0.8418
368,"Cocaine and methamphetamine, which both have rising use in their key areas, dominate the stimulant market.","In the doping field, cocaine and methamphetamine prevail, and the use of both substances is increasing in their primary markets.","The stimulant market is dominated by cocaine and methamphetamine, and the use of both substances is increasing in their primary markets.","The stimulant market is dominated by cocaine and methamphetamine, and the use of both substances is increasing in their primary markets.",0.0311,0.0675,0.0675,0.2924,0.3852,0.3852,0.6857,0.7493,0.7493,0.8397,0.87,0.87
372,"Cocaine and methamphetamine can coexist in some markets, occasionally substituting for one another, causing the use of one drug to climb while the usage of the other lowers, or occasionally both rising and falling to satisfy demand in the same market.","In some markets, cocaine and methamphetamine can coexist, sometimes substituting for each other, so that the use of one drug increases when the use of the other decreases, and sometimes both increase and decrease simultaneously to meet the needs of the same market.","In some markets, cocaine and methamphetamine can coexist, sometimes substituting for each other, with the use of one drug rising as the other falls, and sometimes increasing and decreasing together to meet the demand of the same market.","In some markets, cocaine and methamphetamine can coexist, sometimes substituting for each other, such that when the use of one drug rises the use of the other falls, and sometimes increasing and decreasing together to meet the demand of the same market.",0.2364,0.2477,0.2416,0.5114,0.5337,0.5126,0.7795,0.7874,0.7658,0.8497,0.851,0.8516
376,"Half of the estimated 0.585 million drug-related deaths in 2017 were attributable to liver illness brought on by hepatitis C, which is largely untreated among injecting drug users.","In 2017, approximately 585,000 people died from drug use, half of whom died from liver disease caused by hepatitis C, and the majority of hepatitis C cases among people who inject drugs remain untreated.","In 2017, approximately 585,000 people died due to drug use, half of whom died from liver disease caused by Hepatitis C, and Hepatitis C among injecting drug users remains largely untreated.","In 2017, approximately 585,000 people died due to drug use, half of whom died from liver disease caused by Hepatitis C, and Hepatitis C among injecting drug users remains largely untreated.",0.0798,0.1027,0.1027,0.1923,0.3346,0.3346,0.7588,0.7651,0.7651,0.8401,0.8444,0.8444
380,User's Manual,Instructions for use,User manual,User manual,0.0,0.0907,0.0907,0.0,0.25,0.25,0.6514,0.7342,0.7342,0.7252,0.9282,0.9282
385,"Gently insert the ear tents downwardly into the ear canal, then gently swing your head to move the earphones.","Gently insert the earphones into the ear canal at a downward angle, ensuring they don't move even when you lightly shake your head.","Gently insert the ear tip diagonally downwards into the ear canal, achieving an ideal fit when the earphone does not move as you gently shake your head.",Gently insert the ear tip diagonally downwards into the ear canal; the ideal fit is achieved when the earphone does not move as you gently shake your head.,0.1661,0.2371,0.1858,0.2062,0.5682,0.3451,0.697,0.6,0.5921,0.7614,0.7786,0.773
388,"Please remove the nets from the left and right earphone charging points before charging and using, and charge the charging box and headphones completely before using.","Before charging, powering on, and using, please first remove the insulating stickers/films from the charging contacts of both the left and right earbuds, and fully charge both the charging case and the earbuds.","Before use, please remove the protective film from the charging contacts on the left and right earbuds, and fully charge the charging case and earbuds.","Before use, please remove the protective film from the charging contacts on the left and right earbuds, and fully charge the charging case and earbuds.",0.1287,0.1645,0.1645,0.3184,0.465,0.465,0.6493,0.6821,0.6821,0.7687,0.7755,0.7755
390,"The charging indication light on the charging box is not yet fully charged, the red light is on, and when it is, the charging indicator light: 3 is off.","When the charging case is not fully charged, the charging indicator light is solid red. After it is fully charged, charging indicator 3 turns off.","When the charging case is not fully charged, the charging indicator light stays solid red; when fully charged, the indicator light turns off.","When the charging case is not fully charged, the charging indicator light stays solid red; when fully charged, the indicator light turns off.",0.2322,0.2183,0.2183,0.4813,0.393,0.393,0.6405,0.6001,0.6001,0.7806,0.7984,0.7984
403,Connect automatically by alternating between the two earbuds in the charging box up to 10.,Automatic connection: The two earbuds of the station/game connect automatically when taken out of the charging case.,Automatic connection: Automatically connect when both earbuds are removed from the charging case.,Automatic connection: Bureau pair move two earbuds from charge time box outside ten.,0.035,0.0311,0.0311,0.4176,0.2514,0.2514,0.5009,0.5662,0.4383,0.7223,0.7278,0.6006
405,The red and white lights return to six at that point. A network of connections connects the left and right capsules.,"Subsequently, the red and white lights recovered six. The left and right sacs are like self-threading.","Subsequently, the red and white lights recover/reset. The left and right units are connected in series.","Subsequently, the red and white lights recover/reset. The left and right units are connected in series.",0.1699,0.1663,0.1663,0.4366,0.4812,0.4812,0.409,0.5629,0.5629,0.5017,0.7005,0.7005
406,"Activate the device, find ""RedmIArDots2."" and connect by tapping when the earphones flash white.","When the left/right earphone white light flashes slowly, open your device's Bluetooth and search for ""Redmi Airdots 2"" and click to complete the connection.","When the white light on the left/right earbud slowly flashes, open the device's Bluetooth, search for ""Redmi AirDots 2"", and tap to complete the connection.","When the white light on the left/right earbud flashes slowly, open the device's Bluetooth, search for ""Redmi AirDots 2"", and tap to complete the connection.",0.0199,0.018,0.018,0.2,0.1656,0.1987,0.6145,0.6307,0.6256,0.7528,0.77,0.7707
