index,original,translated,audience_appropriateness_annotation
287,Plans to set in salad at Penn on 6row pattern and see how that compares to broadcast seeded beds.,"Планируется высадить салат в Пенне по схеме 6 рядов и посмотреть, как это сравнится с грядками, засеянными разбросным способом.","MQM annotations:
minor: culture-specific reference/unclear reference - The reference to ""Penn"" might not be universally understood. It's likely referring to Pennsylvania State University or a similar institution, but without context, it could be confusing or require additional knowledge for a Russian audience."
288,Spring peas at Gilpin are showing up so trellise needs to be set.,"Весенний горох в Гилпине всходит, так что нужно устанавливать шпалеры.","MQM annotations:
minor: culture-specific reference/unfamiliar concept - While ""шпалеры"" (trellises) is a direct translation, the necessity and commonality of trellising peas might differ culturally. In some regions, other methods might be more prevalent. While not a critical error, it might presuppose familiarity with a specific gardening practice that isn't universal."
289,"Also need to seed a salad row there to integrate cut greens in both have trained crew on irrigation, bed prep, and transplanting which is 90% of non-harvest skill items","Нужно также засеять грядку для салата, чтобы интегрировать нарезанную зелень, в обеих случаях есть обученная команда по ирригации, подготовке грядок и пересадке, что составляет 90% навыков, не связанных со сбором урожая, просто обеспечьте это.","MQM annotations:
minor: style/register - The phrase ""просто обеспечьте это"" (just ensure it) at the end sounds a bit abrupt and could be perceived as less polite or professional in some contexts. A more nuanced translation might be more appropriate depending on the relationship with the target audience."
293,"Curious, I kept an open mind to compare how Google Maps and Apple Maps compare, on my test iPhone device (my daily driver is an Android device, so it's rare that I use an iPhone).","Из любопытства я старался быть непредвзятым, чтобы сравнить Google Maps и Apple Maps на моём тестовом iPhone (мой основной телефон - Android, поэтому я редко пользуюсь iPhone).","MQM annotations:
no-error:"
299,Was it the 2012 Apple Maps disaster?,Была ли это катастрофа с Apple Maps в 2012 году?,"```
MQM annotations:
```"
303,"I'm biased in favour of not releasing garbage to end users, and Apple royally fucked up with their Apple Maps when it came out in 2012.","Я предвзято отношусь к выпуску мусора конечным пользователям, а Apple крупно облажалась со своими Apple Maps, когда они вышли в 2012 году.","```
MQM annotations:
minor: style/register - While ""облажалась"" is a direct translation of ""royally fucked up,"" it's a very informal and somewhat vulgar term. Depending on the context, a less offensive alternative might be more appropriate for a general audience. It's not inherently inappropriate, but the translator should be mindful of the intended audience and the overall tone of the text.
```"
308,Not the case.,Не в этом дело.,"MQM annotations:
critical: no-error
major: no-error
minor: no-error"
313,It seems inconceivable that land may be taken away one day when you watch Australian and United States media channels but that's because the rich are on there all day ensuring your mind thinks a certain way.,"Кажется немыслимым, что однажды землю могут отобрать, когда смотришь австралийские и американские СМИ, но это потому, что богатые сидят там целыми днями, убеждаясь, что ты думаешь определенным образом.","MQM annotations:
minor: style/awkward - While not strictly inappropriate, the translated phrase ""убеждаясь, что ты думаешь определенным образом"" (making sure you think a certain way) could be slightly softened for a more natural feel in Russian. It sounds a bit forceful."
314,The land is very easily and quickly taken away by the government one day if they want to do that.,"Землю очень легко и быстро могут забрать у вас власти в один день, если захотят это сделать.","MQM annotations:
no-error"
316,It never made sense how ppl can keep land at the expense of others.,"Никогда не понимал, как люди могут удерживать землю за счёт других.","MQM annotations:
minor: style/awkward - The translation is grammatically correct and conveys the meaning, but the phrase ""за счёт других"" (at the expense of others) might sound slightly more formal or accusatory in Russian than the original ""at the expense of others"" in English. It's not a significant issue, but a more neutral phrasing could potentially improve the naturalness for some audiences."
325,I often wonder at the human capacity to be *so* down on oneself while inundated by so much evidence of what actual cruelty looks like.,"Меня часто поражает человеческая способность так сильно себя принижать, будучи буквально затопленными свидетельствами того, как выглядит настоящая жестокость.","MQM annotations:
minor: style/awkward - The phrase ""будучи буквально затопленными свидетельствами"" (being literally flooded with evidence) is a bit wordy and could be expressed more naturally in Russian. Although not strictly inappropriate, it sounds slightly formal and could be simplified for better flow."
328,But gentling despair at our messiness is crucial - because it gives us more space to tackle the ruins all around.,"Но смягчение отчаяния из-за нашего беспорядка имеет решающее значение, потому что это дает нам больше пространства для решения окружающих нас руин.","MQM annotations:
minor: style/awkward - While grammatically correct, the phrasing ""смягчение отчаяния из-за нашего беспорядка"" (gentling despair because of our messiness) sounds slightly awkward and unnatural in Russian. A more natural phrasing might be ""уменьшение отчаяния из-за нашего беспорядка"" (reducing despair because of our messiness) or ""смягчение отношения к нашему беспорядку"" (softening the attitude to our messiness)."
331,"Some programmers: ""Typing speed does not matter!""","Некоторые программисты: ""Скорость печати не имеет значения!""","MQM annotations:
minor: no-error - The translation is accurate and appropriate for the target audience."
334,"Not sure if this is the best approach for sharing, but I like it for now: <URL>","Не уверен, лучший ли это способ поделиться, но мне пока нравится: <URL>","MQM annotations:
minor: style/awkward - The phrase ""Не уверен, лучший ли это способ поделиться, но мне пока нравится"" is grammatically correct but sounds a bit clunky and could be phrased more naturally in Russian. While not strictly *inappropriate*, it's not the most polished phrasing."
338,I have been toying with this little piece on my head for a few days now.,Я уже несколько дней верчу в руках эту штучку у себя на голове.,"MQM annotations:
minor: style/awkward - The phrase ""верчу в руках эту штучку у себя на голове"" (turning this little thing in my hands on my head) sounds a bit unnatural and could be phrased more elegantly in Russian. While not strictly *incorrect*, it's slightly clunky. A more natural way to express the idea of ""toying with"" something on one's head might be ""кручу что-то на голове"" or a more figurative expression depending on context. This might fall under style rather than a complete cultural inappropriateness, but it affects the target audience's perception of fluency."
339,It is definitely more romance than filth.,"Это определённо больше романтика, чем грязь.","MQM annotations:
audience appropriateness error:
[critical]: no-error
[major]: no-error
[minor]: no-error"
343,"Common, it's really not that hard.","Да ладно, это же не так уж и сложно.","MQM annotations:
minor: style/register - The phrase ""Да ладно"" can be considered slightly informal. While not strictly *inappropriate*, a more neutral and less colloquial opening might be more suitable for a broader audience. It doesn't significantly impede understanding, hence ""minor."""
345,"I wish there was a ""who to follow"" recommendation somehow.","Хотелось бы, чтобы была какая-то рекомендация ""на кого подписаться"".","MQM annotations:
minor: style/awkward - The phrase ""Хотелось бы, чтобы была какая-то рекомендация"" is a bit wordy and could be more concise in Russian for a natural feel. While not strictly *inappropriate*, it's not the most fluent way to express the sentiment. A native speaker might phrase it more directly."
347,If you stick to the default web interface it doesn't look and feel good (imho).,"Если пользоваться веб-интерфейсом по умолчанию, то он выглядит и ощущается не очень хорошо (имхо).","MQM annotations:
minor: culture-specific reference/slang - The use of ""(имхо)"" which is a direct transliteration of ""imho"" (in my humble opinion) might sound slightly informal or internet slang-like in Russian depending on the context. While understandable, it's not a standard abbreviation in formal writing and might be considered slightly out of place by some readers."
349,"I don't know if prevention is possible, but it's worth trying.","Я не знаю, возможно ли предотвращение, но стоит попытаться.","MQM annotations:
minor: no-error"
350,"The four steps I outline are up for debate, with some progress in each:","Четыре шага, которые я описываю, являются предметом обсуждения, но по каждому из них есть некоторый прогресс.","MQM annotations:
no-error"
356,"Even if he didn't get to say them during the town hall, everyone in America will hear them anyway, repeatedly, between now and November 2024.","Даже если он и не произнес их во время встречи с избирателями, все в Америке все равно услышат их, неоднократно, в период между сегодняшним днем и ноябрем 2024 года.","MQM annotations:
minor: style/awkward - While accurate, the phrase ""в период между сегодняшним днем и ноябрем 2024 года"" (""in the period between today and November 2024"") is slightly wordy. A more natural phrasing for Russian would be ""с сегодняшнего дня до ноября 2024 года"" (""from today until November 2024""). This doesn't create a major cultural problem, but contributes to a slightly less natural tone."
363,"The ""MusicLM Demo"" is mildly interesting.","Демо ""MusicLM"" слегка интересно.","MQM annotations:
minor: style/awkward - While grammatically correct, ""слегка интересно"" (slightly interesting) can sound a bit understated or formal in Russian, especially when describing something like a demo. A more natural phrasing might use a more common adjective like ""довольно"" (quite), depending on the intended nuance. This isn't a critical error, but it does impact the naturalness of the language."
369,I work out alone in my bedroom without a spotter or even a weight rack.,"Я занимаюсь один в своей спальне без страховщика и даже без силовой рамы, только с гантелями и штангой.","MQM annotations:
minor: culture-specific reference - The addition of ""только с гантелями и штангой"" (only with dumbbells and barbell) while not explicitly incorrect, adds a level of detail that wasn't present in the original and implies a certain standard of equipment that might not be relevant or expected for all Russian speakers, making it slightly less universally appropriate. It is a potential assumption about what constitutes home workouts."
371,I bench press on my bed.,Я жму лёжа на своей кровати.,"MQM annotations:
no-error"
378,I'd never seen it at the fancy grocer or any of the Italian delis.,"Я никогда не видел этого ни в шикарном бакалейном магазине, ни в итальянских гастрономах.","MQM annotations:
audience appropriateness error:
[Critical]: no-error - None
[Major]: no-error - None
[Minor]: no-error - None"
383,"Having been radicalized here, we're reluctant to buy a new FAANG machine*.","Будучи радикализованными здесь, мы неохотно покупаем новую FAANG-машину*.","MQM annotations:
audience appropriateness error:
minor: culture-specific reference - The term ""FAANG"" (Facebook, Apple, Amazon, Netflix, Google) might not be widely understood by a general Russian audience without further context or explanation. While tech-savvy individuals may recognize it, it's a US-centric term."
386,"In 1998-06 Gamefan, in relation to the long development of the first Unreal game, Jason Schrieber commented,","В Gamefan за июнь 1998 года, в связи с долгой разработкой первой игры Unreal, Джейсон Шрайер отметил:","MQM annotations:
critical: no-error
major: no-error
minor: no-error"
387,"""A good game is only late until it ships.","Хорошая игра считается задержанной до тех пор, пока не выйдет.","MQM annotations:
minor: style/awkward - While the translation is accurate, the original saying in English is a well-known idiom/proverb often used in the context of video game development. The Russian translation, while understandable, loses the idiomatic feel and impact. It sounds more like a literal statement than a catchy saying."
388,"A bad game is bad forever.""",Плохая игра плоха навсегда.,"MQM annotations:
no-error"
391,"An earlier issue of GamePro 1997-11 has a quote with far more ambiguity,",Более ранний выпуск GamePro 1997-11 содержит цитату с гораздо большей неопределенностью.,"MQM annotations:
minor: no-error - None"
402,There's areas that could use some polish.,"Есть области, которые можно было бы доработать/улучшить.","MQM annotations:
no-error"
404,"Fix those minor issues, and then can we have more of these please?","Исправьте эти небольшие недочеты, и можно ли нам еще таких, пожалуйста?","MQM annotations:
no-error"
410,We visited for a couple hours on my porch.,Мы посидели пару часов на моей веранде.,"MQM annotations:
no-error"
420,"The eight-eyed Repnids seem to be watching as you settle the flyer down on the red soil, but they make no move towards you, in fact they are motionless as you climb out of the flyer and walk slowly towards them.","Восьмиглазые Репниды, кажется, наблюдают за тем, как вы сажаете флайер на красную почву, но они не двигаются в вашу сторону, на самом деле, они неподвижны, пока вы вылезаете из флайера и медленно направляетесь к ним.","```
MQM annotations:
audience appropriateness error:
[Critical]: no-error
[Major]: no-error
[Minor]: no-error
```"
421,"The ground beneath your feet begins to tremble and then shake, as if in an earthquake and you lose your footing, though the Repnids seem unaffected.","Земля под ногами начинает дрожать, а затем трястись, словно при землетрясении, и вы теряете равновесие, хотя репнидов это, кажется, не затрагивает.","MQM annotations:
minor: no-error"
422,The rock beneath you gives way suddenly.,Земля под тобой внезапно уходит из-под ног.,"MQM annotations:
no-error"
424,"The end is swift, as several pairs of fangs inject their deadly venom and the air of Dyskra contaminates your lungs.","Конец быстр: несколько пар клыков впрыскивают свой смертельный яд, и воздух Дискры отравляет твои легкие.","```
MQM annotations:
audience appropriateness error:
minor: style/awkward - The phrase ""воздух Дискры отравляет твои легкие"" (the air of Dyskra poisons your lungs) sounds somewhat unnatural and dramatic in Russian. While literally correct, a more natural phrasing might be ""воздух Дискры проникает в твои легкие, наполняя их ядом"" (the air of Dyskra penetrates your lungs, filling them with poison), or similar, depending on the desired tone. However, since this is likely from a fantasy or sci-fi context, the slight awkwardness might be intentional and serve the purpose of creating a specific atmosphere. Therefore it is minor.
```"
432,"You decide that establishing contact again would be dangerous and return to your flyer, but the experience has cleared your mind which had been befuddled ever since you jumped into the future.","Вы решаете, что возобновление контакта было бы опасно, и возвращаетесь к своему флаеру, но этот опыт прояснил ваш разум, который был смущен с тех пор, как вы прыгнули в будущее.","MQM annotations:
minor: style/awkward - The phrase ""вернуться к своему флаеру"" (return to his flyer) sounds slightly unnatural in Russian. While grammatically correct, a more natural phrasing might be ""вернуться к своему летательному аппарату"" or simply ""вернуться к своему аппарату."""
434,Note that you have used up another polybdenum rod as you jump.,"Обратите внимание, вы использовали еще один полибденовый стержень во время прыжка.","MQM annotations:
minor: culture-specific reference/jargon - ""Полибденовый стержень"" (polybdenum rod) is a very specific term. While technically correct, it might be better to provide more context depending on the target audience. If the audience isn't technically inclined or familiar with materials science, a more general term or explanation might be more appropriate. If the source material's context makes it clear that the Russian audience would understand this term, this would be a non-issue, but without further context, it's potentially a minor issue."
439,I found a unevenly spun silver gray yarn that is mostly finely spun with lumps.,"Я нашла неравномерно спряденую серебристо-серую пряжу, в основном тонкую, с узелками.","MQM annotations:
minor: style/awkward - The phrase ""с узелками"" (with knots) is a literal translation of ""with lumps."" While accurate, it might sound slightly unnatural or less common in Russian for describing yarn. A more common phrasing might be ""с утолщениями"" (with thickenings) or ""с неровностями"" (with unevenness). Although the current translation is understandable, it slightly deviates from typical Russian yarn-describing vocabulary."
440,I plan on mixing it with a fine purple/lilac variegated cotton.,Я планирую смешать это с тонким сиренево-фиолетовым меланжевым хлопком.,"MQM annotations:
minor: style/awkward - ""сиренево-фиолетовым меланжевым хлопком"" while technically accurate, is a bit verbose. A native speaker might prefer a slightly different phrasing for a more natural flow."
449,"I hit most of the classics before eighteen--though that's more a reflection of living in bumfuck nowhere, I also read the 1979 Encyclopedia Brittanica in desperation.","Я перечитал большинство классики до восемнадцати, хотя это скорее отражение жизни в глухой заднице. От отчаяния я даже прочитал ""Британскую энциклопедию"" 1979 года.","MQM annotations:
audience appropriateness error:
[Critical]: None
[Major]: None
[Minor]: None"
452,"And that's also even though I haven't slept as well here for the last two nights as I do at home, and get a little #MECFS ed out from simply being in a strange environment where I'm less able to pace myself and have to remember where things are.","И это при том, что последние две ночи я спал здесь не так хорошо, как дома, и немного выматываюсь из-за #СЭХТ из-за простого нахождения в незнакомой обстановке, где мне сложнее регулировать свою активность и приходится запоминать, где что находится.","MQM annotations:
minor: culture-specific reference/term not widely known - While ""#СЭХТ"" is the Russian abbreviation for Myalgic Encephalomyelitis/Chronic Fatigue Syndrome, it's not as universally understood as ""ME/CFS"" might be in English-speaking contexts. A more accessible term or a brief explanation might be more audience-appropriate."
454,Humanity is out in 5 days.,Человечество выходит через 5 дней.,"MQM annotations:
audience appropriateness error:
[Critical]: no-error - None
[Major]: no-error - None
[Minor]: no-error - None"
457,I like it but will it be able to attract an audience of the right players?,"Мне нравится, но сможет ли это привлечь аудиторию подходящих игроков?","MQM annotations:
critical: no-error
major: no-error
minor: no-error"
463,Came home on my lunch break to see this sitting outside uwu.,"Пришёл домой в обеденный перерыв и увидел это, стоящее на улице uwu.","MQM annotations:
minor: culture-specific reference - The use of ""uwu"" might not be universally understood or appreciated by all Russian speakers. While it's becoming more common online, its use may be perceived as childish or out of place by some."
467,Was it overly cute to the point of being twee?,Было ли это чрезмерно мило до приторности?,"MQM annotations:
critical: no-error
major: no-error
minor: no-error"
474,Did she owe someone money?,Она кому-то должна была денег?,"MQM annotations:
no-error"
480,"Good critique is there to correct the problem quickly, and isn't directed at your ability.",Хорошая критика нужна для быстрого исправления проблемы и не направлена на ваши способности.,"MQM annotations:
audience appropriateness error:
[Critical]: None
[Major]: None
[Minor]: None"
487,But for strong and firm future growth.,Но для уверенного и устойчивого будущего роста.,"MQM annotations:
no-error"
489,"She was on her way to the wall, he was coming off duty.","Она шла к стене, он заканчивал смену.","MQM annotations:
no-error"
493,One block-printed word.,"Одно слово, напечатанное с помощью техники блочной печати.","MQM annotations:
no-error"
