index,original,translated,design_and_markup_annotation
388,"A bad game is bad forever.""",Плохая игра плоха навсегда.,"MQM annotations:
design and markup errors:
None"
391,"An earlier issue of GamePro 1997-11 has a quote with far more ambiguity,",Более ранний выпуск GamePro 1997-11 содержит цитату с гораздо большей неопределенностью.,"MQM annotations:
design and markup errors:
None"
402,There's areas that could use some polish.,"Есть области, которые можно было бы доработать/улучшить.","```
MQM annotations:
design and markup errors:
critical: no-error
major: no-error
minor: no-error
```"
404,"Fix those minor issues, and then can we have more of these please?","Исправьте эти небольшие недочеты, и можно ли нам еще таких, пожалуйста?","```
MQM annotations:
design and markup errors:
None
```"
410,We visited for a couple hours on my porch.,Мы посидели пару часов на моей веранде.,"MQM annotations:
design and markup errors:
minor: no-error - No design and markup errors found."
420,"The eight-eyed Repnids seem to be watching as you settle the flyer down on the red soil, but they make no move towards you, in fact they are motionless as you climb out of the flyer and walk slowly towards them.","Восьмиглазые Репниды, кажется, наблюдают за тем, как вы сажаете флайер на красную почву, но они не двигаются в вашу сторону, на самом деле, они неподвижны, пока вы вылезаете из флайера и медленно направляетесь к ним.","MQM annotations:
design and markup errors:
None"
421,"The ground beneath your feet begins to tremble and then shake, as if in an earthquake and you lose your footing, though the Repnids seem unaffected.","Земля под ногами начинает дрожать, а затем трястись, словно при землетрясении, и вы теряете равновесие, хотя репнидов это, кажется, не затрагивает.","```
MQM annotations:
design and markup errors:
minor: no-error - No design or markup errors found.
```"
422,The rock beneath you gives way suddenly.,Земля под тобой внезапно уходит из-под ног.,"MQM annotations:
design and markup errors:
None"
424,"The end is swift, as several pairs of fangs inject their deadly venom and the air of Dyskra contaminates your lungs.","Конец быстр: несколько пар клыков впрыскивают свой смертельный яд, и воздух Дискры отравляет твои легкие.","```
MQM annotations:
design and markup errors:
minor: no-error - None
```"
432,"You decide that establishing contact again would be dangerous and return to your flyer, but the experience has cleared your mind which had been befuddled ever since you jumped into the future.","Вы решаете, что возобновление контакта было бы опасно, и возвращаетесь к своему флаеру, но этот опыт прояснил ваш разум, который был смущен с тех пор, как вы прыгнули в будущее.","MQM annotations:
design and markup errors:
critical: no-error
major: no-error
minor: no-error"
434,Note that you have used up another polybdenum rod as you jump.,"Обратите внимание, вы использовали еще один полибденовый стержень во время прыжка.","```
MQM annotations:
design and markup errors:
minor: markup tag/emoji - The term ""полибденовый"" is transliterated from ""polybdenum,"" but the original term might require specific formatting that isn't present (e.g., italics or a different font). However, this is a minor point.
```"
439,I found a unevenly spun silver gray yarn that is mostly finely spun with lumps.,"Я нашла неравномерно спряденую серебристо-серую пряжу, в основном тонкую, с узелками.","```
MQM annotations:
design and markup errors:
None
```"
440,I plan on mixing it with a fine purple/lilac variegated cotton.,Я планирую смешать это с тонким сиренево-фиолетовым меланжевым хлопком.,"```
MQM annotations:
design and markup errors:
minor: no-error
```"
449,"I hit most of the classics before eighteen--though that's more a reflection of living in bumfuck nowhere, I also read the 1979 Encyclopedia Brittanica in desperation.","Я перечитал большинство классики до восемнадцати, хотя это скорее отражение жизни в глухой заднице. От отчаяния я даже прочитал ""Британскую энциклопедию"" 1979 года.","MQM annotations:
design and markup errors:
minor: no-error - No design and markup errors found."
452,"And that's also even though I haven't slept as well here for the last two nights as I do at home, and get a little #MECFS ed out from simply being in a strange environment where I'm less able to pace myself and have to remember where things are.","И это при том, что последние две ночи я спал здесь не так хорошо, как дома, и немного выматываюсь из-за #СЭХТ из-за простого нахождения в незнакомой обстановке, где мне сложнее регулировать свою активность и приходится запоминать, где что находится.","```
MQM annotations:
design and markup errors:
minor: markup tag/emoji formats - The hashtagged word #MECFS is translated as #СЭХТ. Although this is a translation, it should be checked whether hashtags are translated or retained in the source language in Russian.
```"
454,Humanity is out in 5 days.,Человечество выходит через 5 дней.,"MQM annotations:
design and markup errors:
minor: no-error - None"
457,I like it but will it be able to attract an audience of the right players?,"Мне нравится, но сможет ли это привлечь аудиторию подходящих игроков?","```
MQM annotations:
design and markup errors:
```"
463,Came home on my lunch break to see this sitting outside uwu.,"Пришёл домой в обеденный перерыв и увидел это, стоящее на улице uwu.","MQM annotations:
design and markup errors:
minor: markup tag/emoji - The ""uwu"" is likely intended to be an emoticon, not just the letters. Its visual representation might be different in the target language's typical usage. While the letters are preserved, the intent might be lost or altered."
467,Was it overly cute to the point of being twee?,Было ли это чрезмерно мило до приторности?,"```
MQM annotations:
design and markup errors:
minor: no-error - None
```"
474,Did she owe someone money?,Она кому-то должна была денег?,"MQM annotations:
design and markup errors:
minor: no-error - None"
480,"Good critique is there to correct the problem quickly, and isn't directed at your ability.",Хорошая критика нужна для быстрого исправления проблемы и не направлена на ваши способности.,"```
MQM annotations:
design and markup errors:
```"
487,But for strong and firm future growth.,Но для уверенного и устойчивого будущего роста.,"MQM annotations:
design and markup errors:
None"
489,"She was on her way to the wall, he was coming off duty.","Она шла к стене, он заканчивал смену.","```
MQM annotations:
design and markup errors:
None
```"
493,One block-printed word.,"Одно слово, напечатанное с помощью техники блочной печати.","```
MQM annotations:
design and markup errors:
minor: no-error - No design and markup errors found.
```"
