index,original,translated,design_and_markup_annotation
446,I have literally tried and dropped EVERY SINGLE ONE.,すべて、文字通り試してはやめた。,"MQM annotations:
design and markup errors:
minor: no-error - No design or markup errors were detected."
447,"And up until like two years ago, I had no idea until I checked my transcripts.",そして、2年くらい前までは、成績証明書を確認するまで全く知りませんでした。,"```
MQM annotations:
design and markup errors:
None
```"
448,The literature class hatred is even worse: I love to read.,文学の授業嫌いはもっとひどい。読むのは大好きなのに。,"MQM annotations:
design and markup errors:
minor: no-error - No design or markup errors found in the translation."
450,"My home is comfortable and wonderful and I am happy there, but I have to be somewhere else in order to chill enough to read fiction during the day without feeling guilty.",私の家は快適で素晴らしいし、そこで幸せに過ごしているけれど、罪悪感を感じずに日中に小説を読むほどリラックスするには、どこか別の場所にいなければならない。,"```
MQM annotations:
design and markup errors:
None
```"
451,It's like I'm on holidays and therefore am doing what one does on holidays.,まるで休暇中で、だから休暇中にするようなことをしている、という感じです。,"```
MQM annotations:
design and markup errors:
minor: no-error - None
```"
452,"And that's also even though I haven't slept as well here for the last two nights as I do at home, and get a little #MECFS ed out from simply being in a strange environment where I'm less able to pace myself and have to remember where things are.",ここ2晩は家ほどよく眠れていないし、慣れない環境にいるだけで自分のペース配分が難しくなり、物の場所も覚えなければならないので、少し#MECFS（筋痛性脳脊髄炎/慢性疲労症候群）の症状が出てしまっているにも関わらず、そうなっているんだ。,"MQM annotations:
design and markup errors:
minor: markup tag/hashtag - The translation includes the hashtag #MECFS (筋痛性脳脊髄炎/慢性疲労症候群), which maintains the hashtag but also provides the translation of the term. This is acceptable."
455,"It's exciting, nerve-wracking, stressful, and all the good things that I love about working in games.",ゲーム業界で働くことの、ワクワク感、緊張感、ストレス、そして私が愛するすべての良いものが詰まっている。,"```
MQM annotations:
design and markup errors:
minor: no-error - None
```"
458,Will a community blossom around the user-generated content piece of the game?,ゲームのユーザー生成コンテンツ作品を中心にコミュニティは形成されるだろうか？,"```
MQM annotations:
design and markup errors:
[Critical]: no-error - None
[Major]: no-error - None
[Minor]: no-error - None
```"
466,So I finally watched #Heartstopper,ついに#Heartstopper 見た。,"MQM annotations:
design and markup errors:
minor: markup tag/hashtag - The hashtag is not translated, which is acceptable but might be considered a design choice affecting findability in the target language context."
467,Was it overly cute to the point of being twee?,甘すぎて、トゥイーって感じだった？,"MQM annotations:
design and markup errors:
minor: markup tag/emoji - The term ""トゥイー"" is used to represent the English word ""twee,"" but it's not an emoji. There is no actual markup error, but the romanized representation of an English word may need review."
471,But did I love it?,私はそれを愛したか？,"MQM annotations:
design and markup errors:
minor: markup tag/emoji formats - The source text does not contain any emojis, but the target language might have changed the formatting by including one. Since this cannot be determined from the source alone, it is considered a minor issue."
476,"In part, because they'd be taught badly.",教え方が悪かったから。,"```
MQM annotations:
design and markup errors:
None
```"
477,"But it's important to not make excuses for issues and just fix them, especially in production when your lead needs changes.",しかし、問題について言い訳をせずに、ただ解決することが重要です。特に、リードから変更の要求があった場合のプロダクション環境では。,"MQM annotations:
design and markup errors:
critical: no-error
major: no-error
minor: no-error"
479,"Every artist has been there, made the same mistakes.",どのアーティストも経験したことがある、同じ過ちを犯したことがある。,"```
MQM annotations:
design and markup errors:
minor: no-error - No design or markup errors found in the translation.
```"
484,Watch seeds being sown & cultivated (and not randomly scattered) by good peeps.,良い人たちによって種が蒔かれ、育てられるのを見る（ただランダムにばらまかれるのではなく）。,"MQM annotations:
design and markup errors:
minor: no-error - None"
488,"Jami slipped the note to him when they passed each other on the path, just before the dog watch.",ジャミは犬の番の直前、小道ですれ違う時に彼にそっとメモを渡した。,"```
MQM annotations:
design and markup errors:
minor: no-error - No design and markup errors found.
```"
