index,source,target,category,annotation
263,新华社北京2月11日电题：推进中国式现代化是一个系统工程——四论深刻领会习近平总书记在学习贯彻党的二十大精神研讨班开班式重要讲话,"Xinhua Beijing, February 11 (Xinhua) -- The promotion of Chinese-style modernization is a system of engineering. President Xi Jinping's keynote address at the opening ceremony of the 20th Party Spirit Workshop to learn the Party's way of life.",design_and_markup,"MQM annotations:
design and markup errors:
minor: markup tag/emoji - The translation removed the number from the title."
263,新华社北京2月11日电题：推进中国式现代化是一个系统工程——四论深刻领会习近平总书记在学习贯彻党的二十大精神研讨班开班式重要讲话,"Xinhua Beijing, February 11 (Xinhua) -- The promotion of Chinese-style modernization is a system of engineering. President Xi Jinping's keynote address at the opening ceremony of the 20th Party Spirit Workshop to learn the Party's way of life.",linguistic_conventions,"MQM annotations:
linguistic conventions errors:
minor: capitalization/incorrect - ""The"" should be ""the"".
minor: punctuation/missing - Missing period at the end of the sentence.
major: grammar/general - ""Party Spirit Workshop to learn the Party's way of life"" is ungrammatical and nonsensical. It should be rephrased to something like ""Seminar on Studying and Implementing the Spirit of the 20th Party Congress""."
263,新华社北京2月11日电题：推进中国式现代化是一个系统工程——四论深刻领会习近平总书记在学习贯彻党的二十大精神研讨班开班式重要讲话,"Xinhua Beijing, February 11 (Xinhua) -- The promotion of Chinese-style modernization is a system of engineering. President Xi Jinping's keynote address at the opening ceremony of the 20th Party Spirit Workshop to learn the Party's way of life.",locale_conventions,"```
locale conventions:

MQM annotations:
[Critical]: no-error - None
[Major]: no-error - None
[Minor]: no-error - None
```"
263,新华社北京2月11日电题：推进中国式现代化是一个系统工程——四论深刻领会习近平总书记在学习贯彻党的二十大精神研讨班开班式重要讲话,"Xinhua Beijing, February 11 (Xinhua) -- The promotion of Chinese-style modernization is a system of engineering. President Xi Jinping's keynote address at the opening ceremony of the 20th Party Spirit Workshop to learn the Party's way of life.",style,"```
MQM annotations:
minor: style/Unnatural Flow - ""The promotion of Chinese-style modernization is a system of engineering"" sounds awkward and could be more natural.
minor: style/Register - ""Party Spirit Workshop"" is too literal. A more suitable term for the context might be ""Study Session"" or ""Training Program.""
minor: style/Unnatural Flow - ""to learn the Party's way of life"" sounds unnatural. It would be better rephrased, e.g., ""to study the spirit of the 20th Party Congress.""
```"
263,新华社北京2月11日电题：推进中国式现代化是一个系统工程——四论深刻领会习近平总书记在学习贯彻党的二十大精神研讨班开班式重要讲话,"Xinhua Beijing, February 11 (Xinhua) -- The promotion of Chinese-style modernization is a system of engineering. President Xi Jinping's keynote address at the opening ceremony of the 20th Party Spirit Workshop to learn the Party's way of life.",terminology,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - ""Party Spirit Workshop"" should be ""Party School"" to better reflect the nature of the研讨班 as a place of study and indoctrination rather than a workshop in the literal sense.
```"
264,新华社评论员,Xinhua commentator,accuracy,"```
MQM annotations:
Accuracy Errors
[Critical]: no-error
[Major]: no-error
[Minor]: no-error
```"
264,新华社评论员,Xinhua commentator,audience_appropriateness,"MQM annotations:
critical: no-error
major: no-error
minor: no-error"
264,新华社评论员,Xinhua commentator,design_and_markup,"MQM annotations:
design and markup errors:
minor: no-error - No design or markup errors were detected in the translation."
264,新华社评论员,Xinhua commentator,linguistic_conventions,"```
MQM annotations:
linguistic conventions errors:
minor: capitalization/incorrect - The first word ""Xinhua"" should be capitalized.
```"
264,新华社评论员,Xinhua commentator,locale_conventions,"```
locale conventions:

MQM annotations:
```"
264,新华社评论员,Xinhua commentator,style,"```
MQM annotations:
minor: style/unnatural flow - ""Xinhua commentator"" sounds unnatural in English. A more natural phrasing might be ""Commentator from Xinhua News Agency"" or ""Xinhua News Agency commentator"".
```"
264,新华社评论员,Xinhua commentator,terminology,"```
MQM annotations
Terminology errors:
minor: terminology/wrong term - ""Xinhua commentator"" should be ""Xinhua News Agency commentator"" based on the glossary.
```"
265,“推进中国式现代化是一个系统工程，需要统筹兼顾、系统谋划、整体推进，正确处理好顶层设计与实践探索、战略与策略、守正与创新、效率与公平、活力与秩序、自立自强与对外开放等一系列重大关系。,"Promoting China-style modernization is a systemic process that requires overall coordination and systemic planning, holistic advancement, proper handling of top-level design and practical exploration, strategy and strategy, consistency and innovation, efficiency and equity, vitality and order, self-reliance and openness to a series of important relationships.",accuracy,"```
MQM annotations:
Accuracy Errors
[Critical]: no-error
[Major]: accuracy/mistranslation - ""strategy and strategy"" should be ""strategy and tactics"" because the Chinese source text uses ""战略与策略"" where 策略 translates to tactics, not strategy.
[Minor]: no-error
```"
265,“推进中国式现代化是一个系统工程，需要统筹兼顾、系统谋划、整体推进，正确处理好顶层设计与实践探索、战略与策略、守正与创新、效率与公平、活力与秩序、自立自强与对外开放等一系列重大关系。,"Promoting China-style modernization is a systemic process that requires overall coordination and systemic planning, holistic advancement, proper handling of top-level design and practical exploration, strategy and strategy, consistency and innovation, efficiency and equity, vitality and order, self-reliance and openness to a series of important relationships.",audience_appropriateness,"MQM annotations:
minor: CULTURE-SPECIFIC REFERENCE - ""China-style modernization"" is a term heavily loaded with Chinese political ideology and may not resonate well or be easily understood by a general English-speaking audience without further context."
265,“推进中国式现代化是一个系统工程，需要统筹兼顾、系统谋划、整体推进，正确处理好顶层设计与实践探索、战略与策略、守正与创新、效率与公平、活力与秩序、自立自强与对外开放等一系列重大关系。,"Promoting China-style modernization is a systemic process that requires overall coordination and systemic planning, holistic advancement, proper handling of top-level design and practical exploration, strategy and strategy, consistency and innovation, efficiency and equity, vitality and order, self-reliance and openness to a series of important relationships.",design_and_markup,"```
MQM annotations:
design and markup errors:
```"
265,“推进中国式现代化是一个系统工程，需要统筹兼顾、系统谋划、整体推进，正确处理好顶层设计与实践探索、战略与策略、守正与创新、效率与公平、活力与秩序、自立自强与对外开放等一系列重大关系。,"Promoting China-style modernization is a systemic process that requires overall coordination and systemic planning, holistic advancement, proper handling of top-level design and practical exploration, strategy and strategy, consistency and innovation, efficiency and equity, vitality and order, self-reliance and openness to a series of important relationships.",linguistic_conventions,"MQM annotations:
linguistic conventions errors:
minor: grammar/omission - ""strategy and strategy"" should be ""strategy and tactics"" to align with the intended meaning of the Chinese source ""战略与策略"". While ""strategy"" is not grammatically incorrect, it's a less accurate translation."
265,“推进中国式现代化是一个系统工程，需要统筹兼顾、系统谋划、整体推进，正确处理好顶层设计与实践探索、战略与策略、守正与创新、效率与公平、活力与秩序、自立自强与对外开放等一系列重大关系。,"Promoting China-style modernization is a systemic process that requires overall coordination and systemic planning, holistic advancement, proper handling of top-level design and practical exploration, strategy and strategy, consistency and innovation, efficiency and equity, vitality and order, self-reliance and openness to a series of important relationships.",locale_conventions,"```
locale conventions:

MQM annotations:
```"
265,“推进中国式现代化是一个系统工程，需要统筹兼顾、系统谋划、整体推进，正确处理好顶层设计与实践探索、战略与策略、守正与创新、效率与公平、活力与秩序、自立自强与对外开放等一系列重大关系。,"Promoting China-style modernization is a systemic process that requires overall coordination and systemic planning, holistic advancement, proper handling of top-level design and practical exploration, strategy and strategy, consistency and innovation, efficiency and equity, vitality and order, self-reliance and openness to a series of important relationships.",style,"MQM annotations:
minor: style/Unnatural Flow - ""China-style modernization"" could be more naturally expressed as ""Chinese-style modernization.""
minor: style/Unnatural Flow - ""systemic process that requires overall coordination and systemic planning, holistic advancement"" sounds somewhat redundant and could be more concise.
minor: style/Unnatural Flow - ""strategy and strategy"" should be ""strategy and tactics""
minor: style/Unnatural Flow - ""consistency and innovation"" should be ""adherence to principles and innovation""
minor: style/Unnatural Flow - ""self-reliance and openness to a series of important relationships"" is awkward and could be rephrased for better flow. A better choice would be ""self-reliance and opening to the outside world in a series of important relationships."""
265,“推进中国式现代化是一个系统工程，需要统筹兼顾、系统谋划、整体推进，正确处理好顶层设计与实践探索、战略与策略、守正与创新、效率与公平、活力与秩序、自立自强与对外开放等一系列重大关系。,"Promoting China-style modernization is a systemic process that requires overall coordination and systemic planning, holistic advancement, proper handling of top-level design and practical exploration, strategy and strategy, consistency and innovation, efficiency and equity, vitality and order, self-reliance and openness to a series of important relationships.",terminology,"MQM annotations:
minor: WRONG TERM - ""strategy and strategy"" should be ""strategy and tactics"" to align with the intended meaning of 战略与策略. The translated term is incorrect in this context."
266,”在新进中央委员会的委员、候补委员和省部级主要领导干部学习贯彻习近平新时代中国特色社会主义思想和党的二十大精神研讨班开班式上，习近平总书记科学把握现代化建设规律，深入系统阐明实践中需要处理好的一系列重大关系，为我们大力推进中国式现代化提供了科学方法论。,"At the opening ceremony of the seminar for members, vice-commissars of the newly formed CC and key leadership cadres at the provincial level studying how to implement Xi Jinping's new era socialist ideas and 20 major ideals of the party, General Secretary Xi Jinping learned the rules for modernization, explained in more detail and systematically a series of important relationships that need to be dealt with in practice, and provided scientific methodology for us to vigorously promote Chinese-style modernization.",accuracy,"```
MQM annotations:
Accuracy Errors
[Critical]: no-error
[Major]: accuracy/mistranslation - ""vice-commissars"" for ""候补委员 (alternate member)"". Alternate members of the Central Committee are not vice-commissars.
[Minor]: no-error
```"
266,”在新进中央委员会的委员、候补委员和省部级主要领导干部学习贯彻习近平新时代中国特色社会主义思想和党的二十大精神研讨班开班式上，习近平总书记科学把握现代化建设规律，深入系统阐明实践中需要处理好的一系列重大关系，为我们大力推进中国式现代化提供了科学方法论。,"At the opening ceremony of the seminar for members, vice-commissars of the newly formed CC and key leadership cadres at the provincial level studying how to implement Xi Jinping's new era socialist ideas and 20 major ideals of the party, General Secretary Xi Jinping learned the rules for modernization, explained in more detail and systematically a series of important relationships that need to be dealt with in practice, and provided scientific methodology for us to vigorously promote Chinese-style modernization.",audience_appropriateness,"MQM annotations:
minor: culture-specific reference/jargon - ""CC"" is likely to be confusing for a general English-speaking audience. While technically accurate as an abbreviation for ""Central Committee,"" it lacks context and would be better spelled out or explained for broader understanding."
266,”在新进中央委员会的委员、候补委员和省部级主要领导干部学习贯彻习近平新时代中国特色社会主义思想和党的二十大精神研讨班开班式上，习近平总书记科学把握现代化建设规律，深入系统阐明实践中需要处理好的一系列重大关系，为我们大力推进中国式现代化提供了科学方法论。,"At the opening ceremony of the seminar for members, vice-commissars of the newly formed CC and key leadership cadres at the provincial level studying how to implement Xi Jinping's new era socialist ideas and 20 major ideals of the party, General Secretary Xi Jinping learned the rules for modernization, explained in more detail and systematically a series of important relationships that need to be dealt with in practice, and provided scientific methodology for us to vigorously promote Chinese-style modernization.",design_and_markup,"MQM annotations:
design and markup errors:
critical: no-error
major: no-error
minor: no-error"
266,”在新进中央委员会的委员、候补委员和省部级主要领导干部学习贯彻习近平新时代中国特色社会主义思想和党的二十大精神研讨班开班式上，习近平总书记科学把握现代化建设规律，深入系统阐明实践中需要处理好的一系列重大关系，为我们大力推进中国式现代化提供了科学方法论。,"At the opening ceremony of the seminar for members, vice-commissars of the newly formed CC and key leadership cadres at the provincial level studying how to implement Xi Jinping's new era socialist ideas and 20 major ideals of the party, General Secretary Xi Jinping learned the rules for modernization, explained in more detail and systematically a series of important relationships that need to be dealt with in practice, and provided scientific methodology for us to vigorously promote Chinese-style modernization.",linguistic_conventions,"MQM annotations:
linguistic conventions errors:
minor: capitalization - ""vice-commissars"" should be ""Vice-Commissars"" as it seems to be referring to a specific role or title within the context.
minor: punctuation - There should be a comma after ""party"" to separate the introductory phrase from the main clause.
minor: grammar - ""learned"" should be ""skillfully grasped"" to better reflect the meaning of 科学把握.
minor: grammar - ""in more detail and systematically"" is redundant. Consider revising to ""systematically explained.""
minor: grammar - ""20 major ideals of the party"" is awkward. It should be ""the spirit of the 20th National Congress of the Communist Party of China"".
minor: grammar - ""CC"" should be ""CPC Central Committee""."
266,”在新进中央委员会的委员、候补委员和省部级主要领导干部学习贯彻习近平新时代中国特色社会主义思想和党的二十大精神研讨班开班式上，习近平总书记科学把握现代化建设规律，深入系统阐明实践中需要处理好的一系列重大关系，为我们大力推进中国式现代化提供了科学方法论。,"At the opening ceremony of the seminar for members, vice-commissars of the newly formed CC and key leadership cadres at the provincial level studying how to implement Xi Jinping's new era socialist ideas and 20 major ideals of the party, General Secretary Xi Jinping learned the rules for modernization, explained in more detail and systematically a series of important relationships that need to be dealt with in practice, and provided scientific methodology for us to vigorously promote Chinese-style modernization.",locale_conventions,"```
locale conventions:

MQM annotations:
```"
266,”在新进中央委员会的委员、候补委员和省部级主要领导干部学习贯彻习近平新时代中国特色社会主义思想和党的二十大精神研讨班开班式上，习近平总书记科学把握现代化建设规律，深入系统阐明实践中需要处理好的一系列重大关系，为我们大力推进中国式现代化提供了科学方法论。,"At the opening ceremony of the seminar for members, vice-commissars of the newly formed CC and key leadership cadres at the provincial level studying how to implement Xi Jinping's new era socialist ideas and 20 major ideals of the party, General Secretary Xi Jinping learned the rules for modernization, explained in more detail and systematically a series of important relationships that need to be dealt with in practice, and provided scientific methodology for us to vigorously promote Chinese-style modernization.",style,"MQM annotations:
minor: unnatural flow - ""learned the rules for modernization"" sounds unnatural. A more natural phrasing would be ""understood the laws of modernization"" or similar.
minor: unnatural flow - ""explained in more detail and systematically a series of important relationships that need to be dealt with in practice"" is a bit verbose and could be more concise."
266,”在新进中央委员会的委员、候补委员和省部级主要领导干部学习贯彻习近平新时代中国特色社会主义思想和党的二十大精神研讨班开班式上，习近平总书记科学把握现代化建设规律，深入系统阐明实践中需要处理好的一系列重大关系，为我们大力推进中国式现代化提供了科学方法论。,"At the opening ceremony of the seminar for members, vice-commissars of the newly formed CC and key leadership cadres at the provincial level studying how to implement Xi Jinping's new era socialist ideas and 20 major ideals of the party, General Secretary Xi Jinping learned the rules for modernization, explained in more detail and systematically a series of important relationships that need to be dealt with in practice, and provided scientific methodology for us to vigorously promote Chinese-style modernization.",terminology,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM/Wrong Term - ""vice-commissars"" is not an appropriate translation for ""候补委员"". It should be ""alternate members"" or ""alternate members of the Central Committee"".
minor: WRONG TERM/Wrong Term - ""CC"" should be ""CPC Central Committee"".
minor: WRONG TERM/Wrong Term - ""20 major ideals of the party"" is not an accurate translation for ""党的二十大精神"". A better translation would be ""the spirit of the 20th National Congress of the Communist Party of China"".
```"
267,推进中国式现代化涉及经济、政治、文化、社会、生态文明等各个领域，关系治党治国治军、内政外交国防等方方面面，既要做好系统谋划，又要勇于改革创新，不断实现整体推进。,"The advancement of Chinese-style modernization in all fields such as economy, politics, culture, society, ecological civilization, relations with party and state governance, military, domestic and foreign affairs, and defense, etc., requires systematic planning, as well as courage to reform and innovate, and constantly realize comprehensive advancement.",accuracy,"```
MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: None
[Minor]: None
```"
267,推进中国式现代化涉及经济、政治、文化、社会、生态文明等各个领域，关系治党治国治军、内政外交国防等方方面面，既要做好系统谋划，又要勇于改革创新，不断实现整体推进。,"The advancement of Chinese-style modernization in all fields such as economy, politics, culture, society, ecological civilization, relations with party and state governance, military, domestic and foreign affairs, and defense, etc., requires systematic planning, as well as courage to reform and innovate, and constantly realize comprehensive advancement.",audience_appropriateness,"MQM annotations:
minor: style/awkward - The phrase ""relations with party and state governance, military, domestic and foreign affairs, and defense, etc."" is a bit clunky and could be phrased more naturally for an English-speaking audience."
267,推进中国式现代化涉及经济、政治、文化、社会、生态文明等各个领域，关系治党治国治军、内政外交国防等方方面面，既要做好系统谋划，又要勇于改革创新，不断实现整体推进。,"The advancement of Chinese-style modernization in all fields such as economy, politics, culture, society, ecological civilization, relations with party and state governance, military, domestic and foreign affairs, and defense, etc., requires systematic planning, as well as courage to reform and innovate, and constantly realize comprehensive advancement.",design_and_markup,"```
MQM annotations:
design and markup errors:
```"
267,推进中国式现代化涉及经济、政治、文化、社会、生态文明等各个领域，关系治党治国治军、内政外交国防等方方面面，既要做好系统谋划，又要勇于改革创新，不断实现整体推进。,"The advancement of Chinese-style modernization in all fields such as economy, politics, culture, society, ecological civilization, relations with party and state governance, military, domestic and foreign affairs, and defense, etc., requires systematic planning, as well as courage to reform and innovate, and constantly realize comprehensive advancement.",linguistic_conventions,"```
MQM annotations:
linguistic conventions errors:
minor: punctuation/omission - Missing comma after ""defense"".
```"
267,推进中国式现代化涉及经济、政治、文化、社会、生态文明等各个领域，关系治党治国治军、内政外交国防等方方面面，既要做好系统谋划，又要勇于改革创新，不断实现整体推进。,"The advancement of Chinese-style modernization in all fields such as economy, politics, culture, society, ecological civilization, relations with party and state governance, military, domestic and foreign affairs, and defense, etc., requires systematic planning, as well as courage to reform and innovate, and constantly realize comprehensive advancement.",locale_conventions,"locale conventions:

MQM annotations:
no error"
267,推进中国式现代化涉及经济、政治、文化、社会、生态文明等各个领域，关系治党治国治军、内政外交国防等方方面面，既要做好系统谋划，又要勇于改革创新，不断实现整体推进。,"The advancement of Chinese-style modernization in all fields such as economy, politics, culture, society, ecological civilization, relations with party and state governance, military, domestic and foreign affairs, and defense, etc., requires systematic planning, as well as courage to reform and innovate, and constantly realize comprehensive advancement.",style,"MQM annotations:
minor: Unnatural Flow - ""relations with party and state governance, military, domestic and foreign affairs, and defense, etc."" is a bit awkward and could be rephrased for a more natural flow in English.
minor: Unnatural Flow - ""constantly realize comprehensive advancement"" is a direct translation that lacks nuance. A more natural phrasing would be ""continuously promote comprehensive progress""."
267,推进中国式现代化涉及经济、政治、文化、社会、生态文明等各个领域，关系治党治国治军、内政外交国防等方方面面，既要做好系统谋划，又要勇于改革创新，不断实现整体推进。,"The advancement of Chinese-style modernization in all fields such as economy, politics, culture, society, ecological civilization, relations with party and state governance, military, domestic and foreign affairs, and defense, etc., requires systematic planning, as well as courage to reform and innovate, and constantly realize comprehensive advancement.",terminology,"```
MQM annotations:
Terminology errors:
minor: WRONG TERM - ""party and state governance"" is a grammatically awkward rendering of ""治党治国治军"" and could be improved for better flow.
```"
268,进行顶层设计，需要深刻洞察世界发展大势，准确把握人民群众的共同愿望，深入探索经济社会发展规律，使制定的规划和政策体系体现时代性、把握规律性、富于创造性，做到远近结合、上下贯通、内容协调。,"Top-level design requires a deep view of the world's trends, the accuracy of the common aspirations of the masses of people, and a deep exploration of the laws of economic and social development, so that the planned and policy systems reflect the times, grasp the regularity, and be rich in creativity, close integration, and top-down consistency, and content coordination.",accuracy,"```
MQM annotations:
Accuracy Errors
[Critical]: None
[Major]: accuracy/mistranslation - ""close integration, and top-down consistency"" for ""远近结合、上下贯通"". The original text means combining long-term and short-term perspectives, and ensuring consistency between top-level planning and implementation at lower levels. The translation misses the nuance of time perspectives and the idea of implementation.
[Minor]: None
```"
268,进行顶层设计，需要深刻洞察世界发展大势，准确把握人民群众的共同愿望，深入探索经济社会发展规律，使制定的规划和政策体系体现时代性、把握规律性、富于创造性，做到远近结合、上下贯通、内容协调。,"Top-level design requires a deep view of the world's trends, the accuracy of the common aspirations of the masses of people, and a deep exploration of the laws of economic and social development, so that the planned and policy systems reflect the times, grasp the regularity, and be rich in creativity, close integration, and top-down consistency, and content coordination.",audience_appropriateness,"MQM annotations:
audience appropriateness error:
no error"
268,进行顶层设计，需要深刻洞察世界发展大势，准确把握人民群众的共同愿望，深入探索经济社会发展规律，使制定的规划和政策体系体现时代性、把握规律性、富于创造性，做到远近结合、上下贯通、内容协调。,"Top-level design requires a deep view of the world's trends, the accuracy of the common aspirations of the masses of people, and a deep exploration of the laws of economic and social development, so that the planned and policy systems reflect the times, grasp the regularity, and be rich in creativity, close integration, and top-down consistency, and content coordination.",design_and_markup,"```
MQM annotations:
design and markup errors:
None
```"
268,进行顶层设计，需要深刻洞察世界发展大势，准确把握人民群众的共同愿望，深入探索经济社会发展规律，使制定的规划和政策体系体现时代性、把握规律性、富于创造性，做到远近结合、上下贯通、内容协调。,"Top-level design requires a deep view of the world's trends, the accuracy of the common aspirations of the masses of people, and a deep exploration of the laws of economic and social development, so that the planned and policy systems reflect the times, grasp the regularity, and be rich in creativity, close integration, and top-down consistency, and content coordination.",linguistic_conventions,"MQM annotations:
linguistic conventions errors:
minor: punctuation/omission - Missing comma after ""times"".
minor: grammar/omission - ""close integration"" should be ""far-reaching and short-term integration"", missing ""far-reaching""
minor: word order - ""...close integration, and top-down consistency, and content coordination"" could be improved to better reflect natural English word order. A more natural phrasing might be ""...close integration, top-down consistency, and coordinated content."" While not strictly incorrect, the current ordering is a bit awkward."
268,进行顶层设计，需要深刻洞察世界发展大势，准确把握人民群众的共同愿望，深入探索经济社会发展规律，使制定的规划和政策体系体现时代性、把握规律性、富于创造性，做到远近结合、上下贯通、内容协调。,"Top-level design requires a deep view of the world's trends, the accuracy of the common aspirations of the masses of people, and a deep exploration of the laws of economic and social development, so that the planned and policy systems reflect the times, grasp the regularity, and be rich in creativity, close integration, and top-down consistency, and content coordination.",locale_conventions,"locale conventions:

MQM annotations:
critical: no-error
major: no-error
minor: no-error"
268,进行顶层设计，需要深刻洞察世界发展大势，准确把握人民群众的共同愿望，深入探索经济社会发展规律，使制定的规划和政策体系体现时代性、把握规律性、富于创造性，做到远近结合、上下贯通、内容协调。,"Top-level design requires a deep view of the world's trends, the accuracy of the common aspirations of the masses of people, and a deep exploration of the laws of economic and social development, so that the planned and policy systems reflect the times, grasp the regularity, and be rich in creativity, close integration, and top-down consistency, and content coordination.",style,"MQM annotations:
minor: style/Unnatural Flow - ""the accuracy of the common aspirations of the masses of people"" is slightly awkward and could be rephrased for better flow. A more natural phrasing would be ""accurately understanding the common aspirations of the people.""
minor: style/Unnatural Flow - ""close integration, and top-down consistency, and content coordination"" reads a bit awkwardly. It could be improved to ""integrating short-term and long-term goals, ensuring vertical consistency, and coordinating content."""
268,进行顶层设计，需要深刻洞察世界发展大势，准确把握人民群众的共同愿望，深入探索经济社会发展规律，使制定的规划和政策体系体现时代性、把握规律性、富于创造性，做到远近结合、上下贯通、内容协调。,"Top-level design requires a deep view of the world's trends, the accuracy of the common aspirations of the masses of people, and a deep exploration of the laws of economic and social development, so that the planned and policy systems reflect the times, grasp the regularity, and be rich in creativity, close integration, and top-down consistency, and content coordination.",terminology,"MQM annotations:
Terminology errors:
minor: WRONG TERM - ""close integration"" is not an ideal translation of ""远近结合"", which means combining long-term and short-term perspectives. The term is compliant with the termbase but does not fit in context."
269,推进中国式现代化是一个探索性事业，还有许多未知领域，需要在实践中去大胆探索，通过改革创新来推动事业发展，决不能刻舟求剑、守株待兔。,"Advancing China-style modernization is a matter of exploration, and there are still many unknown areas that need to be explored boldly in practice and to promote the development of the cause through reform and innovation, never stalling and standing idly by.",accuracy,"```
MQM annotations:
Accuracy Errors
[Critical]: no-error
[Major]: accuracy/mistranslation - ""never stalling and standing idly by"" does not accurately capture the meaning of ""决不能刻舟求剑、守株待兔"" which refers to clinging to outdated methods or being inflexible. A more accurate translation would be ""never cling to outdated methods"" or ""avoid being inflexible"".
[Minor]: no-error
```"
269,推进中国式现代化是一个探索性事业，还有许多未知领域，需要在实践中去大胆探索，通过改革创新来推动事业发展，决不能刻舟求剑、守株待兔。,"Advancing China-style modernization is a matter of exploration, and there are still many unknown areas that need to be explored boldly in practice and to promote the development of the cause through reform and innovation, never stalling and standing idly by.",audience_appropriateness,"MQM annotations:
no error"
269,推进中国式现代化是一个探索性事业，还有许多未知领域，需要在实践中去大胆探索，通过改革创新来推动事业发展，决不能刻舟求剑、守株待兔。,"Advancing China-style modernization is a matter of exploration, and there are still many unknown areas that need to be explored boldly in practice and to promote the development of the cause through reform and innovation, never stalling and standing idly by.",design_and_markup,"MQM annotations:
design and markup errors:
critical: no-error
major: no-error
minor: no-error"
269,推进中国式现代化是一个探索性事业，还有许多未知领域，需要在实践中去大胆探索，通过改革创新来推动事业发展，决不能刻舟求剑、守株待兔。,"Advancing China-style modernization is a matter of exploration, and there are still many unknown areas that need to be explored boldly in practice and to promote the development of the cause through reform and innovation, never stalling and standing idly by.",linguistic_conventions,"MQM annotations:
linguistic conventions errors:
minor: punctuation/omission - Missing comma after ""practice"".
minor: grammar/omission - ""never stalling and standing idly by"" could be improved with a conjunction to better connect the ideas. For example, ""never stalling nor standing idly by"" or ""never stalling and never standing idly by"""
269,推进中国式现代化是一个探索性事业，还有许多未知领域，需要在实践中去大胆探索，通过改革创新来推动事业发展，决不能刻舟求剑、守株待兔。,"Advancing China-style modernization is a matter of exploration, and there are still many unknown areas that need to be explored boldly in practice and to promote the development of the cause through reform and innovation, never stalling and standing idly by.",locale_conventions,"locale conventions:

MQM annotations:"
269,推进中国式现代化是一个探索性事业，还有许多未知领域，需要在实践中去大胆探索，通过改革创新来推动事业发展，决不能刻舟求剑、守株待兔。,"Advancing China-style modernization is a matter of exploration, and there are still many unknown areas that need to be explored boldly in practice and to promote the development of the cause through reform and innovation, never stalling and standing idly by.",style,"MQM annotations:
Style error:
minor: unnatural flow - ""Advancing China-style modernization is a matter of exploration"" sounds slightly unnatural. A smoother phrasing might be ""Advancing China-style modernization is an exploratory endeavor.""
minor: unnatural flow - ""never stalling and standing idly by"" is a somewhat literal and less impactful translation of ""决不能刻舟求剑、守株待兔."" A more idiomatic translation could be ""we must avoid rigid adherence to outdated approaches or wishful thinking."""
269,推进中国式现代化是一个探索性事业，还有许多未知领域，需要在实践中去大胆探索，通过改革创新来推动事业发展，决不能刻舟求剑、守株待兔。,"Advancing China-style modernization is a matter of exploration, and there are still many unknown areas that need to be explored boldly in practice and to promote the development of the cause through reform and innovation, never stalling and standing idly by.",terminology,"```
MQM annotations:
```"
270,战略问题是一个政党、一个国家的根本性问题。,The strategic question is the fundamental question of a political party and a country.,accuracy,"```
MQM annotations:
Accuracy Errors
[Critical]: no-error
[Major]: no-error
[Minor]: no-error
```"
270,战略问题是一个政党、一个国家的根本性问题。,The strategic question is the fundamental question of a political party and a country.,audience_appropriateness,"MQM annotations:
minor: style/awkward - The translation, while accurate, sounds somewhat formal and stiff in English. A more natural rendering might be ""Strategic issues are fundamental for any political party or nation."" However, this doesn't constitute a significant error in audience appropriateness."
270,战略问题是一个政党、一个国家的根本性问题。,The strategic question is the fundamental question of a political party and a country.,design_and_markup,"MQM annotations:
design and markup errors:
critical: no-error
major: no-error
minor: no-error"
270,战略问题是一个政党、一个国家的根本性问题。,The strategic question is the fundamental question of a political party and a country.,linguistic_conventions,"MQM annotations:
linguistic conventions errors:
minor: capitalization/incorrect - ""The"" should not be capitalized, as it is not the beginning of a sentence or a proper noun."
270,战略问题是一个政党、一个国家的根本性问题。,The strategic question is the fundamental question of a political party and a country.,locale_conventions,"locale conventions:

MQM annotations:
Critical: no-error
Major: no-error
Minor: no-error"
270,战略问题是一个政党、一个国家的根本性问题。,The strategic question is the fundamental question of a political party and a country.,style,"```
MQM annotations:
minor: style/unnatural flow - The phrase ""The strategic question is the fundamental question of a political party and a country"" sounds somewhat awkward and repetitive in English. A more natural phrasing might be ""Strategic questions are fundamental to political parties and countries.""
```"
270,战略问题是一个政党、一个国家的根本性问题。,The strategic question is the fundamental question of a political party and a country.,terminology,"```
MQM annotations:
```"
271,推进中国式现代化，要增强战略的前瞻性，以科学的战略预见未来、引领未来；要增强战略的全局性，着眼于解决事关党和国家事业兴衰成败、牵一发而动全身的重大问题；要增强战略的稳定性，战略一经形成，就要长期坚持、一抓到底、善作善成。,"To promote China-style modernization, enhance the forward-lookingness of the strategy, to foresee and lead the future with scientific strategy; enhance the comprehensiveness of the strategy, focusing on solving the major problems of the party and state affairs, and acting from the start; enhance the stability of the strategy, once the strategy is formed, it must be long-term, thoroughly, and well done.",accuracy,"```
MQM annotations:
Accuracy Errors
[Critical]: no-error
[Major]: accuracy/mistranslation - ""acting from the start"" for ""牵一发而动全身的重大问题"". The original phrase refers to major issues where even a small change can affect the whole situation, not necessarily ""acting from the start.""
[Minor]: no-error
```"
