index,original,zero_shot_translation,improved_translation
328,But gentling despair at our messiness is crucial - because it gives us more space to tackle the ruins all around.,אבל ריכוך הייאוש מאי הסדר שלנו הוא חיוני - משום שהוא נותן לנו יותר מרחב להתמודד עם ההריסות מסביב.,אבל ריכוך הייאוש מחוסר הסדר שלנו הוא חיוני - משום שהוא נותן לנו יותר מרחב להתמודד עם ההריסות מסביב.
331,"Some programmers: ""Typing speed does not matter!""","אחדים מהמתכנתים: ""מהירות הקלדה לא משנה!""","""מתכנתים: ""מהירות/קצב ההקלדה לא משנה!"""
339,It is definitely more romance than filth.,זה בהחלט יותר רומנטיקה מלכלוך.,זה הרבה יותר רומנטי מאשר מלוכלך.
342,I don't agree that #Mastodon is difficult to setup.,אני לא מסכים ש#Mastodon קשה להגדרה.,אני לא מסכים ש-#Mastodon קשה להגדרה.
343,"Common, it's really not that hard.","נו, זה באמת לא כזה קשה.","נו, זה לא כזה מסובך."
347,If you stick to the default web interface it doesn't look and feel good (imho).,אם תדבק בממשק הווב המוגדר כברירת מחדל הוא לא נראה או מרגיש טוב (לדעתי).,"אם תשתמשו בממשק ברירת המחדל של האתר, לדעתי הוא לא ייראה או ירגיש טוב."
348,"So, it requires a bit more effort to get into it and you probably need a good app to improve #UX.","אז, זה דורש קצת יותר מאמץ להיכנס לזה וכנראה שצריך אפליקציה טובה כדי לשפר את #UX.","אז, נדרש קצת יותר מאמץ כדי להתרגל לזה וכנראה שצריך אפליקציה טובה כדי לשפר את חוויית המשתמש.#"
353,Forecasting: anticipating harms before they happen (even if by minutes),תַּחֲזִית: צִפּוּי נְזָקִים לִפְנֵי הִתְרַחֲשׁוּתָם (אֲפִילוּ בְּדַקּוֹת).,צִפּוּי: צִפִּיַּת נְזָקִים לִפְנֵי הִתְרַחֲשׁוּתָם (אֲפִילוּ תוֹךְ דַּקּוֹת סְפוּרוֹת).
369,I work out alone in my bedroom without a spotter or even a weight rack.,"אני מתאמן לבד בחדר השינה שלי בלי שומר ובלי מתקן משקולות, רק אני.",אני מתאמן לבד בחדר השינה שלי בלי מציל ובלי סטנד משקולות.
370,Just me and a barbell with a bunch of weights.,רק אני ומוט משקולות עם הרבה משקלים.,רק אני ומוט עם הרבה משקלים.
372,"If I try and figure out my one rep max is I might not own enough weights to max out, or conversely it could seriously injure/kill me.","אם אני אנסה להבין מה המשקל המקסימלי שלי להרמה בודדת, יכול להיות שאין לי מספיק משקולות כדי להגיע למקסימום, או לחילופין זה יכול לגרום לי לפציעה חמורה או אפילו מוות.","אם אני מנסה להבין מה המשקל המקסימלי שלי להרמה אחת, יכול להיות שאין לי מספיק משקולות כדי להגיע למקסימום, או לחילופין, זה עלול לגרום לי לפציעה חמורה או אפילו למוות."
379,I'd never seen anyone's mom make it or had it shoved at me at a party or seen it appear in conjunction with anyone's saucemaking escapades or baking days,"אף פעם לא ראיתי שאמא של מישהו מכינה את זה, או שדחפו לי את זה במסיבה, או שראיתי את זה מופיע בשילוב עם הרפתקאות הכנת הרטבים או ימי האפייה של מישהו.","מעולם לא ראיתי אמא של מישהו מכינה את זה, שדחפו לי את זה במסיבה, או שזה הופיע בהקשר של הכנת רטבים או אפייה."
383,"Having been radicalized here, we're reluctant to buy a new FAANG machine*.","משהתחלחנו פה, אנחנו מסרבים לקנות מכונת FAANG חדשה.

*Note: I assumed ""FAANG machine"" refers to a computer/tech product. If it has a different specific meaning, the translation might need adjustment.","לאחר שעברנו תהליך הקצנה כאן, אנחנו מסרבים לקנות מחשב FAANG חדש."
389,So was it Epic that originated this?,אז האם אפיק יצרה את זה במקור?,אז האם אפיק הייתה היוצרת של זה במקור?
394,Is it so ephemeral then?,האם זה כה חולף אם כך?,"האם זה כל כך ארעי, אם כן?"
395,"Merely a ""catchphrase"" with no clear originator?","רק ""סיסמה"" ללא יוצר ברור?","""רק ביטוי שגור ללא יוצר ברור?"""
399,Have now done a full round trip on the new ICNG train.,עכשיו עשיתי נסיעת הלוך ושוב מלאה ברכבת ICNG החדשה.,סיימתי נסיעת הלוך ושוב ברכבת ה-ICNG החדשה.
402,There's areas that could use some polish.,יש מקומות שצריכים ליטוש.,יש אזורים שצריכים ליטוש.
403,"Namely the lack of enough bins, and the lack of signs to explain the significance of the lighting colours.","כלומר, חוסר בפחים מספיקים וחוסר בשלטים המסבירים את משמעות צבעי התאורה.","כלומר, חוסר בפחים מספיקים, וחוסר בשלטים המסבירים את משמעות צבעי התאורה."
404,"Fix those minor issues, and then can we have more of these please?","תקן את הבעיות הקטנות האלה, ואז אפשר לקבל עוד כאלה בבקשה?","תקן את הבעיות הקטנות האלה, ואז נוכל לקבל עוד כאלה בבקשה?"
406,One per customer rules remain as we try to ensure everyone who queues up can get their hands on a board.,חוק של יחידה אחת ללקוח עדיין בתוקף כאשר אנו מנסים להבטיח שכל מי שממתין בתור יוכל להשיג גלשן.,"כדי להבטיח שכל מי שממתין בתור יוכל לקבל יחידה אחת, חוק יחידה אחת ללקוח עדיין בתוקף."
407,"You can buy ONE of the boards listed above, not one of each.","אפשר לקנות לוח אחד מהלוחות המפורטים למעלה, לא אחד מכל סוג.","אפשר לקנות לוח אחד מהלוחות המפורטים למעלה, לא אחד מכל אחד."
409,Yesterday I had the best time with my friend and former rabbi colleague.,אתמול נהניתי מאוד עם חברתי וקולגה לשעבר בתחום הרבנות.,"אתמול נהניתי מאוד עם חברתי וקולגה לשעבר, רבה."
419,#FalconGameBooks,# ספרימשחקבז,# ספרי משחק בז
420,"The eight-eyed Repnids seem to be watching as you settle the flyer down on the red soil, but they make no move towards you, in fact they are motionless as you climb out of the flyer and walk slowly towards them.","נראה שהרפנידים בעלי שמונה העיניים צופים בך בזמן שאתה מנחית את הרחפן על האדמה האדומה, אבל הם לא עושים שום תנועה לכיוונך, למעשה הם חסרי תנועה כשאתה יוצא מהרחפן והולך לאט לעברם.","נראה שהרפנידים בעלי שמונה העיניים צופים בך בזמן שאתה מנחית את כלי הטיס על האדמה האדומה, אבל הם לא עושים שום תנועה לכיוונך, למעשה הם חסרי תנועה כשאתה יוצא מכלי הטיס והולך לאט לעברם."
422,The rock beneath you gives way suddenly.,הסלע שתחתך קורס בפתאומיות.,הסלע שמתחתך קורס פתאום.
424,"The end is swift, as several pairs of fangs inject their deadly venom and the air of Dyskra contaminates your lungs.","הסוף מהיר, כאשר מספר זוגות ניבים מזריקים את ארסם הקטלני ואוויר דיסקרה מזהם את ריאותיך.","הסוף מהיר, כאשר מספר זוגות ניבים מזריקים את ארסם הקטלני ואוויר דיסקרה מזהם את הריאות."
425,Nobody will ever know that you were the first human future traveller.,אף אחד לעולם לא ידע שאתה היית הנוסע האנושי הראשון לעתיד.,אף אחד לעולם לא ידע שאתה הנוסע האנושי הראשון לעתיד.
427,"The eight-eyed Repnids seem to be watching, but they make no move towards you, in fact they are motionless as you walk slowly towards them.","הרפנידים בעלי שמונה העיניים נראים צופים, אך הם לא עושים שום תנועה לכיוונך, למעשה הם חסרי תנועה כשאתה הולך לאט לעברם.","נראה שהרפנידים בעלי שמונה העיניים צופים, אך הם לא עושים שום תנועה לכיוונך, למעשה הם חסרי תנועה כשאתה הולך לאט לעברם."
428,"You halt while still on the mound of crumbled rock and soil and speak to them, saying, 'I come in peace, as a friend.'","אתם עוצרים כשאתם עדיין על תל הסלעים והאדמה המתפוררים ואומרים להם: 'אני בא בשלום, כידיד.'","אתם עוצרים כשאתם עדיין עומדים על תל הסלעים והאדמה המתפוררים ואומרים להם: 'אני בא בשלום, כחבר.'"
429,"It appears that they cannot hear you, let alone understand, as your Universal Translator picks up no answer.","נראה שהם לא שומעים אותך, שלא לדבר על מבינים, כיוון שהמתרגם האוניברסלי שלך לא קולט שום תשובה.","נראה שהם לא שומעים אותך, שלא לדבר על מבינים, משום שהמתרגם האוניברסאלי שלך לא קולט אף תשובה."
440,I plan on mixing it with a fine purple/lilac variegated cotton.,אני מתכנן לערבב את זה עם כותנה משולבת דקה בצבע סגול/לילך.,אני מתכנן לערבב את זה עם כותנה דקה בגוונים של סגול/לילך.
441,But am not sure I have enough of the purple.,אבל לא בטוח שיש לי מספיק מהסגול.,אבל אני לא בטוח שיש לי מספיק סגול.
446,I have literally tried and dropped EVERY SINGLE ONE.,ניסיתי וזרקתי ממש כל אחד ואחד.,ניסיתי וזרקתי את כל אחד ואחד.
447,"And up until like two years ago, I had no idea until I checked my transcripts.","ועד לפני שנתיים בערך, לא היה לי מושג עד שבדקתי את הגיליונות ציונים שלי.","בערך עד לפני שנתיים, לא היה לי מושג עד שבדקתי את תעודות הציונים שלי."
455,"It's exciting, nerve-wracking, stressful, and all the good things that I love about working in games.","זה מרגש, מורט עצבים, מלחיץ, וכל הדברים הטובים שאני אוהב/ת בעבודה בתחום המשחקים.","זה מרגש, מורט עצבים, מלחיץ, וכל הדברים הטובים שאני אוהב בעבודה בתחום המשחקים."
463,Came home on my lunch break to see this sitting outside uwu.,חזרתי הביתה בהפסקת הצהריים שלי וראיתי את זה יושב בחוץ uwu.,חזרתי הביתה בהפסקת הצהריים שלי וראיתי את זה יושב בחוץ אווו.
475,Had a recent graduate artist take some critique badly tonight.,אמן בוגר טרי קיבל הערות ביקורת הערב בצורה קשה.,בוגר טרי לאמנות לקח הערות ביקורת קשה הערב.
482,"So while composting and bloom scrolling are a wonderful reminder to look up, and be aware of life beyond the screen.",למרות שקומפוסט וגלילת פריחה הם תזכורת נפלאה להרים את הראש ולהיות מודעים לחיים מעבר למסך.,אז בעוד קומפוסטציה ופריחת גלילה הן תזכורת נפלאה להרים את הראש ולהיות מודעים לחיים מעבר למסך.
483,It is as important to explore servers and IP addresses.,חשוב באותה מידה לחקור שרתים וכתובות IP.,לא פחות חשוב לחקור שרתים וכתובות IP.
491,She did not look back.,היא לא הביטה לאחור.,היא לא הסתכלה לאחור.
492,He waited until he was in the darkness of the bunk room before he pulled the note out and read it in a beam of light coming through the blackout curtains.,הוא חיכה עד שהיה בחושך של חדר השינה לפני ששלף את הפתק וקרא אותו בקרן אור שבקעה מבעד לוילונות ההאפלה.,הוא חיכה עד שהיה בחושך שבחדר הדרגשים לפני ששלף את הפתק וקרא אותו בקרן אור שבקעה מבעד לוילונות האפלה.
493,One block-printed word.,מילה מודפסת בחריתה,מילה מודפסת בדפוס עץ.
498,I'd particularly like to connect with more.,אני במיוחד אשמח ליצור קשר עם עוד.,אשמח במיוחד ליצור קשר עם אנשים נוספים.
499,Everyone with their hair on fire about CNN can thank Stephen Colbert for the hard right turn.,כל מי שרותח מזעם על CNN יכול להודות לסטיבן קולברט על הפנייה החדה ימינה.,כל מי שרותח מזעם על CNN יכול להודות לסטיבן קולברט על השינוי החד לימין.
