index,original,translated,audience_appropriateness_annotation
268,We currently use a MutationObserver hack.,אנחנו משתמשים כרגע בטריק MutationObserver.,"MQM annotations:
minor: culture-specific reference/jargon - While ""טריק"" (trick) is a valid translation, it might be slightly informal for a professional context dealing with code. A more neutral or technical term might be more appropriate, depending on the target audience. ""פטנט"" (patent) or ""שיטה"" (method) could be considered."
285,Last week got a ton done and feeling much better about field items.,שבוע שעבר הספקתי המון ומרגיש הרבה יותר טוב לגבי פריטי שדה.,"MQM annotations:
audience appropriateness error:
minor: style/awkward - While grammatically correct, ""פריטי שדה"" (field items) might sound slightly unnatural in Hebrew. A more common phrasing related to tasks or progress might be ""דברים בשטח"" or ""עניינים בשטח"" depending on the specific context, making the original translation slightly less natural for a native speaker."
289,"Also need to seed a salad row there to integrate cut greens in both have trained crew on irrigation, bed prep, and transplanting which is 90% of non-harvest skill items","וגם צריך לזרוע שורת סלט שם כדי לשלב ירקות חתוכים. בשתיהן צוות מאומן על השקיה, הכנת ערוגות והשתלה, שזה 90% מפריטי המיומנות שאינם קציר.","MQM annotations:
no error"
290,It's 2023 and I still see people with iPhones actively avoid using Apple Maps.,זו 2023 ואני עדיין רואה אנשים עם אייפונים שנמנעים באופן פעיל מלהשתמש במפות של אפל.,"MQM annotations:
minor: no-error"
293,"Curious, I kept an open mind to compare how Google Maps and Apple Maps compare, on my test iPhone device (my daily driver is an Android device, so it's rare that I use an iPhone).","מתוך סקרנות, שמרתי על ראש פתוח כדי להשוות בין Google Maps ל-Apple Maps, במכשיר האייפון הניסיוני שלי (מכשיר האנדרואיד שלי הוא השימושי היומיומי, אז זה נדיר שאני משתמש באייפון).","MQM annotations:
minor: style/awkward - The phrase ""השימושי היומיומי"" (the daily useful) is grammatically correct but sounds slightly awkward and less natural than ""העיקרי"" (the main) or ""היום-יומי"" (daily). While not a major error, it could be phrased more elegantly for native speakers."
294,The experience having to follow directions was far superior on Apple Maps compared to Google Maps.,החוויה של מעקב אחר הנחיות הייתה טובה בהרבה במפות אפל בהשוואה למפות גוגל.,"MQM annotations:
minor: style/awkward - The phrase ""החוויה של מעקב אחר הנחיות"" (the experience of following directions) is grammatically correct but sounds slightly formal and less natural than simpler alternatives like ""הניווט"" (the navigation) or ""השימוש בהנחיות"" (the use of directions). It's not incorrect, but it's less idiomatic, so doesn't quite ""sit right"" for a native Hebrew speaker."
298,Could it be that Google Maps got to market first?,הייתכן שגוגל מפות הגיעו לשוק קודם?,"MQM annotations:
minor: style/awkward - While grammatically correct, the Hebrew translation sounds slightly formal. A more conversational alternative might be used depending on the context (e.g., ""יכול להיות שגוגל מפות יצאו ראשונים?"")."
303,"I'm biased in favour of not releasing garbage to end users, and Apple royally fucked up with their Apple Maps when it came out in 2012.","אני משוחד לטובת לא לשחרר זבל למשתמשי קצה, ואפל דפקה בגדול עם אפל מפות שלהם כשהוא יצא ב-2012.","MQM annotations:
minor: style/verbosity - ""אפל מפות שלהם"" (Apple Maps שלהם) is slightly redundant. While grammatically correct, it can be more concise as ""אפל מפות"" (Apple Maps) or ""המפות של אפל"" (Apple's maps). This is not a major error, but it makes the sentence slightly less natural."
305,But it's the land that makes it a good storer of wealth for as long as you think the government isn't going to change the system we live in.,אבל זו האדמה שהופכת אותה למקום טוב לאגור בו עושר כל עוד אתה חושב שהממשלה לא תשנה את השיטה שאנחנו חיים בה.,"MQM annotations:
audience appropriateness error: None"
307,A lot of ppl think that they literally own the earth when they buy a piece.,הרבה אנשים חושבים שהם ממש בעלים של כדור הארץ כשהם קונים חתיכה.,"MQM annotations:
minor: style/colloquialism - The use of ""חתיכה"" (piece) is literally correct but slightly less formal than a more standard word for ""plot"" or ""parcel"" of land. While not incorrect, it might sound slightly informal in certain contexts, though the informality could be intentional to mirror the source's tone. However, it doesn't significantly impede understanding."
312,The land is temporary.,האדמה זמנית.,"MQM annotations:
minor: no-error"
314,The land is very easily and quickly taken away by the government one day if they want to do that.,הממשלה יכולה לקחת את הקרקע בקלות ובמהירות רבה מתי שהיא רוצה.,"MQM annotations:
critical: no-error
major: no-error
minor: no-error"
317,It has to be taken away one day.,זה חייב להילקח יום אחד.,"MQM annotations:
minor: style/awkward - The phrase ""יום אחד"" (one day) is grammatically correct but sounds slightly unnatural in this context. A more natural phrasing might be ""בבוא היום"" (when the day comes) or a similar idiom. While not strictly incorrect, it affects the naturalness and fluency for a native speaker."
318,That's why the Chinese only allow leases.,לכן הסינים מרשים רק חכירות.,"MQM annotations:
minor: no-error
major: no-error
critical: no-error"
319,They already ran out of land.,נגמרה להם כבר הקרקע.,"MQM annotations:
audience appropriateness error:
[Critical]: no-error
[Major]: no-error
[Minor]: no-error"
320,"To success, the realization of dreams, friendship, to the simple but true!!","להצלחה, הגשמת חלומות, ידידות, לפשוט אך אמיתי!!","MQM annotations:
minor: style/awkward - The use of a list-like structure without a conjunction like ""and"" or ""is"" can feel abrupt or incomplete in Hebrew. While understandable, it's not stylistically ideal for a celebratory or motivational message."
321,"To all the investors out there, I raise a toast to your success and the realization of your dreams.","לכל המשקיעים שם בחוץ, אני מרים כוסית לחיי ההצלחה שלכם ולמימוש החלומות שלכם.","MQM annotations:
audience appropriateness error: None"
323,"And to all my friends, new and old, let us cherish the simple but true things in life that bring us joy and fulfillment.","ולכל חבריי, החדשים והוותיקים, בואו נעריך את הדברים הפשוטים אך האמיתיים בחיים שמביאים לנו שמחה וסיפוק.","MQM annotations:
minor: style/awkward - The phrase ""בואו נעריך"" (bo'u ne'arich) - ""let us cherish"" is grammatically correct but sounds slightly formal. A more natural phrasing in modern Hebrew might be ""בואו נהנה"" (bo'u nehene) - ""let us enjoy"" or ""בואו נאריך"" (bo'u na'arich) - ""let us appreciate"" without the ""נ"" (""n"" sound)."
325,I often wonder at the human capacity to be *so* down on oneself while inundated by so much evidence of what actual cruelty looks like.,"אני תוהה לעתים קרובות על היכולת האנושית להיות *כל כך* ביקורתי כלפי עצמה, כשלמעשה מוצגת בפניה כל כך הרבה עדות למה שאכזריות אמיתית נראית.","MQM annotations:
audience appropriateness error:
[Critical]: no-error - None
[Major]: no-error - None
[Minor]: no-error - None"
328,But gentling despair at our messiness is crucial - because it gives us more space to tackle the ruins all around.,אבל ריכוך הייאוש מאי הסדר שלנו הוא חיוני - משום שהוא נותן לנו יותר מרחב להתמודד עם ההריסות מסביב.,"MQM annotations:
critical: no-error
major: no-error
minor: no-error"
331,"Some programmers: ""Typing speed does not matter!""","אחדים מהמתכנתים: ""מהירות הקלדה לא משנה!""","MQM annotations:
no-error"
339,It is definitely more romance than filth.,זה בהחלט יותר רומנטיקה מלכלוך.,"MQM annotations:
no-error"
342,I don't agree that #Mastodon is difficult to setup.,אני לא מסכים ש#Mastodon קשה להגדרה.,"MQM annotations:
minor: no-error - None"
343,"Common, it's really not that hard.","נו, זה באמת לא כזה קשה.","MQM annotations:
no-error"
347,If you stick to the default web interface it doesn't look and feel good (imho).,אם תדבק בממשק הווב המוגדר כברירת מחדל הוא לא נראה או מרגיש טוב (לדעתי).,"MQM annotations:
minor: style/awkward - The phrasing ""(לדעתי)"" which translates to ""(in my opinion)"" is a direct translation of the English idiom ""imho"". While understandable, it's slightly less common in Hebrew writing and comes across as a little stilted or overly literal, especially in casual contexts. A more natural phrasing might be ""אני חושב/ת"" or ""לדעתי האישית""."
348,"So, it requires a bit more effort to get into it and you probably need a good app to improve #UX.","אז, זה דורש קצת יותר מאמץ להיכנס לזה וכנראה שצריך אפליקציה טובה כדי לשפר את #UX.","MQM annotations:
minor: no-error"
353,Forecasting: anticipating harms before they happen (even if by minutes),תַּחֲזִית: צִפּוּי נְזָקִים לִפְנֵי הִתְרַחֲשׁוּתָם (אֲפִילוּ בְּדַקּוֹת).,"MQM annotations:
minor: style/awkward - The phrase ""אֲפִילוּ בְּדַקּוֹת"" (even by minutes) while technically correct, sounds a little awkward in Hebrew. A more natural phrasing might be ""תוך דקות ספורות"" (within a few minutes) or ""אפילו תוך דקות בודדות"" (even within just a few minutes). It doesn't significantly impede understanding, but it's not the most fluent phrasing."
369,I work out alone in my bedroom without a spotter or even a weight rack.,"אני מתאמן לבד בחדר השינה שלי בלי שומר ובלי מתקן משקולות, רק אני.","MQM annotations:
no-error"
370,Just me and a barbell with a bunch of weights.,רק אני ומוט משקולות עם הרבה משקלים.,"```
MQM annotations:
audience appropriateness error:
[Critical]: no-error
[Major]: no-error
[Minor]: no-error
```"
372,"If I try and figure out my one rep max is I might not own enough weights to max out, or conversely it could seriously injure/kill me.","אם אני אנסה להבין מה המשקל המקסימלי שלי להרמה בודדת, יכול להיות שאין לי מספיק משקולות כדי להגיע למקסימום, או לחילופין זה יכול לגרום לי לפציעה חמורה או אפילו מוות.","MQM annotations:
audience appropriateness error:
minor: style/awkward - While the translation is accurate, the phrase ""להרמה בודדת"" (for a single lift) is a bit more formal/technical than necessary for a general audience. A more common phrase might be ""להרמה אחת"" (for one lift). This doesn't impede understanding, but it sounds slightly less natural."
379,I'd never seen anyone's mom make it or had it shoved at me at a party or seen it appear in conjunction with anyone's saucemaking escapades or baking days,"אף פעם לא ראיתי שאמא של מישהו מכינה את זה, או שדחפו לי את זה במסיבה, או שראיתי את זה מופיע בשילוב עם הרפתקאות הכנת הרטבים או ימי האפייה של מישהו.","MQM annotations:
minor: style/awkward - While the translation is accurate, the phrasing ""הרפתקאות הכנת הרטבים או ימי האפייה של מישהו"" (someone's sauce-making adventures or baking days) sounds slightly unnatural in Hebrew. A more common phrasing might be ""הכנת רטבים או אפייה"" (making sauces or baking). This isn't a major error, but it does make the sentence sound less idiomatic."
383,"Having been radicalized here, we're reluctant to buy a new FAANG machine*.","משהתחלחנו פה, אנחנו מסרבים לקנות מכונת FAANG חדשה.

*Note: I assumed ""FAANG machine"" refers to a computer/tech product. If it has a different specific meaning, the translation might need adjustment.","MQM annotations:
audience appropriateness error:
minor: culture-specific reference/idiom - ""משהתחלחנו פה"" (moshethalkhalnu po) - While literally translates to ""having been disgusted here,"" in this context it carries a stronger, more visceral sense of being repulsed or horrified. ""Radicalized"" implies a more gradual and ideological shift, which might be better represented by a different Hebrew phrase depending on the nuances of the original intent. While not completely inappropriate, it's a strong choice that might not be the most accurate in all contexts."
389,So was it Epic that originated this?,אז האם אפיק יצרה את זה במקור?,"MQM annotations:
critical: no-error
major: no-error
minor: no-error"
394,Is it so ephemeral then?,האם זה כה חולף אם כך?,"MQM annotations:
minor: style/awkward - The phrase ""אם כך"" (if so) is a bit formal and less common in everyday spoken Hebrew compared to more casual alternatives. While grammatically correct, it can sound slightly stilted."
395,"Merely a ""catchphrase"" with no clear originator?","רק ""סיסמה"" ללא יוצר ברור?","MQM annotations:
minor: no-error"
399,Have now done a full round trip on the new ICNG train.,עכשיו עשיתי נסיעת הלוך ושוב מלאה ברכבת ICNG החדשה.,"MQM annotations:
minor: style/awkward - The phrase ""נסיעת הלוך ושוב מלאה"" (full round trip) is a bit wordy. A more natural way to say this in Hebrew would be ""נסיעת הלוך ושוב שלמה"" or simply ""הלוך ושוב"". While not strictly incorrect, it sounds less fluent."
402,There's areas that could use some polish.,יש מקומות שצריכים ליטוש.,"MQM annotations:
audience appropriateness error:
[Critical]: no-error - None
[Major]: no-error - None
[Minor]: no-error - None"
403,"Namely the lack of enough bins, and the lack of signs to explain the significance of the lighting colours.","כלומר, חוסר בפחים מספיקים וחוסר בשלטים המסבירים את משמעות צבעי התאורה.","MQM annotations:
minor: no-error
major: no-error
critical: no-error"
404,"Fix those minor issues, and then can we have more of these please?","תקן את הבעיות הקטנות האלה, ואז אפשר לקבל עוד כאלה בבקשה?","MQM annotations:
critical: no-error
major: no-error
minor: no-error"
406,One per customer rules remain as we try to ensure everyone who queues up can get their hands on a board.,חוק של יחידה אחת ללקוח עדיין בתוקף כאשר אנו מנסים להבטיח שכל מי שממתין בתור יוכל להשיג גלשן.,"MQM annotations:
critical: no-error
major: no-error
minor: no-error"
407,"You can buy ONE of the boards listed above, not one of each.","אפשר לקנות לוח אחד מהלוחות המפורטים למעלה, לא אחד מכל סוג.","MQM annotations:
no-error"
409,Yesterday I had the best time with my friend and former rabbi colleague.,אתמול נהניתי מאוד עם חברתי וקולגה לשעבר בתחום הרבנות.,"MQM annotations:
minor: audience appropriateness/culture-specific reference - ""בתחום הרבנות"" (b'tchum harabanut) meaning ""in the field of the rabbinate"" is technically accurate but slightly unusual phrasing in modern Hebrew. A more common phrasing would be ""רב לשעבר"" (rav l'shavar) meaning ""former rabbi"" which is already conveyed by קולגה לשעבר (kollega l'shavar) meaning ""former colleague"". The original translation is not wrong, just a slightly less natural/common way of saying it."
419,#FalconGameBooks,# ספרימשחקבז,"MQM annotations:
minor: audience_appropriateness/culture-specific reference - The target text concatenates multiple Hebrew words to represent ""#FalconGameBooks"" which might not be easily understood or searchable as a hashtag by Hebrew speakers familiar with the convention of keeping hashtags as single, unbroken words. This reduces its effectiveness for online engagement."
420,"The eight-eyed Repnids seem to be watching as you settle the flyer down on the red soil, but they make no move towards you, in fact they are motionless as you climb out of the flyer and walk slowly towards them.","נראה שהרפנידים בעלי שמונה העיניים צופים בך בזמן שאתה מנחית את הרחפן על האדמה האדומה, אבל הם לא עושים שום תנועה לכיוונך, למעשה הם חסרי תנועה כשאתה יוצא מהרחפן והולך לאט לעברם.","MQM annotations:
audience appropriateness error: None"
422,The rock beneath you gives way suddenly.,הסלע שתחתך קורס בפתאומיות.,"MQM annotations:
no-error"
424,"The end is swift, as several pairs of fangs inject their deadly venom and the air of Dyskra contaminates your lungs.","הסוף מהיר, כאשר מספר זוגות ניבים מזריקים את ארסם הקטלני ואוויר דיסקרה מזהם את ריאותיך.","MQM annotations:
minor: style/register - The translation uses a slightly more formal or literary style than the original. While not strictly *inappropriate*, ""ריאותיך"" (your lungs - formal) is a higher register than the English ""your lungs."" A more colloquial option would be ""את הריאות שלך"". The difference isn't enormous, but it is noticeable."
425,Nobody will ever know that you were the first human future traveller.,אף אחד לעולם לא ידע שאתה היית הנוסע האנושי הראשון לעתיד.,"MQM annotations:
audience appropriateness error:
[Critical]: no-error
[Major]: no-error
[Minor]: no-error"
427,"The eight-eyed Repnids seem to be watching, but they make no move towards you, in fact they are motionless as you walk slowly towards them.","הרפנידים בעלי שמונה העיניים נראים צופים, אך הם לא עושים שום תנועה לכיוונך, למעשה הם חסרי תנועה כשאתה הולך לאט לעברם.","MQM annotations:
critical: no-error
major: no-error
minor: no-error"
428,"You halt while still on the mound of crumbled rock and soil and speak to them, saying, 'I come in peace, as a friend.'","אתם עוצרים כשאתם עדיין על תל הסלעים והאדמה המתפוררים ואומרים להם: 'אני בא בשלום, כידיד.'","MQM annotations:
minor: style/awkward - The phrase ""כידיד"" (ki'yedid) while literally ""as a friend,"" is slightly less common and a bit more formal than just saying ""כחבר"" (kechaver), which is a more natural and direct way to say ""as a friend"" in modern Hebrew. This doesn't significantly impede understanding but could sound slightly stilted."
429,"It appears that they cannot hear you, let alone understand, as your Universal Translator picks up no answer.","נראה שהם לא שומעים אותך, שלא לדבר על מבינים, כיוון שהמתרגם האוניברסלי שלך לא קולט שום תשובה.","```
MQM annotations:
audience appropriateness error:
minor: culture-specific reference/technical jargon - The term ""Universal Translator"" is a science fiction concept that might not be universally understood by all Hebrew speakers, especially those unfamiliar with the genre. While not a major issue, it subtly reduces the naturalness for a broader audience.
```"
440,I plan on mixing it with a fine purple/lilac variegated cotton.,אני מתכנן לערבב את זה עם כותנה משולבת דקה בצבע סגול/לילך.,"MQM annotations:
no-error"
441,But am not sure I have enough of the purple.,אבל לא בטוח שיש לי מספיק מהסגול.,"MQM annotations:
audience appropriateness error: None"
446,I have literally tried and dropped EVERY SINGLE ONE.,ניסיתי וזרקתי ממש כל אחד ואחד.,"MQM annotations:
audience appropriateness error:
[Critical]: no-error - None
[Major]: no-error - None
[Minor]: no-error - None"
447,"And up until like two years ago, I had no idea until I checked my transcripts.","ועד לפני שנתיים בערך, לא היה לי מושג עד שבדקתי את הגיליונות ציונים שלי.","MQM annotations:
minor: style/awkward - The phrase ""הגיליונות ציונים שלי"" is grammatically correct but sounds slightly awkward and literal. A more natural phrasing might be ""דפי הציונים שלי"". While not strictly incorrect, it could be phrased more smoothly for the target audience."
455,"It's exciting, nerve-wracking, stressful, and all the good things that I love about working in games.","זה מרגש, מורט עצבים, מלחיץ, וכל הדברים הטובים שאני אוהב/ת בעבודה בתחום המשחקים.","MQM annotations:
minor: style/register - The use of both masculine (אני אוהב) and feminine (אני אוהבת) forms for ""I love"" is slightly awkward and could be avoided by sticking to one. While grammatically correct to acknowledge both possibilities, it's not the most natural way to phrase this in Hebrew and may come across as overly cautious. A more natural rendering might choose one form or rephrase to avoid specifying gender."
463,Came home on my lunch break to see this sitting outside uwu.,חזרתי הביתה בהפסקת הצהריים שלי וראיתי את זה יושב בחוץ uwu.,"MQM annotations:
minor: audience_appropriateness/culture-specific reference - The use of ""uwu"" is an internet slang expression and may not be universally understood or appreciated in Hebrew. While it might be acceptable among younger, internet-savvy audiences, it's not generally appropriate for all contexts and could be seen as out of place by some Hebrew speakers."
475,Had a recent graduate artist take some critique badly tonight.,אמן בוגר טרי קיבל הערות ביקורת הערב בצורה קשה.,"MQM annotations:
minor: style/awkward - The phrase ""בצורה קשה"" (b'tzura kasha) while literally meaning ""in a hard way,"" is a somewhat less common and slightly more formal way to express ""taking something badly"" in Hebrew. A more common and natural phrasing might be ""לקח את זה קשה"" (lakach et zeh kashe) - took it hard. This isn't a major error, but it makes the translation slightly less natural-sounding."
482,"So while composting and bloom scrolling are a wonderful reminder to look up, and be aware of life beyond the screen.",למרות שקומפוסט וגלילת פריחה הם תזכורת נפלאה להרים את הראש ולהיות מודעים לחיים מעבר למסך.,"MQM annotations:
audience appropriateness error: None"
483,It is as important to explore servers and IP addresses.,חשוב באותה מידה לחקור שרתים וכתובות IP.,"MQM annotations:
critical: no-error
major: no-error
minor: no-error"
491,She did not look back.,היא לא הביטה לאחור.,"MQM annotations:
no-error"
492,He waited until he was in the darkness of the bunk room before he pulled the note out and read it in a beam of light coming through the blackout curtains.,הוא חיכה עד שהיה בחושך של חדר השינה לפני ששלף את הפתק וקרא אותו בקרן אור שבקעה מבעד לוילונות ההאפלה.,"MQM annotations:
audience appropriateness error:
no-error"
493,One block-printed word.,מילה מודפסת בחריתה,"MQM annotations:
audience appropriateness error:
[Critical]: no-error
[Major]: no-error
[Minor]: no-error"
498,I'd particularly like to connect with more.,אני במיוחד אשמח ליצור קשר עם עוד.,"MQM annotations:
minor: style/awkward - The phrase ""עם עוד"" (with more) at the end of the sentence is grammatically correct but slightly less common and could sound a bit awkward in modern Hebrew compared to a more natural phrasing."
499,Everyone with their hair on fire about CNN can thank Stephen Colbert for the hard right turn.,כל מי שרותח מזעם על CNN יכול להודות לסטיבן קולברט על הפנייה החדה ימינה.,"MQM annotations:
minor: culture-specific reference - The phrase ""hair on fire"" is an idiom that might not be universally understood or translated directly in Hebrew. While ""רותח מזעם"" (seething with anger) captures the general sentiment, the imagery of ""hair on fire"" might not resonate in the same way. This is a minor issue because the overall meaning is still conveyed.
minor: culture-specific reference - Similarly, ""hard right turn"" is a political metaphor that might not translate directly in terms of cultural understanding. While ""הפנייה החדה ימינה"" (sharp turn to the right) is a literal translation, the nuances and connotations associated with it in American political discourse might be lost. Again, this is a minor issue as the general direction of the shift is still communicated."
