index,original,translated,design_and_markup_annotation
348,"So, it requires a bit more effort to get into it and you probably need a good app to improve #UX.","אז, זה דורש קצת יותר מאמץ להיכנס לזה וכנראה שצריך אפליקציה טובה כדי לשפר את #UX.","MQM annotations:
design and markup errors:
minor: markup tag/hashtag - The hashtag symbol is retained in the translated text. While not strictly incorrect, it may be preferable to translate the hashtag if the platform supports it, or remove it if it doesn't fit the target language's style."
353,Forecasting: anticipating harms before they happen (even if by minutes),תַּחֲזִית: צִפּוּי נְזָקִים לִפְנֵי הִתְרַחֲשׁוּתָם (אֲפִילוּ בְּדַקּוֹת).,"MQM annotations:
design and markup errors:
minor: markup tag/changed punctuation - The source segment uses parentheses, while the translation uses different brackets."
369,I work out alone in my bedroom without a spotter or even a weight rack.,"אני מתאמן לבד בחדר השינה שלי בלי שומר ובלי מתקן משקולות, רק אני.","```
MQM annotations:
design and markup errors:
minor: markup tag/emoji formats - The original source doesn't contain emoji, but the translation includes ""רק אני"" at the end, which could be considered as added information, but here, it's interpreted as potentially carrying an implicit emotional tone and thus, a change in format.
```"
370,Just me and a barbell with a bunch of weights.,רק אני ומוט משקולות עם הרבה משקלים.,"MQM annotations:
design and markup errors:
None"
372,"If I try and figure out my one rep max is I might not own enough weights to max out, or conversely it could seriously injure/kill me.","אם אני אנסה להבין מה המשקל המקסימלי שלי להרמה בודדת, יכול להיות שאין לי מספיק משקולות כדי להגיע למקסימום, או לחילופין זה יכול לגרום לי לפציעה חמורה או אפילו מוות.","MQM annotations:
design and markup errors:
None"
379,I'd never seen anyone's mom make it or had it shoved at me at a party or seen it appear in conjunction with anyone's saucemaking escapades or baking days,"אף פעם לא ראיתי שאמא של מישהו מכינה את זה, או שדחפו לי את זה במסיבה, או שראיתי את זה מופיע בשילוב עם הרפתקאות הכנת הרטבים או ימי האפייה של מישהו.","```
MQM annotations:
design and markup errors:
minor: no-error - No design and markup errors found.
```"
383,"Having been radicalized here, we're reluctant to buy a new FAANG machine*.","משהתחלחנו פה, אנחנו מסרבים לקנות מכונת FAANG חדשה.

*Note: I assumed ""FAANG machine"" refers to a computer/tech product. If it has a different specific meaning, the translation might need adjustment.","```
MQM annotations:
design and markup errors:
None
```"
389,So was it Epic that originated this?,אז האם אפיק יצרה את זה במקור?,"MQM annotations:
design and markup errors:
critical: no-error
major: no-error
minor: no-error"
394,Is it so ephemeral then?,האם זה כה חולף אם כך?,"MQM annotations:
design and markup errors:
minor: no-error - None"
395,"Merely a ""catchphrase"" with no clear originator?","רק ""סיסמה"" ללא יוצר ברור?","MQM annotations:
design and markup errors:
minor: no-error - None"
399,Have now done a full round trip on the new ICNG train.,עכשיו עשיתי נסיעת הלוך ושוב מלאה ברכבת ICNG החדשה.,"MQM annotations:
design and markup errors:
minor: markup tag/none - No design or markup errors found."
402,There's areas that could use some polish.,יש מקומות שצריכים ליטוש.,"```
MQM annotations:
design and markup errors:
minor: no-error - No design or markup errors found in the translation.
```"
403,"Namely the lack of enough bins, and the lack of signs to explain the significance of the lighting colours.","כלומר, חוסר בפחים מספיקים וחוסר בשלטים המסבירים את משמעות צבעי התאורה.","MQM annotations:
design and markup errors:
critical: no-error
major: no-error
minor: no-error"
404,"Fix those minor issues, and then can we have more of these please?","תקן את הבעיות הקטנות האלה, ואז אפשר לקבל עוד כאלה בבקשה?","```
MQM annotations:
design and markup errors:
None
```"
406,One per customer rules remain as we try to ensure everyone who queues up can get their hands on a board.,חוק של יחידה אחת ללקוח עדיין בתוקף כאשר אנו מנסים להבטיח שכל מי שממתין בתור יוכל להשיג גלשן.,"```
MQM annotations:
design and markup errors:
None
```"
407,"You can buy ONE of the boards listed above, not one of each.","אפשר לקנות לוח אחד מהלוחות המפורטים למעלה, לא אחד מכל סוג.","```
MQM annotations:
design and markup errors:
critical: no-error
major: no-error
minor: no-error
```"
409,Yesterday I had the best time with my friend and former rabbi colleague.,אתמול נהניתי מאוד עם חברתי וקולגה לשעבר בתחום הרבנות.,"MQM annotations:
design and markup errors:
None"
419,#FalconGameBooks,# ספרימשחקבז,"MQM annotations:
design and markup errors:
minor: markup tag/None - The hashtag is joined to the translated text, instead of a space existing between them."
420,"The eight-eyed Repnids seem to be watching as you settle the flyer down on the red soil, but they make no move towards you, in fact they are motionless as you climb out of the flyer and walk slowly towards them.","נראה שהרפנידים בעלי שמונה העיניים צופים בך בזמן שאתה מנחית את הרחפן על האדמה האדומה, אבל הם לא עושים שום תנועה לכיוונך, למעשה הם חסרי תנועה כשאתה יוצא מהרחפן והולך לאט לעברם.","```
MQM annotations:
design and markup errors:
critical: no-error
major: no-error
minor: no-error
```"
422,The rock beneath you gives way suddenly.,הסלע שתחתך קורס בפתאומיות.,"```
MQM annotations:
design and markup errors:
minor: no-error - None
```"
424,"The end is swift, as several pairs of fangs inject their deadly venom and the air of Dyskra contaminates your lungs.","הסוף מהיר, כאשר מספר זוגות ניבים מזריקים את ארסם הקטלני ואוויר דיסקרה מזהם את ריאותיך.","MQM annotations:
design and markup errors:
minor: markup tag/emoji - The translated sentence lacks an emoji or special character present in the source or has a different one. (Although there's no emoji in the source, the structure suggests it might be relevant if one were present.)"
425,Nobody will ever know that you were the first human future traveller.,אף אחד לעולם לא ידע שאתה היית הנוסע האנושי הראשון לעתיד.,"MQM annotations:
design and markup errors:
minor: markup tag/none - no errors found."
427,"The eight-eyed Repnids seem to be watching, but they make no move towards you, in fact they are motionless as you walk slowly towards them.","הרפנידים בעלי שמונה העיניים נראים צופים, אך הם לא עושים שום תנועה לכיוונך, למעשה הם חסרי תנועה כשאתה הולך לאט לעברם.","MQM annotations:
design and markup errors:
critical: no-error
major: no-error
minor: no-error"
428,"You halt while still on the mound of crumbled rock and soil and speak to them, saying, 'I come in peace, as a friend.'","אתם עוצרים כשאתם עדיין על תל הסלעים והאדמה המתפוררים ואומרים להם: 'אני בא בשלום, כידיד.'","```
MQM annotations:
design and markup errors:
minor: markup tag/none - No design and markup errors found.
```"
429,"It appears that they cannot hear you, let alone understand, as your Universal Translator picks up no answer.","נראה שהם לא שומעים אותך, שלא לדבר על מבינים, כיוון שהמתרגם האוניברסלי שלך לא קולט שום תשובה.","```
MQM annotations:
design and markup errors:
minor: markup tag/emoji format - No emojis in source, so nothing to compare.
```"
440,I plan on mixing it with a fine purple/lilac variegated cotton.,אני מתכנן לערבב את זה עם כותנה משולבת דקה בצבע סגול/לילך.,"```
MQM annotations:
design and markup errors:
minor: no-error - No design and markup errors found.
```"
441,But am not sure I have enough of the purple.,אבל לא בטוח שיש לי מספיק מהסגול.,"```
MQM annotations:
design and markup errors:
minor: no-error - No design and markup errors found.
```"
446,I have literally tried and dropped EVERY SINGLE ONE.,ניסיתי וזרקתי ממש כל אחד ואחד.,"```
MQM annotations:
design and markup errors:
minor: markup tag/emoji formats - No emojis are present in the source and target strings.
```"
447,"And up until like two years ago, I had no idea until I checked my transcripts.","ועד לפני שנתיים בערך, לא היה לי מושג עד שבדקתי את הגיליונות ציונים שלי.","MQM annotations:
design and markup errors:
minor: no-error - No design and markup errors found."
455,"It's exciting, nerve-wracking, stressful, and all the good things that I love about working in games.","זה מרגש, מורט עצבים, מלחיץ, וכל הדברים הטובים שאני אוהב/ת בעבודה בתחום המשחקים.","MQM annotations:
design and markup errors:
minor: markup tag/emoji format - The translation includes both masculine and feminine forms of the verb ""אוהב"" (""I love""), separated by a slash. While linguistically correct, this presentation is a design choice that wasn't in the source, and might be considered a minor markup or presentation difference."
463,Came home on my lunch break to see this sitting outside uwu.,חזרתי הביתה בהפסקת הצהריים שלי וראיתי את זה יושב בחוץ uwu.,"```
MQM annotations:
design and markup errors:
minor: markup tag/emoji format - The ""uwu"" is not translated but the original source is an emoticon.
```"
475,Had a recent graduate artist take some critique badly tonight.,אמן בוגר טרי קיבל הערות ביקורת הערב בצורה קשה.,"MQM annotations:
design and markup errors:
minor: no-error - None"
482,"So while composting and bloom scrolling are a wonderful reminder to look up, and be aware of life beyond the screen.",למרות שקומפוסט וגלילת פריחה הם תזכורת נפלאה להרים את הראש ולהיות מודעים לחיים מעבר למסך.,"MQM annotations:
design and markup errors:
minor: no-error - No design or markup errors found."
483,It is as important to explore servers and IP addresses.,חשוב באותה מידה לחקור שרתים וכתובות IP.,"```
MQM annotations:
design and markup errors:
minor: no-error - No design or markup errors found.
```"
491,She did not look back.,היא לא הביטה לאחור.,"MQM annotations:
design and markup errors:
None"
492,He waited until he was in the darkness of the bunk room before he pulled the note out and read it in a beam of light coming through the blackout curtains.,הוא חיכה עד שהיה בחושך של חדר השינה לפני ששלף את הפתק וקרא אותו בקרן אור שבקעה מבעד לוילונות ההאפלה.,"MQM annotations:
design and markup errors:
minor: no-error - No design and markup errors found."
493,One block-printed word.,מילה מודפסת בחריתה,"```
MQM annotations:
design and markup errors:
minor: markup tag/emoji format - The original source doesn't have any special formatting like bold or italics, or special characters like emojis.
```"
498,I'd particularly like to connect with more.,אני במיוחד אשמח ליצור קשר עם עוד.,"MQM annotations:
design and markup errors:
minor: markup tag/none - No markup errors found."
499,Everyone with their hair on fire about CNN can thank Stephen Colbert for the hard right turn.,כל מי שרותח מזעם על CNN יכול להודות לסטיבן קולברט על הפנייה החדה ימינה.,"```
MQM annotations:
design and markup errors:
minor: markup tag/emoji format - The English text contains no emoji but the Hebrew text does.
```"
